ax,ay,az,gx,gy,gz,mx,my,mz,pressure,temperature,altitude
-0.018,-0.011,1.000,0.001,-0.002,-0.002,-0.408,0.145,-0.577,982.53,26.92,289.09
-0.016,-0.010,1.001,0.002,-0.003,-0.002,-0.402,0.145,-0.574,982.54,26.92,288.98
-0.018,-0.011,1.002,0.002,-0.003,-0.002,-0.407,0.143,-0.572,982.61,26.92,288.40
-0.016,-0.010,1.001,0.002,-0.003,-0.002,-0.409,0.145,-0.580,982.58,26.92,288.60
-0.016,-0.011,0.999,0.002,-0.002,-0.002,-0.404,0.148,-0.579,982.56,26.92,288.83
-0.017,-0.011,1.001,0.002,-0.002,-0.001,-0.403,0.143,-0.577,982.56,26.92,288.82
-0.017,-0.011,1.001,0.001,-0.002,-0.002,-0.402,0.147,-0.575,982.51,26.92,289.20
-0.017,-0.011,1.002,0.002,-0.002,-0.002,-0.402,0.147,-0.575,982.51,26.92,289.24
-0.017,-0.012,1.000,0.001,-0.002,-0.002,-0.408,0.145,-0.573,982.58,26.93,288.65
-0.016,-0.011,1.001,0.001,-0.002,-0.002,-0.406,0.144,-0.580,982.60,26.92,288.49
-0.016,-0.011,1.000,0.001,-0.002,-0.002,-0.401,0.145,-0.579,982.53,26.92,289.10
-0.017,-0.011,1.001,0.002,-0.002,-0.002,-0.402,0.149,-0.575,982.53,26.92,289.06
-0.018,-0.010,1.000,0.001,-0.002,-0.002,-0.404,0.148,-0.579,982.53,26.92,289.05
-0.017,-0.011,1.001,0.001,-0.002,-0.002,-0.407,0.143,-0.580,982.58,26.92,288.65
-0.017,-0.010,1.003,0.002,-0.002,-0.002,-0.407,0.143,-0.580,982.55,26.92,288.90
-0.016,-0.011,1.001,0.002,-0.002,-0.002,-0.401,0.146,-0.581,982.51,26.92,289.24
-0.016,-0.010,1.002,0.002,-0.002,-0.002,-0.404,0.146,-0.575,982.56,26.92,288.84
-0.018,-0.011,1.001,0.001,-0.003,-0.002,-0.403,0.145,-0.580,982.57,26.92,288.71
-0.016,-0.010,1.002,0.002,-0.002,-0.002,-0.401,0.147,-0.578,982.56,26.92,288.82
-0.016,-0.011,1.001,0.002,-0.002,-0.001,-0.402,0.141,-0.575,982.53,26.92,289.09
-0.017,-0.010,1.002,0.002,-0.002,-0.002,-0.402,0.144,-0.576,982.56,26.92,288.77
-0.017,-0.011,1.001,0.002,-0.002,-0.002,-0.402,0.144,-0.579,982.47,26.92,289.55
-0.016,-0.010,1.000,0.001,-0.002,-0.002,-0.402,0.144,-0.579,982.51,26.92,289.22
-0.016,-0.011,1.001,0.001,-0.002,-0.002,-0.404,0.142,-0.578,982.59,26.92,288.57
-0.017,-0.011,1.002,0.002,-0.002,-0.002,-0.403,0.139,-0.577,982.51,26.92,289.26
-0.018,-0.012,1.000,0.002,-0.002,-0.002,-0.405,0.144,-0.578,982.58,26.92,288.61
-0.017,-0.010,1.000,0.001,-0.003,-0.002,-0.405,0.142,-0.579,982.58,26.93,288.60
-0.017,-0.011,1.000,0.002,-0.002,-0.002,-0.402,0.143,-0.577,982.60,26.92,288.48
-0.016,-0.010,1.001,0.002,-0.002,-0.002,-0.402,0.140,-0.573,982.56,26.92,288.84
-0.017,-0.011,1.004,0.002,-0.002,-0.002,-0.402,0.140,-0.573,982.58,26.92,288.60
-0.017,-0.011,1.003,0.002,-0.002,-0.002,-0.404,0.147,-0.574,982.60,26.92,288.43
-0.017,-0.011,1.000,0.002,-0.002,-0.002,-0.405,0.143,-0.571,982.55,26.92,288.87
-0.017,-0.011,0.999,0.001,-0.002,-0.002,-0.403,0.143,-0.573,982.55,26.92,288.88
-0.016,-0.011,1.001,0.001,-0.002,-0.002,-0.401,0.143,-0.577,982.48,26.92,289.45
-0.017,-0.011,1.002,0.001,-0.002,-0.001,-0.398,0.140,-0.577,982.54,26.92,288.95
-0.017,-0.012,1.000,0.001,-0.002,-0.001,-0.400,0.141,-0.575,982.58,26.92,288.60
-0.016,-0.011,1.001,0.002,-0.002,-0.002,-0.400,0.141,-0.575,982.52,26.92,289.13
-0.017,-0.011,1.003,0.002,-0.002,-0.002,-0.402,0.140,-0.577,982.62,26.92,288.29
-0.018,-0.011,1.001,0.002,-0.003,-0.002,-0.399,0.140,-0.576,982.47,26.92,289.59
-0.016,-0.011,1.003,0.002,-0.002,-0.002,-0.402,0.144,-0.574,982.48,26.92,289.46
-0.016,-0.011,1.002,0.002,-0.002,-0.001,-0.400,0.143,-0.577,982.53,26.92,289.07
-0.017,-0.011,1.001,0.002,-0.002,-0.002,-0.401,0.143,-0.576,982.62,26.92,288.26
-0.016,-0.011,1.001,0.002,-0.002,-0.002,-0.399,0.145,-0.577,982.54,26.92,289.00
-0.017,-0.010,1.001,0.002,-0.003,-0.002,-0.399,0.145,-0.577,982.57,26.92,288.69
-0.018,-0.011,1.004,0.002,-0.003,-0.002,-0.401,0.146,-0.574,982.49,26.92,289.41
-0.017,-0.011,1.000,0.001,-0.002,-0.002,-0.399,0.146,-0.578,982.44,26.92,289.84
-0.016,-0.012,1.000,0.002,-0.002,-0.002,-0.407,0.147,-0.575,982.51,26.92,289.19
-0.017,-0.010,1.003,0.001,-0.002,-0.002,-0.404,0.147,-0.577,982.51,26.92,289.19
-0.018,-0.010,1.003,0.001,-0.002,-0.002,-0.400,0.144,-0.577,982.60,26.92,288.46
-0.017,-0.012,0.999,0.001,-0.002,-0.002,-0.402,0.148,-0.579,982.57,26.92,288.68
-0.016,-0.011,0.999,0.002,-0.002,-0.002,-0.402,0.148,-0.579,982.52,26.92,289.11
-0.017,-0.012,1.001,0.002,-0.002,-0.002,-0.405,0.148,-0.575,982.51,26.92,289.24
-0.016,-0.011,1.002,0.002,-0.002,-0.002,-0.403,0.145,-0.583,982.57,26.92,288.68
-0.018,-0.011,1.003,0.002,-0.002,-0.002,-0.404,0.146,-0.582,982.56,26.92,288.81
-0.016,-0.010,1.004,0.002,-0.002,-0.002,-0.406,0.143,-0.580,982.52,26.92,289.13
-0.018,-0.011,1.004,0.002,-0.002,-0.002,-0.403,0.144,-0.579,982.62,26.92,288.27
-0.016,-0.010,1.001,0.001,-0.002,-0.002,-0.406,0.145,-0.578,982.54,26.92,288.96
-0.016,-0.012,0.997,0.001,-0.002,-0.002,-0.406,0.145,-0.578,982.61,26.92,288.36
-0.017,-0.010,1.000,0.001,-0.002,-0.002,-0.406,0.145,-0.576,982.54,26.92,288.95
-0.017,-0.011,1.002,0.002,-0.002,-0.002,-0.409,0.145,-0.572,982.53,26.92,289.05
-0.017,-0.010,1.000,0.002,-0.002,-0.002,-0.404,0.143,-0.577,982.55,26.92,288.89
-0.017,-0.011,1.000,0.002,-0.002,-0.002,-0.402,0.145,-0.578,982.49,26.92,289.37
-0.017,-0.011,1.001,0.002,-0.002,-0.002,-0.407,0.144,-0.582,982.62,26.92,288.29
-0.017,-0.011,1.001,0.002,-0.002,-0.002,-0.411,0.145,-0.580,982.53,26.92,289.04
-0.018,-0.011,1.001,0.002,-0.002,-0.002,-0.411,0.145,-0.580,982.55,26.92,288.89
-0.019,-0.010,1.001,0.002,-0.002,-0.001,-0.403,0.148,-0.578,982.48,26.92,289.49
-0.017,-0.012,1.002,0.002,-0.002,-0.002,-0.405,0.145,-0.577,982.55,26.92,288.88
-0.016,-0.011,1.002,0.002,-0.002,-0.002,-0.409,0.145,-0.583,982.56,26.92,288.78
-0.016,-0.011,1.001,0.001,-0.002,-0.002,-0.403,0.143,-0.585,982.55,26.92,288.92
-0.017,-0.011,1.000,0.002,-0.002,-0.002,-0.399,0.138,-0.582,982.55,26.92,288.89
-0.017,-0.012,1.001,0.002,-0.002,-0.002,-0.402,0.139,-0.577,982.60,26.92,288.42
-0.018,-0.012,1.002,0.002,-0.002,-0.002,-0.402,0.139,-0.577,982.51,26.92,289.25
-0.016,-0.011,1.002,0.002,-0.002,-0.002,-0.401,0.137,-0.575,982.51,26.92,289.27
-0.018,-0.010,1.002,0.002,-0.002,-0.002,-0.402,0.137,-0.576,982.56,26.92,288.77
-0.016,-0.011,1.001,0.002,-0.002,-0.002,-0.402,0.139,-0.572,982.49,26.92,289.40
-0.016,-0.011,1.001,0.002,-0.003,-0.002,-0.401,0.138,-0.566,982.49,26.92,289.44
-0.018,-0.012,1.002,0.002,-0.002,-0.002,-0.402,0.141,-0.576,982.50,26.92,289.33
-0.017,-0.010,1.001,0.002,-0.002,-0.001,-0.397,0.143,-0.575,982.42,26.92,289.97
-0.016,-0.012,1.000,0.002,-0.002,-0.002,-0.397,0.141,-0.572,982.53,26.92,289.02
-0.016,-0.011,1.002,0.002,-0.002,-0.002,-0.402,0.141,-0.572,982.54,26.92,288.98
-0.016,-0.010,1.001,0.002,-0.002,-0.002,-0.401,0.141,-0.574,982.55,26.92,288.90
-0.018,-0.010,1.002,0.001,-0.002,-0.002,-0.400,0.142,-0.580,982.58,26.92,288.66
-0.017,-0.011,1.002,0.002,-0.002,-0.002,-0.400,0.143,-0.583,982.53,26.92,289.06
-0.016,-0.011,1.001,0.002,-0.002,-0.002,-0.397,0.142,-0.575,982.59,26.92,288.56
-0.017,-0.010,1.001,0.002,-0.002,-0.002,-0.402,0.143,-0.580,982.50,26.92,289.27
-0.016,-0.012,1.001,0.002,-0.002,-0.002,-0.402,0.143,-0.573,982.62,26.92,288.30
-0.016,-0.011,1.001,0.002,-0.002,-0.002,-0.402,0.143,-0.573,982.57,26.92,288.70
-0.018,-0.011,1.001,0.002,-0.002,-0.002,-0.399,0.144,-0.573,982.48,26.92,289.49
-0.018,-0.011,1.000,0.001,-0.002,-0.002,-0.399,0.142,-0.580,982.49,26.92,289.37
-0.016,-0.011,1.000,0.002,-0.002,-0.002,-0.404,0.139,-0.580,982.54,26.92,289.00
-0.016,-0.011,1.000,0.002,-0.002,-0.002,-0.401,0.141,-0.583,982.63,26.92,288.20
-0.017,-0.011,1.002,0.002,-0.002,-0.002,-0.400,0.145,-0.581,982.51,26.92,289.21
-0.017,-0.011,1.001,0.002,-0.002,-0.002,-0.401,0.142,-0.578,982.54,26.92,289.01
-0.016,-0.011,1.001,0.002,-0.002,-0.002,-0.401,0.142,-0.578,982.49,26.92,289.43
-0.017,-0.010,1.001,0.002,-0.002,-0.002,-0.400,0.142,-0.579,982.54,26.92,288.97
-0.017,-0.010,1.002,0.002,-0.002,-0.002,-0.402,0.144,-0.579,982.56,26.92,288.81
-0.017,-0.011,1.000,0.002,-0.002,-0.002,-0.398,0.144,-0.577,982.57,26.92,288.69
-0.018,-0.011,1.001,0.002,-0.002,-0.002,-0.400,0.143,-0.574,982.57,26.92,288.73
-0.016,-0.010,1.002,0.002,-0.002,-0.002,-0.400,0.140,-0.575,982.61,26.92,288.37
-0.015,-0.011,1.002,0.002,-0.002,-0.002,-0.398,0.141,-0.574,982.53,26.92,289.07
-0.016,-0.012,1.001,0.002,-0.002,-0.002,-0.398,0.141,-0.574,982.55,26.92,288.92
-0.017,-0.011,1.001,0.002,-0.002,-0.002,-0.399,0.142,-0.574,982.48,26.92,289.47
-0.017,-0.010,1.001,0.002,-0.002,-0.002,-0.401,0.143,-0.575,982.59,26.92,288.51
-0.017,-0.011,1.002,0.002,-0.002,-0.002,-0.396,0.144,-0.582,982.57,26.92,288.72
-0.017,-0.011,1.001,0.002,-0.002,-0.001,-0.399,0.143,-0.575,982.51,26.92,289.25
-0.016,-0.011,1.001,0.002,-0.002,-0.002,-0.398,0.143,-0.575,982.49,26.92,289.37
-0.017,-0.011,1.001,0.001,-0.002,-0.002,-0.398,0.141,-0.567,982.54,26.92,288.95
-0.017,-0.010,1.002,0.002,-0.002,-0.002,-0.398,0.141,-0.567,982.62,26.92,288.29
-0.018,-0.011,1.001,0.002,-0.002,-0.002,-0.399,0.147,-0.576,982.61,26.92,288.42
-0.016,-0.011,1.001,0.002,-0.002,-0.002,-0.402,0.144,-0.581,982.61,26.92,288.40
-0.018,-0.010,1.001,0.002,-0.002,-0.002,-0.401,0.145,-0.581,982.65,26.92,288.02
-0.018,-0.011,1.002,0.002,-0.002,-0.001,-0.398,0.141,-0.574,982.58,26.92,288.61
-0.017,-0.010,1.000,0.001,-0.002,-0.002,-0.401,0.140,-0.578,982.57,26.92,288.74
-0.018,-0.010,1.002,0.001,-0.002,-0.002,-0.397,0.142,-0.577,982.55,26.92,288.87
-0.017,-0.011,1.002,0.002,-0.002,-0.002,-0.397,0.142,-0.577,982.50,26.92,289.31
-0.017,-0.010,1.000,0.002,-0.002,-0.002,-0.401,0.147,-0.573,982.52,26.92,289.17
-0.017,-0.012,1.000,0.001,-0.002,-0.002,-0.399,0.144,-0.580,982.58,26.92,288.67
-0.017,-0.011,1.001,0.002,-0.002,-0.002,-0.399,0.147,-0.578,982.52,26.92,289.17
-0.017,-0.011,1.001,0.002,-0.002,-0.001,-0.402,0.145,-0.578,982.49,26.93,289.39
-0.017,-0.011,1.002,0.002,-0.002,-0.002,-0.400,0.146,-0.576,982.52,26.92,289.18
-0.016,-0.011,1.002,0.002,-0.002,-0.002,-0.399,0.142,-0.578,982.59,26.92,288.51
-0.017,-0.010,1.000,0.002,-0.002,-0.002,-0.399,0.142,-0.578,982.51,26.92,289.23
-0.017,-0.012,1.001,0.002,-0.002,-0.002,-0.403,0.146,-0.568,982.54,26.92,288.98
-0.017,-0.011,1.001,0.001,-0.002,-0.002,-0.400,0.147,-0.575,982.54,26.92,288.96
-0.017,-0.010,1.002,0.001,-0.002,-0.002,-0.403,0.147,-0.570,982.63,26.92,288.18
-0.017,-0.010,1.001,0.002,-0.002,-0.002,-0.397,0.146,-0.570,982.53,26.92,289.09
-0.018,-0.010,1.001,0.002,-0.002,-0.002,-0.404,0.145,-0.578,982.53,26.92,289.05
-0.016,-0.011,1.001,0.002,-0.002,-0.001,-0.397,0.145,-0.574,982.60,26.92,288.48
-0.017,-0.012,1.002,0.002,-0.002,-0.002,-0.397,0.145,-0.576,982.54,26.92,289.01
-0.017,-0.011,1.001,0.002,-0.002,-0.002,-0.401,0.147,-0.576,982.54,26.92,288.99
-0.018,-0.010,1.001,0.001,-0.003,-0.001,-0.401,0.150,-0.574,982.54,26.92,288.94
-0.017,-0.010,1.001,0.001,-0.002,-0.002,-0.398,0.147,-0.579,982.51,26.92,289.19
-0.017,-0.011,1.000,0.002,-0.003,-0.002,-0.395,0.144,-0.578,982.60,26.92,288.46
-0.017,-0.011,1.001,0.002,-0.002,-0.002,-0.399,0.143,-0.579,982.52,26.92,289.18
-0.017,-0.011,1.001,0.002,-0.002,-0.002,-0.402,0.145,-0.579,982.56,26.92,288.77
-0.018,-0.011,1.002,0.002,-0.002,-0.002,-0.402,0.146,-0.582,982.53,26.92,289.09
-0.017,-0.012,1.001,0.002,-0.002,-0.002,-0.397,0.146,-0.582,982.58,26.92,288.61
-0.017,-0.011,1.000,0.002,-0.002,-0.002,-0.401,0.144,-0.578,982.54,26.92,289.01
-0.017,-0.011,1.001,0.002,-0.002,-0.001,-0.401,0.147,-0.574,982.58,26.92,288.60
-0.016,-0.011,1.002,0.002,-0.002,-0.002,-0.401,0.145,-0.573,982.57,26.92,288.71
-0.018,-0.012,1.001,0.002,-0.002,-0.002,-0.403,0.145,-0.577,982.53,26.92,289.02
-0.016,-0.011,1.001,0.002,-0.002,-0.002,-0.402,0.142,-0.578,982.59,26.92,288.51
-0.016,-0.011,1.001,0.002,-0.002,-0.001,-0.403,0.145,-0.574,982.52,26.92,289.11
-0.016,-0.011,1.002,0.002,-0.002,-0.002,-0.403,0.145,-0.574,982.48,26.92,289.48
-0.017,-0.010,1.001,0.002,-0.002,-0.002,-0.400,0.143,-0.576,982.54,26.92,288.95
-0.019,-0.011,1.001,0.002,-0.002,-0.002,-0.401,0.148,-0.576,982.57,26.92,288.73
-0.016,-0.011,1.000,0.001,-0.002,-0.002,-0.402,0.140,-0.572,982.58,26.92,288.59
-0.016,-0.011,1.000,0.002,-0.002,-0.002,-0.401,0.145,-0.569,982.49,26.92,289.40
-0.016,-0.012,1.001,0.002,-0.002,-0.002,-0.397,0.145,-0.573,982.62,26.92,288.30
-0.017,-0.012,1.001,0.002,-0.002,-0.002,-0.397,0.141,-0.578,982.56,26.92,288.83
-0.018,-0.011,1.001,0.002,-0.002,-0.002,-0.397,0.141,-0.578,982.59,26.92,288.52
-0.018,-0.011,1.001,0.002,-0.002,-0.002,-0.400,0.142,-0.574,982.55,26.92,288.86
-0.017,-0.010,1.001,0.002,-0.002,-0.002,-0.395,0.140,-0.572,982.56,26.92,288.77
-0.017,-0.012,1.001,0.002,-0.002,-0.002,-0.397,0.147,-0.570,982.54,26.92,289.00
-0.017,-0.011,1.002,0.002,-0.002,-0.002,-0.397,0.146,-0.568,982.58,26.92,288.62
-0.015,-0.011,1.000,0.002,-0.002,-0.002,-0.397,0.144,-0.574,982.52,26.92,289.15
-0.018,-0.011,1.001,0.002,-0.002,-0.002,-0.399,0.142,-0.576,982.57,26.92,288.69
-0.016,-0.012,1.001,0.002,-0.002,-0.002,-0.399,0.142,-0.576,982.55,26.92,288.90
-0.018,-0.011,1.001,0.002,-0.002,-0.002,-0.400,0.144,-0.573,982.56,26.92,288.77
-0.017,-0.011,1.000,0.002,-0.002,-0.002,-0.397,0.140,-0.570,982.54,26.92,288.99
-0.017,-0.011,1.002,0.002,-0.002,-0.002,-0.401,0.141,-0.573,982.60,26.92,288.43
-0.017,-0.011,1.001,0.002,-0.002,-0.002,-0.403,0.141,-0.581,982.57,26.92,288.71
-0.016,-0.010,1.002,0.002,-0.003,-0.002,-0.401,0.144,-0.589,982.61,26.92,288.35
-0.016,-0.012,1.002,0.001,-0.002,-0.002,-0.399,0.143,-0.582,982.62,26.92,288.29
-0.016,-0.011,1.000,0.002,-0.002,-0.002,-0.399,0.143,-0.582,982.57,26.92,288.68
-0.017,-0.010,1.001,0.002,-0.002,-0.002,-0.397,0.148,-0.578,982.57,26.92,288.71
-0.018,-0.010,1.002,0.002,-0.002,-0.002,-0.403,0.144,-0.577,982.59,26.92,288.54
-0.016,-0.011,1.000,0.002,-0.002,-0.002,-0.402,0.143,-0.577,982.54,26.92,288.95
-0.018,-0.010,1.001,0.002,-0.002,-0.002,-0.398,0.146,-0.582,982.57,26.92,288.73
-0.017,-0.010,1.001,0.002,-0.002,-0.002,-0.400,0.153,-0.578,982.53,26.92,289.05
-0.016,-0.011,1.001,0.002,-0.002,-0.002,-0.399,0.143,-0.584,982.56,26.92,288.78
-0.015,-0.011,1.002,0.002,-0.002,-0.002,-0.399,0.143,-0.584,982.53,26.92,289.09
-0.017,-0.011,1.002,0.002,-0.002,-0.002,-0.404,0.146,-0.576,982.51,26.92,289.26
-0.018,-0.010,1.002,0.002,-0.002,-0.002,-0.401,0.145,-0.576,982.57,26.92,288.71
-0.017,-0.011,1.000,0.002,-0.002,-0.002,-0.403,0.145,-0.573,982.58,26.92,288.65
-0.017,-0.012,1.001,0.002,-0.002,-0.002,-0.402,0.141,-0.573,982.61,26.92,288.36
-0.017,-0.011,1.002,0.002,-0.002,-0.002,-0.403,0.145,-0.571,982.56,26.92,288.84
-0.017,-0.011,1.001,0.002,-0.002,-0.002,-0.402,0.143,-0.578,982.56,26.92,288.84
-0.016,-0.011,1.001,0.002,-0.002,-0.002,-0.402,0.143,-0.578,982.51,26.92,289.22
-0.016,-0.010,1.001,0.001,-0.002,-0.002,-0.399,0.141,-0.575,982.61,26.92,288.34
-0.017,-0.010,1.001,0.002,-0.002,-0.002,-0.403,0.145,-0.580,982.56,26.92,288.78
-0.017,-0.010,1.000,0.002,-0.002,-0.002,-0.399,0.148,-0.576,982.59,26.92,288.51
-0.017,-0.010,1.001,0.002,-0.002,-0.002,-0.402,0.146,-0.571,982.44,26.92,289.85
-0.017,-0.011,1.001,0.002,-0.002,-0.002,-0.400,0.144,-0.577,982.52,26.92,289.13
-0.016,-0.010,1.002,0.002,-0.002,-0.002,-0.403,0.140,-0.578,982.58,26.92,288.66
-0.017,-0.011,1.000,0.001,-0.002,-0.002,-0.403,0.140,-0.578,982.66,26.92,287.98
-0.016,-0.010,1.001,0.002,-0.002,-0.002,-0.403,0.144,-0.577,982.53,26.92,289.03
-0.016,-0.010,1.001,0.002,-0.002,-0.002,-0.400,0.141,-0.573,982.50,26.92,289.34
-0.016,-0.010,1.002,0.001,-0.002,-0.002,-0.399,0.144,-0.573,982.55,26.92,288.93
-0.016,-0.011,1.002,0.002,-0.002,-0.002,-0.398,0.143,-0.577,982.60,26.93,288.48
-0.017,-0.011,1.002,0.002,-0.002,-0.002,-0.398,0.146,-0.573,982.55,26.92,288.93
-0.015,-0.011,1.002,0.002,-0.002,-0.001,-0.398,0.142,-0.574,982.63,26.92,288.22
-0.017,-0.010,1.002,0.002,-0.002,-0.002,-0.398,0.142,-0.575,982.52,26.92,289.11
-0.019,-0.010,1.001,0.001,-0.002,-0.002,-0.398,0.142,-0.575,982.62,26.92,288.30
-0.017,-0.011,1.001,0.002,-0.002,-0.001,-0.396,0.143,-0.571,982.57,26.92,288.68
-0.018,-0.011,1.002,0.002,-0.002,-0.002,-0.399,0.144,-0.573,982.64,26.92,288.12
-0.016,-0.012,1.002,0.002,-0.002,-0.002,-0.398,0.142,-0.579,982.59,26.92,288.56
-0.017,-0.011,1.002,0.002,-0.003,-0.002,-0.398,0.145,-0.573,982.57,26.92,288.75
-0.016,-0.012,1.002,0.002,-0.002,-0.002,-0.398,0.143,-0.573,982.59,26.92,288.51
-0.018,-0.011,1.002,0.002,-0.002,-0.002,-0.401,0.142,-0.575,982.48,26.92,289.46
-0.019,-0.011,1.000,0.001,-0.002,-0.002,-0.401,0.142,-0.575,982.48,26.92,289.50
-0.017,-0.011,1.001,0.002,-0.002,-0.002,-0.401,0.139,-0.573,982.49,26.92,289.36
-0.018,-0.011,1.002,0.001,-0.002,-0.002,-0.402,0.144,-0.573,982.50,26.92,289.29
-0.017,-0.010,1.001,0.002,-0.002,-0.002,-0.400,0.141,-0.575,982.51,26.92,289.25
-0.017,-0.011,1.001,0.001,-0.002,-0.002,-0.399,0.138,-0.577,982.59,26.92,288.57
-0.017,-0.010,1.002,0.001,-0.002,-0.002,-0.398,0.144,-0.577,982.61,26.92,288.36
-0.016,-0.011,1.000,0.002,-0.002,-0.002,-0.398,0.140,-0.580,982.58,26.92,288.61
-0.016,-0.009,1.001,0.002,-0.002,-0.002,-0.398,0.140,-0.580,982.47,26.92,289.60
-0.017,-0.010,1.000,0.001,-0.003,-0.002,-0.401,0.143,-0.574,982.56,26.92,288.78
-0.018,-0.011,1.002,0.002,-0.002,-0.002,-0.398,0.140,-0.580,982.53,26.92,289.05
-0.017,-0.011,1.001,0.002,-0.002,-0.002,-0.401,0.144,-0.579,982.55,26.92,288.90
-0.017,-0.010,1.001,0.002,-0.002,-0.002,-0.400,0.147,-0.573,982.59,26.92,288.56
-0.017,-0.011,1.000,0.002,-0.002,-0.002,-0.397,0.146,-0.572,982.62,26.92,288.32
-0.018,-0.011,1.000,0.001,-0.002,-0.001,-0.397,0.149,-0.576,982.51,26.92,289.21
-0.017,-0.011,1.002,0.002,-0.002,-0.002,-0.397,0.149,-0.576,982.50,26.92,289.29
-0.017,-0.010,1.002,0.001,-0.002,-0.002,-0.399,0.147,-0.580,982.58,26.92,288.63
-0.016,-0.010,1.003,0.002,-0.002,-0.002,-0.398,0.143,-0.577,982.53,26.92,289.07
-0.017,-0.010,0.998,0.001,-0.002,-0.002,-0.399,0.148,-0.575,982.65,26.92,288.04
-0.017,-0.010,0.997,0.002,-0.002,-0.002,-0.398,0.148,-0.572,982.61,26.92,288.40
-0.018,-0.010,1.007,0.002,-0.002,-0.002,-0.399,0.145,-0.576,982.59,26.92,288.55
-0.017,-0.010,1.005,0.001,-0.002,-0.002,-0.401,0.149,-0.581,982.58,26.92,288.67
-0.017,-0.010,0.997,0.001,-0.002,-0.002,-0.401,0.149,-0.581,982.50,26.92,289.31
-0.017,-0.012,1.002,0.002,-0.002,-0.002,-0.397,0.150,-0.581,982.52,26.92,289.13
-0.017,-0.010,1.004,0.001,-0.002,-0.002,-0.399,0.147,-0.581,982.52,26.92,289.13
-0.016,-0.011,1.001,0.001,-0.002,-0.002,-0.401,0.147,-0.577,982.60,26.93,288.43
