t,Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz,Alt
2025-08-21 18:14:04.476, 0.072, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -540.5, 193.3, 73.4 ,168.31
2025-08-21 18:14:04.477, 0.073, -0.005, -0.989 ,  0.00, -0.00, 0.00 ,  -540.4, 195.9, 74.2 ,168.24
2025-08-21 18:14:04.478, 0.072, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -540.4, 195.9, 74.2 ,167.88
2025-08-21 18:14:04.478, 0.073, -0.006, -0.991 ,  0.00, -0.00, 0.00 ,  -536.9, 190.8, 71.4 ,168.19
2025-08-21 18:14:04.489, 0.071, -0.003, -0.990 ,  0.00, -0.00, 0.00 ,  -543.2, 189.7, 71.5 ,169.22
2025-08-21 18:14:04.501, 0.074, -0.005, -0.988 ,  0.00, -0.00, 0.00 ,  -543.9, 192.8, 70.1 ,168.38
2025-08-21 18:14:04.511, 0.072, -0.005, -0.987 ,  0.00, -0.00, 0.00 ,  -543.2, 189.8, 72.9 ,168.44
2025-08-21 18:14:04.583, 0.073, -0.004, -0.992 ,  0.00, -0.00, 0.00 ,  -538.0, 191.2, 74.9 ,168.06
2025-08-21 18:14:04.584, 0.073, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -541.7, 197.0, 73.8 ,168.35
2025-08-21 18:14:04.584, 0.073, -0.005, -0.988 ,  0.00, -0.00, 0.00 ,  -541.7, 197.0, 73.8 ,168.20
2025-08-21 18:14:04.585, 0.074, -0.003, -0.990 ,  0.00, -0.00, 0.00 ,  -541.8, 194.7, 68.3 ,168.58
2025-08-21 18:14:04.586, 0.073, -0.006, -0.989 ,  0.00, -0.00, 0.00 ,  -541.1, 190.4, 67.1 ,168.01
2025-08-21 18:14:04.586, 0.072, -0.005, -0.988 ,  0.00, -0.00, 0.00 ,  -543.8, 193.6, 64.0 ,168.30
2025-08-21 18:14:04.589, 0.073, -0.003, -0.991 ,  0.00, -0.00, 0.00 ,  -540.7, 192.6, 68.2 ,167.50
2025-08-21 18:14:04.600, 0.071, -0.005, -0.992 ,  0.00, -0.00, 0.00 ,  -541.4, 193.6, 69.6 ,168.12
2025-08-21 18:14:04.611, 0.072, -0.005, -0.992 ,  0.00, -0.00, 0.00 ,  -539.7, 193.2, 72.8 ,168.08
2025-08-21 18:14:04.622, 0.072, -0.004, -0.991 ,  0.00, -0.00, 0.00 ,  -539.7, 193.2, 72.8 ,168.21
2025-08-21 18:14:04.693, 0.073, -0.005, -0.988 ,  0.00, -0.00, 0.00 ,  -536.2, 193.2, 71.7 ,168.35
2025-08-21 18:14:04.693, 0.073, -0.005, -0.991 ,  0.00, -0.00, 0.00 ,  -542.9, 195.4, 69.6 ,168.53
2025-08-21 18:14:04.694, 0.073, -0.004, -0.989 ,  0.00, -0.00, -0.00 ,  -540.1, 192.6, 73.6 ,168.34
2025-08-21 18:14:04.695, 0.072, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -544.2, 191.7, 72.0 ,168.62
2025-08-21 18:14:04.695, 0.072, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -544.0, 190.4, 70.7 ,167.93
2025-08-21 18:14:04.697, 0.071, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -543.9, 186.3, 72.1 ,168.09
2025-08-21 18:14:04.699, 0.072, -0.005, -0.989 ,  0.00, -0.00, 0.00 ,  -543.9, 186.3, 72.1 ,168.40
2025-08-21 18:14:04.710, 0.072, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -539.3, 188.3, 73.5 ,168.29
2025-08-21 18:14:04.721, 0.072, -0.004, -0.990 ,  0.00, -0.00, -0.00 ,  -541.5, 187.6, 76.7 ,168.24
2025-08-21 18:14:04.732, 0.074, -0.004, -0.991 ,  0.00, -0.00, 0.00 ,  -544.5, 188.3, 72.7 ,168.80
2025-08-21 18:14:04.805, 0.073, -0.005, -0.991 ,  0.00, -0.00, 0.00 ,  -544.5, 188.3, 66.8 ,168.31
2025-08-21 18:14:04.805, 0.073, -0.003, -0.987 ,  0.00, -0.00, -0.00 ,  -539.0, 188.4, 74.1 ,167.97
2025-08-21 18:14:04.806, 0.073, -0.004, -0.989 ,  0.00, -0.00, 0.00 ,  -541.5, 187.5, 72.4 ,169.03
2025-08-21 18:14:04.807, 0.073, -0.005, -0.988 ,  0.00, -0.00, 0.00 ,  -541.5, 187.5, 72.4 ,167.76
2025-08-21 18:14:04.808, 0.072, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -540.1, 189.4, 76.4 ,168.28
2025-08-21 18:14:04.808, 0.073, -0.004, -0.989 ,  0.00, -0.00, 0.00 ,  -539.6, 188.2, 79.9 ,168.50
2025-08-21 18:14:04.810, 0.073, -0.003, -0.990 ,  0.00, -0.00, 0.00 ,  -541.7, 188.2, 70.4 ,168.09
2025-08-21 18:14:04.819, 0.073, -0.004, -0.989 ,  0.00, -0.00, 0.00 ,  -540.8, 185.6, 72.0 ,168.59
2025-08-21 18:14:04.830, 0.072, -0.004, -0.988 ,  0.00, -0.00, 0.00 ,  -542.6, 190.4, 72.2 ,167.88
2025-08-21 18:14:04.841, 0.071, -0.006, -0.988 ,  0.00, -0.00, 0.00 ,  -542.5, 192.8, 72.4 ,168.16
2025-08-21 18:14:04.855, 0.071, -0.004, -0.988 ,  0.00, -0.00, 0.00 ,  -542.5, 192.8, 72.4 ,168.36
2025-08-21 18:14:04.864, 0.071, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -539.4, 190.5, 67.3 ,168.59
2025-08-21 18:14:04.874, 0.070, -0.004, -0.992 ,  0.00, -0.00, 0.00 ,  -539.3, 191.5, 70.1 ,168.19
2025-08-21 18:14:04.886, 0.073, -0.003, -0.986 ,  0.00, -0.00, 0.00 ,  -543.1, 189.4, 70.6 ,168.10
2025-08-21 18:14:04.896, 0.071, -0.003, -0.991 ,  0.00, -0.00, 0.00 ,  -539.1, 189.1, 62.9 ,168.08
2025-08-21 18:14:04.908, 0.071, -0.005, -0.994 ,  0.00, -0.00, 0.00 ,  -541.1, 190.5, 64.3 ,168.05
2025-08-21 18:14:04.918, 0.072, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -535.9, 189.1, 69.6 ,168.68
2025-08-21 18:14:04.929, 0.072, -0.003, -0.987 ,  0.00, -0.00, 0.00 ,  -535.9, 189.1, 66.2 ,167.45
2025-08-21 18:14:04.941, 0.072, -0.006, -0.991 ,  0.00, -0.00, 0.00 ,  -534.7, 186.8, 66.2 ,169.13
2025-08-21 18:14:04.951, 0.073, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -543.2, 189.8, 70.8 ,167.83
2025-08-21 18:14:04.965, 0.072, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -537.3, 191.1, 72.5 ,168.45
2025-08-21 18:14:04.974, 0.071, -0.005, -0.987 ,  0.00, -0.00, 0.00 ,  -537.6, 187.3, 68.0 ,168.31
2025-08-21 18:14:04.984, 0.072, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -540.4, 189.0, 70.8 ,168.54
2025-08-21 18:14:04.996, 0.071, -0.003, -0.993 ,  0.00, -0.00, 0.00 ,  -542.1, 187.9, 71.8 ,168.48
2025-08-21 18:14:05.006, 0.073, -0.006, -0.988 ,  0.00, -0.00, 0.00 ,  -542.1, 190.4, 77.3 ,168.53
2025-08-21 18:14:05.018, 0.073, -0.005, -0.987 ,  0.00, -0.00, 0.00 ,  -540.1, 190.4, 77.3 ,168.51
2025-08-21 18:14:05.029, 0.072, -0.004, -0.991 ,  0.00, -0.00, 0.00 ,  -540.0, 186.9, 71.0 ,168.21
2025-08-21 18:14:05.040, 0.073, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -538.3, 187.7, 68.6 ,167.84
2025-08-21 18:14:05.050, 0.073, -0.004, -0.989 ,  0.00, -0.00, 0.00 ,  -541.0, 191.5, 70.0 ,167.88
2025-08-21 18:14:05.061, 0.073, -0.004, -0.989 ,  0.00, -0.00, 0.00 ,  -540.8, 191.4, 71.3 ,168.56
2025-08-21 18:14:05.075, 0.072, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -547.5, 189.4, 70.7 ,168.83
2025-08-21 18:14:05.083, 0.071, -0.005, -0.988 ,  0.00, -0.00, 0.00 ,  -543.5, 190.0, 75.7 ,168.63
2025-08-21 18:14:05.095, 0.072, -0.005, -0.988 ,  0.00, -0.00, 0.00 ,  -543.5, 190.0, 75.7 ,168.55
2025-08-21 18:14:05.106, 0.073, -0.005, -0.989 ,  0.00, -0.00, 0.00 ,  -541.2, 187.7, 74.9 ,168.17
2025-08-21 18:14:05.116, 0.071, -0.004, -0.991 ,  0.00, -0.00, 0.00 ,  -539.4, 188.2, 73.6 ,168.52
2025-08-21 18:14:05.128, 0.072, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -538.7, 184.4, 79.7 ,168.29
2025-08-21 18:14:05.138, 0.072, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -538.7, 189.1, 80.2 ,167.95
2025-08-21 18:14:05.149, 0.071, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -537.3, 190.3, 69.3 ,167.54
2025-08-21 18:14:05.160, 0.072, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -538.6, 189.3, 71.8 ,168.07
2025-08-21 18:14:05.172, 0.071, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -538.6, 189.3, 71.8 ,167.92
2025-08-21 18:14:05.185, 0.073, -0.005, -0.989 ,  0.00, -0.00, 0.00 ,  -541.8, 190.3, 79.8 ,168.00
2025-08-21 18:14:05.193, 0.073, -0.004, -0.987 ,  0.00, -0.00, 0.00 ,  -539.8, 194.0, 73.9 ,168.03
2025-08-21 18:14:05.205, 0.073, -0.004, -0.989 ,  0.00, -0.00, 0.00 ,  -539.8, 187.5, 72.1 ,167.92
2025-08-21 18:14:05.216, 0.072, -0.006, -0.989 ,  0.00, -0.00, 0.00 ,  -541.2, 187.3, 73.6 ,168.29
2025-08-21 18:14:05.226, 0.071, -0.005, -0.991 ,  0.00, -0.00, 0.00 ,  -544.9, 190.3, 71.3 ,168.26
2025-08-21 18:14:05.238, 0.072, -0.004, -0.991 ,  0.00, -0.00, 0.00 ,  -538.3, 191.1, 81.5 ,168.17
2025-08-21 18:14:05.249, 0.072, -0.003, -0.990 ,  0.00, -0.00, 0.00 ,  -538.3, 191.1, 81.5 ,168.15
2025-08-21 18:14:05.259, 0.073, -0.004, -0.991 ,  0.00, -0.00, 0.00 ,  -538.0, 191.2, 72.1 ,168.69
2025-08-21 18:14:05.270, 0.074, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -534.2, 188.2, 77.3 ,168.64
2025-08-21 18:14:05.281, 0.072, -0.004, -0.991 ,  0.00, -0.00, 0.00 ,  -541.1, 190.3, 74.6 ,168.04
2025-08-21 18:14:05.294, 0.073, -0.005, -0.988 ,  0.00, -0.00, 0.00 ,  -540.3, 191.9, 70.4 ,168.84
2025-08-21 18:14:05.303, 0.073, -0.004, -0.986 ,  0.00, -0.00, 0.00 ,  -534.9, 191.2, 76.0 ,168.90
2025-08-21 18:14:05.314, 0.073, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -539.4, 190.4, 72.4 ,167.82
2025-08-21 18:14:05.326, 0.071, -0.005, -0.992 ,  0.00, -0.00, 0.00 ,  -539.4, 190.4, 72.4 ,168.58
2025-08-21 18:14:05.336, 0.074, -0.004, -0.989 ,  0.00, -0.00, 0.00 ,  -540.1, 188.7, 77.7 ,168.86
2025-08-21 18:14:05.348, 0.073, -0.005, -0.989 ,  0.00, -0.00, 0.00 ,  -539.7, 196.7, 78.1 ,168.14
2025-08-21 18:14:05.359, 0.072, -0.006, -0.991 ,  0.00, -0.00, 0.00 ,  -539.6, 192.6, 79.1 ,168.09
2025-08-21 18:14:05.370, 0.073, -0.004, -0.991 ,  0.00, -0.00, 0.00 ,  -538.0, 191.5, 74.1 ,168.33
2025-08-21 18:14:05.381, 0.074, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -540.3, 191.5, 78.0 ,168.47
2025-08-21 18:14:05.392, 0.072, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -544.2, 188.4, 72.9 ,167.74
2025-08-21 18:14:05.405, 0.074, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -544.2, 188.4, 72.9 ,168.26
2025-08-21 18:14:05.414, 0.073, -0.004, -0.993 ,  0.00, -0.00, 0.00 ,  -541.7, 187.2, 73.2 ,167.88
2025-08-21 18:14:05.425, 0.072, -0.005, -0.991 ,  0.00, -0.00, 0.00 ,  -541.0, 189.3, 75.5 ,168.54
2025-08-21 18:14:05.435, 0.074, -0.006, -0.988 ,  0.00, -0.00, 0.00 ,  -545.2, 188.7, 77.7 ,167.67
2025-08-21 18:14:05.447, 0.073, -0.003, -0.989 ,  0.00, -0.00, 0.00 ,  -540.5, 186.5, 77.7 ,168.05
2025-08-21 18:14:05.457, 0.072, -0.005, -0.991 ,  0.00, -0.00, 0.00 ,  -538.3, 189.6, 77.0 ,168.61
2025-08-21 18:14:05.469, 0.072, -0.005, -0.992 ,  0.00, -0.00, 0.00 ,  -545.0, 191.7, 75.7 ,168.55
2025-08-21 18:14:05.480, 0.072, -0.003, -0.989 ,  0.00, -0.00, 0.00 ,  -545.0, 191.7, 75.7 ,168.43
2025-08-21 18:14:05.491, 0.073, -0.004, -0.989 ,  0.00, -0.00, 0.00 ,  -540.0, 191.0, 78.4 ,167.77
2025-08-21 18:14:05.502, 0.072, -0.004, -0.991 ,  0.00, -0.00, 0.00 ,  -541.2, 188.0, 73.8 ,168.55
2025-08-21 18:14:05.575, 0.073, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -543.8, 189.7, 74.9 ,168.82
2025-08-21 18:14:05.575, 0.073, -0.004, -0.991 ,  0.00, -0.00, 0.00 ,  -542.4, 186.5, 78.4 ,168.17
2025-08-21 18:14:05.576, 0.072, -0.003, -0.989 ,  0.00, -0.00, 0.00 ,  -540.8, 190.5, 77.3 ,168.30
2025-08-21 18:14:05.577, 0.073, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -537.3, 192.4, 75.2 ,168.16
2025-08-21 18:14:05.578, 0.072, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -537.3, 192.4, 75.2 ,168.32
2025-08-21 18:14:05.578, 0.073, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -541.2, 190.3, 67.3 ,167.84
2025-08-21 18:14:05.579, 0.072, -0.005, -0.989 ,  0.00, -0.00, 0.00 ,  -540.5, 188.7, 73.1 ,168.20
2025-08-21 18:14:05.590, 0.072, -0.004, -0.991 ,  0.00, -0.00, 0.00 ,  -543.3, 188.7, 73.1 ,167.95
2025-08-21 18:14:05.601, 0.072, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -542.9, 186.9, 65.1 ,168.11
2025-08-21 18:14:05.612, 0.073, -0.005, -0.991 ,  0.00, -0.00, 0.00 ,  -543.3, 188.0, 70.3 ,168.88
2025-08-21 18:14:05.625, 0.072, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -542.2, 189.4, 72.4 ,168.13
2025-08-21 18:14:05.634, 0.073, -0.005, -0.991 ,  0.00, -0.00, 0.00 ,  -542.2, 189.4, 72.4 ,168.52
2025-08-21 18:14:05.645, 0.073, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -540.8, 187.7, 70.6 ,168.77
2025-08-21 18:14:05.656, 0.073, -0.004, -0.990 ,  0.00, -0.00, -0.00 ,  -537.7, 187.3, 72.8 ,168.70
2025-08-21 18:14:05.667, 0.072, -0.005, -0.992 ,  0.00, -0.00, 0.00 ,  -540.8, 187.0, 71.3 ,168.08
2025-08-21 18:14:05.678, 0.073, -0.004, -0.989 ,  0.00, -0.00, 0.00 ,  -544.3, 190.8, 71.8 ,168.42
2025-08-21 18:14:05.689, 0.073, -0.005, -0.989 ,  0.00, -0.00, 0.00 ,  -539.4, 189.3, 74.8 ,168.05
2025-08-21 18:14:05.700, 0.073, -0.005, -0.989 ,  0.00, -0.00, 0.00 ,  -542.8, 188.6, 69.2 ,168.46
2025-08-21 18:14:05.711, 0.073, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -542.8, 188.6, 69.2 ,168.78
2025-08-21 18:14:05.722, 0.072, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -540.0, 186.9, 72.8 ,168.10
2025-08-21 18:14:05.795, 0.074, -0.005, -0.989 ,  0.00, -0.00, 0.00 ,  -536.5, 186.5, 70.8 ,168.61
2025-08-21 18:14:05.795, 0.073, -0.005, -0.987 ,  0.00, -0.00, 0.00 ,  -535.8, 188.0, 74.3 ,168.04
2025-08-21 18:14:05.796, 0.073, -0.004, -0.989 ,  0.00, -0.00, 0.00 ,  -536.6, 189.4, 69.3 ,168.66
2025-08-21 18:14:05.797, 0.072, -0.004, -0.991 ,  0.00, -0.00, 0.00 ,  -545.4, 188.6, 68.9 ,168.59
2025-08-21 18:14:05.797, 0.071, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -543.6, 185.8, 67.2 ,167.40
2025-08-21 18:14:05.798, 0.072, -0.004, -0.989 ,  0.00, -0.00, 0.00 ,  -543.6, 185.8, 66.4 ,168.52
2025-08-21 18:14:05.800, 0.071, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -537.7, 190.5, 66.4 ,168.57
2025-08-21 18:14:05.809, 0.073, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -542.4, 188.6, 72.2 ,168.90
2025-08-21 18:14:05.820, 0.072, -0.004, -0.989 ,  0.00, -0.00, 0.00 ,  -540.3, 185.1, 76.0 ,168.33
2025-08-21 18:14:05.831, 0.074, -0.005, -0.989 ,  0.00, -0.00, 0.00 ,  -542.1, 188.2, 77.3 ,168.25
2025-08-21 18:14:05.845, 0.073, -0.003, -0.989 ,  0.00, -0.00, 0.00 ,  -543.9, 187.7, 74.5 ,167.94
2025-08-21 18:14:05.853, 0.072, -0.003, -0.988 ,  0.00, -0.00, -0.00 ,  -541.2, 188.4, 84.7 ,168.31
2025-08-21 18:14:05.865, 0.072, -0.005, -0.991 ,  0.00, -0.00, 0.00 ,  -541.2, 188.4, 82.5 ,167.88
2025-08-21 18:14:05.876, 0.071, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -541.5, 190.0, 82.5 ,168.34
2025-08-21 18:14:05.887, 0.072, -0.005, -0.991 ,  0.00, -0.00, 0.00 ,  -542.2, 185.4, 77.7 ,168.25
2025-08-21 18:14:05.897, 0.072, -0.004, -0.988 ,  0.00, -0.00, 0.00 ,  -543.6, 188.2, 79.7 ,168.31
2025-08-21 18:14:05.908, 0.072, -0.004, -0.991 ,  0.00, -0.00, 0.00 ,  -541.0, 188.2, 75.0 ,168.43
2025-08-21 18:14:05.919, 0.072, -0.004, -0.991 ,  0.00, -0.00, 0.00 ,  -539.0, 189.4, 74.9 ,168.82
2025-08-21 18:14:05.930, 0.072, -0.005, -0.991 ,  0.00, -0.00, 0.00 ,  -539.0, 188.4, 70.3 ,168.74
2025-08-21 18:14:05.941, 0.073, -0.005, -0.987 ,  0.00, -0.00, 0.00 ,  -539.0, 191.2, 75.7 ,168.18
2025-08-21 18:14:05.956, 0.073, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -539.6, 191.2, 75.7 ,168.24
2025-08-21 18:14:05.964, 0.073, -0.005, -0.991 ,  0.00, -0.00, 0.00 ,  -541.7, 190.0, 74.1 ,168.16
2025-08-21 18:14:05.975, 0.073, -0.005, -0.991 ,  0.00, -0.00, 0.00 ,  -539.6, 188.4, 74.2 ,168.66
2025-08-21 18:14:05.986, 0.074, -0.005, -0.988 ,  0.00, -0.00, 0.00 ,  -537.6, 187.2, 77.3 ,167.84
2025-08-21 18:14:05.996, 0.072, -0.004, -0.989 ,  0.00, -0.00, 0.00 ,  -538.4, 190.1, 64.0 ,168.29
2025-08-21 18:14:06.008, 0.073, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -536.3, 191.2, 71.4 ,168.19
2025-08-21 18:14:06.019, 0.073, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -539.3, 189.8, 70.4 ,168.76
2025-08-21 18:14:06.030, 0.073, -0.004, -0.988 ,  0.00, -0.00, 0.00 ,  -539.3, 189.8, 70.4 ,168.72
2025-08-21 18:14:06.041, 0.073, -0.004, -0.988 ,  0.00, -0.00, 0.00 ,  -539.7, 190.4, 69.4 ,168.27
2025-08-21 18:14:06.052, 0.072, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -538.6, 190.8, 69.0 ,168.69
2025-08-21 18:14:06.065, 0.071, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -541.5, 188.7, 70.6 ,168.40
2025-08-21 18:14:06.073, 0.072, -0.004, -0.988 ,  0.00, -0.00, 0.00 ,  -543.8, 193.6, 66.8 ,168.45
2025-08-21 18:14:06.085, 0.072, -0.003, -0.990 ,  0.00, -0.00, 0.00 ,  -541.0, 191.4, 71.0 ,168.50
2025-08-21 18:14:06.096, 0.073, -0.005, -0.991 ,  0.00, -0.00, 0.00 ,  -540.5, 189.6, 74.3 ,168.61
2025-08-21 18:14:06.107, 0.071, -0.006, -0.990 ,  0.00, -0.00, 0.00 ,  -540.5, 189.6, 74.3 ,168.53
2025-08-21 18:14:06.118, 0.073, -0.005, -0.989 ,  0.00, -0.00, 0.00 ,  -542.2, 190.0, 71.5 ,168.57
2025-08-21 18:14:06.129, 0.073, -0.004, -0.989 ,  0.00, -0.00, 0.00 ,  -542.5, 192.8, 78.0 ,168.93
2025-08-21 18:14:06.140, 0.073, -0.004, -0.989 ,  0.00, -0.00, 0.00 ,  -546.3, 193.6, 76.6 ,168.42
2025-08-21 18:14:06.150, 0.072, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -545.0, 189.1, 75.3 ,168.45
2025-08-21 18:14:06.162, 0.074, -0.004, -0.989 ,  0.00, -0.00, -0.00 ,  -543.9, 190.0, 71.5 ,167.95
2025-08-21 18:14:06.176, 0.074, -0.005, -0.989 ,  0.00, -0.00, 0.00 ,  -543.3, 192.1, 73.4 ,168.10
2025-08-21 18:14:06.184, 0.073, -0.006, -0.989 ,  0.00, -0.00, 0.00 ,  -543.3, 192.1, 73.4 ,168.16
2025-08-21 18:14:06.195, 0.072, -0.004, -0.989 ,  0.00, -0.00, 0.00 ,  -540.0, 185.8, 76.9 ,168.63
2025-08-21 18:14:06.206, 0.073, -0.004, -0.989 ,  0.00, -0.00, 0.00 ,  -541.4, 188.7, 68.9 ,168.30
2025-08-21 18:14:06.216, 0.071, -0.004, -0.991 ,  0.00, -0.00, 0.00 ,  -541.1, 188.9, 63.6 ,168.63
2025-08-21 18:14:06.228, 0.071, -0.003, -0.990 ,  0.00, -0.00, 0.00 ,  -546.1, 191.8, 66.5 ,167.92
2025-08-21 18:14:06.238, 0.072, -0.004, -0.991 ,  0.00, -0.00, 0.00 ,  -541.4, 189.1, 65.9 ,167.88
2025-08-21 18:14:06.250, 0.072, -0.006, -0.989 ,  0.00, -0.00, 0.00 ,  -545.7, 192.5, 73.6 ,168.28
2025-08-21 18:14:06.260, 0.072, -0.005, -0.988 ,  0.00, -0.00, 0.00 ,  -545.7, 192.5, 73.6 ,168.51
2025-08-21 18:14:06.272, 0.072, -0.005, -0.993 ,  0.00, -0.00, 0.00 ,  -539.1, 189.6, 68.7 ,168.70
2025-08-21 18:14:06.285, 0.073, -0.005, -0.991 ,  0.00, -0.00, 0.00 ,  -539.0, 191.8, 76.6 ,168.82
2025-08-21 18:14:06.293, 0.073, -0.005, -0.988 ,  0.00, -0.00, 0.00 ,  -539.7, 192.4, 71.7 ,167.64
2025-08-21 18:14:06.305, 0.072, -0.004, -0.989 ,  0.00, -0.00, 0.00 ,  -537.6, 191.0, 62.6 ,168.75
2025-08-21 18:14:06.316, 0.072, -0.005, -0.992 ,  0.00, -0.00, 0.00 ,  -540.0, 189.3, 65.1 ,168.58
2025-08-21 18:14:06.326, 0.073, -0.005, -0.991 ,  0.00, -0.00, 0.00 ,  -538.2, 187.9, 64.5 ,168.26
2025-08-21 18:14:06.337, 0.074, -0.004, -0.988 ,  0.00, -0.00, 0.00 ,  -538.2, 187.9, 64.5 ,168.26
2025-08-21 18:14:06.348, 0.072, -0.005, -0.989 ,  0.00, -0.00, 0.00 ,  -541.0, 190.0, 76.3 ,167.68
2025-08-21 18:14:06.360, 0.072, -0.004, -0.991 ,  0.00, -0.00, 0.00 ,  -540.5, 189.3, 72.1 ,168.86
2025-08-21 18:14:06.370, 0.074, -0.004, -0.992 ,  0.00, -0.00, 0.00 ,  -540.7, 189.4, 67.2 ,169.15
2025-08-21 18:14:06.382, 0.073, -0.005, -0.988 ,  0.00, -0.00, 0.00 ,  -539.7, 191.1, 71.4 ,168.33
2025-08-21 18:14:06.396, 0.072, -0.005, -0.987 ,  0.00, -0.00, -0.00 ,  -545.0, 189.8, 71.0 ,168.27
2025-08-21 18:14:06.404, 0.072, -0.005, -0.992 ,  0.00, -0.00, 0.00 ,  -541.1, 190.0, 74.5 ,168.42
2025-08-21 18:14:06.415, 0.071, -0.005, -0.992 ,  0.00, -0.00, 0.00 ,  -541.1, 190.0, 74.5 ,168.23
2025-08-21 18:14:06.426, 0.073, -0.005, -0.988 ,  0.00, -0.00, 0.00 ,  -540.5, 195.2, 70.7 ,168.33
2025-08-21 18:14:06.437, 0.074, -0.004, -0.989 ,  0.00, -0.00, 0.00 ,  -540.7, 192.6, 70.4 ,168.85
2025-08-21 18:14:06.448, 0.074, -0.004, -0.991 ,  0.00, -0.00, 0.00 ,  -539.7, 192.4, 69.4 ,168.15
2025-08-21 18:14:06.459, 0.072, -0.006, -0.987 ,  0.00, -0.00, -0.00 ,  -537.5, 197.5, 69.3 ,168.15
2025-08-21 18:14:06.470, 0.072, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -537.5, 189.7, 73.8 ,168.27
2025-08-21 18:14:06.481, 0.072, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -537.2, 189.8, 68.5 ,168.26
2025-08-21 18:14:06.492, 0.072, -0.005, -0.991 ,  0.00, -0.00, 0.00 ,  -537.2, 189.8, 68.5 ,168.47
2025-08-21 18:14:06.505, 0.071, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -535.2, 189.3, 66.1 ,168.16
2025-08-21 18:14:06.514, 0.073, -0.004, -0.989 ,  0.00, -0.00, 0.00 ,  -543.6, 191.8, 63.8 ,168.24
2025-08-21 18:14:06.525, 0.072, -0.005, -0.990 ,  0.00, -0.00, 0.00 ,  -537.0, 187.6, 67.8 ,167.94
2025-08-21 18:14:06.536, 0.074, -0.003, -0.989 ,  0.00, -0.00, 0.00 ,  -539.1, 189.6, 73.1 ,168.21
2025-08-21 18:14:06.547, 0.073, -0.004, -0.990 ,  0.00, -0.00, 0.00 ,  -537.3, 191.1, 68.7 ,168.74
2025-08-21 18:14:06.558, 0.071, -0.005, -0.992 ,  0.00, -0.00, 0.00 ,  -538.7, 190.5, 70.4 ,168.65
2025-08-21 18:14:06.569, 0.074, -0.005, -0.989 ,  0.00, -0.00, -0.00 ,  -538.7, 190.5, 70.4 ,168.04
2025-08-21 18:14:06.580, 0.073, -0.004, -0.988 ,  0.00, -0.00, 0.00 ,  -537.7, 188.7, 77.3 ,168.67
2025-08-21 18:14:06.590, 0.072, -0.005, -0.991 ,  0.00, -0.00, 0.00 ,  -538.3, 190.3, 75.2 ,168.04
