timestamp,can_id,dlc,data0,data1,data2,data3,data4,data5,data6,data7
2025-12-04 04:18:25.897,0x42,6,01,FF,02,01,0A,06,,
2025-12-04 04:18:25.897,0x42,6,01,FF,02,01,0E,02,,
2025-12-04 04:18:25.897,0x109,3,03,00,0B,,,,,
2025-12-04 04:18:25.898,0x25D,3,01,07,0C,,,,,
2025-12-04 04:18:25.898,0x232,4,00,00,07,0A,,,,
2025-12-04 04:18:25.899,0x42,6,01,FF,02,01,0F,01,,
2025-12-04 04:18:25.899,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-04 04:18:25.899,0x109,3,03,01,0A,,,,,
2025-12-04 04:18:25.900,0x15,7,00,02,0E,00,00,01,01,
2025-12-04 04:18:25.900,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-04 04:18:25.901,0x242,3,00,03,0D,,,,,
2025-12-04 04:18:25.901,0x109,3,03,02,09,,,,,
2025-12-04 04:18:25.901,0xA0,3,00,09,0E,,,,,
2025-12-04 04:18:25.902,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-04 04:18:25.902,0x25D,3,01,08,0B,,,,,
2025-12-04 04:18:25.902,0x42,6,01,FF,02,01,02,0E,,
2025-12-04 04:18:25.903,0x109,3,03,03,08,,,,,
2025-12-04 04:18:25.903,0x232,4,00,00,09,08,,,,
2025-12-04 04:18:25.903,0x227,3,01,0A,09,,,,,
2025-12-04 04:18:25.904,0xA0,3,00,0A,06,,,,,
2025-12-04 04:18:25.904,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-04 04:18:25.905,0x38F,3,01,04,09,,,,,
2025-12-04 04:18:25.905,0x42,6,01,FF,02,01,04,0C,,
2025-12-04 04:18:25.906,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-04 04:18:25.906,0x232,4,00,00,0A,07,,,,
2025-12-04 04:18:25.906,0x227,3,01,0A,09,,,,,
2025-12-04 04:18:25.907,0x25D,3,01,09,0A,,,,,
2025-12-04 04:18:25.907,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-04 04:18:25.908,0x15,7,00,02,0E,00,00,07,0B,
2025-12-04 04:18:25.908,0x42,6,01,FF,02,01,06,0A,,
2025-12-04 04:18:25.909,0x109,3,03,06,05,,,,,
2025-12-04 04:18:25.909,0x232,4,00,00,0B,06,,,,
2025-12-04 04:18:25.909,0x227,3,01,0A,09,,,,,
2025-12-04 04:18:25.910,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-04 04:18:25.910,0x109,3,03,07,04,,,,,
2025-12-04 04:18:25.911,0x15,7,00,02,0F,00,00,09,08,
2025-12-04 04:18:25.911,0x242,3,00,07,09,,,,,
2025-12-04 04:18:25.911,0x25D,3,01,0A,09,,,,,
2025-12-04 04:18:25.912,0x232,4,00,00,0C,05,,,,
2025-12-04 04:18:25.912,0x227,3,01,0A,09,,,,,
2025-12-04 04:18:25.912,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-04 04:18:25.913,0x15,7,00,02,0F,00,00,0F,02,
2025-12-04 04:18:25.913,0x15,7,00,02,0E,00,00,0B,07,
2025-12-04 04:18:25.914,0x242,3,00,08,08,,,,,
2025-12-04 04:18:25.914,0x109,3,03,09,02,,,,,
2025-12-04 04:18:25.914,0x232,4,00,00,0D,04,,,,
2025-12-04 04:18:25.915,0x42,6,01,FF,02,01,0B,05,,
2025-12-04 04:18:25.915,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-04 04:18:25.916,0x25D,3,01,0B,08,,,,,
2025-12-04 04:18:25.916,0x109,3,03,0A,01,,,,,
2025-12-04 04:18:25.917,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-04 04:18:25.917,0x232,4,00,00,0E,03,,,,
2025-12-04 04:18:25.917,0x227,3,01,0A,09,,,,,
2025-12-04 04:18:25.918,0xA0,3,00,0F,0B,,,,,
2025-12-04 04:18:25.918,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-04 04:18:25.919,0x42,6,01,FF,02,01,0A,06,,
2025-12-04 04:18:25.919,0x15,7,00,02,0E,00,00,0F,03,
2025-12-04 04:18:25.919,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-04 04:18:25.920,0x109,3,03,0C,0F,,,,,
2025-12-04 04:18:25.920,0x227,3,01,0A,09,,,,,
2025-12-04 04:18:25.921,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-04 04:18:25.921,0x242,3,00,0A,06,,,,,
2025-12-04 04:18:25.921,0x109,3,03,0D,0E,,,,,
2025-12-04 04:18:25.922,0x15,7,00,02,0E,00,00,01,01,
2025-12-04 04:18:25.922,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-04 04:18:25.923,0x232,4,00,00,00,01,,,,
2025-12-04 04:18:25.923,0x42,6,01,FF,02,01,01,0F,,
2025-12-04 04:18:25.923,0x109,3,03,0E,0D,,,,,
2025-12-04 04:18:25.924,0x242,3,00,0B,05,,,,,
2025-12-04 04:18:25.924,0x242,3,00,0C,04,,,,,
2025-12-04 04:18:25.924,0x15,7,00,02,0E,00,00,03,0F,
2025-12-04 04:18:25.925,0x25D,3,01,0D,06,,,,,
2025-12-04 04:18:25.925,0x232,4,00,00,01,00,,,,
2025-12-04 04:18:25.925,0x227,3,01,0A,09,,,,,
2025-12-04 04:18:25.926,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-04 04:18:25.926,0x42,6,01,FF,02,01,02,0E,,
2025-12-04 04:18:25.926,0x242,3,00,0D,03,,,,,
2025-12-04 04:18:25.926,0x109,3,03,00,0B,,,,,
2025-12-04 04:18:25.927,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-04 04:18:25.927,0x232,4,00,00,02,0F,,,,
2025-12-04 04:18:25.927,0x15,7,00,02,0E,00,00,06,0C,
2025-12-04 04:18:25.928,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-04 04:18:25.928,0x109,3,03,01,0A,,,,,
2025-12-04 04:18:25.929,0x15,7,00,02,0E,00,00,07,0B,
2025-12-04 04:18:25.929,0x42,6,01,FF,02,01,06,0A,,
2025-12-04 04:18:25.929,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-04 04:18:25.930,0x227,3,01,0A,09,,,,,
2025-12-04 04:18:25.930,0xA0,3,00,04,01,,,,,
