mx,my,mz
-0.531,0.085,-0.714
-0.544,0.086,-0.718
-0.558,0.087,-0.718
-0.558,0.087,-0.718
-0.572,0.093,-0.715
-0.586,0.099,-0.718
-0.603,0.112,-0.714
-0.603,0.112,-0.714
-0.623,0.122,-0.709
-0.639,0.133,-0.714
-0.658,0.142,-0.702
-0.677,0.151,-0.692
-0.677,0.151,-0.692
-0.694,0.158,-0.677
-0.71,0.166,-0.663
-0.732,0.172,-0.65
-0.749,0.181,-0.633
-0.749,0.181,-0.633
-0.763,0.19,-0.621
-0.781,0.203,-0.604
-0.8,0.21,-0.583
-0.8,0.21,-0.583
-0.819,0.222,-0.555
-0.843,0.239,-0.516
-0.857,0.256,-0.465
-0.876,0.283,-0.405
