ax,ay,az
0.009,-0.005,0.99
0.009,-0.006,0.993
0.009,-0.005,0.993
0.01,-0.005,0.992
0.01,-0.005,0.992
0.009,-0.005,0.992
0.01,-0.005,0.991
0.009,-0.005,0.992
0.009,-0.005,0.991
0.009,-0.005,0.992
0.01,-0.006,0.993
0.01,-0.005,0.991
0.009,-0.005,0.992
0.01,-0.004,0.992
0.009,-0.006,0.991
0.009,-0.005,0.99
0.009,-0.006,0.993
0.01,-0.005,0.992
0.009,-0.005,0.991
0.01,-0.005,0.992
0.01,-0.005,0.991
0.009,-0.006,0.993
0.01,-0.004,0.992
0.009,-0.006,0.992
0.008,-0.006,0.991
0.033,0.993,-0.001
0.032,0.991,-0.001
0.032,0.988,-0.001
0.032,0.989,-0.001
0.032,0.99,0.002
0.031,0.987,-0.0
0.032,0.991,-0.001
0.032,0.988,-0.001
0.033,0.988,-0.0
0.026,0.989,-0.0
0.032,0.987,-0.002
0.032,0.989,-0.0
0.032,0.988,-0.001
0.031,0.989,-0.0
0.031,0.988,-0.001
0.032,0.99,-0.001
0.01,0.992,0.006
0.032,0.988,-0.0
0.031,0.989,-0.001
0.032,0.99,-0.0
0.033,0.988,0.0
0.032,0.987,0.0
0.033,0.99,0.001
0.033,0.99,-0.0
0.032,0.989,0.031
0.066,0.01,-1.001
0.064,0.009,-1.002
0.064,0.009,-1.002
0.066,0.01,-1.003
0.064,0.01,-1.002
0.065,0.009,-1.003
0.065,0.01,-1.002
0.065,0.01,-1.002
0.065,0.01,-1.002
0.065,0.008,-1.002
0.064,0.009,-1.002
0.065,0.009,-1.002
0.066,0.009,-1.003
0.065,0.01,-1.004
0.066,0.01,-1.003
0.064,0.009,-1.004
0.063,0.008,-1.001
0.064,0.008,-0.999
0.066,0.009,-1.003
0.065,0.01,-1.003
0.066,0.009,-1.001
0.065,0.008,-1.003
0.065,0.009,-1.002
0.064,0.008,-1.0
0.065,0.009,-1.003
0.044,-1.002,-0.013
0.044,-0.998,-0.014
0.044,-0.996,-0.014
0.045,-1.0,-0.012
0.043,-1.0,-0.013
0.043,-1.0,-0.013
0.043,-1.0,-0.014
0.041,-1.001,-0.012
0.043,-0.998,-0.011
0.043,-0.999,-0.015
0.043,-1.0,-0.012
0.043,-1.0,-0.013
0.042,-0.999,-0.013
0.043,-1.0,-0.014
0.045,-1.0,-0.018
0.043,-0.999,-0.014
0.043,-1.001,-0.011
0.042,-0.999,-0.013
0.041,-1.0,-0.012
0.044,-1.0,-0.014
0.042,-0.999,-0.014
0.044,-1.0,-0.014
0.044,-1.0,-0.013
0.043,-1.0,-0.014
0.044,-0.999,-0.013
1.009,0.012,0.04
1.017,0.02,0.048
1.015,0.02,0.051
1.015,0.019,0.042
1.015,0.021,0.042
1.016,0.019,0.043
1.017,0.006,-0.035
1.016,0.02,0.043
1.014,0.017,0.043
1.015,0.018,0.043
1.016,0.019,0.042
1.018,0.006,-0.041
1.015,0.021,0.051
1.013,0.019,0.043
1.015,0.021,0.043
1.015,0.02,0.043
1.014,0.025,0.076
1.016,0.02,0.037
1.014,0.018,0.041
1.017,0.017,0.028
1.014,0.021,0.05
1.013,0.02,0.042
1.015,0.019,0.043
1.014,0.022,0.053
1.015,0.019,0.043
-0.98,0.012,-0.033
-0.979,-0.058,0.048
-0.98,0.011,-0.033
-0.979,0.011,-0.033
-0.979,0.011,-0.034
-0.981,0.012,-0.034
-0.977,0.011,-0.033
-0.979,0.012,-0.033
-0.977,0.159,-0.059
-0.978,0.011,-0.033
-0.98,0.011,-0.034
-0.978,0.012,-0.033
-0.979,0.011,-0.033
-0.979,0.011,-0.033
-0.979,0.012,-0.033
-0.977,0.01,-0.033
-0.978,0.011,-0.034
-0.98,0.011,-0.033
-0.977,0.012,-0.033
-0.979,0.011,-0.034
-0.979,0.011,-0.033
-0.976,0.01,-0.033
-0.978,0.01,-0.034
-0.977,0.011,-0.033
-0.978,0.001,-0.003
