ax,ay,az
-0.025,-0.012,0.99
-0.026,-0.014,0.992
-0.026,-0.013,0.983
-0.025,-0.013,0.997
-0.025,-0.012,0.992
-0.025,-0.014,0.983
-0.026,-0.013,0.993
-0.024,-0.014,0.991
-0.025,-0.014,0.989
-0.024,-0.013,0.989
-0.027,-0.013,0.992
-0.026,-0.014,0.992
-0.025,-0.012,0.99
-0.025,-0.013,0.991
-0.026,-0.014,0.991
-0.025,-0.014,0.991
-0.024,-0.012,0.99
-0.025,-0.013,0.99
-0.025,-0.013,0.989
-0.025,-0.013,0.991
-0.024,-0.014,0.989
-0.025,-0.013,0.991
-0.025,-0.014,0.991
-0.026,-0.013,0.991
-0.025,-0.014,0.99
-0.027,-0.013,0.989
-0.026,-0.014,0.998
-0.027,-0.014,0.989
-0.025,-0.014,0.995
-0.025,-0.013,0.991
-0.025,-0.014,0.985
-0.026,-0.013,0.994
-0.024,-0.014,0.988
-0.025,-0.014,0.993
-0.025,-0.013,0.99
-0.025,-0.013,0.99
-0.025,-0.015,0.991
-0.025,-0.014,0.99
-0.026,-0.014,0.989
-0.025,-0.013,0.992
-0.025,-0.013,0.991
-0.025,-0.013,0.99
-0.025,-0.013,0.991
-0.025,-0.012,0.989
-0.025,-0.014,0.991
-0.025,-0.014,0.991
-0.026,-0.013,0.991
-0.025,-0.013,0.99
-0.026,-0.015,0.989
-0.025,-0.014,0.99
-0.025,-0.013,0.985
-0.028,-0.013,1.017
-0.023,-0.014,0.96
-0.025,-0.012,1.002
-0.027,-0.013,0.992
-0.025,-0.013,1.001
-0.026,-0.014,0.988
-0.026,-0.014,0.991
-0.025,-0.013,0.997
-0.025,-0.014,0.986
-0.024,-0.013,0.99
-0.025,-0.014,0.993
-0.026,-0.014,0.993
-0.025,-0.014,0.988
-0.025,-0.013,0.991
-0.026,-0.013,0.991
-0.025,-0.014,0.991
-0.026,-0.014,0.989
-0.025,-0.014,0.991
-0.026,-0.013,0.992
-0.024,-0.013,0.99
-0.027,-0.015,0.991
-0.025,-0.014,0.99
-0.026,-0.014,0.992
-0.024,-0.013,0.99
-0.025,-0.013,0.987
-0.029,-0.012,1.02
-0.024,-0.014,0.986
-0.025,-0.014,1.01
-0.026,-0.013,0.993
-0.024,-0.014,0.999
-0.026,-0.014,0.994
-0.024,-0.014,0.99
-0.026,-0.014,0.999
-0.026,-0.014,0.989
-0.025,-0.014,0.991
-0.025,-0.013,0.993
-0.024,-0.013,0.993
-0.025,-0.014,0.988
-0.027,-0.014,0.992
-0.025,-0.013,0.991
-0.025,-0.013,0.992
-0.025,-0.014,0.99
-0.026,-0.014,0.991
-0.025,-0.013,0.991
-0.027,-0.014,0.989
-0.026,-0.013,0.992
-0.025,-0.012,0.99
-0.025,-0.014,0.991
-0.025,-0.013,0.99
-0.024,-0.013,0.984
-0.027,-0.014,0.994
-0.025,-0.012,1.006
-0.026,-0.014,0.993
-0.026,-0.015,0.981
-0.025,-0.012,1.002
-0.025,-0.013,0.986
-0.024,-0.013,0.987
-0.026,-0.013,0.995
-0.025,-0.013,0.993
-0.026,-0.013,0.99
-0.025,-0.013,0.992
-0.024,-0.013,0.99
-0.025,-0.012,0.991
-0.026,-0.014,0.988
-0.025,-0.013,0.991
-0.025,-0.014,0.991
-0.024,-0.013,0.988
-0.026,-0.014,0.991
-0.024,-0.013,0.989
-0.024,-0.013,0.99
-0.025,-0.013,0.99
-0.026,-0.013,0.99
-0.025,-0.013,0.993
-0.025,-0.013,0.989
-0.025,-0.013,0.989
-0.027,-0.014,1.023
-0.024,-0.015,0.977
-0.025,-0.012,1.021
-0.025,-0.012,0.994
-0.024,-0.013,0.992
-0.025,-0.013,0.984
-0.025,-0.013,0.994
-0.026,-0.013,0.997
-0.026,-0.013,0.987
-0.025,-0.013,0.994
-0.026,-0.014,0.992
-0.025,-0.013,0.993
-0.025,-0.013,0.992
-0.025,-0.012,0.992
-0.025,-0.012,0.992
-0.026,-0.013,0.991
-0.024,-0.013,0.99
-0.026,-0.014,0.991
-0.025,-0.013,0.991
-0.025,-0.014,0.989
-0.025,-0.013,0.991
-0.025,-0.014,0.99
-0.024,-0.013,0.992
-0.025,-0.014,0.989
