ax,ay,az
-0.032,-0.019,0.996
-0.032,-0.018,0.991
-0.032,-0.018,1.0
-0.032,-0.017,0.996
-0.032,-0.019,0.994
-0.032,-0.017,0.997
-0.033,-0.019,0.995
-0.032,-0.019,0.997
-0.033,-0.018,0.995
-0.032,-0.019,0.995
-0.033,-0.019,0.994
-0.032,-0.018,0.996
-0.032,-0.019,0.996
-0.031,-0.019,0.995
-0.032,-0.019,0.996
-0.032,-0.018,0.996
-0.033,-0.019,0.995
-0.032,-0.017,0.994
-0.033,-0.019,0.997
-0.033,-0.018,0.995
-0.033,-0.019,0.996
-0.032,-0.019,0.994
-0.032,-0.018,0.996
-0.033,-0.019,0.995
-0.031,-0.018,0.995
-0.011,0.981,0.005
-0.012,0.985,0.005
-0.011,0.982,0.005
-0.011,0.983,0.005
-0.012,0.984,0.005
-0.012,0.981,0.004
-0.013,0.983,0.005
-0.012,0.983,0.004
-0.012,0.98,0.005
-0.012,0.985,0.003
-0.012,0.983,0.005
-0.012,0.981,0.003
-0.012,0.983,0.005
-0.011,0.983,0.005
-0.012,0.981,0.005
-0.013,0.981,0.004
-0.012,0.983,0.005
-0.013,0.984,0.005
-0.011,0.981,0.004
-0.011,0.982,0.005
-0.012,0.983,0.004
-0.012,0.982,0.004
-0.012,0.982,0.005
-0.011,0.981,0.005
-0.011,0.982,0.005
0.056,0.012,-0.996
0.056,0.014,-0.996
0.057,0.015,-1.009
0.055,0.013,-0.997
0.057,0.013,-0.996
0.057,0.014,-1.001
0.057,0.012,-1.0
0.057,0.012,-0.998
0.056,0.012,-0.992
0.057,0.014,-1.003
0.056,0.013,-0.999
0.057,0.012,-0.997
0.057,0.014,-0.997
0.056,0.013,-1.0
0.056,0.013,-0.996
0.056,0.013,-0.998
0.056,0.014,-0.999
0.056,0.013,-0.997
0.056,0.012,-0.997
0.056,0.013,-0.998
0.057,0.014,-0.998
0.057,0.014,-0.998
0.056,0.013,-0.999
0.056,0.012,-0.998
0.056,0.011,-0.997
0.035,-1.007,-0.011
0.035,-1.002,-0.011
0.036,-1.006,-0.011
0.038,-1.006,-0.011
0.035,-1.005,-0.01
0.036,-1.006,-0.012
0.034,-1.005,-0.012
0.036,-1.005,-0.011
0.036,-1.006,-0.012
0.035,-1.007,-0.007
0.035,-1.006,-0.011
0.036,-1.004,-0.01
0.037,-1.01,-0.011
0.036,-1.008,-0.01
0.036,-1.007,-0.011
0.037,-1.007,-0.011
0.035,-1.007,-0.01
0.036,-1.005,-0.01
0.037,-1.006,-0.011
0.035,-1.006,-0.011
0.036,-1.007,-0.001
0.036,-1.005,-0.009
0.036,-1.007,-0.01
0.037,-1.006,-0.012
0.036,-1.006,-0.008
1.002,0.013,0.042
1.006,0.014,0.042
1.0,0.014,0.041
1.005,0.015,0.042
1.009,0.014,0.042
1.003,0.015,0.042
1.007,0.014,0.042
1.004,0.013,0.041
1.003,0.014,0.043
1.005,0.015,0.043
1.01,0.014,0.042
1.006,0.015,0.041
1.004,0.012,0.041
1.007,0.015,0.042
1.009,0.013,0.042
1.004,0.014,0.041
1.006,0.013,0.041
1.007,0.015,0.041
1.007,0.014,0.042
1.006,0.015,0.041
1.007,0.014,0.041
1.009,0.014,0.042
1.006,0.013,0.042
1.007,0.014,0.042
1.007,0.013,0.041
-0.988,0.004,-0.03
-0.99,0.004,-0.03
-0.991,0.004,-0.031
-0.986,0.004,-0.029
-0.99,0.005,-0.03
-0.986,0.005,-0.03
-0.986,0.005,-0.03
-0.993,0.005,-0.029
-0.984,0.005,-0.03
-0.989,0.004,-0.03
-0.991,0.004,-0.031
-0.989,0.004,-0.03
-0.987,0.005,-0.03
-0.989,0.005,-0.03
-0.989,0.005,-0.03
-0.988,0.004,-0.03
-0.988,0.005,-0.03
-0.987,0.004,-0.029
-0.987,0.004,-0.03
-0.988,0.004,-0.03
-0.987,0.005,-0.031
-0.988,0.005,-0.03
-0.988,0.005,-0.031
-0.987,0.005,-0.03
-0.987,0.004,-0.03
