ax,ay,az
-0.002,-0.023,0.98
-0.002,-0.025,0.986
-0.003,-0.024,0.981
-0.002,-0.023,0.982
-0.003,-0.024,0.985
-0.002,-0.024,0.984
-0.003,-0.023,0.982
-0.002,-0.024,0.983
-0.002,-0.025,0.983
-0.002,-0.024,0.982
-0.003,-0.023,0.98
-0.002,-0.023,0.983
-0.002,-0.024,0.983
-0.004,-0.025,0.981
-0.003,-0.024,0.982
-0.002,-0.023,0.984
-0.003,-0.024,0.982
-0.003,-0.024,0.982
-0.002,-0.024,0.982
-0.002,-0.025,0.981
-0.002,-0.023,0.981
-0.002,-0.024,0.982
-0.003,-0.025,0.981
-0.002,-0.023,0.981
-0.003,-0.025,0.983
0.012,0.994,-0.005
0.012,0.998,-0.003
0.012,0.999,-0.004
0.012,0.997,-0.003
0.012,0.997,-0.003
0.012,0.996,-0.005
0.013,0.99,-0.005
0.011,0.999,0.0
0.01,0.996,-0.003
0.012,0.996,-0.003
0.011,0.996,-0.004
0.012,0.999,-0.003
0.012,0.993,-0.003
0.013,0.997,-0.003
0.012,0.995,-0.003
0.012,0.996,-0.001
0.028,0.995,0.01
0.003,0.999,-0.012
0.007,0.996,-0.007
0.012,0.996,-0.005
0.004,0.995,-0.016
0.006,0.996,-0.012
0.01,0.996,-0.005
0.006,0.994,-0.008
0.011,0.995,-0.008
0.044,0.022,-1.006
0.042,0.017,-1.013
0.043,0.02,-1.018
0.042,0.019,-1.015
0.043,0.019,-1.01
0.042,0.019,-1.012
0.043,0.018,-1.012
0.043,0.02,-1.012
0.042,0.02,-1.01
0.043,0.019,-1.014
0.042,0.019,-1.013
0.043,0.02,-1.011
0.043,0.018,-1.013
0.042,0.019,-1.014
0.043,0.018,-1.01
0.043,0.02,-1.013
0.043,0.02,-1.014
0.042,0.019,-1.013
0.043,0.019,-1.011
0.043,0.02,-1.012
0.044,0.02,-1.012
0.042,0.019,-1.011
0.043,0.019,-1.011
0.042,0.018,-1.013
0.042,0.019,-1.013
0.044,-0.991,-0.011
0.046,-0.994,-0.011
0.047,-0.996,-0.011
0.048,-0.995,-0.012
0.048,-0.995,-0.01
0.046,-0.986,-0.011
0.047,-0.999,-0.011
0.047,-0.99,-0.01
0.047,-0.992,-0.011
0.046,-0.994,-0.011
0.048,-0.998,-0.01
0.047,-0.995,-0.011
0.046,-0.993,-0.01
0.046,-0.994,-0.012
0.048,-0.991,-0.012
0.046,-0.991,-0.011
0.047,-0.992,-0.012
0.047,-0.995,-0.012
0.047,-0.992,-0.011
0.047,-0.994,-0.012
0.047,-0.994,-0.01
0.048,-0.993,-0.011
0.047,-0.994,-0.01
0.048,-0.995,-0.01
0.046,-0.993,-0.012
1.021,-0.004,0.008
1.034,-0.006,0.008
1.027,-0.005,0.008
1.028,-0.005,0.008
1.032,-0.004,0.008
1.039,-0.005,0.007
1.031,-0.005,0.008
1.027,-0.005,0.008
1.025,-0.004,0.009
1.035,-0.005,0.008
1.025,-0.004,0.008
1.028,-0.005,0.008
1.031,-0.004,0.008
1.032,-0.005,0.009
1.027,-0.004,0.008
1.027,-0.004,0.009
1.029,-0.006,0.008
1.029,-0.006,0.008
1.027,-0.005,0.008
1.031,-0.005,0.008
1.031,-0.004,0.009
1.03,-0.004,0.008
1.029,-0.005,0.008
1.031,-0.004,0.008
1.028,-0.005,0.008
-0.963,-0.013,-0.024
-0.973,-0.014,-0.023
-0.975,-0.014,-0.024
-0.966,-0.014,-0.024
-0.962,-0.013,-0.024
-0.962,-0.013,-0.024
-0.966,-0.014,-0.024
-0.963,-0.014,-0.024
-0.964,-0.013,-0.025
-0.969,-0.014,-0.025
-0.967,-0.013,-0.024
-0.964,-0.014,-0.025
-0.966,-0.014,-0.023
-0.966,-0.013,-0.024
-0.965,-0.014,-0.023
-0.964,-0.013,-0.024
-0.967,-0.014,-0.024
-0.967,-0.015,-0.025
-0.964,-0.015,-0.023
-0.964,-0.013,-0.024
-0.966,-0.013,-0.024
-0.966,-0.015,-0.024
-0.964,-0.013,-0.024
-0.967,-0.013,-0.025
-0.967,-0.013,-0.024
