ax,ay,az
0.001,-0.025,0.974
-0.03,-0.025,0.983
0.001,-0.026,0.98
0.001,-0.025,0.978
0.0,-0.025,0.98
0.001,-0.025,0.983
0.002,-0.025,0.981
0.0,-0.027,0.982
0.0,-0.026,0.983
0.001,-0.025,0.981
0.001,-0.025,0.978
0.0,-0.027,0.981
0.001,-0.026,0.983
0.0,-0.026,0.979
0.0,-0.025,0.981
0.001,-0.025,0.983
0.0,-0.026,0.981
0.001,-0.025,0.979
0.001,-0.025,0.981
0.002,-0.025,0.981
0.002,-0.025,0.979
0.001,-0.026,0.981
0.001,-0.027,0.982
0.002,-0.025,0.982
0.001,-0.026,0.98
0.017,0.989,-0.01
0.015,1.0,-0.012
0.014,1.0,-0.012
0.014,1.0,-0.013
0.015,0.998,-0.013
0.015,1.0,-0.012
0.014,0.998,-0.012
0.038,0.998,0.011
0.001,0.995,-0.027
0.017,0.996,-0.01
0.008,0.997,-0.02
0.013,0.996,-0.013
0.013,0.996,-0.013
0.015,0.996,-0.012
0.015,0.997,-0.012
0.015,0.997,-0.012
0.015,0.998,-0.012
0.015,0.998,-0.012
0.016,0.998,-0.011
0.016,0.997,-0.009
0.015,0.996,-0.01
0.015,0.997,-0.011
0.014,0.998,-0.012
0.015,0.997,-0.012
0.014,0.996,-0.012
0.094,0.016,-1.007
0.092,0.015,-1.012
0.089,0.015,-1.008
0.09,0.015,-0.996
0.09,0.016,-1.016
0.094,0.015,-1.017
0.09,0.016,-1.014
0.094,0.015,-1.017
0.092,0.014,-1.023
0.092,0.015,-1.011
0.092,0.015,-1.007
0.091,0.016,-1.016
0.093,0.016,-1.013
0.091,0.016,-1.008
0.091,0.015,-1.01
0.091,0.013,-1.012
0.092,0.016,-1.01
0.091,0.016,-1.01
0.092,0.015,-1.012
0.092,0.015,-1.012
0.092,0.015,-1.013
0.092,0.015,-1.017
0.094,0.014,-1.015
0.09,0.016,-1.012
0.092,0.016,-1.012
0.053,-0.995,-0.012
0.051,-0.991,-0.011
0.05,-0.991,-0.011
0.049,-0.987,-0.012
0.05,-0.981,-0.013
0.049,-0.984,-0.012
0.051,-0.993,-0.011
0.051,-0.998,-0.011
0.051,-0.995,-0.01
0.052,-0.993,-0.012
0.052,-1.0,-0.01
0.051,-0.991,-0.011
0.052,-0.992,-0.011
0.052,-0.99,-0.011
0.052,-0.994,-0.012
0.052,-0.992,-0.011
0.05,-0.988,-0.011
0.051,-0.991,-0.011
0.051,-0.993,-0.012
0.051,-0.988,-0.013
0.051,-0.989,-0.012
0.051,-0.997,-0.01
0.052,-0.995,-0.01
0.051,-0.993,-0.012
0.051,-0.992,-0.01
1.027,-0.0,0.032
1.036,-0.0,0.035
1.035,-0.0,0.034
1.032,0.002,0.035
1.032,0.0,0.034
1.032,0.001,0.033
1.033,-0.001,0.033
1.031,0.0,0.026
1.029,-0.002,0.038
1.032,-0.003,0.038
1.029,-0.0,0.041
1.027,-0.0,0.065
1.028,0.001,0.05
1.029,0.0,0.042
1.028,-0.001,0.033
1.03,-0.0,0.034
1.034,-0.0,0.034
1.035,0.0,0.035
1.032,-0.001,0.033
1.031,-0.0,0.033
1.031,-0.001,0.033
1.029,0.0,0.035
1.03,-0.0,0.034
1.029,0.001,0.033
1.03,-0.0,0.034
-0.953,-0.008,-0.053
-0.968,-0.007,-0.054
-0.97,-0.007,-0.053
-0.966,-0.006,-0.055
-0.964,-0.008,-0.052
-0.965,-0.018,-0.039
-0.963,-0.011,-0.045
-0.961,0.004,-0.067
-0.962,-0.003,-0.055
-0.964,-0.007,-0.052
-0.964,-0.01,-0.05
-0.962,-0.018,-0.039
-0.961,-0.006,-0.053
-0.96,0.0,-0.057
-0.963,-0.007,-0.053
-0.965,-0.009,-0.056
-0.965,-0.007,-0.058
-0.965,-0.002,-0.063
-0.964,-0.003,-0.058
-0.964,-0.006,-0.055
-0.963,-0.007,-0.053
-0.963,-0.008,-0.054
-0.963,-0.007,-0.052
-0.963,-0.006,-0.053
-0.964,-0.007,-0.053
