ax,ay,az
0.018,-0.009,0.984
0.018,-0.01,0.985
0.019,-0.009,0.984
0.018,-0.01,0.985
0.018,-0.01,0.984
0.018,-0.01,0.985
0.017,-0.01,0.985
0.018,-0.01,0.984
0.017,-0.009,0.984
0.018,-0.01,0.985
0.018,-0.009,0.984
0.018,-0.011,0.983
0.017,-0.01,0.986
0.018,-0.01,0.984
0.017,-0.011,0.983
0.017,-0.009,0.983
0.018,-0.01,0.985
0.018,-0.01,0.986
0.017,-0.009,0.984
0.018,-0.009,0.985
0.018,-0.01,0.984
0.017,-0.009,0.984
0.018,-0.011,0.984
0.017,-0.009,0.985
0.018,-0.011,0.985
0.018,-0.011,0.983
0.019,-0.01,0.984
0.018,-0.01,0.984
0.018,-0.01,0.985
0.019,-0.009,0.986
0.018,-0.009,0.985
0.018,-0.01,0.985
0.018,-0.01,0.984
0.018,-0.009,0.985
0.018,-0.011,0.986
0.019,-0.01,0.984
0.018,-0.01,0.984
0.019,-0.01,0.985
0.018,-0.009,0.985
0.018,-0.009,0.985
0.019,-0.01,0.985
0.017,-0.01,0.986
0.017,-0.009,0.984
0.017,-0.01,0.986
0.017,-0.01,0.984
0.018,-0.01,0.985
0.017,-0.01,0.985
0.017,-0.009,0.985
0.017,-0.011,0.984
0.018,-0.01,0.984
0.018,-0.01,0.983
0.019,-0.009,0.984
0.017,-0.01,0.984
0.016,-0.011,0.984
0.017,-0.01,0.984
0.018,-0.01,0.985
0.018,-0.009,0.985
0.017,-0.009,0.986
0.017,-0.009,0.984
0.019,-0.01,0.984
0.018,-0.011,0.984
0.018,-0.01,0.985
0.017,-0.01,0.985
0.017,-0.01,0.985
0.017,-0.01,0.984
0.018,-0.009,0.984
0.017,-0.009,0.984
0.019,-0.011,0.986
0.018,-0.01,0.986
0.018,-0.009,0.985
0.019,-0.008,0.985
0.017,-0.009,0.986
0.018,-0.01,0.985
0.018,-0.009,0.984
0.016,-0.01,0.985
0.018,-0.009,0.985
0.018,-0.009,0.984
0.017,-0.01,0.986
0.018,-0.01,0.984
0.017,-0.011,0.985
0.018,-0.01,0.985
0.017,-0.009,0.985
0.018,-0.009,0.985
0.018,-0.009,0.984
0.018,-0.01,0.985
0.017,-0.01,0.985
0.017,-0.01,0.986
0.017,-0.01,0.984
0.018,-0.009,0.985
0.018,-0.01,0.985
0.018,-0.01,0.983
0.017,-0.01,0.983
0.018,-0.009,0.985
0.018,-0.011,0.985
0.017,-0.01,0.983
0.018,-0.01,0.986
0.018,-0.011,0.984
0.017,-0.01,0.985
0.019,-0.011,0.983
0.017,-0.01,0.985
0.017,-0.01,0.984
0.019,-0.01,0.986
0.017,-0.01,0.986
0.018,-0.009,0.985
0.017,-0.01,0.985
0.017,-0.01,0.983
0.017,-0.01,0.985
0.017,-0.011,0.985
0.017,-0.01,0.986
0.018,-0.01,0.984
0.019,-0.011,0.984
0.018,-0.009,0.985
0.016,-0.009,0.985
0.018,-0.01,0.984
0.018,-0.011,0.984
0.017,-0.01,0.984
0.018,-0.01,0.985
0.018,-0.009,0.985
0.018,-0.01,0.984
0.017,-0.008,0.985
0.019,-0.01,0.985
0.018,-0.011,0.984
0.018,-0.011,0.986
0.018,-0.01,0.984
0.017,-0.01,0.984
0.018,-0.009,0.984
0.019,-0.009,0.984
0.019,-0.01,0.984
0.018,-0.01,0.985
0.018,-0.009,0.984
0.018,-0.008,0.986
0.019,-0.01,0.984
0.019,-0.009,0.985
0.017,-0.01,0.985
0.018,-0.01,0.983
0.018,-0.01,0.985
0.016,-0.009,0.985
0.017,-0.009,0.985
0.017,-0.01,0.985
0.017,-0.01,0.985
0.016,-0.009,0.986
0.017,-0.011,0.983
0.017,-0.01,0.985
0.017,-0.008,0.983
0.018,-0.01,0.984
0.017,-0.009,0.984
0.018,-0.009,0.985
0.017,-0.01,0.985
0.017,-0.009,0.984
0.017,-0.01,0.984
