mx,my,mz
-0.609,0.504,-0.424
-0.609,0.501,-0.418
-0.609,0.503,-0.405
-0.604,0.502,-0.412
-0.605,0.499,-0.421
-0.606,0.5,-0.413
-0.606,0.504,-0.408
-0.606,0.504,-0.414
-0.606,0.505,-0.414
-0.607,0.505,-0.41
-0.61,0.504,-0.409
-0.611,0.506,-0.412
-0.61,0.508,-0.41
-0.605,0.499,-0.424
-0.605,0.504,-0.416
-0.607,0.504,-0.416
-0.61,0.504,-0.415
-0.607,0.504,-0.407
-0.604,0.5,-0.412
-0.608,0.505,-0.421
-0.606,0.502,-0.419
-0.606,0.502,-0.407
-0.606,0.502,-0.407
-0.608,0.502,-0.411
-0.61,0.499,-0.419
-0.609,0.507,-0.406
-0.606,0.508,-0.414
-0.61,0.507,-0.411
-0.608,0.5,-0.411
-0.608,0.5,-0.411
-0.611,0.504,-0.417
-0.61,0.501,-0.413
-0.609,0.501,-0.4
-0.608,0.503,-0.409
-0.616,0.5,-0.415
-0.613,0.503,-0.408
-0.613,0.503,-0.408
-0.61,0.506,-0.404
-0.605,0.501,-0.413
-0.607,0.503,-0.418
-0.607,0.506,-0.41
-0.603,0.502,-0.415
-0.606,0.507,-0.417
-0.606,0.507,-0.417
-0.607,0.505,-0.418
-0.607,0.505,-0.419
-0.607,0.508,-0.415
-0.601,0.504,-0.406
-0.603,0.502,-0.412
-0.608,0.504,-0.422
-0.608,0.504,-0.422
-0.605,0.501,-0.414
-0.607,0.506,-0.404
-0.609,0.508,-0.408
-0.608,0.507,-0.41
-0.609,0.504,-0.413
-0.608,0.505,-0.407
-0.608,0.505,-0.407
-0.606,0.506,-0.414
-0.61,0.504,-0.416
-0.61,0.503,-0.414
-0.612,0.505,-0.408
-0.609,0.504,-0.401
-0.609,0.501,-0.408
-0.609,0.501,-0.408
-0.61,0.504,-0.419
-0.611,0.503,-0.411
-0.612,0.504,-0.403
-0.611,0.502,-0.405
-0.61,0.504,-0.42
-0.609,0.505,-0.413
-0.609,0.502,-0.403
-0.607,0.502,-0.403
-0.611,0.505,-0.408
-0.61,0.503,-0.413
-0.612,0.505,-0.41
-0.609,0.503,-0.41
-0.608,0.505,-0.406
-0.611,0.501,-0.41
-0.611,0.501,-0.41
-0.605,0.506,-0.413
-0.611,0.507,-0.409
-0.604,0.507,-0.404
-0.604,0.503,-0.414
-0.609,0.503,-0.421
-0.608,0.5,-0.408
-0.608,0.5,-0.408
-0.608,0.498,-0.406
-0.606,0.501,-0.407
-0.608,0.503,-0.414
-0.609,0.503,-0.411
-0.607,0.503,-0.41
-0.604,0.505,-0.411
-0.604,0.505,-0.411
-0.606,0.502,-0.404
-0.613,0.504,-0.418
-0.609,0.506,-0.412
-0.607,0.501,-0.4
-0.606,0.505,-0.415
-0.611,0.504,-0.419
