mx,my,mz
-0.576,0.42,-0.514
-0.582,0.421,-0.519
-0.58,0.421,-0.508
-0.58,0.418,-0.515
-0.586,0.418,-0.496
-0.584,0.416,-0.51
-0.589,0.423,-0.504
-0.586,0.426,-0.497
-0.581,0.444,-0.492
-0.566,0.481,-0.485
-0.558,0.503,-0.471
-0.546,0.535,-0.443
-0.537,0.552,-0.419
-0.524,0.58,-0.412
-0.498,0.616,-0.396
-0.476,0.64,-0.372
-0.451,0.646,-0.319
-0.418,0.641,-0.25
-0.409,0.622,-0.215
-0.403,0.586,-0.171
-0.4,0.553,-0.143
-0.392,0.52,-0.123
-0.384,0.475,-0.106
-0.391,0.439,-0.106
-0.389,0.423,-0.14
-0.38,0.419,-0.166
-0.355,0.457,-0.167
-0.437,0.449,-0.12
-0.463,0.428,-0.119
-0.463,0.409,-0.12
-0.48,0.419,-0.146
-0.485,0.457,-0.149
-0.477,0.49,-0.158
-0.479,0.54,-0.189
-0.47,0.574,-0.208
-0.46,0.617,-0.248
-0.45,0.656,-0.294
-0.431,0.681,-0.358
-0.419,0.669,-0.444
-0.412,0.66,-0.477
-0.418,0.643,-0.501
-0.43,0.615,-0.521
-0.454,0.585,-0.532
-0.487,0.536,-0.554
-0.5,0.491,-0.557
-0.504,0.444,-0.563
-0.493,0.408,-0.581
-0.451,0.406,-0.613
-0.4,0.4,-0.648
-0.35,0.406,-0.658
-0.303,0.412,-0.664
-0.241,0.415,-0.666
-0.185,0.415,-0.651
-0.174,0.399,-0.648
-0.17,0.369,-0.641
-0.159,0.339,-0.627
-0.14,0.31,-0.628
-0.139,0.277,-0.628
-0.139,0.258,-0.621
-0.13,0.239,-0.611
-0.122,0.235,-0.605
-0.117,0.263,-0.599
-0.121,0.304,-0.57
-0.138,0.331,-0.518
-0.184,0.345,-0.466
-0.173,0.247,-0.554
-0.077,0.279,-0.616
-0.067,0.446,-0.654
-0.165,0.535,-0.675
-0.252,0.571,-0.678
-0.355,0.6,-0.656
-0.408,0.601,-0.621
-0.448,0.596,-0.597
-0.484,0.575,-0.555
-0.509,0.552,-0.528
-0.522,0.511,-0.508
-0.526,0.481,-0.49
-0.527,0.456,-0.489
-0.521,0.417,-0.495
-0.516,0.38,-0.509
-0.516,0.36,-0.521
