mx,my,mz
-0.319,0.159,-0.501
-0.315,0.158,-0.505
-0.317,0.157,-0.504
-0.315,0.158,-0.503
-0.32,0.156,-0.498
-0.318,0.154,-0.501
-0.318,0.154,-0.504
-0.315,0.158,-0.504
-0.316,0.161,-0.496
-0.318,0.16,-0.501
-0.32,0.161,-0.495
-0.317,0.157,-0.5
-0.318,0.161,-0.498
-0.318,0.163,-0.497
-0.322,0.163,-0.497
-0.321,0.156,-0.501
-0.321,0.158,-0.507
-0.321,0.15,-0.51
-0.317,0.155,-0.503
-0.317,0.159,-0.502
-0.317,0.156,-0.511
-0.317,0.156,-0.511
-0.313,0.159,-0.504
-0.313,0.157,-0.501
-0.314,0.156,-0.503
-0.317,0.159,-0.509
-0.314,0.161,-0.504
-0.316,0.157,-0.503
-0.316,0.157,-0.503
-0.314,0.159,-0.502
-0.317,0.158,-0.493
-0.317,0.157,-0.5
-0.314,0.157,-0.5
-0.316,0.155,-0.501
-0.316,0.159,-0.503
-0.316,0.159,-0.503
-0.318,0.159,-0.502
-0.318,0.157,-0.505
-0.317,0.158,-0.506
-0.317,0.16,-0.504
-0.319,0.156,-0.506
-0.32,0.159,-0.503
-0.32,0.159,-0.503
-0.322,0.159,-0.507
-0.318,0.155,-0.498
-0.322,0.158,-0.501
-0.32,0.159,-0.501
-0.319,0.16,-0.5
-0.319,0.16,-0.498
-0.319,0.16,-0.498
-0.316,0.16,-0.495
-0.319,0.161,-0.502
-0.319,0.161,-0.505
-0.318,0.161,-0.505
-0.319,0.16,-0.503
-0.318,0.16,-0.499
-0.318,0.16,-0.499
-0.318,0.158,-0.495
-0.319,0.157,-0.501
-0.316,0.163,-0.501
-0.317,0.158,-0.498
-0.317,0.159,-0.5
-0.317,0.155,-0.501
-0.317,0.155,-0.498
-0.315,0.157,-0.498
-0.322,0.157,-0.503
-0.32,0.16,-0.503
-0.314,0.155,-0.506
-0.312,0.158,-0.504
-0.316,0.156,-0.501
-0.316,0.153,-0.501
-0.315,0.153,-0.501
-0.313,0.159,-0.499
-0.314,0.156,-0.505
-0.312,0.155,-0.504
-0.315,0.156,-0.503
-0.311,0.157,-0.501
-0.318,0.16,-0.5
-0.318,0.16,-0.5
-0.315,0.156,-0.507
-0.319,0.158,-0.503
-0.315,0.159,-0.5
-0.314,0.16,-0.502
-0.314,0.161,-0.504
-0.314,0.159,-0.502
-0.314,0.159,-0.502
-0.316,0.158,-0.502
-0.323,0.158,-0.505
-0.325,0.162,-0.501
-0.324,0.157,-0.504
-0.319,0.16,-0.506
-0.319,0.157,-0.502
-0.319,0.157,-0.502
-0.32,0.161,-0.508
-0.322,0.155,-0.504
-0.319,0.162,-0.503
-0.321,0.158,-0.495
-0.318,0.16,-0.502
-0.318,0.162,-0.503
-0.318,0.162,-0.503
