mx,my,mz
0.042,0.585,-0.281
0.038,0.586,-0.279
0.041,0.587,-0.284
0.042,0.584,-0.28
0.041,0.581,-0.282
0.039,0.579,-0.281
0.044,0.583,-0.286
0.041,0.585,-0.284
0.042,0.584,-0.287
0.043,0.584,-0.281
0.042,0.581,-0.286
0.046,0.582,-0.287
0.049,0.577,-0.292
0.054,0.577,-0.29
0.051,0.576,-0.287
0.047,0.581,-0.287
0.038,0.59,-0.29
0.039,0.584,-0.285
0.046,0.581,-0.299
0.046,0.578,-0.305
0.059,0.579,-0.319
0.06,0.576,-0.321
0.062,0.576,-0.331
0.068,0.569,-0.335
0.083,0.565,-0.352
0.081,0.567,-0.364
0.086,0.559,-0.371
0.09,0.554,-0.378
0.095,0.551,-0.389
0.093,0.554,-0.396
0.091,0.552,-0.398
0.095,0.552,-0.405
0.096,0.546,-0.41
0.099,0.543,-0.416
0.1,0.542,-0.42
0.101,0.539,-0.424
0.111,0.53,-0.423
0.109,0.53,-0.441
0.11,0.523,-0.437
0.111,0.519,-0.439
0.112,0.516,-0.443
0.107,0.516,-0.45
0.109,0.512,-0.451
0.112,0.515,-0.44
0.112,0.512,-0.443
0.114,0.51,-0.444
0.113,0.508,-0.445
0.114,0.507,-0.444
0.112,0.511,-0.448
0.115,0.509,-0.444
0.112,0.512,-0.45
0.108,0.514,-0.453
0.106,0.523,-0.448
0.106,0.529,-0.443
0.102,0.527,-0.445
0.106,0.517,-0.439
0.113,0.507,-0.447
0.116,0.495,-0.457
0.119,0.488,-0.464
0.115,0.48,-0.474
0.11,0.48,-0.489
0.115,0.48,-0.496
0.11,0.48,-0.502
0.113,0.474,-0.503
0.112,0.455,-0.506
0.112,0.45,-0.515
0.112,0.444,-0.531
0.11,0.436,-0.537
0.102,0.432,-0.557
0.097,0.432,-0.564
0.092,0.437,-0.573
0.081,0.447,-0.587
0.03,0.476,-0.635
-0.005,0.489,-0.662
-0.039,0.502,-0.678
-0.074,0.511,-0.683
-0.136,0.529,-0.694
-0.16,0.536,-0.695
-0.183,0.543,-0.696
-0.215,0.543,-0.698
-0.272,0.542,-0.687
-0.301,0.546,-0.679
-0.326,0.553,-0.67
-0.342,0.56,-0.657
-0.368,0.578,-0.633
-0.385,0.583,-0.625
