ax,ay,az
-0.026,-0.025,0.994
-0.025,-0.025,0.991
-0.025,-0.025,0.992
-0.024,-0.026,0.992
-0.025,-0.025,0.991
-0.024,-0.025,0.992
-0.025,-0.025,0.992
-0.025,-0.025,0.992
-0.024,-0.026,0.991
-0.026,-0.025,0.991
-0.025,-0.027,0.992
-0.026,-0.025,0.991
-0.025,-0.024,0.992
-0.025,-0.025,0.992
-0.025,-0.027,0.992
-0.025,-0.024,0.991
-0.026,-0.025,0.992
-0.024,-0.025,0.992
-0.025,-0.027,0.991
-0.025,-0.026,0.992
-0.024,-0.025,0.992
-0.025,-0.025,0.991
-0.025,-0.025,0.991
-0.025,-0.024,0.992
-0.025,-0.025,0.991
-0.023,-0.025,0.987
-0.025,-0.025,0.992
-0.025,-0.027,0.992
-0.024,-0.025,0.991
-0.025,-0.025,0.992
-0.024,-0.024,0.992
-0.025,-0.026,0.991
-0.026,-0.025,0.991
-0.024,-0.025,0.991
-0.024,-0.025,0.99
-0.025,-0.025,0.991
-0.025,-0.025,0.992
-0.025,-0.025,0.991
-0.024,-0.025,0.991
-0.025,-0.024,0.992
-0.024,-0.024,0.991
-0.025,-0.025,0.991
-0.026,-0.025,0.992
-0.025,-0.026,0.992
-0.026,-0.025,0.992
-0.025,-0.025,0.992
-0.026,-0.025,0.992
-0.025,-0.025,0.992
-0.025,-0.025,0.991
-0.024,-0.025,0.991
-0.024,-0.025,1.0
-0.025,-0.026,0.993
-0.024,-0.025,0.991
-0.025,-0.025,0.991
-0.025,-0.024,0.992
-0.025,-0.026,0.992
-0.025,-0.025,0.992
-0.025,-0.025,0.991
-0.025,-0.025,0.992
-0.025,-0.026,0.991
-0.026,-0.026,0.992
-0.025,-0.024,0.991
-0.025,-0.025,0.992
-0.025,-0.026,0.993
-0.025,-0.026,0.992
-0.025,-0.025,0.991
-0.025,-0.026,0.992
-0.025,-0.025,0.991
-0.024,-0.025,0.991
-0.025,-0.025,0.992
-0.025,-0.025,0.992
-0.025,-0.025,0.991
-0.025,-0.026,0.99
-0.025,-0.025,0.991
-0.025,-0.024,0.992
-0.024,-0.025,0.992
-0.025,-0.026,0.989
-0.025,-0.025,0.991
-0.025,-0.025,0.992
-0.025,-0.025,0.991
-0.025,-0.025,0.993
-0.025,-0.025,0.991
-0.025,-0.025,0.992
-0.026,-0.026,0.992
-0.025,-0.025,0.991
-0.025,-0.025,0.991
-0.026,-0.025,0.993
-0.024,-0.026,0.992
-0.025,-0.026,0.992
-0.026,-0.026,0.992
-0.025,-0.025,0.991
-0.024,-0.025,0.992
-0.025,-0.024,0.991
-0.025,-0.026,0.992
-0.026,-0.025,0.991
-0.025,-0.025,0.992
-0.024,-0.026,0.992
-0.025,-0.025,0.992
-0.025,-0.025,0.993
-0.025,-0.025,0.991
-0.026,-0.026,0.989
-0.025,-0.025,0.991
-0.025,-0.026,0.992
-0.026,-0.026,0.993
-0.026,-0.025,0.992
-0.025,-0.025,0.991
-0.025,-0.025,0.993
-0.025,-0.027,0.992
-0.026,-0.026,0.991
-0.026,-0.025,0.991
-0.025,-0.026,0.992
-0.025,-0.025,0.991
-0.026,-0.025,0.992
-0.025,-0.025,0.992
-0.024,-0.026,0.992
-0.026,-0.024,0.991
-0.024,-0.025,0.992
-0.025,-0.025,0.991
-0.025,-0.025,0.992
-0.025,-0.025,0.992
-0.025,-0.025,0.991
-0.025,-0.026,0.991
-0.025,-0.025,0.992
-0.025,-0.025,0.991
-0.025,-0.025,0.991
-0.025,-0.025,0.989
-0.024,-0.025,0.993
-0.025,-0.024,0.992
-0.025,-0.025,0.992
-0.025,-0.025,0.992
-0.025,-0.024,0.993
-0.025,-0.026,0.992
-0.025,-0.025,0.991
-0.025,-0.025,0.991
-0.024,-0.026,0.991
-0.025,-0.025,0.991
-0.024,-0.025,0.992
-0.026,-0.025,0.992
-0.025,-0.025,0.992
-0.025,-0.025,0.991
-0.025,-0.025,0.991
-0.025,-0.025,0.991
-0.023,-0.026,0.991
-0.025,-0.025,0.992
-0.027,-0.025,0.992
-0.025,-0.023,0.992
-0.025,-0.025,0.992
-0.025,-0.025,0.991
-0.025,-0.026,0.992
-0.025,-0.026,0.992
