ax,ay,az
0.0,0.982,-0.005
0.0,0.982,-0.006
0.001,0.981,-0.006
-0.001,0.98,-0.009
-0.005,0.983,-0.015
0.003,0.982,-0.004
0.0,0.98,-0.006
-0.003,0.981,-0.011
0.004,0.982,-0.0
0.001,0.983,-0.006
0.0,0.981,-0.005
0.001,0.981,-0.005
0.002,0.981,-0.005
-0.0,0.98,-0.005
-0.0,0.982,-0.006
0.031,0.983,-0.006
-0.001,0.98,-0.006
-0.0,0.981,-0.007
-0.001,0.981,-0.007
0.001,0.983,-0.006
-0.001,0.982,-0.007
0.0,0.982,-0.006
0.0,0.981,-0.007
-0.001,0.981,-0.007
-0.01,0.98,-0.022
0.003,0.98,-0.002
-0.001,0.982,-0.01
0.001,0.982,-0.006
-0.004,0.98,-0.017
0.003,0.981,0.0
-0.003,0.983,-0.013
-0.001,0.981,-0.011
0.004,0.98,0.005
0.002,0.979,0.0
0.002,0.982,-0.0
0.002,0.981,0.001
0.0,0.98,-0.003
0.001,0.981,-0.004
0.0,0.98,-0.006
-0.001,0.981,-0.008
-0.0,0.981,-0.007
0.0,0.981,-0.006
-0.001,0.981,-0.006
0.001,0.979,-0.007
0.022,-0.018,-1.001
0.022,-0.017,-0.989
0.022,-0.019,-1.009
0.021,-0.019,-0.989
0.022,-0.018,-1.001
0.022,-0.017,-0.995
0.022,-0.018,-1.006
0.022,-0.017,-0.994
0.022,-0.018,-0.999
0.022,-0.017,-1.0
0.022,-0.017,-0.997
0.022,-0.017,-0.995
0.023,-0.017,-1.001
0.022,-0.018,-0.995
0.023,-0.019,-1.0
0.022,-0.018,-1.001
0.021,-0.016,-0.999
0.023,-0.017,-0.996
0.022,-0.018,-0.999
0.023,-0.018,-0.997
0.022,-0.019,-1.0
0.022,-0.019,-1.001
0.023,-0.016,-0.996
0.022,-0.018,-0.998
0.022,-0.017,-0.999
0.022,-0.017,-0.998
0.022,-0.018,-0.998
0.021,-0.019,-1.0
0.022,-0.017,-0.997
0.024,-0.017,-0.996
0.023,-0.017,-0.996
0.023,-0.018,-0.999
0.022,-0.018,-0.999
0.022,-0.018,-0.997
0.021,-0.018,-0.997
0.022,-0.017,-1.0
0.024,-0.018,-0.998
0.022,-0.017,-0.998
0.022,-0.019,-0.998
0.023,-0.018,-0.999
0.022,-0.018,-0.998
0.022,-0.019,-0.998
0.022,-0.018,-0.997
0.022,-0.018,-0.998
0.023,-0.019,-0.998
0.02,-0.019,-0.998
0.022,-0.017,-0.998
0.022,-0.018,-0.996
0.022,-0.019,-0.997
0.021,-0.019,-0.999
0.022,-0.018,-0.997
0.022,-0.017,-0.996
0.022,-0.018,-0.998
0.022,-0.019,-0.999
0.021,-0.018,-0.999
0.021,-0.017,-0.996
0.022,-0.018,-0.998
0.022,-0.017,-0.998
0.023,-0.019,-0.997
0.021,-0.018,-0.998
0.022,-0.019,-0.998
0.022,-0.017,-0.998
0.021,-0.018,-0.999
0.023,-0.018,-0.999
0.022,-0.016,-0.999
0.023,-0.018,-0.997
0.021,-0.019,-0.999
0.022,-0.018,-0.997
0.022,-0.018,-0.997
0.022,-0.018,-0.998
0.022,-0.017,-0.998
0.023,-0.018,-0.998
0.022,-0.018,-0.998
0.021,-0.017,-0.998
0.022,-0.018,-0.998
0.022,-0.018,-0.999
0.022,-0.017,-0.998
0.022,-0.018,-0.999
0.022,-0.018,-0.996
0.023,-0.018,-1.0
0.022,-0.018,-0.999
0.022,-0.018,-0.998
0.022,-0.018,-0.997
0.022,-0.017,-0.999
0.022,-0.017,-0.998
0.023,-0.017,-0.998
0.03,-0.02,-0.994
0.016,-0.015,-1.001
0.022,-0.017,-0.998
0.023,-0.017,-0.998
0.021,-0.019,-0.999
0.021,-0.019,-0.999
0.02,-0.018,-0.998
0.021,-0.018,-0.997
0.021,-0.018,-0.999
0.022,-0.018,-0.999
0.022,-0.018,-0.997
0.023,-0.018,-0.998
0.022,-0.018,-0.999
0.021,-0.019,-0.998
0.034,-1.007,-0.001
0.032,-1.007,0.001
0.032,-1.017,-0.001
0.031,-1.001,0.001
0.033,-1.007,-0.003
0.031,-1.002,-0.002
0.032,-1.014,-0.003
0.032,-1.002,-0.001
0.032,-1.005,-0.001
0.03,-1.007,-0.002
0.032,-1.01,-0.002
0.031,-1.004,-0.001
0.033,-1.009,-0.003
0.032,-1.008,-0.002
0.033,-1.002,0.0
0.033,-1.009,-0.002
0.033,-1.01,-0.003
0.033,-1.002,-0.001
0.032,-1.005,-0.001
0.032,-1.008,-0.001
0.031,-1.003,-0.001
0.031,-1.006,-0.004
0.031,-1.008,-0.003
0.032,-1.007,-0.0
0.032,-1.006,-0.002
0.033,-1.008,-0.002
0.033,-1.006,-0.002
0.032,-1.007,-0.001
0.033,-1.007,-0.002
0.032,-1.007,-0.001
0.033,-1.006,-0.003
0.031,-1.007,-0.001
0.032,-1.006,-0.002
0.033,-1.009,-0.001
0.033,-1.006,-0.003
0.033,-1.006,-0.001
0.032,-1.006,-0.002
0.032,-1.007,-0.002
0.032,-1.007,-0.003
0.033,-1.007,-0.0
0.033,-1.007,-0.001
0.032,-1.006,-0.002
0.032,-1.007,-0.002
0.034,-1.007,-0.001
0.032,-1.008,-0.001
0.031,-1.008,-0.002
0.032,-1.006,-0.001
0.033,-1.008,-0.002
0.032,-1.008,-0.002
0.032,-1.006,-0.001
0.033,-1.007,-0.001
0.033,-1.009,-0.003
0.032,-1.008,-0.002
0.032,-1.007,-0.001
0.031,-1.007,0.001
0.032,-1.008,-0.003
0.032,-1.006,-0.002
0.032,-1.006,-0.0
0.032,-1.006,-0.002
0.032,-1.008,-0.001
0.032,-1.005,-0.0
0.032,-1.007,-0.001
0.031,-1.008,-0.002
0.033,-1.007,-0.001
0.031,-1.007,-0.001
0.032,-1.007,-0.002
0.032,-1.007,-0.002
0.033,-1.006,-0.001
0.033,-1.007,-0.003
0.032,-1.006,-0.003
0.032,-1.007,-0.002
0.032,-1.006,-0.002
0.033,-1.006,-0.002
0.032,-1.006,-0.001
0.031,-1.007,-0.001
0.033,-1.007,-0.002
0.033,-1.006,-0.0
0.033,-1.007,-0.001
0.032,-1.007,-0.001
0.032,-1.007,-0.002
0.033,-1.007,-0.002
0.031,-1.008,-0.002
0.032,-1.005,-0.002
0.033,-1.006,-0.002
0.033,-1.007,-0.001
0.033,-1.007,-0.001
0.033,-1.007,-0.002
0.031,-1.007,-0.001
0.032,-1.008,-0.001
0.033,-1.007,-0.003
0.032,-1.007,-0.003
0.031,-1.006,-0.003
0.032,-1.006,-0.002
0.039,-1.009,-0.005
0.027,-1.002,0.017
0.023,-1.004,-0.012
0.034,-1.005,0.003
0.036,-1.009,-0.0
0.033,-1.012,-0.002
0.032,-1.005,-0.002
-0.986,-0.036,-0.018
-0.981,-0.035,-0.019
-0.999,-0.037,-0.019
-0.986,-0.035,-0.018
-0.984,-0.034,-0.019
-0.991,-0.034,-0.019
-0.992,-0.036,-0.02
-0.986,-0.036,-0.02
-0.988,-0.035,-0.019
-0.987,-0.035,-0.02
-0.993,-0.035,-0.02
-0.991,-0.034,-0.019
-0.985,-0.033,-0.02
-0.988,-0.036,-0.02
-0.992,-0.036,-0.019
-0.986,-0.035,-0.02
-0.989,-0.034,-0.02
-0.99,-0.036,-0.021
-0.988,-0.034,-0.02
-0.988,-0.035,-0.019
-0.987,-0.035,-0.019
-0.988,-0.034,-0.02
-0.989,-0.035,-0.02
-0.989,-0.034,-0.02
-0.988,-0.035,-0.02
-0.987,-0.035,-0.019
-0.987,-0.035,-0.02
-0.987,-0.036,-0.019
-0.988,-0.034,-0.02
-0.99,-0.035,-0.02
-0.989,-0.035,-0.019
-0.988,-0.035,-0.019
-0.987,-0.036,-0.019
-0.989,-0.035,-0.019
-0.988,-0.034,-0.02
-0.988,-0.035,-0.019
-0.988,-0.036,-0.02
-0.988,-0.035,-0.022
-0.988,-0.035,-0.019
-0.988,-0.035,-0.019
-0.988,-0.035,-0.02
-0.989,-0.035,-0.02
-0.988,-0.036,-0.02
-0.988,-0.034,-0.02
-0.988,-0.035,-0.019
-0.987,-0.036,-0.019
-0.989,-0.035,-0.02
-0.989,-0.034,-0.02
-0.988,-0.034,-0.02
-0.988,-0.035,-0.019
-0.987,-0.035,-0.02
-0.989,-0.035,-0.02
-0.988,-0.035,-0.02
-0.988,-0.034,-0.019
-0.989,-0.035,-0.019
-0.988,-0.035,-0.019
-0.988,-0.035,-0.02
-0.986,-0.035,-0.019
-0.989,-0.035,-0.02
-0.99,-0.035,-0.02
-0.989,-0.036,-0.019
-0.987,-0.035,-0.018
-0.987,-0.035,-0.019
-0.988,-0.035,-0.019
-0.987,-0.033,-0.02
-0.988,-0.035,-0.02
-0.989,-0.036,-0.02
-0.989,-0.036,-0.019
-0.989,-0.035,-0.019
-0.988,-0.034,-0.019
-0.99,-0.034,-0.019
-0.989,-0.035,-0.019
-0.987,-0.035,-0.019
-0.988,-0.036,-0.02
-0.989,-0.034,-0.02
-0.99,-0.035,-0.019
-0.989,-0.035,-0.019
-0.987,-0.034,-0.019
-0.985,-0.034,-0.019
-0.988,-0.035,-0.02
-0.99,-0.034,-0.02
-0.988,-0.035,-0.019
-0.988,-0.035,-0.019
-0.989,-0.036,-0.019
-0.991,-0.035,-0.02
-0.99,-0.034,-0.019
-0.987,-0.035,-0.02
-0.989,-0.034,-0.02
-0.989,-0.035,-0.02
-0.988,-0.034,-0.02
-0.988,-0.037,-0.021
-0.99,-0.034,-0.019
-0.989,-0.035,-0.019
-0.987,-0.036,-0.02
-0.988,-0.035,-0.02
-0.989,-0.035,-0.02
-0.988,-0.034,-0.021
-0.989,-0.036,-0.02
-0.988,-0.036,-0.019
-0.986,-0.035,-0.02
1.006,0.007,0.056
1.001,0.006,0.054
1.016,0.007,0.056
1.002,0.006,0.055
1.002,0.007,0.056
1.005,0.008,0.056
1.01,0.008,0.057
1.001,0.008,0.055
1.006,0.007,0.055
1.005,0.006,0.055
1.008,0.007,0.056
1.007,0.007,0.056
1.01,0.007,0.055
1.005,0.008,0.056
1.006,0.007,0.056
1.004,0.007,0.056
1.005,0.007,0.056
1.01,0.007,0.056
1.007,0.006,0.055
1.004,0.008,0.055
1.008,0.006,0.056
1.005,0.007,0.056
1.006,0.007,0.056
1.004,0.008,0.055
1.006,0.006,0.055
1.003,0.007,0.055
1.006,0.007,0.056
1.007,0.007,0.055
1.005,0.007,0.056
1.004,0.007,0.056
1.007,0.007,0.056
1.005,0.007,0.055
1.005,0.007,0.055
1.004,0.007,0.055
1.006,0.007,0.055
1.005,0.006,0.055
1.003,0.006,0.054
1.005,0.006,0.055
1.006,0.008,0.055
1.005,0.007,0.056
1.007,0.008,0.057
1.005,0.007,0.056
1.006,0.008,0.055
1.006,0.007,0.056
1.005,0.006,0.056
1.005,0.007,0.055
1.005,0.008,0.055
1.005,0.007,0.054
1.005,0.008,0.055
1.006,0.007,0.055
1.007,0.006,0.056
1.005,0.008,0.056
1.005,0.006,0.055
1.005,0.006,0.055
1.007,0.008,0.056
1.006,0.007,0.055
1.005,0.007,0.055
1.005,0.007,0.056
1.007,0.007,0.055
1.007,0.007,0.054
1.005,0.007,0.057
1.005,0.006,0.055
1.005,0.007,0.056
1.006,0.007,0.056
1.006,0.007,0.056
1.006,0.008,0.056
1.005,0.007,0.056
1.005,0.006,0.056
1.006,0.006,0.054
1.005,0.007,0.055
1.006,0.007,0.055
1.006,0.007,0.055
1.006,0.007,0.054
1.005,0.008,0.056
1.006,0.007,0.055
1.005,0.008,0.056
1.006,0.007,0.056
1.005,0.006,0.056
1.006,0.007,0.055
1.005,0.007,0.056
1.005,0.008,0.055
1.006,0.006,0.057
1.005,0.007,0.055
1.005,0.006,0.055
1.006,0.007,0.056
1.007,0.008,0.056
1.007,0.007,0.056
1.006,0.007,0.056
1.006,0.008,0.057
1.005,0.007,0.056
1.005,0.008,0.056
1.006,0.007,0.055
1.004,0.006,0.056
1.006,0.007,0.056
1.006,0.007,0.057
1.005,0.007,0.055
1.005,0.006,0.055
1.006,0.006,0.055
1.006,0.007,0.056
1.006,0.006,0.055
