mx,my,mz
-0.473,0.327,-0.57
-0.471,0.329,-0.574
-0.474,0.334,-0.566
-0.473,0.328,-0.566
-0.473,0.328,-0.566
-0.476,0.33,-0.567
-0.475,0.332,-0.569
-0.473,0.331,-0.571
-0.472,0.33,-0.568
-0.472,0.328,-0.569
-0.469,0.331,-0.568
-0.469,0.331,-0.568
-0.471,0.328,-0.567
-0.473,0.332,-0.569
-0.475,0.327,-0.563
-0.475,0.331,-0.566
-0.469,0.331,-0.565
-0.476,0.33,-0.563
-0.476,0.33,-0.563
-0.47,0.331,-0.561
-0.468,0.331,-0.561
-0.469,0.328,-0.564
-0.47,0.332,-0.561
-0.47,0.331,-0.567
-0.473,0.329,-0.566
-0.473,0.329,-0.566
-0.472,0.326,-0.566
-0.471,0.332,-0.567
-0.475,0.332,-0.573
-0.472,0.333,-0.573
-0.48,0.334,-0.568
-0.48,0.337,-0.568
-0.48,0.337,-0.568
-0.479,0.336,-0.567
-0.477,0.337,-0.565
-0.481,0.337,-0.565
-0.48,0.338,-0.571
-0.473,0.338,-0.575
-0.477,0.339,-0.572
-0.477,0.339,-0.572
-0.477,0.336,-0.571
-0.477,0.337,-0.57
-0.472,0.336,-0.575
-0.473,0.332,-0.574
-0.478,0.336,-0.572
-0.476,0.334,-0.574
-0.476,0.334,-0.574
-0.475,0.336,-0.573
-0.474,0.337,-0.57
-0.475,0.337,-0.571
-0.472,0.33,-0.566
-0.475,0.334,-0.571
-0.478,0.335,-0.573
-0.478,0.335,-0.573
-0.476,0.335,-0.579
-0.477,0.338,-0.575
-0.481,0.34,-0.571
-0.478,0.338,-0.572
-0.48,0.335,-0.568
-0.476,0.337,-0.564
-0.476,0.337,-0.569
-0.478,0.336,-0.569
-0.48,0.34,-0.569
-0.475,0.336,-0.57
-0.477,0.339,-0.573
-0.477,0.335,-0.571
-0.475,0.337,-0.577
-0.475,0.336,-0.572
-0.477,0.336,-0.572
-0.477,0.335,-0.575
-0.48,0.338,-0.575
-0.474,0.333,-0.568
-0.474,0.335,-0.565
-0.479,0.337,-0.568
-0.479,0.335,-0.564
-0.479,0.335,-0.564
-0.475,0.337,-0.562
-0.477,0.336,-0.559
-0.475,0.333,-0.562
-0.473,0.334,-0.569
-0.474,0.329,-0.567
-0.475,0.336,-0.563
-0.475,0.336,-0.563
-0.474,0.337,-0.571
-0.473,0.335,-0.576
-0.472,0.333,-0.575
-0.465,0.334,-0.579
-0.461,0.335,-0.584
-0.46,0.331,-0.585
-0.46,0.331,-0.585
-0.455,0.333,-0.588
-0.454,0.341,-0.592
-0.459,0.352,-0.589
-0.46,0.356,-0.595
-0.46,0.362,-0.592
-0.464,0.368,-0.587
-0.464,0.368,-0.587
-0.47,0.374,-0.585
-0.469,0.377,-0.584
-0.469,0.377,-0.577
-0.466,0.384,-0.574
-0.466,0.386,-0.573
-0.461,0.388,-0.574
-0.461,0.388,-0.574
-0.456,0.392,-0.574
-0.453,0.388,-0.586
-0.454,0.391,-0.585
-0.451,0.391,-0.595
-0.448,0.392,-0.6
-0.447,0.397,-0.601
-0.447,0.397,-0.601
-0.445,0.402,-0.601
-0.447,0.408,-0.603
-0.446,0.412,-0.599
-0.438,0.42,-0.606
-0.434,0.43,-0.612
-0.426,0.433,-0.614
-0.426,0.433,-0.614
-0.426,0.444,-0.612
-0.425,0.452,-0.618
-0.423,0.456,-0.61
-0.425,0.466,-0.61
-0.423,0.477,-0.602
-0.432,0.489,-0.601
-0.432,0.489,-0.601
-0.437,0.501,-0.595
-0.439,0.512,-0.59
-0.444,0.532,-0.582
-0.447,0.546,-0.57
-0.458,0.57,-0.553
-0.467,0.578,-0.538
-0.467,0.578,-0.513
-0.472,0.596,-0.513
-0.479,0.61,-0.485
-0.487,0.618,-0.462
-0.485,0.628,-0.438
-0.482,0.635,-0.412
-0.479,0.646,-0.391
-0.479,0.647,-0.367
-0.475,0.647,-0.367
-0.465,0.657,-0.346
-0.458,0.662,-0.318
-0.449,0.653,-0.281
-0.438,0.644,-0.254
-0.432,0.632,-0.218
-0.431,0.615,-0.201
-0.431,0.615,-0.201
-0.428,0.592,-0.17
-0.425,0.571,-0.149
-0.425,0.549,-0.129
-0.423,0.521,-0.125
-0.418,0.49,-0.11
-0.414,0.457,-0.094
-0.414,0.457,-0.094
-0.404,0.417,-0.081
-0.404,0.385,-0.08
-0.399,0.356,-0.083
-0.396,0.329,-0.089
-0.393,0.309,-0.092
-0.392,0.288,-0.103
-0.392,0.288,-0.103
-0.394,0.27,-0.097
-0.391,0.254,-0.112
-0.387,0.24,-0.12
-0.389,0.228,-0.127
-0.389,0.21,-0.134
-0.385,0.199,-0.14
-0.385,0.199,-0.14
-0.383,0.192,-0.145
-0.381,0.185,-0.15
-0.379,0.179,-0.152
-0.37,0.177,-0.147
-0.366,0.179,-0.137
-0.366,0.18,-0.137
-0.366,0.18,-0.137
-0.366,0.193,-0.141
-0.365,0.196,-0.135
-0.361,0.204,-0.128
-0.363,0.21,-0.124
-0.359,0.218,-0.115
-0.349,0.23,-0.101
-0.349,0.23,-0.101
-0.339,0.246,-0.088
-0.324,0.264,-0.077
-0.304,0.284,-0.067
-0.288,0.306,-0.058
-0.271,0.333,-0.06
-0.258,0.362,-0.048
-0.258,0.362,-0.048
-0.258,0.398,-0.053
-0.256,0.437,-0.049
-0.261,0.477,-0.061
-0.271,0.523,-0.06
-0.276,0.554,-0.078
-0.281,0.583,-0.093
-0.281,0.583,-0.109
-0.291,0.613,-0.109
-0.296,0.642,-0.131
-0.314,0.665,-0.144
-0.324,0.676,-0.167
-0.331,0.687,-0.186
-0.348,0.696,-0.201
-0.348,0.7,-0.21
-0.363,0.7,-0.21
-0.381,0.699,-0.223
-0.398,0.699,-0.236
-0.416,0.697,-0.246
-0.43,0.692,-0.259
-0.448,0.679,-0.273
-0.465,0.664,-0.29
-0.465,0.664,-0.29
-0.482,0.652,-0.303
-0.5,0.632,-0.318
-0.522,0.608,-0.334
-0.534,0.577,-0.347
-0.548,0.54,-0.36
-0.555,0.5,-0.367
-0.555,0.5,-0.367
-0.563,0.456,-0.37
