mx,my,mz
-0.489,0.486,-0.595
-0.482,0.486,-0.593
-0.485,0.488,-0.599
-0.484,0.484,-0.594
-0.485,0.486,-0.597
-0.487,0.486,-0.596
-0.483,0.486,-0.602
-0.483,0.486,-0.602
-0.485,0.484,-0.601
-0.488,0.485,-0.602
-0.483,0.487,-0.604
-0.485,0.481,-0.602
-0.486,0.485,-0.6
-0.488,0.488,-0.603
-0.488,0.488,-0.603
-0.486,0.485,-0.603
-0.486,0.487,-0.602
-0.487,0.49,-0.596
-0.486,0.485,-0.589
-0.485,0.485,-0.596
-0.486,0.479,-0.596
-0.486,0.479,-0.588
-0.494,0.48,-0.588
-0.497,0.481,-0.588
-0.499,0.478,-0.579
-0.503,0.479,-0.577
-0.514,0.481,-0.569
-0.521,0.483,-0.562
-0.521,0.491,-0.55
-0.528,0.491,-0.55
-0.535,0.496,-0.537
-0.54,0.503,-0.524
-0.546,0.508,-0.507
-0.55,0.506,-0.495
-0.556,0.511,-0.486
-0.554,0.513,-0.472
-0.554,0.513,-0.472
-0.557,0.522,-0.47
-0.558,0.523,-0.469
-0.56,0.526,-0.46
-0.561,0.531,-0.459
-0.557,0.534,-0.453
-0.558,0.536,-0.446
-0.558,0.536,-0.446
-0.558,0.543,-0.444
-0.556,0.548,-0.441
-0.556,0.555,-0.444
-0.553,0.556,-0.445
-0.553,0.563,-0.449
-0.555,0.563,-0.456
-0.555,0.563,-0.456
-0.547,0.565,-0.457
-0.549,0.563,-0.467
-0.543,0.566,-0.468
-0.543,0.565,-0.473
-0.54,0.564,-0.474
-0.54,0.567,-0.473
-0.54,0.567,-0.473
-0.538,0.566,-0.47
-0.543,0.569,-0.466
-0.54,0.566,-0.467
-0.543,0.567,-0.46
-0.545,0.567,-0.458
-0.547,0.565,-0.453
-0.547,0.565,-0.453
-0.548,0.563,-0.442
-0.554,0.56,-0.435
-0.554,0.561,-0.437
-0.557,0.563,-0.426
-0.56,0.57,-0.41
-0.558,0.573,-0.398
-0.558,0.573,-0.398
-0.557,0.574,-0.382
-0.558,0.577,-0.377
-0.561,0.577,-0.366
-0.558,0.577,-0.351
-0.558,0.577,-0.338
-0.557,0.576,-0.324
-0.557,0.576,-0.324
-0.553,0.577,-0.307
-0.543,0.583,-0.288
-0.536,0.587,-0.282
-0.528,0.6,-0.271
-0.52,0.605,-0.268
-0.511,0.616,-0.249
-0.511,0.616,-0.249
-0.497,0.633,-0.245
-0.487,0.647,-0.236
-0.478,0.661,-0.233
-0.458,0.672,-0.228
-0.439,0.686,-0.223
-0.418,0.702,-0.226
-0.418,0.702,-0.227
-0.394,0.716,-0.227
-0.377,0.728,-0.232
-0.361,0.739,-0.239
-0.344,0.75,-0.246
-0.327,0.76,-0.257
-0.313,0.762,-0.259
-0.304,0.768,-0.266
-0.304,0.768,-0.266
-0.298,0.771,-0.276
-0.293,0.783,-0.29
-0.288,0.78,-0.299
-0.283,0.79,-0.316
-0.279,0.789,-0.335
-0.272,0.794,-0.354
-0.272,0.794,-0.354
-0.261,0.795,-0.374
-0.251,0.79,-0.402
-0.241,0.786,-0.426
-0.235,0.782,-0.455
-0.222,0.774,-0.476
-0.218,0.759,-0.502
-0.218,0.759,-0.502
-0.205,0.739,-0.53
-0.201,0.721,-0.555
-0.203,0.705,-0.58
-0.202,0.68,-0.606
-0.209,0.652,-0.624
-0.2,0.626,-0.647
-0.2,0.626,-0.647
-0.202,0.606,-0.664
-0.193,0.586,-0.674
-0.192,0.569,-0.691
-0.184,0.55,-0.7
-0.184,0.532,-0.709
-0.184,0.51,-0.719
-0.184,0.51,-0.719
-0.175,0.484,-0.715
-0.176,0.456,-0.727
-0.174,0.429,-0.713
-0.165,0.423,-0.708
-0.155,0.419,-0.698
-0.135,0.416,-0.686
-0.135,0.416,-0.686
-0.121,0.417,-0.673
-0.096,0.41,-0.654
-0.085,0.396,-0.635
-0.084,0.386,-0.618
-0.088,0.367,-0.614
-0.085,0.34,-0.609
-0.085,0.34,-0.609
-0.068,0.318,-0.607
-0.054,0.293,-0.596
-0.038,0.277,-0.581
-0.023,0.271,-0.563
-0.001,0.267,-0.548
0.013,0.266,-0.532
0.013,0.266,-0.513
0.023,0.268,-0.513
0.039,0.271,-0.506
0.051,0.275,-0.489
0.059,0.279,-0.479
0.068,0.292,-0.467
0.074,0.299,-0.457
0.074,0.31,-0.454
0.081,0.31,-0.454
0.087,0.32,-0.453
0.088,0.336,-0.45
0.095,0.349,-0.452
0.1,0.369,-0.454
0.104,0.386,-0.448
0.106,0.405,-0.452
0.106,0.405,-0.452
0.107,0.42,-0.451
0.101,0.441,-0.463
0.102,0.461,-0.466
0.095,0.482,-0.474
0.087,0.505,-0.486
0.073,0.531,-0.496
0.073,0.531,-0.496
0.061,0.556,-0.509
0.044,0.578,-0.523
0.019,0.606,-0.535
-0.013,0.633,-0.538
-0.041,0.65,-0.547
-0.073,0.67,-0.546
-0.073,0.67,-0.546
-0.112,0.682,-0.551
-0.155,0.695,-0.545
-0.194,0.701,-0.544
-0.232,0.7,-0.541
-0.27,0.693,-0.532
-0.305,0.689,-0.531
-0.305,0.689,-0.531
-0.334,0.679,-0.524
-0.357,0.67,-0.523
-0.387,0.656,-0.519
-0.413,0.648,-0.51
-0.436,0.633,-0.504
-0.462,0.621,-0.502
-0.462,0.621,-0.502
-0.479,0.603,-0.499
-0.496,0.59,-0.491
-0.515,0.576,-0.488
-0.525,0.559,-0.483
-0.542,0.545,-0.471
-0.555,0.531,-0.46
-0.555,0.531,-0.46
-0.563,0.519,-0.445
-0.575,0.51,-0.439
-0.585,0.494,-0.427
-0.584,0.482,-0.409
-0.595,0.478,-0.396
-0.605,0.467,-0.38
-0.605,0.467,-0.38
-0.611,0.461,-0.361
-0.614,0.448,-0.339
-0.613,0.444,-0.32
-0.612,0.431,-0.284
-0.609,0.427,-0.26
-0.604,0.423,-0.236
-0.604,0.423,-0.208
-0.601,0.419,-0.208
-0.588,0.42,-0.185
-0.581,0.418,-0.15
-0.573,0.412,-0.127
-0.56,0.405,-0.107
-0.546,0.4,-0.082
-0.546,0.382,-0.064
-0.53,0.382,-0.064
-0.52,0.364,-0.05
-0.507,0.345,-0.035
-0.484,0.321,-0.017
-0.462,0.301,-0.004
-0.437,0.288,0.004
-0.394,0.278,0.023
-0.394,0.278,0.023
-0.354,0.286,0.037
-0.297,0.306,0.047
-0.245,0.339,0.051
-0.19,0.361,0.048
-0.142,0.38,0.04
-0.101,0.403,0.031
-0.101,0.403,0.031
-0.076,0.418,0.026
-0.06,0.418,0.025
-0.065,0.409,0.033
-0.091,0.4,0.043
-0.13,0.403,0.055
-0.159,0.412,0.064
-0.159,0.412,0.064
-0.184,0.434,0.058
-0.202,0.463,0.064
-0.219,0.491,0.047
-0.227,0.519,0.05
-0.239,0.538,0.035
-0.243,0.563,0.023
-0.243,0.563,0.023
-0.245,0.572,0.01
-0.246,0.589,-0.009
-0.251,0.598,-0.02
-0.259,0.611,-0.032
-0.26,0.618,-0.04
-0.263,0.63,-0.052
-0.263,0.63,-0.052
-0.266,0.646,-0.072
-0.266,0.665,-0.088
-0.262,0.676,-0.111
-0.258,0.687,-0.13
-0.255,0.707,-0.137
-0.258,0.717,-0.158
-0.258,0.717,-0.158
-0.267,0.724,-0.177
-0.276,0.73,-0.189
-0.291,0.737,-0.201
-0.302,0.737,-0.219
-0.324,0.738,-0.227
-0.338,0.739,-0.242
-0.338,0.739,-0.242
-0.358,0.733,-0.258
-0.381,0.728,-0.264
-0.404,0.712,-0.277
-0.425,0.699,-0.298
-0.441,0.682,-0.306
-0.462,0.663,-0.32
-0.462,0.663,-0.338
-0.485,0.649,-0.338
-0.508,0.626,-0.364
-0.527,0.613,-0.39
-0.544,0.596,-0.418
-0.558,0.576,-0.441
-0.565,0.551,-0.456
-0.565,0.519,-0.469
-0.577,0.519,-0.469
-0.586,0.485,-0.476
-0.596,0.442,-0.488
