ax,ay,az
0.003,-0.026,0.996
0.004,-0.026,0.992
0.004,-0.025,0.994
0.004,-0.025,0.995
0.004,-0.026,0.993
0.004,-0.025,0.989
0.004,-0.025,0.994
0.005,-0.026,0.997
0.004,-0.025,0.998
0.003,-0.026,0.992
0.004,-0.025,0.994
0.004,-0.026,0.998
0.005,-0.025,0.996
0.002,-0.025,0.996
0.004,-0.026,0.994
0.004,-0.026,0.994
0.003,-0.025,0.996
0.003,-0.025,0.997
0.004,-0.026,0.996
0.003,-0.025,0.993
0.004,-0.025,0.995
0.003,-0.025,0.994
0.005,-0.026,0.993
0.004,-0.025,0.995
0.004,-0.026,0.996
0.004,-0.026,0.996
0.005,-0.024,0.994
0.004,-0.025,0.995
0.004,-0.025,0.995
0.004,-0.025,0.994
0.004,-0.025,0.991
0.003,-0.025,0.992
0.003,-0.025,0.995
0.005,-0.025,0.997
0.004,-0.025,0.994
0.004,-0.025,0.994
0.004,-0.025,0.992
0.004,-0.026,0.993
0.004,-0.025,0.997
0.005,-0.026,0.995
0.004,-0.026,0.993
0.005,-0.025,0.994
0.004,-0.024,0.997
0.004,-0.025,0.997
0.004,-0.025,0.996
0.005,-0.025,0.995
0.005,-0.026,0.995
0.005,-0.025,0.996
0.004,-0.025,0.996
0.004,-0.027,0.995
0.003,-0.025,0.994
0.003,-0.025,0.996
0.005,-0.024,0.996
0.004,-0.025,0.996
0.004,-0.024,0.995
0.004,-0.025,0.995
0.005,-0.026,0.994
0.004,-0.025,0.993
0.004,-0.025,0.994
0.004,-0.025,0.997
0.004,-0.026,0.996
0.005,-0.025,0.996
0.006,-0.025,0.997
0.005,-0.025,0.995
0.005,-0.025,0.994
0.004,-0.026,0.994
0.004,-0.026,0.995
0.003,-0.025,0.993
0.004,-0.026,0.996
0.005,-0.026,0.997
0.005,-0.024,0.996
0.003,-0.026,0.993
0.004,-0.024,0.991
0.004,-0.025,0.997
0.004,-0.026,0.997
0.004,-0.027,0.996
0.004,-0.024,0.995
0.004,-0.025,0.996
0.003,-0.025,0.994
0.004,-0.024,0.994
0.004,-0.025,0.996
0.004,-0.026,0.996
0.003,-0.026,0.995
0.005,-0.026,0.996
0.005,-0.025,0.996
0.004,-0.026,0.994
0.004,-0.025,0.993
0.005,-0.024,0.996
0.005,-0.025,0.997
0.004,-0.026,0.996
0.004,-0.024,0.994
0.004,-0.026,0.995
0.003,-0.025,0.996
0.003,-0.025,0.993
0.004,-0.025,0.991
0.004,-0.026,0.996
0.004,-0.026,0.996
0.004,-0.025,0.995
0.004,-0.025,0.996
0.005,-0.025,0.996
0.02,0.982,0.008
0.027,0.977,0.002
0.029,0.978,0.003
0.034,0.981,-0.001
0.027,0.979,-0.003
0.022,0.979,-0.001
0.026,0.982,-0.001
0.022,0.979,0.002
0.026,0.98,0.0
0.029,0.983,0.001
0.025,0.981,0.003
0.017,0.98,0.008
0.016,0.979,0.006
0.027,0.981,0.001
0.022,0.977,-0.001
0.02,0.978,-0.001
0.019,0.982,0.0
0.012,0.981,0.005
0.028,0.981,0.002
0.021,0.978,0.004
0.022,0.98,0.005
0.03,0.983,-0.002
0.015,0.976,0.007
0.033,0.982,-0.008
0.008,0.983,0.011
0.025,0.981,0.0
0.024,0.979,-0.002
0.019,0.98,0.001
0.019,0.98,0.006
0.022,0.981,0.001
0.03,0.981,-0.0
0.022,0.979,0.004
0.029,0.981,-0.003
0.018,0.978,0.003
0.033,0.982,0.0
0.026,0.981,0.005
0.018,0.979,-0.001
0.022,0.981,-0.001
0.026,0.982,0.003
0.028,0.98,0.008
0.031,0.979,0.0
0.022,0.982,0.003
0.033,0.981,-0.005
0.028,0.981,-0.002
0.03,0.981,-0.003
0.028,0.981,-0.006
0.024,0.98,0.001
0.024,0.979,0.001
0.022,0.982,0.001
0.023,0.981,0.002
0.021,0.978,0.002
0.024,0.981,0.002
0.022,0.981,0.002
0.025,0.98,0.002
0.094,0.984,-0.014
0.04,0.982,-0.009
0.036,0.981,-0.023
0.009,0.979,0.008
0.039,0.979,-0.012
0.018,0.981,0.018
0.024,0.982,0.004
0.004,0.978,0.004
0.002,0.982,0.022
0.007,0.979,0.005
0.007,0.979,0.01
0.01,0.981,0.007
0.016,0.981,0.013
0.016,0.98,0.01
0.022,0.981,0.005
0.022,0.98,0.003
0.022,0.98,0.003
0.021,0.981,0.003
0.023,0.981,0.002
0.021,0.981,0.003
0.021,0.981,0.002
0.018,0.981,0.0
-0.054,0.978,-0.008
-0.006,0.982,0.009
0.003,0.979,0.01
0.004,0.982,-0.003
-0.001,0.982,0.008
0.036,0.981,0.004
0.019,0.979,0.023
0.022,0.984,0.008
0.03,0.98,0.006
0.015,0.977,0.013
0.03,0.98,-0.01
0.047,0.981,-0.006
0.045,0.98,0.005
0.056,0.982,-0.006
0.042,0.981,-0.002
0.033,0.979,-0.002
0.046,0.982,-0.003
0.036,0.98,-0.003
0.024,0.98,0.002
0.021,0.981,0.002
0.023,0.981,0.001
0.023,0.979,0.001
0.022,0.979,0.003
0.023,0.98,0.002
0.053,-0.001,-0.977
0.055,-0.008,-0.996
0.066,-0.011,-1.091
0.051,-0.001,-0.926
0.055,-0.006,-0.991
0.056,-0.007,-1.013
0.06,-0.006,-1.018
0.048,-0.005,-0.947
0.056,-0.008,-1.013
0.059,-0.006,-1.014
0.054,-0.005,-0.987
0.05,-0.003,-0.972
0.058,-0.006,-1.019
0.057,-0.005,-1.0
0.055,-0.005,-0.992
0.052,-0.005,-0.989
0.059,-0.006,-1.01
0.057,-0.006,-0.998
0.055,-0.005,-0.993
0.056,-0.006,-0.997
0.057,-0.006,-1.006
0.057,-0.006,-0.996
0.054,-0.004,-0.994
0.058,-0.006,-1.007
0.056,-0.005,-1.006
0.055,-0.004,-0.993
0.055,-0.006,-0.998
0.057,-0.005,-1.001
0.056,-0.006,-0.996
0.054,-0.005,-0.996
0.058,-0.005,-1.002
0.056,-0.005,-1.002
0.055,-0.006,-0.999
0.056,-0.005,-0.998
0.055,-0.006,-1.001
0.055,-0.006,-1.001
0.054,-0.005,-0.998
0.055,-0.006,-0.999
0.056,-0.006,-1.0
0.056,-0.005,-0.997
0.056,-0.006,-0.998
0.055,-0.004,-1.0
0.055,-0.006,-1.0
0.056,-0.005,-0.999
0.056,-0.005,-0.998
0.056,-0.006,-0.999
0.057,-0.005,-0.999
0.057,-0.004,-1.0
0.055,-0.006,-0.999
0.056,-0.006,-0.999
0.056,-0.005,-0.998
0.055,-0.006,-1.001
0.055,-0.006,-0.999
0.057,-0.005,-0.998
0.057,-0.006,-0.999
0.056,-0.005,-1.0
0.055,-0.006,-0.998
0.056,-0.006,-0.997
0.056,-0.006,-0.998
