ax,ay,az
-0.006,0.003,0.979
-0.005,0.002,0.961
-0.007,0.002,1.007
-0.005,0.003,0.949
-0.006,0.001,0.979
-0.005,0.001,0.976
-0.008,0.003,0.996
-0.006,0.004,0.983
-0.006,0.002,0.96
-0.007,0.004,0.985
-0.007,0.002,0.983
-0.006,0.001,0.97
-0.006,0.002,0.979
-0.007,0.004,0.995
-0.007,0.003,0.974
-0.006,0.002,0.98
-0.008,0.003,0.988
-0.008,0.004,0.981
-0.006,0.003,0.974
-0.005,0.002,0.984
-0.006,0.003,0.983
-0.007,0.003,0.977
-0.007,0.0,0.978
-0.006,0.002,0.984
-0.007,0.002,0.98
0.042,0.992,-0.014
0.041,0.976,-0.013
0.043,1.019,-0.016
0.042,1.012,-0.015
0.039,0.966,-0.011
0.041,0.991,-0.012
0.042,0.992,-0.014
0.041,0.996,-0.015
0.039,0.989,-0.014
0.041,1.003,-0.015
0.042,0.991,-0.015
0.042,0.993,-0.015
0.042,0.994,-0.015
0.044,0.999,-0.017
0.041,0.988,-0.014
0.04,0.996,-0.015
0.041,0.997,-0.015
0.041,0.993,-0.015
0.043,0.994,-0.013
0.05,0.995,-0.005
0.07,0.994,0.033
0.015,0.992,-0.065
0.059,0.993,-0.018
0.031,0.996,-0.017
0.058,0.991,-0.017
0.07,-0.001,-1.006
0.07,0.0,-1.007
0.069,-0.0,-1.017
0.073,0.03,-1.001
0.07,0.0,-1.009
0.071,-0.0,-1.015
0.07,0.001,-1.01
0.071,-0.001,-1.017
0.07,-0.001,-1.008
0.07,-0.001,-1.014
0.072,0.001,-1.011
0.071,0.0,-1.012
0.072,0.002,-1.008
0.071,-0.0,-1.014
0.07,-0.001,-1.013
0.07,-0.001,-1.013
0.071,0.0,-1.01
0.07,-0.0,-1.011
0.07,0.0,-1.012
0.07,-0.001,-1.013
0.07,-0.0,-1.013
0.071,-0.0,-1.012
0.072,-0.001,-1.01
0.071,0.0,-1.012
0.071,-0.002,-1.013
0.056,-0.985,-0.02
0.053,-0.953,-0.021
0.059,-1.067,-0.028
0.05,-0.91,-0.016
0.052,-0.999,-0.023
0.054,-1.005,-0.024
0.06,-1.036,-0.025
0.055,-0.955,-0.016
0.052,-0.968,-0.022
0.057,-1.007,-0.022
0.053,-1.0,-0.021
0.056,-0.956,-0.016
0.054,-0.999,-0.023
0.058,-1.013,-0.02
0.058,-0.995,-0.022
0.053,-0.988,-0.023
0.057,-1.008,-0.022
0.056,-0.994,-0.019
0.055,-0.985,-0.02
0.054,-0.982,-0.021
0.056,-0.997,-0.022
0.055,-0.989,-0.021
0.054,-0.986,-0.021
0.055,-0.993,-0.022
0.057,-1.002,-0.022
1.022,0.027,0.025
0.993,0.024,0.026
1.11,0.034,0.027
1.032,0.029,0.023
0.964,0.022,0.027
1.043,0.026,0.026
1.073,0.033,0.026
0.988,0.026,0.026
1.018,0.023,0.027
1.044,0.027,0.027
1.044,0.031,0.025
1.037,0.03,0.026
1.041,0.026,0.026
1.043,0.03,0.027
1.032,0.03,0.026
1.013,0.025,0.025
1.028,0.027,0.026
1.03,0.026,0.027
1.026,0.027,0.026
1.022,0.026,0.027
1.041,0.028,0.027
1.032,0.028,0.025
1.027,0.027,0.025
1.03,0.026,0.026
1.04,0.029,0.025
-0.958,0.016,-0.039
-0.967,0.016,-0.039
-1.0,0.018,-0.039
-0.937,0.017,-0.038
-0.963,0.015,-0.04
-0.967,0.017,-0.041
-0.975,0.017,-0.04
-0.946,0.015,-0.038
-0.974,0.015,-0.039
-0.966,0.017,-0.039
-0.976,0.017,-0.04
-0.96,0.015,-0.04
-0.976,0.017,-0.04
-0.967,0.017,-0.038
-0.965,0.016,-0.039
-0.961,0.015,-0.038
-0.972,0.016,-0.039
-0.966,0.018,-0.039
-0.963,0.015,-0.039
-0.967,0.017,-0.04
-0.969,0.018,-0.039
-0.963,0.016,-0.039
-0.964,0.017,-0.039
-0.974,0.072,-0.045
-0.96,0.028,-0.056
