-0.004135, -0.064610, 1.020725
0.003719, -0.064696, 1.025748
0.023925, -0.044983, 1.041151
0.022010, -0.014838, 0.990258
-0.031339, 0.021426, 0.941138
0.009467, 0.037672, 0.895076
0.039631, 0.007719, 0.914455
0.033745, -0.006032, 0.912769
0.043634, -0.023270, 0.918933
0.042779, -0.023667, 0.918681
0.044478, -0.010097, 0.890582
0.036296, -0.010356, 0.884187
0.015908, -0.029591, 0.867303
0.017642, -0.060428, 0.917726
0.071587, -0.096537, 0.967069
0.030545, -0.113012, 1.013313
0.000719, -0.083461, 0.994779
0.007154, -0.069631, 0.998532
-0.003100, -0.051851, 0.992785
-0.002461, -0.051503, 0.992233
-0.003067, -0.051355, 0.991926
-0.002649, -0.051387, 0.993533
-0.002883, -0.050807, 0.993321
-0.002579, -0.050411, 0.993405
-0.002542, -0.050251, 0.993658
-0.002209, -0.050647, 0.994613
-0.002494, -0.050493, 0.994922
-0.002560, -0.050577, 0.993048
-0.003606, -0.050998, 0.991902
-0.004374, -0.050709, 0.992175
-0.004102, -0.050635, 0.992344
-0.004110, -0.050385, 0.990174
-0.004088, -0.051350, 0.991033
-0.003888, -0.051447, 0.989612
-0.004024, -0.051539, 0.989353
-0.004195, -0.050933, 0.988403
-0.003857, -0.051483, 0.989413
-0.003916, -0.051258, 0.991982
-0.004181, -0.049585, 0.992415
-0.002050, -0.050359, 0.992044
-0.002117, -0.050500, 0.990914
-0.002112, -0.050909, 0.991809
-0.002028, -0.050116, 0.989789
-0.001800, -0.049586, 0.991741
-0.002389, -0.049655, 0.991439
-0.002198, -0.050039, 0.992268
-0.001917, -0.049530, 0.990707
-0.001802, -0.049145, 0.988966
-0.001397, -0.050899, 0.989844
-0.003045, -0.050094, 0.990565
-0.003171, -0.049861, 0.992100
-0.003363, -0.049250, 0.992855
-0.004500, -0.048995, 0.995032
-0.005077, -0.049120, 0.995637
-0.005009, -0.048762, 0.995939
-0.005288, -0.048770, 0.996447
-0.005735, -0.048432, 0.997306
-0.005588, -0.048784, 0.997850
-0.006591, -0.048736, 0.997525
-0.006863, -0.048576, 0.997368
-0.006471, -0.048771, 0.996310
-0.005775, -0.048769, 0.995003
-0.004747, -0.049489, 0.994471
-0.004069, -0.049813, 0.992185
-0.010310, -0.044287, 0.991318
-0.010402, -0.049375, 0.989360
-0.006604, -0.047414, 0.986928
-0.007987, -0.047615, 0.987964
-0.004022, -0.048225, 0.991579
-0.004227, -0.048003, 0.992250
-0.004899, -0.050172, 0.991691
-0.005738, -0.050669, 0.992957
-0.006072, -0.050144, 0.992666
-0.007523, -0.050203, 0.993702
-0.000793, -0.056512, 0.994334
-0.001428, -0.058229, 0.998525
-0.005493, -0.060574, 1.000982
-0.004585, -0.060557, 0.998521
-0.007759, -0.061356, 0.990911
-0.007380, -0.058954, 0.992249
0.002591, -0.053825, 0.988095
-0.008516, -0.069603, 0.995406
-0.015753, -0.070648, 1.002405
-0.005188, -0.079485, 1.009066
-0.008082, -0.070581, 1.018888
-0.023590, -0.066763, 0.998030
-0.020439, -0.074695, 0.991827
-0.027110, -0.072345, 0.996778
-0.025789, -0.068543, 0.995786
-0.027550, -0.072595, 0.992880
-0.039409, -0.076856, 0.997206
-0.030114, -0.062126, 0.990418
-0.024546, -0.062498, 0.983230
-0.035838, -0.056083, 0.976113
-0.034891, -0.065503, 0.966694
-0.020730, -0.063029, 0.983352
-0.025195, -0.055921, 0.988887
-0.019904, -0.059281, 0.985408
-0.023032, -0.062374, 0.990438
-0.023034, -0.061814, 0.992058
-0.022824, -0.061345, 0.993102
-0.022767, -0.061190, 0.992510
-0.022689, -0.060963, 0.994166
-0.023057, -0.058907, 0.993874
-0.023012, -0.058454, 0.992991
-0.022766, -0.058283, 0.994767
-0.023782, -0.057909, 0.995342
-0.023627, -0.057500, 0.995088
-0.023827, -0.057276, 0.992978
-0.023474, -0.058120, 0.991776
-0.023305, -0.057749, 0.991425
-0.023069, -0.057766, 0.990596
-0.023297, -0.057636, 0.989751
-0.022519, -0.057878, 0.991545
-0.022501, -0.057804, 0.992209
-0.022538, -0.058001, 0.991817
-0.021826, -0.057865, 0.992142
-0.021784, -0.057459, 0.993592
-0.021972, -0.056942, 0.995514
-0.022393, -0.056789, 0.995436
-0.022530, -0.057474, 0.995122
-0.022240, -0.057227, 0.995932
-0.022250, -0.056751, 0.995266
-0.022385, -0.056219, 0.994710
-0.021650, -0.055142, 0.993166
-0.021889, -0.054900, 0.992078
-0.021851, -0.054917, 0.990984
-0.021984, -0.055014, 0.989111
-0.021632, -0.055168, 0.989371
-0.021514, -0.054687, 0.989974
-0.021561, -0.054584, 0.992150
-0.022557, -0.053993, 0.991855
-0.022427, -0.054443, 0.991746
-0.022489, -0.054943, 0.991046
-0.023267, -0.056280, 0.992288
-0.022923, -0.056460, 0.994040
-0.022887, -0.056961, 0.994288
-0.023249, -0.056790, 0.995860
-0.023052, -0.057920, 0.995740
-0.022884, -0.058308, 0.994918
-0.022174, -0.057928, 0.992602
-0.021529, -0.058222, 0.991918
-0.021765, -0.057878, 0.993012
-0.022316, -0.057873, 0.992832
-0.022709, -0.058091, 0.993908
-0.022955, -0.058331, 0.992906
-0.022616, -0.057973, 0.994096
-0.022530, -0.058628, 0.993691
-0.022871, -0.058240, 0.994380
-0.023089, -0.057457, 0.995897
-0.023673, -0.057916, 0.996865
-0.005229, -0.044270, 0.994472
-0.003948, -0.044264, 0.995957
-0.003702, -0.044462, 0.996918
-0.002377, -0.045245, 0.996820
-0.004068, -0.045518, 0.996224
-0.004496, -0.046229, 0.995730
-0.004381, -0.046769, 0.992775
-0.004790, -0.045610, 0.994037
-0.004378, -0.045895, 0.995469
-0.003589, -0.045751, 0.994719
-0.003639, -0.046454, 0.993668
-0.003792, -0.046971, 0.991855
-0.003542, -0.046975, 0.990894
-0.003047, -0.046456, 0.991425
-0.001010, -0.046159, 0.993204
-0.000417, -0.046128, 0.994406
-0.001437, -0.046490, 0.996155
-0.000950, -0.046616, 0.993912
-0.001242, -0.046506, 0.994444
-0.001386, -0.046785, 0.995182
-0.001187, -0.046241, 0.994879
-0.000358, -0.046186, 0.996105
-0.000697, -0.045957, 0.995422
-0.000999, -0.045432, 0.994896
-0.001845, -0.045868, 0.992160
-0.002562, -0.044801, 0.992178
-0.000096, -0.045013, 0.992144
-0.000515, -0.045745, 0.993826
-0.000395, -0.045743, 0.992272
-0.000480, -0.046451, 0.990617
-0.005534, -0.048533, 0.999633
-0.006629, -0.048392, 0.998812
-0.005972, -0.047940, 0.999076
-0.005565, -0.049094, 0.998817
-0.004909, -0.048718, 1.000013
-0.004073, -0.049018, 0.999444
-0.005538, -0.048069, 0.998738
-0.006981, -0.047293, 0.998932
-0.006907, -0.046528, 0.999983
-0.006611, -0.045998, 1.001487
-0.001787, -0.044491, 0.991989
-0.001511, -0.044426, 0.989879
-0.002224, -0.044810, 0.989651
-0.003251, -0.043768, 0.990310
-0.003889, -0.043244, 0.990479
-0.003810, -0.043387, 0.991428
-0.003576, -0.043888, 0.992160
-0.001585, -0.044334, 0.990096
-0.002882, -0.045077, 0.990468
-0.003184, -0.044805, 0.989549
-0.002551, -0.044143, 0.989934
-0.002407, -0.044165, 0.992654
-0.002255, -0.042922, 0.991921
-0.001689, -0.042852, 0.990379
-0.001136, -0.043615, 0.988868
-0.001066, -0.043305, 0.987979
-0.001138, -0.042773, 0.987036
-0.001743, -0.042678, 0.989835
-0.000646, -0.042880, 0.989259
-0.002177, -0.043283, 0.989280
-0.002761, -0.043736, 0.989614
-0.003003, -0.043730, 0.989886
-0.002647, -0.044843, 0.991120
-0.002596, -0.046957, 0.992222
-0.002696, -0.046310, 0.993322
-0.002951, -0.047119, 0.992809
-0.003603, -0.047047, 0.993941
-0.003514, -0.046897, 0.993058
-0.003567, -0.046760, 0.991317
-0.002640, -0.047513, 0.992108
-0.004169, -0.047298, 0.991119
-0.003838, -0.047203, 0.989765
-0.004530, -0.046715, 0.989058
-0.004460, -0.045189, 0.988850
-0.004405, -0.045141, 0.989969
