t,Ax,Ay,Az,Gx,Gy,Gz,Mx,My,Mz,Alt
2025-09-08 19:49:21.696,-0.008,-0.035,1.004,0.0,-0.0,0.0,-164.4,477.4,-869.5,126.5
2025-09-08 19:49:21.707,-0.009,-0.035,1.004,0.0,-0.0,0.0,-165.9,478.7,-871.6,126.59
2025-09-08 19:49:21.718,-0.008,-0.035,1.004,0.0,-0.0,0.0,-164.8,475.9,-874.3,126.27
2025-09-08 19:49:21.729,-0.008,-0.035,1.004,0.0,-0.0,0.0,-163.7,479.5,-875.3,126.8
2025-09-08 19:49:21.740,-0.007,-0.035,1.005,0.0,-0.0,0.0,-164.5,479.4,-877.4,125.99
2025-09-08 19:49:21.751,-0.008,-0.036,1.003,0.0,-0.0,0.0,-162.5,476.3,-876.3,126.42
2025-09-08 19:49:21.762,-0.008,-0.036,1.005,0.0,-0.0,0.0,-162.5,476.3,-874.9,126.9
2025-09-08 19:49:21.773,-0.009,-0.036,1.004,0.0,-0.0,0.0,-157.1,478.1,-874.9,126.87
2025-09-08 19:49:21.784,-0.007,-0.036,1.003,0.0,-0.0,0.0,-165.5,477.7,-870.4,126.54
2025-09-08 19:49:21.795,-0.007,-0.035,1.004,0.0,-0.0,0.0,-164.4,471.7,-880.7,126.73
2025-09-08 19:49:21.806,-0.008,-0.036,1.004,0.0,-0.0,0.0,-166.5,477.1,-876.3,126.6
2025-09-08 19:49:21.817,-0.007,-0.034,1.005,0.0,-0.0,0.0,-163.8,477.0,-877.0,126.15
2025-09-08 19:49:21.828,-0.007,-0.036,1.004,0.0,-0.0,0.0,-162.3,476.4,-882.4,126.18
2025-09-08 19:49:21.839,-0.008,-0.037,1.004,0.0,-0.0,0.0,-162.3,476.7,-882.0,127.05
2025-09-08 19:49:21.850,-0.009,-0.036,1.005,0.0,-0.0,0.0,-169.7,476.7,-882.0,125.9
2025-09-08 19:49:21.861,-0.007,-0.035,1.005,0.0,-0.0,0.0,-166.0,476.4,-877.8,126.35
2025-09-08 19:49:21.872,-0.007,-0.035,1.003,0.0,-0.0,0.0,-163.4,476.3,-879.2,125.82
2025-09-08 19:49:21.883,-0.008,-0.034,1.005,0.0,-0.0,0.0,-166.7,475.7,-876.3,126.81
2025-09-08 19:49:21.894,-0.007,-0.036,1.004,0.0,-0.0,0.0,-168.0,477.3,-878.6,126.53
2025-09-08 19:49:21.905,-0.009,-0.036,1.004,0.0,-0.0,0.0,-168.7,475.2,-876.5,126.47
2025-09-08 19:49:21.916,-0.008,-0.035,1.005,0.0,-0.0,0.0,-165.8,473.1,-881.2,126.62
2025-09-08 19:49:21.927,-0.009,-0.036,1.003,0.0,-0.0,0.0,-165.8,473.1,-881.2,126.32
2025-09-08 19:49:21.938,-0.008,-0.035,1.005,0.0,-0.0,0.0,-160.0,473.9,-883.5,125.84
2025-09-08 19:49:21.949,-0.007,-0.035,1.003,0.0,-0.0,0.0,-163.7,478.9,-881.9,126.78
2025-09-08 19:49:21.960,-0.009,-0.035,1.003,0.0,-0.0,0.0,-158.1,478.4,-879.3,127.19
2025-09-08 19:49:21.971,-0.008,-0.034,1.004,0.0,-0.0,0.0,-162.0,475.9,-879.6,126.21
2025-09-08 19:49:21.982,-0.007,-0.036,1.004,0.0,-0.0,0.0,-164.6,475.2,-876.3,126.47
2025-09-08 19:49:21.993,-0.007,-0.034,1.004,0.0,-0.0,0.0,-162.4,472.8,-883.3,126.3
2025-09-08 19:49:22.004,-0.009,-0.035,1.004,0.0,-0.0,0.0,-162.4,472.8,-883.3,126.58
2025-09-08 19:49:22.015,-0.007,-0.035,1.002,0.0,-0.0,0.0,-161.8,478.4,-885.5,126.66
2025-09-08 19:49:22.026,-0.008,-0.035,1.004,0.0,-0.0,0.0,-163.2,477.3,-879.8,126.25
2025-09-08 19:49:22.037,-0.008,-0.035,1.003,0.0,-0.0,0.0,-165.3,474.3,-879.2,126.37
2025-09-08 19:49:22.048,-0.008,-0.034,1.003,0.0,-0.0,0.0,-165.9,479.2,-868.1,125.88
2025-09-08 19:49:22.059,-0.008,-0.036,1.004,0.0,-0.0,0.0,-165.1,478.4,-875.8,126.05
2025-09-08 19:49:22.070,-0.008,-0.034,1.004,0.0,-0.0,0.0,-163.7,477.8,-877.9,125.76
2025-09-08 19:49:22.081,-0.008,-0.035,1.003,0.0,-0.0,0.0,-163.7,477.8,-877.9,126.84
2025-09-08 19:49:22.092,-0.007,-0.035,1.004,0.0,-0.0,0.0,-169.5,478.4,-877.8,126.31
2025-09-08 19:49:22.103,-0.008,-0.035,1.004,0.0,-0.0,0.0,-164.5,478.2,-877.1,126.19
2025-09-08 19:49:22.114,-0.008,-0.036,1.004,0.0,-0.0,0.0,-165.6,475.9,-877.0,126.37
2025-09-08 19:49:22.125,-0.009,-0.036,1.004,0.0,-0.0,0.0,-167.0,475.0,-871.6,126.62
2025-09-08 19:49:22.136,-0.008,-0.035,1.004,0.0,-0.0,0.0,-164.8,474.7,-874.2,126.6
2025-09-08 19:49:22.147,-0.007,-0.035,1.003,0.0,-0.0,0.0,-167.0,475.3,-876.3,126.01
2025-09-08 19:49:22.158,-0.008,-0.034,1.005,0.0,-0.0,0.0,-167.0,475.3,-876.3,125.97
2025-09-08 19:49:22.169,-0.008,-0.036,1.005,0.0,-0.0,0.0,-167.2,473.6,-873.3,126.78
2025-09-08 19:49:22.180,-0.008,-0.036,1.004,0.0,-0.0,0.0,-165.1,472.2,-876.0,126.21
2025-09-08 19:49:22.191,-0.008,-0.035,1.003,0.0,-0.0,0.0,-162.3,475.0,-872.8,127.02
2025-09-08 19:49:22.202,-0.007,-0.035,1.004,0.0,-0.0,0.0,-172.1,476.6,-874.6,126.2
2025-09-08 19:49:22.213,-0.008,-0.035,1.004,0.0,-0.0,0.0,-169.7,482.3,-876.8,125.91
2025-09-08 19:49:22.224,-0.008,-0.035,1.004,0.0,-0.0,0.0,-165.5,479.4,-876.1,125.88
2025-09-08 19:49:22.235,-0.008,-0.035,1.005,0.0,-0.0,0.0,-165.5,479.4,-876.1,126.55
2025-09-08 19:49:22.246,-0.007,-0.034,1.003,0.0,-0.0,0.0,-167.0,475.9,-878.4,127.0
2025-09-08 19:49:22.257,-0.006,-0.035,1.005,0.0,-0.0,0.0,-168.3,480.8,-870.5,126.99
2025-09-08 19:49:22.268,-0.008,-0.036,1.004,0.0,-0.0,0.0,-166.5,478.2,-873.7,126.96
2025-09-08 19:49:22.279,-0.007,-0.036,1.002,0.0,-0.0,0.0,-169.1,479.2,-873.6,126.68
2025-09-08 19:49:22.290,-0.008,-0.035,1.003,0.0,-0.0,0.0,-164.8,474.7,-874.6,126.82
2025-09-08 19:49:22.301,-0.008,-0.036,1.004,0.0,-0.0,0.0,-166.2,473.9,-865.1,126.54
2025-09-08 19:49:22.312,-0.008,-0.036,1.004,0.0,-0.0,0.0,-166.2,473.9,-865.1,127.31
2025-09-08 19:49:22.323,-0.007,-0.035,1.004,0.0,-0.0,0.0,-169.4,479.2,-874.9,126.57
2025-09-08 19:49:22.334,-0.008,-0.035,1.004,0.0,-0.0,0.0,-169.5,476.6,-874.0,126.65
2025-09-08 19:49:22.345,-0.008,-0.035,1.003,0.0,-0.0,0.0,-168.0,478.1,-876.5,126.14
2025-09-08 19:49:22.356,-0.008,-0.035,1.004,0.0,-0.0,0.0,-170.0,476.0,-870.9,126.69
2025-09-08 19:49:22.367,-0.008,-0.036,1.005,0.0,-0.0,0.0,-167.3,476.6,-877.5,126.47
2025-09-08 19:49:22.378,-0.008,-0.036,1.005,0.0,-0.0,0.0,-166.5,473.9,-873.6,126.53
2025-09-08 19:49:22.389,-0.008,-0.036,1.003,0.0,-0.0,0.0,-166.5,473.9,-873.6,126.51
2025-09-08 19:49:22.400,-0.007,-0.036,1.003,0.0,-0.0,0.0,-167.7,481.9,-873.2,126.5
2025-09-08 19:49:22.411,-0.006,-0.036,1.003,0.0,-0.0,0.0,-170.4,477.7,-875.3,126.2
2025-09-08 19:49:22.422,-0.008,-0.035,1.004,0.0,-0.0,0.0,-170.5,475.2,-878.2,126.84
