ax,ay,az,gx,gy,gz,mx,my,mz,pressure,temperature,altitude
0.01247,-0.03348,0.99000,0.00012,-0.00022,-0.00025,-0.28932,-0.06098,-0.14264,983.13000,27.34000,283.93000
0.01348,-0.03249,0.99100,0.00012,-0.00022,-0.00025,-0.29132,-0.05798,-0.13964,983.04000,27.33000,284.72000
0.01249,-0.03352,0.99300,0.00012,-0.00022,-0.00025,-0.28732,-0.05698,-0.13464,983.09000,27.33000,284.26000
0.01347,-0.03449,0.99102,0.00012,-0.00022,-0.00025,-0.28732,-0.05798,-0.13664,983.12000,27.34000,284.01000
0.01348,-0.03249,0.99100,0.00012,-0.00022,-0.00025,-0.28732,-0.05798,-0.13664,983.16000,27.33000,283.67000
0.01445,-0.03344,0.98802,0.00012,0.00078,-0.00025,-0.28432,-0.05698,-0.13264,983.06000,27.33000,284.51000
0.01248,-0.03247,0.98999,0.00012,-0.00022,-0.00025,-0.28432,-0.06098,-0.13964,983.03000,27.33000,284.82000
0.01348,-0.03250,0.99200,0.00012,-0.00022,-0.00025,-0.28732,-0.05998,-0.13264,983.12000,27.33000,284.06000
0.01446,-0.03246,0.98900,0.00012,-0.00022,-0.00025,-0.29332,-0.05698,-0.13864,983.11000,27.33000,284.08000
0.01347,-0.03247,0.99000,0.00012,-0.00022,-0.00025,-0.29132,-0.05798,-0.13264,983.06000,27.33000,284.50000
0.01443,-0.03239,0.98400,0.00012,-0.00022,-0.00025,-0.29132,-0.05698,-0.12964,983.04000,27.34000,284.73000
0.01349,-0.03352,0.99301,0.00012,-0.00022,-0.00025,-0.29132,-0.05698,-0.12864,983.13000,27.33000,283.91000
0.01343,-0.03239,0.98400,0.00012,0.00078,-0.00025,-0.29232,-0.05898,-0.12864,983.02000,27.33000,284.84000
0.01351,-0.03357,0.99701,0.00012,-0.00022,-0.00025,-0.28932,-0.05698,-0.12764,983.04000,27.33000,284.70000
0.01445,-0.03243,0.98700,0.00012,0.00078,-0.00025,-0.28932,-0.05998,-0.13664,983.08000,27.33000,284.33000
0.01351,-0.03356,0.99601,0.00012,-0.00022,-0.00025,-0.28832,-0.06098,-0.13364,983.08000,27.34000,284.36000
0.01444,-0.03241,0.98600,0.00012,0.00078,-0.00025,-0.29032,-0.05998,-0.13464,983.12000,27.34000,284.06000
0.01347,-0.03247,0.99000,0.00012,-0.00022,-0.00025,-0.28332,-0.05698,-0.13464,983.11000,27.34000,284.13000
0.01445,-0.03244,0.98800,0.00012,-0.00022,-0.00025,-0.28332,-0.05798,-0.13264,983.06000,27.33000,284.54000
0.01448,-0.03251,0.99300,-0.00088,-0.00022,-0.00025,-0.29132,-0.05798,-0.13264,983.09000,27.33000,284.29000
0.01348,-0.03249,0.99100,0.00012,-0.00022,-0.00025,-0.29032,-0.05998,-0.13164,983.05000,27.34000,284.64000
0.01348,-0.03250,0.99200,0.00012,-0.00022,-0.00025,-0.28732,-0.06198,-0.12864,983.05000,27.34000,284.61000
0.01248,-0.03249,0.99099,0.00012,-0.00022,-0.00025,-0.28832,-0.06198,-0.13064,983.08000,27.34000,284.40000
0.01347,-0.03147,0.98998,0.00012,0.00078,-0.00025,-0.28732,-0.05998,-0.13364,983.08000,27.34000,284.34000
0.01349,-0.03252,0.99300,0.00012,-0.00022,-0.00025,-0.28632,-0.06198,-0.13564,983.09000,27.34000,284.30000
0.01547,-0.03350,0.99202,0.00012,-0.00022,-0.00025,-0.28832,-0.06398,-0.13464,983.08000,27.33000,284.33000
0.01447,-0.03249,0.99100,0.00012,0.00078,-0.00025,-0.28832,-0.06398,-0.13464,983.13000,27.33000,283.93000
0.01446,-0.03346,0.98902,0.00012,-0.00022,-0.00025,-0.28832,-0.06998,-0.13764,983.09000,27.33000,284.26000
0.01446,-0.03347,0.99002,0.00012,-0.00022,-0.00025,-0.28932,-0.06098,-0.13664,983.01000,27.34000,284.94000
0.01348,-0.03250,0.99200,0.00012,-0.00022,-0.00025,-0.29032,-0.06298,-0.13964,983.11000,27.34000,284.07000
0.01447,-0.03349,0.99102,0.00012,-0.00022,-0.00025,-0.28832,-0.06598,-0.13664,983.06000,27.34000,284.54000
0.01347,-0.03247,0.99000,0.00012,0.00078,-0.00025,-0.28632,-0.06498,-0.13864,983.11000,27.33000,284.13000
0.01447,-0.03249,0.99100,0.00012,0.00078,-0.00025,-0.28632,-0.06298,-0.13964,983.08000,27.34000,284.40000
0.01347,-0.03349,0.99101,0.00012,-0.00022,-0.00025,-0.28632,-0.06298,-0.13964,983.05000,27.33000,284.60000
0.01446,-0.03347,0.99002,0.00012,-0.00022,-0.00025,-0.28632,-0.06298,-0.13864,983.07000,27.34000,284.45000
0.01347,-0.03247,0.99000,0.00012,-0.00022,-0.00025,-0.28932,-0.06498,-0.13964,983.12000,27.34000,284.03000
0.01447,-0.03249,0.99100,0.00012,0.00078,-0.00025,-0.28632,-0.06198,-0.13764,983.03000,27.34000,284.76000
0.01347,-0.03349,0.99101,0.00012,0.00078,-0.00025,-0.28832,-0.06398,-0.14064,983.04000,27.34000,284.67000
0.01348,-0.03250,0.99200,0.00012,0.00078,-0.00025,-0.28732,-0.06498,-0.13264,983.04000,27.33000,284.75000
0.01446,-0.03247,0.99000,0.00012,-0.00022,-0.00025,-0.28832,-0.06398,-0.13664,983.10000,27.34000,284.22000
0.01346,-0.03246,0.98900,0.00012,-0.00022,-0.00025,-0.28832,-0.06398,-0.13664,983.15000,27.34000,283.75000
0.01446,-0.03246,0.98900,0.00012,-0.00022,-0.00025,-0.28832,-0.06498,-0.13564,983.06000,27.34000,284.55000
0.01444,-0.03241,0.98600,0.00012,-0.00022,-0.00025,-0.28932,-0.06298,-0.13964,983.12000,27.34000,284.07000
0.01348,-0.03350,0.99201,0.00012,-0.00022,-0.00025,-0.29032,-0.06298,-0.13864,983.05000,27.34000,284.63000
0.01352,-0.03359,0.99801,0.00012,-0.00022,-0.00025,-0.29132,-0.06498,-0.13764,983.14000,27.34000,283.89000
0.01448,-0.03251,0.99300,0.00012,0.00078,-0.00025,-0.29032,-0.06298,-0.14164,983.10000,27.33000,284.16000
0.01445,-0.03344,0.98802,0.00012,0.00078,-0.00025,-0.28532,-0.05998,-0.13964,983.07000,27.34000,284.44000
0.01447,-0.03148,0.99099,0.00012,0.00078,-0.00025,-0.28532,-0.05998,-0.13964,983.06000,27.33000,284.51000
0.01347,-0.03147,0.98998,0.00012,0.00078,-0.00025,-0.28532,-0.06098,-0.13964,983.09000,27.34000,284.29000
0.01345,-0.03343,0.98701,0.00012,-0.00022,-0.00025,-0.28732,-0.05998,-0.14364,983.08000,27.33000,284.35000
0.01347,-0.03347,0.99001,0.00012,-0.00022,-0.00025,-0.29232,-0.06398,-0.13564,983.10000,27.34000,284.24000
0.01349,-0.03352,0.99301,0.00012,-0.00022,-0.00025,-0.28832,-0.06198,-0.13864,983.12000,27.34000,284.05000
0.01347,-0.03247,0.99000,0.00012,0.00078,-0.00025,-0.29132,-0.05998,-0.14064,983.08000,27.34000,284.39000
0.01448,-0.03250,0.99200,0.00012,0.00078,-0.00025,-0.28832,-0.06298,-0.14164,983.07000,27.34000,284.46000
