ax,ay,az,gx,gy,gz,mx,my,mz,pressure,temperature,altitude
-0.01529,0.02379,0.98575,-0.00047,0.00101,0.00271,0.30477,-0.26985,-0.24187,983.11000,26.05000,284.09000
-0.01528,0.02382,0.98675,-0.00047,0.00001,0.00271,0.30477,-0.26985,-0.24187,983.20000,26.05000,283.33000
-0.01729,0.02384,0.98574,-0.00047,0.00001,0.00171,0.30277,-0.26885,-0.24087,983.11000,26.04000,284.08000
-0.01431,0.02477,0.98579,-0.00047,0.00101,0.00171,0.30477,-0.27385,-0.24487,983.22000,26.05000,283.14000
-0.01632,0.02482,0.98577,-0.00047,0.00101,0.00271,0.31277,-0.27285,-0.24487,983.17000,26.04000,283.63000
-0.01629,0.02382,0.98575,-0.00147,0.00001,0.00271,0.30677,-0.27185,-0.24487,983.08000,26.05000,284.34000
-0.01527,0.02276,0.98472,-0.00047,0.00001,0.00271,0.30877,-0.26685,-0.24387,983.15000,26.05000,283.80000
-0.01529,0.02379,0.98575,-0.00047,0.00101,0.00271,0.30477,-0.27385,-0.24387,983.13000,26.05000,283.97000
-0.01632,0.02479,0.98477,-0.00047,0.00001,0.00271,0.30477,-0.27385,-0.24387,983.15000,26.05000,283.76000
-0.01528,0.02382,0.98675,-0.00047,0.00001,0.00271,0.30677,-0.27285,-0.24187,983.16000,26.05000,283.69000
-0.01532,0.02476,0.98478,-0.00147,0.00001,0.00271,0.30577,-0.26885,-0.23687,983.16000,26.04000,283.69000
-0.01529,0.02379,0.98575,-0.00147,0.00001,0.00271,0.30577,-0.26785,-0.24087,983.14000,26.05000,283.85000
-0.01629,0.02382,0.98575,-0.00047,0.00101,0.00271,0.30977,-0.26985,-0.24087,983.12000,26.04000,284.00000
-0.01632,0.02482,0.98577,-0.00047,0.00001,0.00271,0.30577,-0.26885,-0.24087,983.11000,26.04000,284.07000
-0.01632,0.02482,0.98577,-0.00047,0.00001,0.00271,0.30977,-0.27085,-0.23787,983.14000,26.04000,283.86000
-0.01431,0.02480,0.98679,-0.00047,0.00101,0.00271,0.30977,-0.27085,-0.23787,983.14000,26.04000,283.88000
-0.01627,0.02390,0.98875,-0.00047,0.00001,0.00271,0.30577,-0.27285,-0.23687,983.16000,26.04000,283.68000
-0.01532,0.02476,0.98478,-0.00047,0.00001,0.00271,0.31077,-0.27285,-0.23787,983.16000,26.05000,283.66000
-0.01629,0.02384,0.98675,-0.00147,0.00001,0.00271,0.30477,-0.26985,-0.23687,983.15000,26.05000,283.82000
