ax,ay,az,gx,gy,gz,mx,my,mz,pressure,temperature,altitude
0.00754,-0.03257,0.99596,0.00012,-0.00022,-0.00025,-0.29332,-0.02198,-0.15164,982.81000,27.18000,286.70000
0.00554,-0.03256,0.99494,0.00012,-0.00022,-0.00025,-0.29532,-0.02598,-0.14464,982.85000,27.18000,286.29000
0.00555,-0.03156,0.99493,0.00012,-0.00022,-0.00025,-0.29532,-0.02098,-0.14664,982.77000,27.18000,287.01000
0.00555,-0.03157,0.99593,0.00012,-0.00022,-0.00025,-0.29732,-0.02698,-0.14764,982.83000,27.18000,286.51000
0.00555,-0.03055,0.99492,0.00012,-0.00022,-0.00025,-0.28832,-0.02298,-0.14564,982.89000,27.18000,286.00000
0.00555,-0.03157,0.99593,0.00012,-0.00022,-0.00025,-0.28832,-0.02298,-0.14564,982.87000,27.18000,286.15000
0.00655,-0.03157,0.99594,0.00012,-0.00022,-0.00025,-0.29232,-0.01998,-0.14364,982.91000,27.18000,285.81000
0.00555,-0.03156,0.99493,0.00012,-0.00022,-0.00025,-0.28932,-0.02398,-0.14364,982.84000,27.18000,286.38000
0.00654,-0.03155,0.99494,0.00012,-0.00022,-0.00025,-0.28932,-0.02298,-0.14764,982.89000,27.18000,286.01000
0.00654,-0.03155,0.99494,0.00012,-0.00022,-0.00025,-0.29032,-0.02598,-0.14564,982.88000,27.18000,286.07000
0.00556,-0.03158,0.99693,0.00012,-0.00022,-0.00025,-0.28932,-0.02298,-0.14264,982.90000,27.18000,285.92000
0.00753,-0.03155,0.99494,0.00012,-0.00022,-0.00025,-0.29032,-0.02198,-0.14764,982.90000,27.18000,285.94000
0.00655,-0.03057,0.99592,0.00012,-0.00022,-0.00025,-0.29032,-0.02198,-0.14764,982.87000,27.18000,286.17000
0.00655,-0.03057,0.99592,0.00012,-0.00022,-0.00025,-0.29132,-0.02598,-0.14364,982.91000,27.18000,285.82000
0.00754,-0.03157,0.99594,0.00012,-0.00022,-0.00025,-0.29532,-0.02898,-0.14364,982.89000,27.18000,285.97000
0.00654,-0.03155,0.99494,0.00012,-0.00022,-0.00025,-0.28932,-0.02898,-0.13864,982.87000,27.18000,286.13000
0.00555,-0.03057,0.99592,0.00012,-0.00022,-0.00025,-0.29132,-0.02698,-0.14064,982.89000,27.18000,285.95000
0.00654,-0.03155,0.99494,0.00012,-0.00022,-0.00025,-0.29332,-0.02498,-0.14264,982.84000,27.18000,286.42000
0.00654,-0.03055,0.99492,0.00012,-0.00022,-0.00025,-0.29232,-0.02598,-0.14564,982.91000,27.18000,285.84000
0.00654,-0.03055,0.99492,0.00012,-0.00022,-0.00025,-0.29232,-0.02598,-0.14564,982.88000,27.18000,286.07000
0.00655,-0.03057,0.99592,0.00012,-0.00022,-0.00025,-0.29432,-0.02798,-0.14164,982.89000,27.18000,286.03000
0.00556,-0.03058,0.99692,0.00012,-0.00022,-0.00025,-0.29032,-0.02998,-0.14464,982.78000,27.18000,286.91000
0.00555,-0.03157,0.99593,0.00012,-0.00022,-0.00025,-0.29032,-0.02998,-0.14564,982.89000,27.18000,285.98000
0.00554,-0.03256,0.99494,0.00012,-0.00022,-0.00025,-0.29332,-0.02998,-0.14964,982.86000,27.18000,286.24000
0.00555,-0.03055,0.99492,0.00012,-0.00022,-0.00025,-0.28832,-0.02698,-0.14764,982.92000,27.18000,285.78000
0.00553,-0.03153,0.99293,0.00012,-0.00022,-0.00025,-0.28832,-0.02298,-0.14464,982.85000,27.18000,286.33000
0.00655,-0.03157,0.99594,0.00012,-0.00022,-0.00025,-0.28832,-0.02298,-0.14464,982.82000,27.18000,286.59000
0.00655,-0.03058,0.99692,0.00012,-0.00022,-0.00025,-0.28732,-0.02498,-0.14064,982.87000,27.18000,286.15000
0.00755,-0.03058,0.99693,0.00012,-0.00022,-0.00025,-0.29032,-0.02398,-0.15264,982.85000,27.18000,286.30000
0.00754,-0.03157,0.99594,0.00012,-0.00022,-0.00025,-0.28932,-0.02698,-0.14364,982.82000,27.18000,286.62000
0.00754,-0.03257,0.99596,0.00012,-0.00022,-0.00025,-0.29232,-0.02298,-0.14464,982.88000,27.18000,286.06000
0.00753,-0.03155,0.99494,0.00012,-0.00022,-0.00025,-0.28932,-0.02498,-0.14464,982.87000,27.18000,286.15000
0.00653,-0.03254,0.99395,0.00012,-0.00022,-0.00025,-0.29332,-0.02198,-0.13964,982.93000,27.18000,285.67000
0.00753,-0.03255,0.99496,0.00012,-0.00022,-0.00025,-0.29332,-0.02198,-0.13964,982.87000,27.18000,286.17000
0.00655,-0.03058,0.99692,0.00012,-0.00022,-0.00025,-0.29132,-0.02498,-0.14564,982.84000,27.18000,286.43000
0.00655,-0.03157,0.99594,0.00012,0.00078,-0.00025,-0.28932,-0.02298,-0.14164,982.83000,27.18000,286.54000
0.00754,-0.03157,0.99594,0.00012,-0.00022,-0.00025,-0.29032,-0.02498,-0.14064,982.92000,27.18000,285.70000
0.00654,-0.03155,0.99494,0.00012,-0.00022,-0.00025,-0.29332,-0.02498,-0.14364,982.88000,27.18000,286.11000
