ax,ay,az,gx,gy,gz,mx,my,mz,pressure,temperature,altitude
-0.02180,0.02041,0.99573,-0.00025,0.00001,-0.00056,nan,nan,nan,982.26000,27.56000,291.33000
-0.02179,0.01844,0.99666,-0.00025,0.00001,-0.00056,nan,nan,nan,982.16000,27.56000,292.26000
-0.02081,0.01846,0.99764,-0.00025,0.00001,-0.00056,nan,nan,nan,982.20000,27.56000,291.88000
-0.02083,0.02046,0.99771,0.00075,0.00001,-0.00056,nan,nan,nan,982.23000,27.56000,291.64000
-0.02081,0.01846,0.99764,0.00075,0.00001,-0.00056,nan,nan,nan,982.33000,27.56000,290.78000
-0.02079,0.01843,0.99665,0.00075,0.00001,-0.00056,nan,nan,nan,982.29000,27.56000,291.13000
-0.02181,0.01847,0.99766,-0.00025,0.00001,-0.00056,nan,nan,nan,982.26000,27.56000,291.40000
-0.02182,0.01947,0.99769,-0.00025,0.00001,-0.00056,nan,nan,nan,982.23000,27.56000,291.58000
-0.02279,0.01942,0.99571,-0.00025,0.00001,0.00044,nan,nan,nan,982.24000,27.56000,291.52000
-0.02278,0.01842,0.99568,-0.00025,0.00001,-0.00056,nan,nan,nan,982.25000,27.56000,291.43000
-0.02080,0.01943,0.99668,0.00075,0.00001,-0.00056,nan,nan,nan,982.24000,27.56000,291.56000
-0.02180,0.01944,0.99670,0.00075,0.00001,-0.00056,nan,nan,nan,982.19000,27.56000,292.00000
-0.02082,0.01946,0.99768,-0.00025,0.00001,-0.00056,nan,nan,nan,982.23000,27.56000,291.61000
-0.02181,0.01847,0.99766,-0.00025,0.00001,-0.00056,nan,nan,nan,982.27000,27.56000,291.31000
-0.01983,0.02045,0.99769,-0.00025,0.00001,-0.00056,nan,nan,nan,982.21000,27.56000,291.78000
-0.02080,0.01943,0.99668,-0.00025,0.00001,-0.00056,nan,nan,nan,982.25000,27.56000,291.45000
-0.02180,0.01944,0.99670,-0.00025,0.00001,-0.00056,nan,nan,nan,982.20000,27.56000,291.88000
-0.02182,0.01947,0.99769,0.00075,0.00001,-0.00056,nan,nan,nan,982.30000,27.56000,291.02000
-0.02177,0.01937,0.99470,0.00075,0.00001,-0.00056,nan,nan,nan,982.18000,27.56000,292.07000
-0.01981,0.02042,0.99669,-0.00025,0.00001,-0.00056,nan,nan,nan,982.28000,27.56000,291.18000
-0.02079,0.01843,0.99665,-0.00025,0.00001,-0.00056,nan,nan,nan,982.30000,27.56000,291.05000
-0.02083,0.02046,0.99771,-0.00025,0.00001,-0.00056,nan,nan,nan,982.28000,27.56000,291.16000
-0.02182,0.01947,0.99769,-0.00025,0.00001,-0.00056,nan,nan,nan,982.18000,27.56000,292.07000
-0.01983,0.01948,0.99866,0.00075,0.00001,-0.00056,nan,nan,nan,982.22000,27.56000,291.72000
-0.01980,0.01942,0.99666,-0.00025,0.00001,-0.00056,nan,nan,nan,982.29000,27.56000,291.09000
-0.02179,0.01844,0.99666,-0.00025,0.00001,-0.00056,nan,nan,nan,982.21000,27.56000,291.78000
-0.02182,0.01947,0.99769,0.00075,0.00001,-0.00056,nan,nan,nan,982.21000,27.56000,291.82000
-0.02182,0.01947,0.99769,-0.00025,0.00001,0.00044,nan,nan,nan,982.22000,27.56000,291.73000
-0.02180,0.01944,0.99670,0.00075,0.00001,-0.00056,nan,nan,nan,982.17000,27.56000,292.17000
-0.02180,0.01944,0.99670,0.00075,0.00001,-0.00056,nan,nan,nan,982.25000,27.56000,291.41000
-0.02281,0.01848,0.99768,-0.00025,0.00001,-0.00056,nan,nan,nan,982.26000,27.55000,291.37000
-0.02179,0.01941,0.99570,-0.00025,0.00001,-0.00056,nan,nan,nan,982.25000,27.56000,291.45000
-0.02181,0.01847,0.99766,-0.00025,0.00001,-0.00056,nan,nan,nan,982.27000,27.56000,291.28000
-0.02180,0.01944,0.99670,-0.00025,0.00001,0.00044,nan,nan,nan,982.28000,27.56000,291.23000
-0.02081,0.02043,0.99671,0.00075,0.00001,-0.00056,nan,nan,nan,982.19000,27.55000,291.98000
-0.02079,0.01940,0.99568,0.00075,0.00001,-0.00056,nan,nan,nan,982.20000,27.56000,291.87000
-0.02180,0.01944,0.99670,-0.00025,0.00001,-0.00056,nan,nan,nan,982.20000,27.56000,291.84000
-0.02180,0.01944,0.99670,-0.00025,0.00001,0.00044,nan,nan,nan,982.24000,27.56000,291.56000
-0.02179,0.01844,0.99666,0.00075,0.00001,-0.00056,nan,nan,nan,982.19000,27.56000,291.97000
-0.02180,0.01944,0.99670,0.00075,0.00001,0.00044,nan,nan,nan,982.23000,27.56000,291.61000
-0.02281,0.01848,0.99768,0.00075,0.00001,-0.00056,nan,nan,nan,982.15000,27.56000,292.31000
-0.02082,0.01946,0.99768,-0.00025,0.00001,-0.00056,nan,nan,nan,982.20000,27.55000,291.86000
-0.02179,0.01844,0.99666,-0.00025,0.00001,-0.00056,nan,nan,nan,982.25000,27.56000,291.48000
-0.01979,0.01842,0.99663,-0.00025,0.00001,-0.00056,nan,nan,nan,982.18000,27.56000,292.08000
-0.02177,0.01841,0.99566,-0.00025,0.00001,-0.00056,nan,nan,nan,982.22000,27.56000,291.72000
