timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,altitude,relative_altitude
041225_04.18.27.430,0.25500,-0.91500,-0.50400,29.13800,-158.23500,-3.02700,-0.59600,0.31000,-0.15000,81.59000,0.00000
041225_04.18.27.442,0.25100,-0.93900,-0.40300,30.50300,-140.94500,-2.25700,-0.57900,0.31100,-0.13000,81.36000,-0.23000
041225_04.18.27.454,0.29700,-0.98600,-0.29300,26.72200,-122.53500,-2.53700,-0.56200,0.31300,-0.11800,81.21000,-0.15000
041225_04.18.27.465,0.36200,-1.01200,-0.17300,21.01700,-112.42000,-6.45700,-0.56200,0.31300,-0.11800,80.65000,-0.56000
041225_04.18.27.477,0.44700,-0.98300,-0.27800,6.28200,-99.36500,-13.33500,-0.54400,0.30800,-0.10600,81.18000,0.53000
041225_04.18.27.489,0.22600,-0.88900,-0.37400,4.00800,-98.78700,-12.91500,-0.52700,0.31600,-0.09300,81.07000,-0.11000
041225_04.18.27.500,0.14400,-0.89900,-0.35600,6.44000,-104.24700,-13.96500,-0.50700,0.31100,-0.08500,81.48000,0.41000
041225_04.18.27.512,0.02200,-0.97300,-0.36100,9.31000,-111.75500,-11.11300,-0.48900,0.31400,-0.07700,81.13000,-0.35000
041225_04.18.27.524,0.33800,-1.01000,-0.54800,11.74300,-111.05500,-4.39200,-0.48900,0.31400,-0.07700,80.85000,-0.28000
041225_04.18.27.536,0.03200,-1.08300,-0.32600,19.49500,-102.67300,16.50300,-0.47200,0.31500,-0.07300,80.97000,0.12000
041225_04.18.27.547,0.05100,-1.04100,-0.20900,11.74300,-104.94800,14.56000,-0.44700,0.31800,-0.06400,81.35000,0.38000
041225_04.18.27.559,0.18800,-1.01000,-0.30700,2.69500,-105.08800,8.62700,-0.43000,0.31800,-0.05100,80.98000,-0.37000
041225_04.18.27.571,0.12900,-1.05600,-0.52800,-5.44300,-98.08800,8.40000,-0.41500,0.31500,-0.05700,81.13000,0.15000
041225_04.18.27.582,0.00600,-1.09300,-0.63000,-11.79500,-94.58800,0.68300,-0.41500,0.31500,-0.05700,80.82000,-0.31000
041225_04.18.27.594,0.06300,-1.05200,-0.62000,-16.50300,-91.80500,-15.08500,-0.39800,0.31400,-0.05400,81.56000,0.74000
041225_04.18.27.606,0.09100,-1.01600,-0.39100,-22.17300,-78.29500,-12.04000,-0.38300,0.30900,-0.04800,81.46000,-0.10000
041225_04.18.27.618,0.08800,-0.92400,-0.40900,-25.88200,-78.08500,-6.21300,-0.37300,0.30100,-0.04700,81.09000,-0.37000
041225_04.18.27.630,-0.00000,-0.85300,-0.43500,-23.90500,-82.61800,1.43500,-0.35600,0.29700,-0.04100,80.95000,-0.14000
041225_04.18.27.641,-0.00300,-0.81300,-0.56700,-19.51300,-79.36300,4.44500,-0.35600,0.29700,-0.04100,81.41000,0.46000
041225_04.18.27.653,0.05400,-0.75300,-0.56900,-8.80200,-71.22500,5.77500,-0.34400,0.29200,-0.04500,81.10000,-0.31000
041225_04.18.27.665,0.04900,-0.72000,-0.55000,3.29000,-70.87500,4.83000,-0.32900,0.29200,-0.03900,81.25000,0.15000
041225_04.18.27.677,0.01500,-0.72900,-0.46900,7.61300,-68.46000,-2.95700,-0.32000,0.29700,-0.03900,81.36000,0.11000
041225_04.18.27.688,-0.15100,-0.76600,-0.59100,6.86000,-61.16200,-14.12300,-0.31100,0.29100,-0.04600,80.93000,-0.43000
041225_04.18.27.700,-0.12900,-0.71500,-0.52700,-0.84000,-37.83500,-28.52500,-0.31100,0.29100,-0.04600,80.86000,-0.07000
041225_04.18.27.712,-0.07900,-0.73000,-0.30200,-8.24300,-22.41700,-39.23500,-0.30600,0.28900,-0.04200,81.19000,0.33000
041225_04.18.27.723,-0.05400,-0.77000,-0.20700,-10.95500,-47.19700,-46.11200,-0.29400,0.29300,-0.03900,81.38000,0.19000
041225_04.18.27.735,-0.00900,-0.49100,0.16400,-2.52000,-77.66500,-40.89700,-0.28400,0.29000,-0.04600,80.99000,-0.39000
041225_04.18.27.747,-0.19500,-0.66400,0.16800,-3.20300,-110.74000,-31.60500,-0.25600,0.28800,-0.04200,81.49000,0.50000
041225_04.18.27.759,-0.34000,-0.74500,0.00400,-9.24000,-135.73000,-26.05800,-0.25600,0.28800,-0.04200,81.00000,-0.49000
041225_04.18.27.771,-0.22100,-0.69800,-0.26600,-22.48700,-159.56500,-28.21000,-0.23000,0.28600,-0.05000,81.75000,0.75000
041225_04.18.27.782,-0.12100,-0.77700,-0.30400,-13.73800,-199.44700,-45.76300,-0.19500,0.28100,-0.05900,80.94000,-0.81000
041225_04.18.27.794,0.11200,-0.91600,0.03000,5.33800,-259.45500,-76.94800,-0.13600,0.28700,-0.08000,81.12000,0.18000
041225_04.18.27.806,-0.17100,-0.79900,-0.74600,6.21300,-306.28500,-98.03500,-0.07500,0.29800,-0.10400,80.75000,-0.37000
041225_04.18.27.818,-0.63900,-0.89000,-1.71700,-8.96000,-292.32000,-97.38700,-0.07500,0.29800,-0.10400,80.99000,0.24000
041225_04.18.27.830,-0.41200,-0.78800,-1.43300,-76.84200,-174.28300,-42.50700,-0.03000,0.28500,-0.12700,81.06000,0.07000
041225_04.18.27.841,-0.21300,-0.90500,-0.83700,-89.74000,-91.77000,-12.05700,-0.01600,0.27400,-0.13800,81.15000,0.09000
041225_04.18.27.853,-0.10800,-0.89300,-0.71100,-81.65500,-70.40300,-2.43300,-0.00200,0.26400,-0.15100,81.07000,-0.08000
041225_04.18.27.865,-0.14300,-0.83900,-0.78000,-69.89500,-63.42000,5.49500,0.01400,0.24900,-0.16600,81.27000,0.20000
041225_04.18.27.877,-0.22900,-0.79600,-0.85600,-53.20000,-60.53300,10.34200,0.01400,0.24900,-0.16600,81.40000,0.13000
041225_04.18.27.888,-0.30800,-0.70900,-0.83000,-37.71300,-59.04500,12.70500,0.02100,0.24700,-0.16800,81.80000,0.40000
041225_04.18.27.900,-0.37600,-0.69100,-0.96900,-27.84300,-56.29800,12.23300,0.02700,0.24400,-0.18600,81.08000,-0.72000
041225_04.18.27.912,-0.31100,-0.69000,-0.95100,-15.52300,-44.06500,12.44300,0.03600,0.23800,-0.19400,80.97000,-0.11000
