t,ax,ay,az,gx,gy,gz,mx,my,mz,altitude,ral
20:51:46:882,0.017,-0.010,0.983,0.001,-0.001,-0.000,0.023,0.651,-0.494,190.26,0.200000
20:51:46:893,0.019,-0.009,0.985,0.001,-0.002,-0.001,0.020,0.648,-0.493,190.03,-0.230000
20:51:46:904,0.017,-0.010,0.984,0.001,-0.002,-0.000,0.023,0.652,-0.499,190.65,0.620000
20:51:46:915,0.018,-0.010,0.984,0.001,-0.002,0.000,0.022,0.646,-0.491,190.52,-0.130000
20:51:46:926,0.019,-0.010,0.986,0.001,-0.002,-0.000,0.022,0.646,-0.491,190.32,-0.200000
20:51:46:937,0.018,-0.009,0.986,0.001,-0.002,-0.001,0.019,0.649,-0.493,190.54,0.220000
20:51:46:948,0.018,-0.009,0.984,0.001,-0.002,-0.001,0.023,0.650,-0.486,190.11,-0.430000
20:51:46:959,0.016,-0.010,0.983,0.001,-0.002,-0.000,0.024,0.650,-0.486,190.04,-0.070000
20:51:46:970,0.017,-0.009,0.984,0.001,-0.002,-0.001,0.022,0.646,-0.488,189.77,-0.270000
20:51:46:981,0.017,-0.010,0.983,0.001,-0.001,-0.001,0.023,0.650,-0.485,190.06,0.290000
20:51:46:992,0.016,-0.010,0.985,0.001,-0.002,-0.001,0.023,0.648,-0.489,190.34,0.280000
20:51:47:003,0.017,-0.010,0.986,0.001,-0.002,-0.001,0.023,0.648,-0.489,190.49,0.150000
20:51:47:014,0.018,-0.011,0.984,0.001,-0.002,-0.001,0.021,0.654,-0.493,191.10,0.610000
20:51:47:025,0.016,-0.010,0.984,0.001,-0.002,-0.001,0.024,0.651,-0.493,190.32,-0.780000
20:51:47:036,0.017,-0.009,0.984,0.001,-0.001,-0.001,0.022,0.648,-0.491,190.30,-0.020000
20:51:47:047,0.017,-0.011,0.985,0.001,-0.001,-0.001,0.021,0.650,-0.491,190.05,-0.250000
20:51:47:059,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.023,0.649,-0.488,190.07,0.020000
20:51:47:069,0.018,-0.010,0.984,0.002,-0.002,-0.001,0.022,0.651,-0.494,190.55,0.480000
20:51:47:080,0.018,-0.009,0.985,0.001,-0.002,-0.001,0.022,0.651,-0.494,190.42,-0.130000
20:51:47:091,0.017,-0.010,0.986,0.001,-0.002,-0.000,0.024,0.652,-0.491,190.46,0.040000
20:51:47:102,0.017,-0.011,0.985,0.001,-0.001,-0.001,0.022,0.651,-0.494,190.03,-0.430000
20:51:47:113,0.018,-0.009,0.985,0.001,-0.002,-0.001,0.026,0.650,-0.494,190.82,0.790000
20:51:47:124,0.018,-0.009,0.984,0.001,-0.002,-0.001,0.026,0.648,-0.495,189.94,-0.880000
20:51:47:135,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.024,0.645,-0.492,190.30,0.360000
20:51:47:146,0.017,-0.010,0.984,0.001,-0.001,-0.001,0.026,0.650,-0.498,190.61,0.310000
20:51:47:157,0.018,-0.009,0.984,0.001,-0.002,-0.000,0.026,0.650,-0.498,189.69,-0.920000
20:51:47:168,0.018,-0.009,0.984,0.000,-0.002,-0.001,0.018,0.649,-0.500,191.12,1.430000
20:51:47:179,0.016,-0.009,0.985,0.001,-0.001,-0.001,0.024,0.649,-0.497,191.03,-0.090000
20:51:47:190,0.017,-0.009,0.986,0.001,-0.002,-0.001,0.023,0.648,-0.497,190.20,-0.830000
20:51:47:201,0.018,-0.009,0.985,0.002,-0.002,-0.000,0.022,0.647,-0.492,190.40,0.200000
20:51:47:212,0.019,-0.010,0.984,0.001,-0.002,-0.001,0.019,0.648,-0.490,189.91,-0.490000
20:51:47:223,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.022,0.646,-0.498,189.85,-0.060000
20:51:47:234,0.018,-0.011,0.984,0.001,-0.002,-0.001,0.022,0.646,-0.498,191.08,1.230000
20:51:47:245,0.017,-0.011,0.985,0.001,-0.002,-0.001,0.023,0.644,-0.498,189.88,-1.200000
20:51:47:256,0.017,-0.010,0.985,0.001,-0.002,-0.001,0.023,0.648,-0.495,190.15,0.270000
20:51:47:267,0.018,-0.010,0.985,0.001,-0.001,-0.001,0.017,0.643,-0.494,190.37,0.220000
20:51:47:278,0.016,-0.010,0.985,0.001,-0.001,-0.001,0.017,0.646,-0.492,189.96,-0.410000
20:51:47:289,0.018,-0.009,0.985,0.000,-0.001,-0.001,0.024,0.646,-0.496,189.85,-0.110000
20:51:47:300,0.017,-0.010,0.985,0.001,-0.002,-0.001,0.023,0.646,-0.496,190.45,0.600000
20:51:47:312,0.018,-0.010,0.986,0.001,-0.002,-0.001,0.023,0.646,-0.500,190.40,-0.050000
20:51:47:322,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.021,0.645,-0.500,190.86,0.460000
20:51:47:333,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.016,0.648,-0.494,190.21,-0.650000
20:51:47:344,0.017,-0.011,0.983,0.001,-0.002,-0.001,0.022,0.644,-0.494,190.16,-0.050000
20:51:47:355,0.018,-0.009,0.985,0.001,-0.002,-0.001,0.020,0.642,-0.504,189.97,-0.190000
20:51:47:366,0.018,-0.011,0.983,0.001,-0.001,-0.001,0.021,0.645,-0.499,190.63,0.660000
20:51:47:377,0.017,-0.009,0.986,0.001,-0.002,-0.001,0.019,0.647,-0.502,190.55,-0.080000
20:51:47:388,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.019,0.647,-0.492,190.74,0.190000
20:51:47:399,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.021,0.647,-0.492,190.44,-0.300000
20:51:47:410,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.020,0.646,-0.497,190.34,-0.100000
20:51:47:421,0.018,-0.009,0.984,0.001,-0.001,-0.001,0.023,0.651,-0.489,190.77,0.430000
20:51:47:432,0.019,-0.010,0.984,0.001,-0.001,-0.001,0.023,0.652,-0.493,190.08,-0.690000
20:51:47:443,0.017,-0.010,0.985,0.001,-0.001,-0.001,0.025,0.651,-0.496,189.99,-0.090000
20:51:47:454,0.017,-0.010,0.983,0.001,-0.002,-0.001,0.019,0.648,-0.498,190.56,0.570000
20:51:47:465,0.016,-0.010,0.985,0.001,-0.002,-0.001,0.019,0.650,-0.502,190.11,-0.450000
20:51:47:476,0.018,-0.009,0.985,0.001,-0.001,-0.001,0.019,0.650,-0.502,189.91,-0.200000
20:51:47:487,0.017,-0.009,0.984,0.001,-0.002,-0.001,0.021,0.647,-0.497,190.03,0.120000
20:51:47:498,0.020,-0.010,0.984,0.001,-0.002,-0.001,0.022,0.650,-0.497,190.59,0.560000
20:51:47:509,0.018,-0.009,0.985,0.002,-0.002,-0.001,0.026,0.651,-0.498,189.96,-0.630000
20:51:47:520,0.018,-0.010,0.985,0.001,-0.001,-0.001,0.026,0.654,-0.500,190.79,0.830000
20:51:47:531,0.018,-0.009,0.984,0.001,-0.002,-0.001,0.026,0.651,-0.494,190.52,-0.270000
20:51:47:542,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.024,0.651,-0.497,190.44,-0.080000
20:51:47:553,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.024,0.651,-0.497,190.35,-0.090000
20:51:47:564,0.018,-0.010,0.983,0.001,-0.002,-0.001,0.021,0.650,-0.496,190.17,-0.180000
20:51:47:575,0.018,-0.009,0.984,0.001,-0.002,-0.001,0.019,0.650,-0.497,190.48,0.310000
20:51:47:586,0.017,-0.010,0.985,0.001,-0.002,-0.000,0.022,0.650,-0.498,190.81,0.330000
20:51:47:597,0.020,-0.009,0.984,0.001,-0.002,-0.001,0.017,0.651,-0.497,190.26,-0.550000
20:51:47:608,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.022,0.652,-0.497,190.51,0.250000
20:51:47:619,0.018,-0.010,0.984,0.001,-0.001,-0.001,0.016,0.640,-0.499,189.84,-0.670000
20:51:47:630,0.017,-0.010,0.985,0.001,-0.001,-0.001,0.016,0.640,-0.499,191.02,1.180000
20:51:47:641,0.018,-0.011,0.984,0.001,-0.002,-0.001,0.020,0.647,-0.498,190.79,-0.230000
20:51:47:652,0.018,-0.010,0.984,0.001,-0.001,-0.001,0.021,0.652,-0.496,190.24,-0.550000
20:51:47:663,0.018,-0.010,0.985,0.001,-0.002,-0.000,0.020,0.650,-0.499,190.57,0.330000
20:51:47:674,0.016,-0.009,0.986,0.001,-0.001,-0.000,0.023,0.648,-0.498,190.67,0.100000
20:51:47:685,0.017,-0.010,0.986,0.001,-0.001,-0.001,0.024,0.650,-0.496,190.16,-0.510000
20:51:47:696,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.021,0.647,-0.496,190.45,0.290000
20:51:47:707,0.017,-0.010,0.984,0.001,-0.001,-0.001,0.021,0.647,-0.496,191.04,0.590000
20:51:47:719,0.016,-0.010,0.983,0.001,-0.001,-0.001,0.022,0.644,-0.498,189.96,-1.080000
20:51:47:729,0.016,-0.011,0.984,0.001,-0.002,-0.001,0.018,0.648,-0.497,190.61,0.650000
20:51:47:740,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.022,0.647,-0.493,190.37,-0.240000
20:51:47:751,0.018,-0.010,0.985,0.001,-0.002,-0.001,0.021,0.647,-0.494,190.37,0.000000
20:51:47:762,0.018,-0.010,0.984,0.001,-0.001,-0.001,0.020,0.651,-0.498,190.20,-0.170000
20:51:47:773,0.018,-0.009,0.985,0.001,-0.002,-0.001,0.019,0.645,-0.493,190.35,0.150000
20:51:47:784,0.019,-0.010,0.985,0.001,-0.001,-0.001,0.019,0.645,-0.493,190.47,0.120000
20:51:47:795,0.018,-0.009,0.984,0.001,-0.002,-0.001,0.017,0.645,-0.499,190.27,-0.200000
20:51:47:806,0.019,-0.010,0.984,0.001,-0.002,-0.001,0.015,0.647,-0.493,190.14,-0.130000
20:51:47:818,0.018,-0.010,0.984,0.001,-0.001,-0.001,0.020,0.652,-0.492,190.85,0.710000
20:51:47:829,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.022,0.650,-0.495,190.35,-0.500000
20:51:47:840,0.018,-0.010,0.984,0.001,-0.001,-0.001,0.024,0.645,-0.495,190.02,-0.330000
20:51:47:851,0.017,-0.010,0.985,0.001,-0.001,-0.001,0.020,0.647,-0.496,190.54,0.520000
20:51:47:862,0.018,-0.011,0.985,0.001,-0.002,-0.001,0.020,0.647,-0.496,190.41,-0.130000
20:51:47:873,0.018,-0.010,0.985,0.001,-0.002,-0.001,0.020,0.649,-0.497,190.15,-0.260000
20:51:47:883,0.019,-0.010,0.984,0.001,-0.002,-0.001,0.021,0.647,-0.487,190.55,0.400000
20:51:47:894,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.019,0.644,-0.496,190.88,0.330000
20:51:47:905,0.017,-0.009,0.986,0.001,-0.002,-0.001,0.020,0.647,-0.494,190.74,-0.140000
20:51:47:916,0.017,-0.010,0.985,0.001,-0.002,-0.001,0.019,0.645,-0.493,190.57,-0.170000
20:51:47:927,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.021,0.647,-0.496,190.53,-0.040000
20:51:47:938,0.018,-0.009,0.985,0.001,-0.002,-0.000,0.021,0.647,-0.496,190.32,-0.210000
20:51:47:949,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.022,0.648,-0.495,190.04,-0.280000
20:51:47:960,0.017,-0.010,0.984,0.001,-0.001,-0.001,0.020,0.650,-0.493,190.10,0.060000
20:51:47:971,0.017,-0.010,0.985,0.001,-0.002,-0.000,0.023,0.648,-0.496,190.70,0.600000
20:51:47:982,0.018,-0.009,0.984,0.001,-0.002,-0.001,0.025,0.646,-0.493,190.10,-0.600000
20:51:47:993,0.017,-0.009,0.984,0.001,-0.002,-0.001,0.021,0.645,-0.483,189.81,-0.290000
20:51:48:004,0.017,-0.010,0.985,0.001,-0.002,-0.001,0.019,0.644,-0.496,190.96,1.150000
20:51:48:015,0.017,-0.009,0.985,0.001,-0.002,-0.001,0.019,0.645,-0.500,190.05,-0.910000
20:51:48:026,0.018,-0.009,0.985,0.001,-0.002,-0.001,0.018,0.645,-0.500,190.67,0.620000
20:51:48:037,0.018,-0.010,0.984,0.001,-0.001,-0.001,0.023,0.649,-0.493,190.87,0.200000
20:51:48:048,0.017,-0.010,0.985,0.001,-0.001,-0.000,0.023,0.648,-0.497,190.61,-0.260000
20:51:48:059,0.018,-0.009,0.984,0.001,-0.002,-0.000,0.018,0.648,-0.494,190.24,-0.370000
20:51:48:070,0.018,-0.009,0.984,0.001,-0.002,-0.001,0.017,0.648,-0.494,190.59,0.350000
20:51:48:081,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.019,0.648,-0.498,190.01,-0.580000
20:51:48:092,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.023,0.647,-0.490,190.43,0.420000
20:51:48:103,0.018,-0.011,0.984,0.001,-0.002,-0.001,0.023,0.647,-0.490,190.32,-0.110000
20:51:48:114,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.022,0.648,-0.495,190.44,0.120000
20:51:48:125,0.018,-0.011,0.986,0.001,-0.001,-0.000,0.023,0.649,-0.498,190.40,-0.040000
20:51:48:136,0.017,-0.010,0.985,0.001,-0.002,-0.000,0.019,0.648,-0.492,189.77,-0.630000
20:51:48:147,0.017,-0.009,0.984,0.001,-0.002,-0.001,0.023,0.648,-0.496,190.60,0.830000
20:51:48:158,0.017,-0.011,0.985,0.001,-0.002,-0.001,0.018,0.647,-0.498,190.84,0.240000
20:51:48:169,0.017,-0.011,0.984,0.001,-0.002,-0.001,0.021,0.647,-0.503,190.33,-0.510000
20:51:48:180,0.018,-0.011,0.981,0.001,-0.002,-0.001,0.021,0.647,-0.503,190.93,0.600000
20:51:48:191,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.016,0.647,-0.503,191.01,0.080000
20:51:48:202,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.020,0.653,-0.502,190.38,-0.630000
20:51:48:213,0.017,-0.010,0.986,0.001,-0.002,-0.001,0.018,0.649,-0.504,190.89,0.510000
20:51:48:224,0.019,-0.010,0.984,0.001,-0.001,-0.000,0.020,0.651,-0.502,191.24,0.350000
20:51:48:235,0.018,-0.009,0.985,0.001,-0.002,-0.001,0.020,0.646,-0.500,190.71,-0.530000
20:51:48:246,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.023,0.650,-0.503,190.59,-0.120000
20:51:48:257,0.018,-0.011,0.984,0.001,-0.002,-0.001,0.023,0.650,-0.503,190.47,-0.120000
20:51:48:268,0.019,-0.011,0.983,0.001,-0.002,-0.001,0.017,0.649,-0.503,189.71,-0.760000
20:51:48:279,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.021,0.652,-0.497,190.08,0.370000
20:51:48:290,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.020,0.649,-0.496,190.09,0.010000
20:51:48:301,0.018,-0.011,0.984,0.001,-0.002,-0.001,0.014,0.647,-0.492,190.59,0.500000
20:51:48:312,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.019,0.650,-0.490,190.95,0.360000
20:51:48:324,0.018,-0.010,0.985,0.001,-0.002,-0.001,0.016,0.648,-0.489,190.16,-0.790000
20:51:48:335,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.016,0.648,-0.489,190.74,0.580000
20:51:48:346,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.019,0.648,-0.494,190.55,-0.190000
20:51:48:357,0.017,-0.010,0.987,0.001,-0.002,-0.001,0.020,0.650,-0.494,190.60,0.050000
20:51:48:368,0.019,-0.010,0.984,0.001,-0.002,-0.001,0.020,0.646,-0.490,190.52,-0.080000
20:51:48:379,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.018,0.648,-0.493,191.21,0.690000
20:51:48:389,0.019,-0.010,0.983,0.001,-0.001,-0.001,0.024,0.643,-0.492,190.36,-0.850000
20:51:48:400,0.018,-0.010,0.986,0.001,-0.001,-0.001,0.016,0.643,-0.495,190.51,0.150000
20:51:48:411,0.017,-0.011,0.984,0.001,-0.002,-0.000,0.016,0.643,-0.495,190.23,-0.280000
20:51:48:422,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.018,0.649,-0.495,190.19,-0.040000
20:51:48:433,0.018,-0.010,0.986,0.001,-0.002,-0.001,0.015,0.649,-0.496,189.94,-0.250000
20:51:48:444,0.018,-0.010,0.985,0.001,-0.002,-0.001,0.020,0.649,-0.494,190.47,0.530000
20:51:48:455,0.018,-0.009,0.984,0.001,-0.001,-0.001,0.017,0.653,-0.495,190.58,0.110000
20:51:48:466,0.018,-0.009,0.984,0.001,-0.002,-0.001,0.018,0.647,-0.493,190.22,-0.360000
20:51:48:477,0.018,-0.011,0.985,0.001,-0.002,-0.001,0.021,0.648,-0.495,190.46,0.240000
20:51:48:488,0.018,-0.010,0.984,0.001,-0.002,-0.000,0.021,0.648,-0.495,190.74,0.280000
20:51:48:499,0.016,-0.011,0.984,0.001,-0.002,-0.001,0.017,0.652,-0.499,190.78,0.040000
20:51:48:510,0.017,-0.009,0.985,0.001,-0.001,-0.001,0.023,0.650,-0.496,190.15,-0.630000
20:51:48:522,0.018,-0.010,0.985,0.001,-0.002,-0.001,0.022,0.650,-0.498,189.85,-0.300000
20:51:48:533,0.018,-0.009,0.985,0.001,-0.002,-0.001,0.019,0.648,-0.495,190.31,0.460000
20:51:48:544,0.018,-0.009,0.985,0.001,-0.002,-0.001,0.021,0.647,-0.492,190.26,-0.050000
20:51:48:555,0.017,-0.009,0.985,0.001,-0.001,-0.001,0.022,0.648,-0.491,190.69,0.430000
20:51:48:566,0.018,-0.011,0.985,0.001,-0.001,-0.001,0.022,0.648,-0.491,190.47,-0.220000
20:51:48:577,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.020,0.655,-0.494,190.96,0.490000
20:51:48:587,0.018,-0.010,0.985,0.001,-0.002,-0.001,0.022,0.648,-0.487,190.31,-0.650000
20:51:48:598,0.017,-0.010,0.985,0.001,-0.001,-0.001,0.020,0.647,-0.493,191.09,0.780000
20:51:48:609,0.019,-0.010,0.984,0.001,-0.001,-0.001,0.021,0.653,-0.490,190.85,-0.240000
20:51:48:620,0.018,-0.010,0.984,0.001,-0.002,-0.000,0.021,0.656,-0.487,190.17,-0.680000
20:51:48:631,0.017,-0.009,0.983,0.001,-0.002,-0.001,0.020,0.649,-0.487,190.36,0.190000
20:51:48:642,0.018,-0.010,0.985,0.001,-0.001,-0.001,0.020,0.649,-0.494,190.52,0.160000
20:51:48:653,0.017,-0.010,0.984,0.001,-0.001,-0.001,0.018,0.650,-0.494,190.44,-0.080000
20:51:48:664,0.017,-0.010,0.985,0.001,-0.002,-0.001,0.021,0.652,-0.493,190.33,-0.110000
20:51:48:675,0.019,-0.010,0.984,0.001,-0.002,-0.000,0.018,0.647,-0.490,190.88,0.550000
20:51:48:686,0.018,-0.009,0.984,0.001,-0.002,0.000,0.018,0.648,-0.491,190.88,0.000000
20:51:48:697,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.020,0.646,-0.496,190.01,-0.870000
20:51:48:708,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.017,0.652,-0.492,190.17,0.160000
20:51:48:719,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.017,0.651,-0.492,190.32,0.150000
20:51:48:730,0.017,-0.010,0.985,0.001,-0.001,-0.001,0.020,0.651,-0.492,190.71,0.390000
20:51:48:742,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.022,0.652,-0.500,190.68,-0.030000
20:51:48:752,0.018,-0.009,0.984,0.001,-0.002,-0.001,0.021,0.649,-0.493,190.77,0.090000
20:51:48:763,0.018,-0.010,0.983,0.000,-0.001,-0.000,0.020,0.655,-0.489,190.15,-0.620000
20:51:48:774,0.017,-0.011,0.984,0.001,-0.001,-0.000,0.017,0.653,-0.489,191.17,1.020000
20:51:48:785,0.018,-0.009,0.984,0.001,-0.002,-0.001,0.020,0.652,-0.494,189.97,-1.200000
20:51:48:796,0.018,-0.010,0.985,0.001,-0.001,-0.001,0.018,0.655,-0.493,190.59,0.620000
20:51:48:807,0.019,-0.009,0.985,0.001,-0.001,-0.001,0.018,0.655,-0.493,190.51,-0.080000
20:51:48:818,0.018,-0.010,0.984,0.001,-0.001,-0.001,0.015,0.655,-0.494,190.51,0.000000
20:51:48:829,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.018,0.654,-0.490,189.75,-0.760000
20:51:48:840,0.016,-0.011,0.983,0.001,-0.002,-0.001,0.018,0.656,-0.486,190.09,0.340000
20:51:48:851,0.019,-0.010,0.983,0.001,-0.002,-0.001,0.025,0.655,-0.489,190.59,0.500000
20:51:48:862,0.018,-0.011,0.984,0.001,-0.002,-0.001,0.021,0.654,-0.494,190.17,-0.420000
20:51:48:873,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.021,0.649,-0.490,190.49,0.320000
20:51:48:884,0.019,-0.011,0.985,0.001,-0.001,-0.001,0.021,0.649,-0.490,190.37,-0.120000
20:51:48:895,0.019,-0.010,0.984,0.001,-0.002,-0.001,0.019,0.651,-0.492,190.96,0.590000
20:51:48:906,0.018,-0.010,0.985,0.001,-0.002,-0.001,0.021,0.652,-0.496,189.57,-1.390000
20:51:48:917,0.017,-0.009,0.985,0.001,-0.002,-0.001,0.016,0.653,-0.494,190.18,0.610000
20:51:48:928,0.018,-0.010,0.983,0.001,-0.001,-0.001,0.019,0.651,-0.494,190.51,0.330000
20:51:48:939,0.016,-0.010,0.984,0.001,-0.001,-0.001,0.016,0.649,-0.499,190.34,-0.170000
20:51:48:950,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.021,0.651,-0.495,190.29,-0.050000
20:51:48:961,0.017,-0.011,0.985,0.001,-0.002,-0.001,0.021,0.651,-0.495,190.67,0.380000
20:51:48:972,0.018,-0.009,0.985,0.001,-0.002,-0.001,0.017,0.652,-0.489,190.54,-0.130000
20:51:48:983,0.018,-0.010,0.985,0.001,-0.002,-0.000,0.016,0.652,-0.495,190.64,0.100000
20:51:48:994,0.019,-0.010,0.984,0.001,-0.002,-0.001,0.015,0.648,-0.496,190.26,-0.380000
20:51:49:005,0.018,-0.009,0.985,0.001,-0.001,-0.001,0.020,0.652,-0.494,190.59,0.330000
20:51:49:017,0.018,-0.010,0.984,0.001,-0.002,-0.000,0.016,0.652,-0.492,190.04,-0.550000
20:51:49:028,0.017,-0.010,0.984,0.001,-0.002,-0.000,0.015,0.650,-0.495,190.22,0.180000
20:51:49:039,0.017,-0.010,0.984,0.001,-0.001,-0.001,0.015,0.650,-0.495,190.68,0.460000
20:51:49:050,0.019,-0.011,0.983,0.001,-0.001,-0.001,0.020,0.652,-0.501,189.99,-0.690000
20:51:49:061,0.018,-0.010,0.983,0.001,-0.001,-0.001,0.018,0.652,-0.491,190.46,0.470000
20:51:49:072,0.018,-0.011,0.984,0.001,-0.002,-0.001,0.018,0.648,-0.497,189.89,-0.570000
20:51:49:083,0.018,-0.010,0.984,0.002,-0.002,-0.001,0.016,0.651,-0.501,190.33,0.440000
20:51:49:093,0.017,-0.011,0.985,0.001,-0.002,-0.001,0.018,0.645,-0.496,191.24,0.910000
20:51:49:104,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.021,0.648,-0.490,190.64,-0.600000
20:51:49:115,0.018,-0.010,0.985,0.001,-0.001,-0.001,0.021,0.648,-0.490,189.91,-0.730000
20:51:49:126,0.017,-0.010,0.986,0.001,-0.002,-0.001,0.018,0.651,-0.488,189.83,-0.080000
20:51:49:137,0.019,-0.010,0.983,0.001,-0.002,-0.001,0.018,0.651,-0.495,189.95,0.120000
20:51:49:148,0.018,-0.011,0.982,0.001,-0.002,-0.001,0.017,0.648,-0.493,190.24,0.290000
20:51:49:159,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.018,0.649,-0.494,190.30,0.060000
20:51:49:170,0.017,-0.010,0.985,0.001,-0.001,-0.001,0.019,0.652,-0.497,190.81,0.510000
20:51:49:182,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.020,0.652,-0.495,190.42,-0.390000
20:51:49:192,0.018,-0.010,0.984,0.001,-0.001,-0.001,0.020,0.652,-0.495,191.01,0.590000
20:51:49:203,0.018,-0.010,0.986,0.001,-0.002,-0.001,0.017,0.650,-0.491,190.59,-0.420000
20:51:49:214,0.018,-0.010,0.986,0.001,-0.002,-0.001,0.020,0.653,-0.490,190.83,0.240000
20:51:49:225,0.017,-0.009,0.983,0.001,-0.002,-0.001,0.019,0.652,-0.490,190.56,-0.270000
20:51:49:236,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.020,0.649,-0.488,190.37,-0.190000
20:51:49:247,0.016,-0.009,0.985,0.001,-0.002,-0.001,0.023,0.653,-0.489,190.63,0.260000
20:51:49:258,0.017,-0.010,0.984,0.001,-0.002,-0.000,0.023,0.649,-0.489,190.09,-0.540000
20:51:49:269,0.017,-0.010,0.983,0.001,-0.001,-0.001,0.023,0.649,-0.489,190.97,0.880000
20:51:49:280,0.016,-0.010,0.984,0.001,-0.002,-0.001,0.025,0.652,-0.490,190.69,-0.280000
20:51:49:291,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.022,0.645,-0.496,190.65,-0.040000
20:51:49:302,0.017,-0.009,0.984,0.001,-0.002,-0.000,0.026,0.649,-0.496,190.22,-0.430000
20:51:49:313,0.017,-0.011,0.984,0.001,-0.002,-0.001,0.022,0.643,-0.494,191.01,0.790000
20:51:49:325,0.017,-0.010,0.986,0.001,-0.001,-0.000,0.026,0.650,-0.493,189.72,-1.290000
20:51:49:336,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.023,0.646,-0.499,190.22,0.500000
20:51:49:347,0.018,-0.009,0.985,0.001,-0.002,-0.001,0.023,0.646,-0.499,190.28,0.060000
20:51:49:358,0.018,-0.009,0.984,0.001,-0.001,-0.001,0.020,0.648,-0.497,190.15,-0.130000
20:51:49:369,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.021,0.643,-0.497,190.43,0.280000
20:51:49:380,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.022,0.646,-0.494,190.05,-0.380000
20:51:49:390,0.017,-0.009,0.985,0.001,-0.002,-0.000,0.024,0.641,-0.495,190.48,0.430000
20:51:49:401,0.018,-0.010,0.984,0.001,-0.001,-0.001,0.020,0.645,-0.495,190.38,-0.100000
20:51:49:412,0.018,-0.011,0.984,0.001,-0.001,-0.000,0.022,0.646,-0.494,190.66,0.280000
20:51:49:423,0.016,-0.009,0.984,0.001,-0.002,-0.001,0.022,0.646,-0.492,190.94,0.280000
20:51:49:434,0.018,-0.009,0.983,0.001,-0.001,-0.001,0.020,0.648,-0.492,191.08,0.140000
20:51:49:446,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.019,0.643,-0.491,190.18,-0.900000
20:51:49:456,0.019,-0.010,0.985,0.001,-0.002,-0.001,0.024,0.643,-0.497,190.70,0.520000
20:51:49:467,0.017,-0.009,0.986,0.001,-0.002,-0.001,0.027,0.647,-0.491,190.40,-0.300000
20:51:49:478,0.017,-0.010,0.985,0.001,-0.002,-0.001,0.021,0.652,-0.489,190.93,0.530000
20:51:49:489,0.018,-0.010,0.984,0.001,-0.002,-0.000,0.023,0.646,-0.492,190.39,-0.540000
20:51:49:500,0.018,-0.009,0.984,0.001,-0.001,-0.001,0.024,0.646,-0.489,190.30,-0.090000
20:51:49:511,0.017,-0.010,0.983,0.001,-0.001,-0.001,0.024,0.646,-0.489,190.82,0.520000
20:51:49:522,0.018,-0.011,0.983,0.001,-0.001,-0.001,0.022,0.648,-0.492,190.91,0.090000
20:51:49:533,0.018,-0.011,0.985,0.001,-0.002,-0.001,0.021,0.649,-0.495,190.50,-0.410000
