t,ax,ay,az,gx,gy,gz,mx,my,mz,altitude,ral
20:51:38:313,0.018,-0.009,0.985,0.001,-0.002,-0.001,0.020,0.652,-0.490,190.33,-0.190000
20:51:38:324,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.020,0.652,-0.490,190.26,-0.070000
20:51:38:335,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.018,0.646,-0.491,190.44,0.180000
20:51:38:346,0.018,-0.010,0.986,0.000,-0.002,-0.001,0.021,0.646,-0.492,189.89,-0.550000
20:51:38:357,0.018,-0.010,0.984,0.000,-0.002,-0.001,0.017,0.647,-0.496,190.15,0.260000
20:51:38:368,0.018,-0.010,0.985,0.001,-0.002,-0.000,0.017,0.647,-0.494,190.04,-0.110000
20:51:38:379,0.018,-0.010,0.984,0.001,-0.001,-0.001,0.020,0.647,-0.495,190.30,0.260000
20:51:38:391,0.018,-0.010,0.984,0.001,-0.002,-0.000,0.023,0.652,-0.493,190.07,-0.230000
20:51:38:401,0.017,-0.011,0.983,0.001,-0.001,-0.001,0.023,0.652,-0.493,190.35,0.280000
20:51:38:413,0.015,-0.010,0.986,0.001,-0.002,-0.001,0.026,0.647,-0.492,190.28,-0.070000
20:51:38:423,0.018,-0.009,0.985,0.001,-0.002,-0.001,0.024,0.653,-0.501,190.15,-0.130000
20:51:38:434,0.017,-0.010,0.985,0.001,-0.002,-0.001,0.017,0.648,-0.496,190.59,0.440000
20:51:38:446,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.020,0.650,-0.491,190.34,-0.250000
20:51:38:456,0.017,-0.010,0.985,0.001,-0.002,-0.001,0.021,0.650,-0.489,190.79,0.450000
20:51:38:467,0.018,-0.010,0.985,0.001,-0.002,-0.001,0.021,0.648,-0.485,190.69,-0.100000
20:51:38:478,0.018,-0.010,0.985,0.001,-0.001,-0.000,0.021,0.648,-0.485,189.94,-0.750000
20:51:38:489,0.017,-0.010,0.985,0.001,-0.002,-0.001,0.021,0.648,-0.485,190.96,1.020000
20:51:38:500,0.016,-0.011,0.985,0.001,-0.002,-0.000,0.018,0.649,-0.489,190.50,-0.460000
20:51:38:511,0.017,-0.010,0.985,0.001,-0.002,-0.001,0.021,0.648,-0.484,189.93,-0.570000
20:51:38:522,0.016,-0.009,0.984,0.001,-0.001,-0.001,0.022,0.646,-0.490,190.04,0.110000
20:51:38:533,0.018,-0.009,0.983,0.001,-0.002,-0.001,0.019,0.648,-0.492,190.86,0.820000
20:51:38:544,0.017,-0.009,0.985,0.001,-0.001,-0.001,0.022,0.652,-0.493,189.52,-1.340000
20:51:38:555,0.017,-0.010,0.984,0.001,-0.002,-0.000,0.022,0.652,-0.493,190.08,0.560000
20:51:38:566,0.017,-0.011,0.986,0.001,-0.001,-0.001,0.024,0.652,-0.489,190.65,0.570000
20:51:38:577,0.017,-0.009,0.983,0.001,-0.002,-0.000,0.018,0.647,-0.483,190.60,-0.050000
20:51:38:588,0.017,-0.010,0.986,0.001,-0.002,-0.001,0.021,0.649,-0.488,190.75,0.150000
20:51:38:599,0.018,-0.011,0.986,0.001,-0.002,-0.000,0.021,0.650,-0.491,190.12,-0.630000
20:51:38:610,0.018,-0.009,0.985,0.001,-0.002,-0.001,0.023,0.645,-0.487,190.03,-0.090000
20:51:38:621,0.016,-0.011,0.984,0.001,-0.002,-0.001,0.022,0.648,-0.493,190.01,-0.020000
20:51:38:632,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.022,0.648,-0.493,190.35,0.340000
20:51:38:643,0.018,-0.010,0.985,0.001,-0.002,-0.001,0.026,0.650,-0.485,189.86,-0.490000
20:51:38:654,0.017,-0.009,0.984,0.001,-0.002,-0.001,0.025,0.647,-0.494,190.38,0.520000
20:51:38:665,0.018,-0.010,0.985,0.001,-0.001,-0.001,0.025,0.649,-0.493,191.00,0.620000
20:51:38:676,0.017,-0.010,0.982,0.001,-0.001,-0.001,0.022,0.648,-0.487,190.32,-0.680000
20:51:38:687,0.017,-0.010,0.985,0.001,-0.002,-0.001,0.021,0.649,-0.493,189.92,-0.400000
20:51:38:698,0.016,-0.010,0.984,0.001,-0.002,-0.001,0.024,0.648,-0.489,190.57,0.650000
20:51:38:709,0.019,-0.010,0.986,0.001,-0.002,-0.001,0.024,0.648,-0.489,190.35,-0.220000
20:51:38:720,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.024,0.649,-0.496,190.27,-0.080000
20:51:38:731,0.016,-0.010,0.986,0.001,-0.002,-0.001,0.023,0.647,-0.496,190.34,0.070000
20:51:38:742,0.017,-0.009,0.986,0.001,-0.002,-0.001,0.018,0.651,-0.489,189.82,-0.520000
20:51:38:753,0.017,-0.010,0.985,0.001,-0.002,-0.001,0.019,0.650,-0.490,190.12,0.300000
20:51:38:764,0.018,-0.009,0.982,0.001,-0.002,-0.001,0.018,0.651,-0.490,190.16,0.040000
20:51:38:775,0.017,-0.010,0.984,0.000,-0.002,-0.001,0.023,0.642,-0.491,189.95,-0.210000
20:51:38:786,0.017,-0.010,0.985,0.001,-0.002,-0.000,0.023,0.642,-0.491,190.95,1.000000
20:51:38:797,0.018,-0.010,0.983,0.001,-0.001,-0.001,0.023,0.645,-0.487,190.20,-0.750000
20:51:38:808,0.017,-0.010,0.985,0.001,-0.002,-0.001,0.020,0.643,-0.485,189.96,-0.240000
20:51:38:819,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.018,0.646,-0.485,190.29,0.330000
20:51:38:830,0.017,-0.010,0.985,0.001,-0.002,-0.001,0.019,0.648,-0.496,190.12,-0.170000
20:51:38:841,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.019,0.645,-0.493,189.61,-0.510000
20:51:38:852,0.016,-0.010,0.984,0.001,-0.002,-0.001,0.015,0.647,-0.492,190.32,0.710000
20:51:38:863,0.017,-0.010,0.986,0.001,-0.001,-0.001,0.015,0.647,-0.493,190.53,0.210000
20:51:38:874,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.019,0.650,-0.493,190.11,-0.420000
20:51:38:885,0.017,-0.010,0.986,0.001,-0.001,-0.001,0.025,0.647,-0.490,190.30,0.190000
20:51:38:896,0.018,-0.010,0.983,0.001,-0.001,-0.001,0.020,0.650,-0.492,190.06,-0.240000
20:51:38:907,0.018,-0.010,0.984,0.001,-0.001,-0.001,0.024,0.652,-0.496,190.12,0.060000
20:51:38:918,0.017,-0.010,0.985,0.001,-0.001,-0.001,0.019,0.652,-0.493,190.61,0.490000
20:51:38:929,0.018,-0.009,0.985,0.001,-0.001,-0.001,0.022,0.653,-0.495,190.34,-0.270000
20:51:38:940,0.016,-0.011,0.984,0.001,-0.002,-0.001,0.022,0.652,-0.494,190.24,-0.100000
20:51:38:951,0.017,-0.009,0.985,0.001,-0.001,-0.001,0.021,0.652,-0.494,189.95,-0.290000
20:51:38:962,0.017,-0.010,0.984,0.001,-0.001,-0.001,0.018,0.653,-0.497,190.18,0.230000
20:51:38:973,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.023,0.652,-0.501,190.33,0.150000
20:51:38:984,0.018,-0.010,0.985,0.001,-0.001,-0.000,0.023,0.652,-0.499,189.47,-0.860000
20:51:38:995,0.017,-0.010,0.985,0.001,-0.001,-0.001,0.023,0.650,-0.495,190.04,0.570000
20:51:39:006,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.018,0.654,-0.496,190.46,0.420000
20:51:39:018,0.019,-0.010,0.984,0.001,-0.001,-0.001,0.021,0.651,-0.494,189.86,-0.600000
20:51:39:029,0.018,-0.010,0.986,0.001,-0.002,-0.001,0.021,0.651,-0.494,190.79,0.930000
20:51:39:040,0.018,-0.010,0.982,0.001,-0.002,-0.001,0.021,0.655,-0.493,190.46,-0.330000
20:51:39:051,0.017,-0.009,0.983,0.002,-0.002,-0.001,0.026,0.650,-0.500,190.67,0.210000
20:51:39:061,0.018,-0.011,0.985,0.001,-0.002,-0.000,0.017,0.651,-0.495,189.94,-0.730000
20:51:39:072,0.017,-0.011,0.985,0.001,-0.001,-0.001,0.023,0.650,-0.497,190.05,0.110000
20:51:39:083,0.018,-0.010,0.985,0.001,-0.001,-0.001,0.018,0.653,-0.495,189.96,-0.090000
20:51:39:094,0.018,-0.009,0.983,0.001,-0.002,-0.001,0.022,0.647,-0.501,190.61,0.650000
20:51:39:105,0.017,-0.009,0.985,0.001,-0.002,-0.001,0.022,0.647,-0.501,190.04,-0.570000
20:51:39:116,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.021,0.648,-0.491,189.73,-0.310000
20:51:39:127,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.023,0.650,-0.497,190.70,0.970000
20:51:39:138,0.016,-0.009,0.985,0.001,-0.002,-0.001,0.021,0.653,-0.495,190.71,0.010000
20:51:39:149,0.017,-0.009,0.986,0.001,-0.002,-0.001,0.020,0.652,-0.495,190.00,-0.710000
20:51:39:160,0.017,-0.010,0.984,0.001,-0.001,-0.001,0.020,0.649,-0.494,189.89,-0.110000
20:51:39:171,0.018,-0.010,0.985,0.001,-0.002,-0.001,0.018,0.655,-0.492,190.11,0.220000
20:51:39:182,0.018,-0.010,0.987,0.001,-0.002,-0.001,0.018,0.655,-0.492,190.42,0.310000
20:51:39:194,0.018,-0.010,0.984,0.001,-0.001,-0.001,0.019,0.654,-0.491,189.58,-0.840000
20:51:39:204,0.017,-0.010,0.984,0.002,-0.001,-0.001,0.022,0.651,-0.487,190.75,1.170000
20:51:39:215,0.016,-0.010,0.985,0.001,-0.001,-0.001,0.023,0.651,-0.497,190.18,-0.570000
20:51:39:226,0.018,-0.010,0.986,0.001,-0.001,-0.001,0.022,0.648,-0.494,190.23,0.050000
20:51:39:237,0.018,-0.009,0.982,0.001,-0.001,-0.001,0.027,0.650,-0.492,190.67,0.440000
20:51:39:248,0.018,-0.010,0.985,0.001,-0.001,-0.001,0.023,0.649,-0.496,190.25,-0.420000
20:51:39:259,0.017,-0.010,0.984,0.001,-0.001,-0.001,0.023,0.649,-0.496,190.14,-0.110000
20:51:39:270,0.017,-0.010,0.986,0.001,-0.002,-0.001,0.021,0.647,-0.498,190.50,0.360000
20:51:39:281,0.018,-0.010,0.984,0.001,-0.001,-0.001,0.021,0.651,-0.496,190.83,0.330000
20:51:39:292,0.018,-0.010,0.985,0.001,-0.002,-0.001,0.019,0.649,-0.486,189.96,-0.870000
20:51:39:303,0.016,-0.010,0.986,0.001,-0.002,-0.001,0.019,0.652,-0.493,190.01,0.050000
20:51:39:314,0.017,-0.010,0.986,0.001,-0.001,-0.001,0.022,0.648,-0.496,190.93,0.920000
20:51:39:325,0.017,-0.010,0.984,0.001,-0.001,-0.001,0.019,0.650,-0.498,189.92,-1.010000
20:51:39:336,0.016,-0.009,0.985,0.001,-0.001,-0.001,0.019,0.650,-0.498,190.53,0.610000
20:51:39:347,0.018,-0.011,0.984,0.001,-0.002,-0.001,0.022,0.650,-0.492,190.21,-0.320000
20:51:39:358,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.018,0.650,-0.489,190.20,-0.010000
20:51:39:369,0.017,-0.010,0.986,0.001,-0.002,-0.001,0.023,0.648,-0.493,190.67,0.470000
20:51:39:380,0.017,-0.010,0.986,0.001,-0.002,-0.001,0.018,0.645,-0.493,190.36,-0.310000
20:51:39:391,0.017,-0.009,0.985,0.001,-0.002,-0.001,0.021,0.646,-0.492,189.96,-0.400000
20:51:39:402,0.017,-0.009,0.985,0.001,-0.001,-0.001,0.021,0.647,-0.494,190.63,0.670000
20:51:39:413,0.018,-0.010,0.985,0.001,-0.001,-0.001,0.021,0.647,-0.494,190.11,-0.520000
20:51:39:424,0.018,-0.009,0.985,0.001,-0.001,-0.001,0.026,0.650,-0.496,190.50,0.390000
20:51:39:435,0.017,-0.010,0.984,0.001,-0.002,-0.000,0.019,0.645,-0.493,190.68,0.180000
20:51:39:446,0.018,-0.010,0.984,0.001,-0.002,-0.000,0.019,0.651,-0.489,190.25,-0.430000
20:51:39:457,0.018,-0.009,0.985,0.001,-0.002,-0.001,0.021,0.649,-0.496,189.78,-0.470000
20:51:39:468,0.017,-0.009,0.985,0.001,-0.002,-0.001,0.019,0.652,-0.494,190.46,0.680000
20:51:39:479,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.021,0.648,-0.493,189.76,-0.700000
20:51:39:490,0.017,-0.009,0.985,0.000,-0.002,-0.001,0.021,0.648,-0.493,190.48,0.720000
20:51:39:501,0.018,-0.009,0.984,0.001,-0.001,-0.000,0.022,0.652,-0.493,189.85,-0.630000
20:51:39:512,0.017,-0.010,0.983,0.001,-0.002,-0.001,0.023,0.651,-0.498,190.09,0.240000
20:51:39:524,0.018,-0.009,0.984,0.001,-0.002,-0.000,0.022,0.654,-0.498,190.39,0.300000
20:51:39:534,0.017,-0.011,0.985,0.001,-0.002,-0.001,0.024,0.654,-0.495,190.57,0.180000
20:51:39:546,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.021,0.651,-0.496,189.93,-0.640000
20:51:39:556,0.017,-0.010,0.985,0.001,-0.002,-0.001,0.021,0.654,-0.498,190.50,0.570000
20:51:39:567,0.019,-0.010,0.986,0.001,-0.002,-0.001,0.021,0.654,-0.498,190.05,-0.450000
20:51:39:578,0.017,-0.009,0.986,0.001,-0.001,-0.000,0.023,0.653,-0.496,190.25,0.200000
20:51:39:589,0.017,-0.008,0.984,0.001,-0.001,-0.000,0.026,0.651,-0.492,190.86,0.610000
20:51:39:600,0.018,-0.009,0.984,0.001,-0.002,-0.001,0.025,0.653,-0.498,190.32,-0.540000
20:51:39:611,0.016,-0.010,0.985,0.001,-0.002,-0.000,0.023,0.652,-0.492,189.88,-0.440000
20:51:39:622,0.017,-0.010,0.986,0.001,-0.002,-0.001,0.022,0.652,-0.489,190.65,0.770000
20:51:39:633,0.016,-0.010,0.983,0.001,-0.001,-0.001,0.024,0.652,-0.493,189.98,-0.670000
20:51:39:644,0.019,-0.010,0.984,0.001,-0.001,-0.001,0.024,0.652,-0.492,191.12,1.140000
20:51:39:655,0.019,-0.009,0.984,0.001,-0.002,-0.000,0.024,0.650,-0.492,190.58,-0.540000
20:51:39:666,0.018,-0.009,0.985,0.001,-0.002,-0.001,0.020,0.651,-0.497,189.63,-0.950000
20:51:39:677,0.018,-0.009,0.983,0.001,-0.002,-0.001,0.022,0.652,-0.494,189.90,0.270000
20:51:39:688,0.017,-0.010,0.985,0.001,-0.001,-0.001,0.020,0.650,-0.491,190.62,0.720000
20:51:39:699,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.016,0.647,-0.496,190.06,-0.560000
20:51:39:710,0.016,-0.011,0.984,0.001,-0.001,-0.001,0.021,0.649,-0.489,190.19,0.130000
20:51:39:721,0.017,-0.011,0.984,0.001,-0.002,-0.001,0.021,0.647,-0.491,190.33,0.140000
20:51:39:732,0.018,-0.010,0.985,0.001,-0.002,-0.001,0.016,0.647,-0.491,190.35,0.020000
20:51:39:743,0.019,-0.010,0.983,0.001,-0.002,-0.001,0.020,0.652,-0.491,190.52,0.170000
20:51:39:754,0.017,-0.010,0.983,0.001,-0.002,-0.001,0.017,0.645,-0.488,189.78,-0.740000
20:51:39:765,0.017,-0.010,0.985,0.001,-0.002,-0.001,0.018,0.649,-0.489,189.85,0.070000
20:51:39:776,0.017,-0.010,0.986,0.001,-0.002,-0.001,0.020,0.654,-0.487,190.36,0.510000
20:51:39:788,0.017,-0.010,0.985,0.001,-0.002,-0.001,0.019,0.651,-0.488,189.47,-0.890000
20:51:39:799,0.018,-0.010,0.985,0.001,-0.002,-0.001,0.023,0.651,-0.490,190.35,0.880000
20:51:39:810,0.017,-0.009,0.986,0.001,-0.002,-0.001,0.023,0.651,-0.490,190.23,-0.120000
20:51:39:820,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.020,0.650,-0.490,190.50,0.270000
20:51:39:832,0.019,-0.010,0.982,0.001,-0.002,-0.001,0.022,0.649,-0.491,190.30,-0.200000
20:51:39:842,0.019,-0.010,0.983,0.002,-0.002,-0.001,0.020,0.652,-0.491,190.15,-0.150000
20:51:39:854,0.018,-0.009,0.986,0.001,-0.002,-0.001,0.019,0.649,-0.492,190.74,0.590000
20:51:39:864,0.018,-0.011,0.986,0.001,-0.002,-0.001,0.019,0.648,-0.489,190.29,-0.450000
20:51:39:875,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.020,0.650,-0.488,189.61,-0.680000
20:51:39:886,0.018,-0.009,0.985,0.001,-0.002,-0.001,0.020,0.650,-0.488,190.94,1.330000
20:51:39:897,0.018,-0.009,0.985,0.001,-0.001,-0.000,0.017,0.648,-0.483,190.08,-0.860000
20:51:39:908,0.018,-0.009,0.984,0.001,-0.001,-0.001,0.022,0.644,-0.484,189.82,-0.260000
20:51:39:919,0.017,-0.011,0.986,0.001,-0.002,-0.001,0.018,0.645,-0.479,190.54,0.720000
20:51:39:930,0.017,-0.009,0.985,0.001,-0.002,-0.001,0.021,0.644,-0.486,189.64,-0.900000
20:51:39:941,0.019,-0.010,0.984,0.001,-0.002,-0.001,0.018,0.644,-0.487,189.96,0.320000
20:51:39:952,0.017,-0.010,0.984,0.001,-0.001,-0.000,0.019,0.648,-0.485,190.13,0.170000
20:51:39:963,0.018,-0.009,0.986,0.001,-0.002,-0.001,0.019,0.648,-0.485,190.13,0.000000
20:51:39:974,0.017,-0.010,0.986,0.001,-0.001,-0.001,0.023,0.645,-0.481,190.48,0.350000
20:51:39:985,0.017,-0.010,0.983,0.001,-0.001,-0.001,0.019,0.648,-0.485,190.22,-0.260000
20:51:39:996,0.017,-0.010,0.983,0.001,-0.001,-0.001,0.022,0.646,-0.485,190.83,0.610000
20:51:40:007,0.018,-0.010,0.985,0.001,-0.002,-0.001,0.020,0.650,-0.483,190.43,-0.400000
20:51:40:018,0.017,-0.010,0.985,0.001,-0.002,-0.001,0.023,0.649,-0.478,190.30,-0.130000
20:51:40:029,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.022,0.648,-0.478,190.15,-0.150000
20:51:40:041,0.017,-0.010,0.984,0.001,-0.001,-0.001,0.022,0.648,-0.478,190.00,-0.150000
20:51:40:051,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.023,0.649,-0.485,190.55,0.550000
20:51:40:062,0.017,-0.009,0.985,0.001,-0.002,-0.001,0.023,0.649,-0.481,190.43,-0.120000
20:51:40:073,0.018,-0.010,0.983,0.001,-0.002,-0.001,0.020,0.649,-0.480,189.64,-0.790000
20:51:40:084,0.017,-0.010,0.985,0.001,-0.002,-0.000,0.022,0.650,-0.487,190.79,1.150000
20:51:40:095,0.018,-0.011,0.984,0.001,-0.002,-0.000,0.019,0.650,-0.488,190.11,-0.680000
20:51:40:106,0.017,-0.010,0.983,0.001,-0.002,-0.001,0.019,0.646,-0.493,189.66,-0.450000
20:51:40:117,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.019,0.646,-0.493,189.60,-0.060000
20:51:40:128,0.019,-0.009,0.984,0.001,-0.002,-0.001,0.026,0.649,-0.491,190.72,1.120000
20:51:40:139,0.018,-0.010,0.984,0.001,-0.001,-0.000,0.021,0.645,-0.484,189.84,-0.880000
20:51:40:150,0.017,-0.009,0.984,0.001,-0.001,-0.001,0.021,0.646,-0.484,190.27,0.430000
20:51:40:161,0.018,-0.010,0.985,0.002,-0.002,-0.001,0.020,0.642,-0.483,190.22,-0.050000
20:51:40:172,0.019,-0.010,0.983,0.001,-0.002,-0.001,0.023,0.650,-0.488,189.28,-0.940000
20:51:40:183,0.017,-0.010,0.985,0.000,-0.002,-0.001,0.015,0.649,-0.488,190.96,1.680000
20:51:40:194,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.015,0.649,-0.488,190.43,-0.530000
20:51:40:205,0.019,-0.010,0.984,0.001,-0.002,-0.001,0.021,0.652,-0.490,190.49,0.060000
20:51:40:216,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.017,0.653,-0.491,190.15,-0.340000
20:51:40:227,0.019,-0.010,0.986,0.001,-0.002,-0.001,0.021,0.651,-0.492,190.02,-0.130000
20:51:40:238,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.024,0.650,-0.489,189.63,-0.390000
20:51:40:249,0.017,-0.010,0.983,0.001,-0.002,-0.001,0.022,0.651,-0.486,190.23,0.600000
20:51:40:260,0.016,-0.009,0.985,0.001,-0.002,-0.000,0.019,0.651,-0.487,190.35,0.120000
20:51:40:271,0.017,-0.011,0.984,0.001,-0.002,-0.001,0.019,0.651,-0.487,190.03,-0.320000
20:51:40:282,0.017,-0.009,0.984,0.001,-0.001,-0.001,0.021,0.652,-0.484,189.75,-0.280000
20:51:40:294,0.016,-0.011,0.984,0.001,-0.002,-0.001,0.020,0.648,-0.488,190.28,0.530000
20:51:40:305,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.019,0.651,-0.483,190.50,0.220000
20:51:40:316,0.017,-0.010,0.983,0.001,-0.002,-0.001,0.019,0.644,-0.486,190.28,-0.220000
20:51:40:327,0.017,-0.009,0.985,0.001,-0.002,-0.000,0.021,0.649,-0.487,190.74,0.460000
20:51:40:337,0.018,-0.009,0.986,0.001,-0.002,-0.001,0.026,0.648,-0.489,190.68,-0.060000
20:51:40:348,0.018,-0.009,0.985,0.001,-0.002,-0.001,0.026,0.648,-0.489,190.31,-0.370000
20:51:40:360,0.017,-0.010,0.983,0.001,-0.002,-0.001,0.022,0.645,-0.483,190.22,-0.090000
20:51:40:370,0.018,-0.010,0.985,0.001,-0.002,-0.001,0.023,0.646,-0.490,189.91,-0.310000
20:51:40:381,0.018,-0.010,0.985,0.001,-0.002,-0.001,0.024,0.647,-0.490,189.93,0.020000
20:51:40:392,0.017,-0.009,0.984,0.001,-0.002,-0.001,0.024,0.648,-0.486,190.54,0.610000
20:51:40:403,0.018,-0.010,0.985,0.001,-0.002,-0.001,0.019,0.649,-0.486,190.57,0.030000
20:51:40:414,0.016,-0.009,0.984,0.001,-0.002,-0.001,0.020,0.652,-0.487,190.24,-0.330000
20:51:40:425,0.018,-0.011,0.985,0.001,-0.001,-0.001,0.020,0.652,-0.487,189.96,-0.280000
20:51:40:436,0.018,-0.010,0.986,0.001,-0.002,-0.001,0.021,0.647,-0.487,190.20,0.240000
20:51:40:447,0.017,-0.009,0.985,0.001,-0.002,-0.001,0.019,0.649,-0.490,190.06,-0.140000
20:51:40:458,0.017,-0.011,0.984,0.001,-0.001,-0.001,0.020,0.647,-0.492,190.71,0.650000
20:51:40:469,0.017,-0.010,0.983,0.001,-0.001,-0.001,0.021,0.646,-0.484,190.03,-0.680000
20:51:40:480,0.017,-0.011,0.985,0.001,-0.001,-0.001,0.018,0.648,-0.488,189.97,-0.060000
20:51:40:491,0.016,-0.010,0.984,0.001,-0.002,-0.000,0.022,0.648,-0.490,190.58,0.610000
20:51:40:502,0.017,-0.010,0.984,0.001,-0.002,-0.000,0.022,0.650,-0.496,190.45,-0.130000
20:51:40:513,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.019,0.650,-0.496,190.26,-0.190000
20:51:40:524,0.017,-0.009,0.986,0.001,-0.002,-0.000,0.021,0.652,-0.488,190.09,-0.170000
20:51:40:535,0.017,-0.009,0.985,0.001,-0.001,-0.000,0.023,0.649,-0.490,189.71,-0.380000
20:51:40:547,0.018,-0.009,0.983,0.001,-0.001,-0.001,0.019,0.651,-0.487,189.81,0.100000
20:51:40:557,0.016,-0.010,0.986,0.001,-0.002,-0.001,0.021,0.652,-0.490,190.50,0.690000
20:51:40:568,0.018,-0.009,0.984,0.001,-0.001,-0.001,0.015,0.650,-0.491,190.62,0.120000
20:51:40:579,0.017,-0.009,0.985,0.001,-0.001,-0.001,0.019,0.652,-0.485,191.15,0.530000
20:51:40:590,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.019,0.652,-0.485,189.76,-1.390000
20:51:40:601,0.018,-0.009,0.985,0.001,-0.002,-0.001,0.018,0.651,-0.486,190.81,1.050000
20:51:40:612,0.018,-0.009,0.984,0.001,-0.002,-0.001,0.024,0.652,-0.490,190.53,-0.280000
20:51:40:623,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.019,0.650,-0.491,190.36,-0.170000
20:51:40:634,0.018,-0.010,0.986,0.001,-0.001,-0.000,0.023,0.647,-0.487,190.43,0.070000
20:51:40:645,0.017,-0.010,0.983,0.001,-0.001,-0.001,0.020,0.648,-0.484,190.16,-0.270000
20:51:40:656,0.018,-0.010,0.985,0.001,-0.002,-0.001,0.025,0.648,-0.484,190.23,0.070000
20:51:40:667,0.017,-0.010,0.985,0.001,-0.002,-0.001,0.025,0.648,-0.484,190.28,0.050000
20:51:40:678,0.016,-0.011,0.985,0.001,-0.002,-0.001,0.024,0.648,-0.482,189.93,-0.350000
20:51:40:689,0.017,-0.011,0.984,0.001,-0.002,-0.001,0.019,0.646,-0.487,190.60,0.670000
20:51:40:700,0.018,-0.010,0.984,0.001,-0.001,-0.000,0.020,0.647,-0.486,190.17,-0.430000
20:51:40:711,0.018,-0.009,0.984,0.001,-0.001,-0.001,0.022,0.646,-0.484,190.34,0.170000
20:51:40:722,0.017,-0.009,0.985,0.001,-0.001,-0.001,0.019,0.648,-0.491,189.52,-0.820000
20:51:40:733,0.017,-0.011,0.983,0.001,-0.001,-0.001,0.022,0.651,-0.487,190.58,1.060000
20:51:40:744,0.017,-0.010,0.983,0.001,-0.002,-0.001,0.022,0.651,-0.487,190.06,-0.520000
20:51:40:755,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.022,0.650,-0.489,190.25,0.190000
20:51:40:766,0.017,-0.011,0.984,0.001,-0.001,-0.001,0.023,0.651,-0.487,189.76,-0.490000
20:51:40:777,0.017,-0.010,0.985,0.001,-0.002,-0.001,0.018,0.647,-0.488,190.16,0.400000
20:51:40:788,0.017,-0.009,0.985,0.001,-0.001,-0.001,0.021,0.647,-0.485,190.75,0.590000
20:51:40:799,0.017,-0.009,0.985,0.001,-0.001,-0.001,0.021,0.650,-0.491,190.08,-0.670000
20:51:40:810,0.017,-0.009,0.985,0.001,-0.001,-0.001,0.020,0.648,-0.488,190.37,0.290000
20:51:40:821,0.018,-0.010,0.985,0.001,-0.002,-0.001,0.020,0.648,-0.488,189.88,-0.490000
20:51:40:832,0.015,-0.010,0.985,0.001,-0.002,-0.001,0.019,0.645,-0.489,190.61,0.730000
20:51:40:843,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.017,0.646,-0.489,190.20,-0.410000
20:51:40:854,0.018,-0.009,0.983,0.000,-0.002,-0.001,0.022,0.648,-0.486,190.63,0.430000
20:51:40:865,0.018,-0.010,0.984,0.001,-0.002,-0.001,0.022,0.649,-0.488,190.14,-0.490000
20:51:40:876,0.018,-0.010,0.985,0.001,-0.001,-0.000,0.023,0.649,-0.489,190.52,0.380000
20:51:40:887,0.018,-0.011,0.984,0.001,-0.001,-0.000,0.022,0.646,-0.491,190.88,0.360000
20:51:40:898,0.018,-0.008,0.985,0.001,-0.002,0.000,0.022,0.646,-0.491,190.52,-0.360000
20:51:40:909,0.018,-0.011,0.985,0.001,-0.002,-0.001,0.024,0.648,-0.485,190.15,-0.370000
20:51:40:921,0.018,-0.010,0.983,0.001,-0.001,-0.001,0.017,0.647,-0.484,189.79,-0.360000
20:51:40:931,0.018,-0.009,0.984,0.001,-0.001,-0.001,0.025,0.650,-0.488,190.04,0.250000
20:51:40:943,0.017,-0.009,0.984,0.001,-0.002,-0.001,0.022,0.647,-0.495,190.49,0.450000
20:51:40:954,0.017,-0.010,0.985,0.001,-0.002,-0.001,0.023,0.651,-0.498,189.75,-0.740000
20:51:40:964,0.017,-0.010,0.984,0.001,-0.002,-0.001,0.023,0.651,-0.494,190.62,0.870000
