t,ax,ay,az,gx,gy,gz,mx,my,mz,altitude,ral
21:25:44:327,-0.001,-0.022,0.980,0.000,-0.002,-0.001,-0.432,0.277,-0.508,191.73,-0.230000
21:25:44:338,-0.002,-0.022,0.982,0.001,-0.002,-0.001,-0.433,0.275,-0.506,191.45,-0.280000
21:25:44:349,-0.001,-0.022,0.981,0.001,-0.002,-0.001,-0.429,0.277,-0.503,191.79,0.340000
21:25:44:360,-0.001,-0.022,0.982,0.001,-0.002,-0.001,-0.431,0.279,-0.512,192.28,0.490000
21:25:44:371,-0.002,-0.022,0.980,0.001,-0.001,-0.001,-0.424,0.278,-0.505,191.60,-0.680000
21:25:44:382,-0.002,-0.022,0.980,0.000,-0.002,-0.001,-0.430,0.278,-0.516,191.89,0.290000
21:25:44:393,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.434,0.280,-0.511,191.60,-0.290000
21:25:44:404,-0.002,-0.022,0.983,0.001,-0.001,-0.001,-0.434,0.280,-0.511,192.43,0.830000
21:25:44:415,-0.001,-0.022,0.981,0.001,-0.002,-0.001,-0.429,0.278,-0.508,192.19,-0.240000
21:25:44:426,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.429,0.278,-0.520,191.87,-0.320000
21:25:44:437,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.425,0.280,-0.507,191.73,-0.140000
21:25:44:448,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.429,0.279,-0.506,191.58,-0.150000
21:25:44:459,-0.002,-0.022,0.981,0.001,-0.001,-0.001,-0.428,0.277,-0.511,192.08,0.500000
21:25:44:470,-0.002,-0.022,0.981,0.001,-0.002,-0.001,-0.427,0.277,-0.509,192.19,0.110000
21:25:44:481,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.427,0.277,-0.510,191.79,-0.400000
21:25:44:492,-0.002,-0.024,0.983,0.001,-0.002,-0.001,-0.427,0.277,-0.510,192.06,0.270000
21:25:44:503,-0.002,-0.023,0.979,0.001,-0.002,-0.001,-0.430,0.278,-0.505,191.86,-0.200000
21:25:44:514,-0.001,-0.023,0.979,0.000,-0.002,-0.001,-0.431,0.279,-0.514,192.09,0.230000
21:25:44:525,-0.002,-0.021,0.982,0.001,-0.001,-0.001,-0.427,0.274,-0.507,192.33,0.240000
21:25:44:536,-0.001,-0.022,0.981,0.001,-0.001,-0.000,-0.430,0.281,-0.502,192.20,-0.130000
21:25:44:547,-0.001,-0.022,0.981,0.001,-0.002,-0.001,-0.430,0.279,-0.509,192.18,-0.020000
21:25:44:558,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.430,0.279,-0.507,192.05,-0.130000
21:25:44:569,-0.002,-0.022,0.983,0.001,-0.002,-0.001,-0.431,0.279,-0.507,191.88,-0.170000
21:25:44:580,-0.001,-0.022,0.981,0.001,-0.001,-0.000,-0.428,0.279,-0.509,191.56,-0.320000
21:25:44:591,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.429,0.279,-0.508,192.61,1.050000
21:25:44:602,-0.001,-0.023,0.980,0.001,-0.001,-0.001,-0.431,0.281,-0.516,192.05,-0.560000
21:25:44:613,-0.001,-0.022,0.982,0.001,-0.002,-0.000,-0.427,0.278,-0.515,191.88,-0.170000
21:25:44:624,-0.001,-0.022,0.980,0.001,-0.002,-0.001,-0.430,0.278,-0.511,191.99,0.110000
21:25:44:635,-0.001,-0.023,0.980,0.000,-0.002,-0.001,-0.428,0.276,-0.512,191.38,-0.610000
21:25:44:646,-0.001,-0.023,0.983,0.001,-0.002,-0.001,-0.428,0.276,-0.512,191.94,0.560000
21:25:44:657,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.429,0.277,-0.506,191.61,-0.330000
21:25:44:668,-0.001,-0.024,0.980,0.001,-0.002,-0.001,-0.427,0.282,-0.511,192.22,0.610000
21:25:44:679,-0.002,-0.022,0.981,0.001,-0.001,-0.001,-0.431,0.278,-0.510,193.08,0.860000
21:25:44:690,-0.002,-0.023,0.983,0.001,-0.001,-0.001,-0.431,0.281,-0.506,192.46,-0.620000
21:25:44:701,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.431,0.278,-0.504,191.88,-0.580000
21:25:44:712,-0.000,-0.022,0.982,0.001,-0.001,-0.001,-0.432,0.277,-0.506,192.08,0.200000
21:25:44:723,-0.001,-0.022,0.980,0.001,-0.002,-0.001,-0.432,0.277,-0.506,191.62,-0.460000
21:25:44:734,-0.002,-0.021,0.981,0.001,-0.002,-0.001,-0.430,0.280,-0.504,191.85,0.230000
21:25:44:745,-0.002,-0.022,0.980,0.001,-0.001,-0.001,-0.427,0.279,-0.501,192.42,0.570000
21:25:44:756,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.426,0.281,-0.499,191.75,-0.670000
21:25:44:767,-0.002,-0.023,0.982,0.001,-0.002,-0.000,-0.424,0.281,-0.499,192.09,0.340000
21:25:44:778,-0.001,-0.024,0.981,0.001,-0.001,-0.001,-0.428,0.283,-0.504,191.80,-0.290000
21:25:44:789,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.428,0.280,-0.504,192.15,0.350000
21:25:44:800,-0.003,-0.023,0.981,0.001,-0.002,-0.001,-0.428,0.280,-0.504,191.60,-0.550000
21:25:44:811,-0.001,-0.022,0.981,0.001,-0.001,-0.001,-0.428,0.281,-0.507,192.20,0.600000
21:25:44:822,-0.001,-0.023,0.980,0.001,-0.002,-0.001,-0.434,0.276,-0.505,191.52,-0.680000
21:25:44:833,-0.001,-0.022,0.981,0.001,-0.002,-0.001,-0.433,0.284,-0.512,192.11,0.590000
21:25:44:844,-0.001,-0.023,0.980,0.001,-0.001,-0.001,-0.429,0.280,-0.506,191.61,-0.500000
21:25:44:855,-0.001,-0.023,0.981,0.001,-0.001,-0.001,-0.433,0.280,-0.511,191.90,0.290000
21:25:44:866,-0.001,-0.021,0.982,0.001,-0.002,-0.001,-0.433,0.277,-0.508,192.66,0.760000
21:25:44:877,-0.001,-0.022,0.979,0.000,-0.001,-0.001,-0.433,0.277,-0.508,192.32,-0.340000
21:25:44:888,-0.001,-0.023,0.981,0.001,-0.001,-0.001,-0.432,0.278,-0.506,191.78,-0.540000
21:25:44:899,-0.000,-0.023,0.981,0.001,-0.002,-0.001,-0.427,0.278,-0.506,192.16,0.380000
21:25:44:910,0.000,-0.023,0.980,0.001,-0.002,-0.001,-0.427,0.277,-0.510,192.01,-0.150000
21:25:44:921,-0.001,-0.023,0.980,0.000,-0.002,-0.001,-0.430,0.275,-0.508,191.65,-0.360000
21:25:44:932,-0.001,-0.022,0.981,0.001,-0.002,-0.001,-0.433,0.281,-0.508,192.30,0.650000
21:25:44:943,-0.001,-0.022,0.981,0.001,-0.002,-0.001,-0.432,0.283,-0.510,191.52,-0.780000
21:25:44:954,-0.001,-0.022,0.980,0.001,-0.002,-0.001,-0.432,0.283,-0.510,192.54,1.020000
21:25:44:965,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.435,0.280,-0.509,191.82,-0.720000
21:25:44:976,-0.000,-0.023,0.982,0.001,-0.002,-0.001,-0.433,0.281,-0.511,192.12,0.300000
21:25:44:987,-0.001,-0.022,0.981,0.001,-0.002,-0.001,-0.434,0.280,-0.507,192.66,0.540000
21:25:44:998,0.000,-0.023,0.980,0.000,-0.002,-0.001,-0.430,0.281,-0.508,192.21,-0.450000
21:25:45:009,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.431,0.281,-0.507,192.26,0.050000
21:25:45:020,-0.001,-0.021,0.982,0.001,-0.002,-0.001,-0.432,0.281,-0.511,192.15,-0.110000
21:25:45:031,-0.001,-0.022,0.981,0.001,-0.002,-0.001,-0.432,0.281,-0.511,191.78,-0.370000
21:25:45:042,-0.001,-0.022,0.981,0.001,-0.002,-0.000,-0.434,0.278,-0.510,191.94,0.160000
21:25:45:053,-0.002,-0.021,0.981,0.001,-0.001,-0.001,-0.430,0.279,-0.511,191.81,-0.130000
21:25:45:064,-0.002,-0.022,0.980,0.001,-0.001,-0.001,-0.430,0.280,-0.507,192.72,0.910000
21:25:45:075,-0.001,-0.023,0.982,0.000,-0.001,-0.001,-0.432,0.278,-0.509,192.14,-0.580000
21:25:45:086,-0.001,-0.022,0.982,0.000,-0.001,-0.001,-0.434,0.283,-0.502,192.03,-0.110000
21:25:45:097,-0.001,-0.022,0.982,0.001,-0.001,-0.001,-0.432,0.284,-0.504,192.30,0.270000
21:25:45:108,-0.002,-0.022,0.980,0.001,-0.001,-0.001,-0.432,0.284,-0.504,192.21,-0.090000
21:25:45:119,-0.001,-0.022,0.981,0.001,-0.001,-0.001,-0.433,0.288,-0.509,191.84,-0.370000
21:25:45:130,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.435,0.284,-0.510,191.65,-0.190000
21:25:45:141,-0.001,-0.023,0.981,0.001,-0.001,-0.001,-0.437,0.280,-0.510,191.74,0.090000
21:25:45:152,-0.002,-0.022,0.981,0.001,-0.002,-0.001,-0.434,0.279,-0.515,192.19,0.450000
21:25:45:163,-0.001,-0.023,0.982,0.001,-0.002,-0.001,-0.435,0.280,-0.512,192.26,0.070000
21:25:45:174,-0.001,-0.022,0.981,0.001,-0.002,-0.001,-0.435,0.280,-0.510,191.63,-0.630000
21:25:45:185,-0.001,-0.022,0.980,0.000,-0.002,-0.001,-0.435,0.280,-0.509,192.27,0.640000
21:25:45:196,-0.001,-0.023,0.982,0.001,-0.001,-0.001,-0.437,0.280,-0.509,192.04,-0.230000
21:25:45:207,-0.000,-0.023,0.981,0.001,-0.001,-0.001,-0.435,0.279,-0.509,191.46,-0.580000
21:25:45:218,-0.001,-0.022,0.981,0.001,-0.001,-0.001,-0.425,0.282,-0.517,191.94,0.480000
21:25:45:229,0.000,-0.023,0.981,0.001,-0.001,-0.001,-0.431,0.280,-0.510,191.74,-0.200000
21:25:45:240,-0.000,-0.023,0.982,0.001,-0.001,-0.001,-0.430,0.276,-0.510,192.18,0.440000
21:25:45:251,-0.001,-0.023,0.980,0.000,-0.001,-0.001,-0.432,0.279,-0.511,192.04,-0.140000
21:25:45:262,-0.001,-0.022,0.981,0.000,-0.002,-0.001,-0.432,0.279,-0.510,192.11,0.070000
21:25:45:273,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.431,0.279,-0.510,191.96,-0.150000
21:25:45:284,-0.002,-0.023,0.982,0.000,-0.001,-0.001,-0.436,0.283,-0.516,191.56,-0.400000
21:25:45:295,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.438,0.280,-0.513,192.05,0.490000
21:25:45:306,-0.000,-0.022,0.983,0.000,-0.002,-0.001,-0.436,0.282,-0.520,192.54,0.490000
21:25:45:317,-0.001,-0.022,0.982,0.001,-0.002,-0.001,-0.434,0.276,-0.514,191.34,-1.200000
21:25:45:328,-0.001,-0.022,0.980,0.001,-0.002,-0.001,-0.436,0.282,-0.513,192.07,0.730000
21:25:45:339,-0.001,-0.023,0.981,0.001,-0.001,-0.001,-0.432,0.280,-0.512,192.12,0.050000
21:25:45:350,-0.002,-0.022,0.980,0.001,-0.001,-0.001,-0.432,0.280,-0.512,191.92,-0.200000
21:25:45:361,-0.001,-0.023,0.982,0.001,-0.002,-0.001,-0.433,0.277,-0.511,191.97,0.050000
21:25:45:372,-0.002,-0.022,0.981,0.001,-0.002,-0.001,-0.427,0.280,-0.511,192.09,0.120000
21:25:45:383,-0.002,-0.023,0.981,0.001,-0.001,-0.001,-0.430,0.286,-0.511,192.27,0.180000
21:25:45:394,-0.000,-0.022,0.981,0.001,-0.002,-0.001,-0.430,0.278,-0.511,191.76,-0.510000
21:25:45:405,-0.002,-0.022,0.981,0.001,-0.002,-0.001,-0.432,0.283,-0.506,191.59,-0.170000
21:25:45:416,-0.000,-0.022,0.982,0.001,-0.001,-0.001,-0.431,0.286,-0.511,192.32,0.730000
21:25:45:427,-0.002,-0.022,0.981,0.001,-0.002,-0.001,-0.431,0.286,-0.511,192.20,-0.120000
21:25:45:438,-0.001,-0.023,0.981,0.001,-0.001,-0.001,-0.431,0.283,-0.510,192.22,0.020000
21:25:45:449,-0.001,-0.023,0.980,0.001,-0.001,-0.001,-0.431,0.279,-0.512,192.43,0.210000
21:25:45:460,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.429,0.282,-0.514,191.88,-0.550000
21:25:45:471,-0.001,-0.023,0.981,0.000,-0.001,-0.001,-0.430,0.278,-0.508,191.79,-0.090000
21:25:45:482,-0.001,-0.022,0.982,0.001,-0.001,-0.000,-0.431,0.277,-0.506,191.78,-0.010000
21:25:45:493,-0.001,-0.022,0.980,0.001,-0.002,-0.001,-0.430,0.283,-0.507,192.13,0.350000
21:25:45:504,-0.001,-0.022,0.982,0.001,-0.002,-0.001,-0.430,0.283,-0.507,191.98,-0.150000
21:25:45:515,-0.002,-0.023,0.981,0.001,-0.001,-0.001,-0.428,0.278,-0.511,191.40,-0.580000
21:25:45:526,-0.001,-0.022,0.982,0.000,-0.002,-0.001,-0.427,0.279,-0.508,192.15,0.750000
21:25:45:537,-0.001,-0.022,0.981,0.001,-0.001,-0.001,-0.431,0.283,-0.508,191.97,-0.180000
21:25:45:548,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.432,0.282,-0.511,192.30,0.330000
21:25:45:559,-0.002,-0.022,0.982,0.001,-0.002,-0.001,-0.429,0.278,-0.503,192.89,0.590000
21:25:45:570,-0.001,-0.024,0.980,0.001,-0.001,-0.001,-0.427,0.283,-0.505,192.15,-0.740000
21:25:45:581,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.427,0.283,-0.505,192.29,0.140000
21:25:45:592,-0.002,-0.024,0.982,0.001,-0.002,-0.001,-0.426,0.282,-0.508,192.52,0.230000
21:25:45:603,-0.000,-0.023,0.980,0.001,-0.001,-0.001,-0.426,0.275,-0.512,191.59,-0.930000
21:25:45:614,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.429,0.277,-0.512,192.02,0.430000
21:25:45:625,-0.001,-0.023,0.982,0.001,-0.001,-0.001,-0.432,0.275,-0.508,192.55,0.530000
21:25:45:636,-0.002,-0.023,0.981,0.001,-0.001,-0.001,-0.434,0.278,-0.507,192.07,-0.480000
21:25:45:647,-0.001,-0.023,0.980,0.001,-0.001,-0.001,-0.431,0.276,-0.515,191.74,-0.330000
21:25:45:658,-0.001,-0.024,0.982,0.001,-0.002,-0.001,-0.431,0.276,-0.515,191.49,-0.250000
21:25:45:669,-0.001,-0.022,0.982,0.001,-0.002,-0.001,-0.430,0.274,-0.506,191.80,0.310000
21:25:45:680,-0.000,-0.022,0.980,0.000,-0.002,-0.001,-0.429,0.278,-0.505,191.78,-0.020000
21:25:45:691,-0.002,-0.022,0.982,0.001,-0.001,-0.001,-0.429,0.276,-0.507,192.57,0.790000
21:25:45:702,-0.001,-0.022,0.980,0.001,-0.001,-0.001,-0.430,0.276,-0.511,191.97,-0.600000
21:25:45:713,-0.001,-0.022,0.980,0.001,-0.002,-0.001,-0.428,0.276,-0.508,191.42,-0.550000
21:25:45:724,0.001,-0.022,0.980,0.001,-0.001,-0.001,-0.427,0.275,-0.507,191.94,0.520000
21:25:45:735,-0.001,-0.023,0.982,0.001,-0.001,-0.001,-0.427,0.275,-0.507,192.55,0.610000
21:25:45:746,-0.001,-0.023,0.982,0.001,-0.002,-0.001,-0.431,0.275,-0.512,192.06,-0.490000
21:25:45:757,-0.001,-0.023,0.981,0.000,-0.002,-0.000,-0.432,0.276,-0.506,191.67,-0.390000
21:25:45:768,-0.001,-0.022,0.982,0.000,-0.002,-0.001,-0.429,0.277,-0.516,191.92,0.250000
21:25:45:779,-0.001,-0.022,0.983,0.001,-0.001,-0.001,-0.426,0.277,-0.511,191.90,-0.020000
21:25:45:790,-0.000,-0.023,0.981,0.001,-0.002,-0.001,-0.430,0.277,-0.510,191.23,-0.670000
21:25:45:801,-0.002,-0.022,0.981,0.001,-0.002,-0.001,-0.432,0.279,-0.510,192.04,0.810000
21:25:45:812,-0.002,-0.023,0.980,0.001,-0.001,-0.001,-0.432,0.279,-0.510,191.37,-0.670000
21:25:45:823,-0.001,-0.022,0.981,0.001,-0.002,-0.001,-0.430,0.278,-0.508,192.09,0.720000
21:25:45:834,-0.001,-0.022,0.980,0.001,-0.002,-0.000,-0.432,0.276,-0.508,191.83,-0.260000
21:25:45:845,-0.002,-0.022,0.981,0.001,-0.001,-0.001,-0.428,0.277,-0.511,191.62,-0.210000
21:25:45:856,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.432,0.276,-0.512,191.95,0.330000
21:25:45:867,-0.001,-0.022,0.981,0.001,-0.002,-0.001,-0.433,0.278,-0.512,191.87,-0.080000
21:25:45:878,-0.001,-0.022,0.981,0.001,-0.001,-0.001,-0.433,0.277,-0.513,192.02,0.150000
21:25:45:889,-0.001,-0.022,0.981,0.001,-0.001,-0.001,-0.433,0.277,-0.516,191.53,-0.490000
21:25:45:900,-0.002,-0.022,0.981,0.001,-0.001,-0.001,-0.432,0.280,-0.516,191.56,0.030000
21:25:45:911,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.432,0.276,-0.509,191.63,0.070000
21:25:45:922,-0.002,-0.023,0.981,0.000,-0.002,-0.001,-0.430,0.279,-0.512,192.21,0.580000
21:25:45:933,-0.000,-0.022,0.982,0.001,-0.002,-0.001,-0.430,0.277,-0.508,191.54,-0.670000
21:25:45:944,-0.000,-0.022,0.981,0.001,-0.002,-0.001,-0.432,0.280,-0.508,192.12,0.580000
21:25:45:955,-0.001,-0.022,0.981,0.001,-0.001,-0.001,-0.431,0.279,-0.508,191.78,-0.340000
21:25:45:966,-0.002,-0.022,0.981,0.001,-0.002,-0.001,-0.431,0.277,-0.510,191.49,-0.290000
21:25:45:977,-0.001,-0.022,0.982,0.001,-0.002,-0.001,-0.432,0.277,-0.510,191.44,-0.050000
21:25:45:988,-0.002,-0.022,0.981,0.001,-0.002,-0.001,-0.432,0.279,-0.507,192.37,0.930000
21:25:45:999,-0.000,-0.023,0.981,0.000,-0.001,-0.001,-0.436,0.279,-0.513,191.98,-0.390000
21:25:46:010,-0.002,-0.023,0.981,0.000,-0.002,-0.001,-0.431,0.277,-0.512,191.51,-0.470000
21:25:46:021,-0.001,-0.022,0.981,0.001,-0.002,-0.001,-0.428,0.283,-0.512,192.38,0.870000
21:25:46:032,-0.000,-0.022,0.982,0.001,-0.002,-0.001,-0.434,0.279,-0.511,191.80,-0.580000
21:25:46:043,-0.001,-0.022,0.982,0.001,-0.002,-0.001,-0.431,0.280,-0.510,191.86,0.060000
21:25:46:054,-0.001,-0.023,0.982,0.001,-0.002,-0.001,-0.431,0.280,-0.510,191.83,-0.030000
21:25:46:065,-0.002,-0.022,0.980,0.001,-0.002,-0.001,-0.430,0.283,-0.510,191.73,-0.100000
21:25:46:076,-0.001,-0.021,0.983,0.000,-0.001,-0.001,-0.432,0.281,-0.505,191.26,-0.470000
21:25:46:087,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.429,0.279,-0.508,191.76,0.500000
21:25:46:098,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.432,0.278,-0.509,191.37,-0.390000
21:25:46:109,-0.001,-0.023,0.981,0.001,-0.001,-0.001,-0.437,0.281,-0.508,191.59,0.220000
21:25:46:120,-0.002,-0.022,0.983,0.001,-0.001,-0.001,-0.435,0.281,-0.514,192.47,0.880000
21:25:46:131,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.435,0.281,-0.514,191.63,-0.840000
21:25:46:142,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.431,0.283,-0.509,191.58,-0.050000
21:25:46:153,-0.001,-0.023,0.983,0.000,-0.002,-0.001,-0.431,0.279,-0.503,191.82,0.240000
21:25:46:164,-0.001,-0.022,0.981,0.000,-0.002,-0.001,-0.432,0.284,-0.505,191.93,0.110000
21:25:46:175,-0.000,-0.023,0.980,0.000,-0.001,-0.001,-0.434,0.283,-0.504,192.27,0.340000
21:25:46:186,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.431,0.281,-0.505,192.07,-0.200000
21:25:46:197,-0.002,-0.023,0.983,0.001,-0.001,-0.001,-0.430,0.284,-0.505,191.65,-0.420000
21:25:46:208,-0.003,-0.022,0.979,0.001,-0.002,-0.001,-0.430,0.284,-0.505,192.05,0.400000
21:25:46:219,-0.001,-0.023,0.979,0.001,-0.002,-0.000,-0.429,0.284,-0.504,191.40,-0.650000
21:25:46:230,-0.001,-0.023,0.981,0.001,-0.001,-0.000,-0.438,0.282,-0.507,192.50,1.100000
21:25:46:241,-0.001,-0.022,0.983,0.001,-0.001,-0.001,-0.435,0.284,-0.515,192.50,0.000000
21:25:46:252,-0.001,-0.024,0.981,0.000,-0.002,-0.001,-0.435,0.283,-0.512,192.15,-0.350000
21:25:46:263,-0.002,-0.021,0.980,0.001,-0.002,-0.001,-0.435,0.282,-0.509,191.34,-0.810000
21:25:46:274,-0.002,-0.022,0.981,0.001,-0.002,-0.001,-0.435,0.284,-0.514,191.88,0.540000
21:25:46:285,-0.001,-0.023,0.981,0.001,-0.001,-0.000,-0.435,0.284,-0.514,191.63,-0.250000
21:25:46:296,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.436,0.286,-0.509,192.01,0.380000
21:25:46:307,-0.003,-0.022,0.982,0.001,-0.002,-0.001,-0.437,0.281,-0.508,191.80,-0.210000
21:25:46:318,-0.002,-0.023,0.981,0.001,-0.001,-0.001,-0.435,0.280,-0.500,191.85,0.050000
21:25:46:329,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.431,0.286,-0.503,191.64,-0.210000
21:25:46:340,-0.001,-0.023,0.982,0.001,-0.001,-0.001,-0.432,0.280,-0.502,191.57,-0.070000
21:25:46:351,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.434,0.284,-0.498,192.13,0.560000
21:25:46:362,-0.001,-0.022,0.980,0.001,-0.001,-0.001,-0.434,0.284,-0.498,191.71,-0.420000
21:25:46:373,-0.001,-0.022,0.981,0.001,-0.002,-0.001,-0.436,0.284,-0.504,192.23,0.520000
21:25:46:384,-0.002,-0.023,0.982,0.001,-0.001,-0.001,-0.432,0.280,-0.505,191.79,-0.440000
21:25:46:395,0.000,-0.022,0.981,0.000,-0.002,-0.001,-0.436,0.280,-0.505,191.97,0.180000
21:25:46:406,-0.002,-0.022,0.982,0.001,-0.002,-0.001,-0.435,0.280,-0.503,191.76,-0.210000
21:25:46:417,-0.000,-0.023,0.980,0.001,-0.001,-0.000,-0.437,0.285,-0.508,191.79,0.030000
21:25:46:428,-0.001,-0.023,0.982,0.001,-0.001,-0.001,-0.435,0.284,-0.501,191.60,-0.190000
21:25:46:439,-0.000,-0.023,0.981,0.001,-0.002,-0.001,-0.435,0.284,-0.501,191.52,-0.080000
21:25:46:450,-0.001,-0.022,0.981,0.001,-0.002,-0.001,-0.435,0.280,-0.505,191.50,-0.020000
21:25:46:461,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.437,0.283,-0.505,191.63,0.130000
21:25:46:472,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.437,0.281,-0.502,191.62,-0.010000
21:25:46:483,-0.001,-0.024,0.981,0.001,-0.001,-0.001,-0.433,0.282,-0.503,192.02,0.400000
21:25:46:494,-0.002,-0.023,0.981,0.001,-0.001,-0.000,-0.435,0.278,-0.505,191.98,-0.040000
21:25:46:505,-0.001,-0.022,0.980,0.001,-0.002,-0.001,-0.435,0.278,-0.509,192.36,0.380000
21:25:46:516,-0.001,-0.022,0.981,0.000,-0.002,-0.001,-0.435,0.278,-0.509,191.93,-0.430000
21:25:46:527,-0.001,-0.022,0.982,0.000,-0.002,-0.001,-0.433,0.280,-0.511,191.98,0.050000
21:25:46:538,-0.001,-0.022,0.981,0.001,-0.002,-0.001,-0.435,0.282,-0.512,191.63,-0.350000
21:25:46:549,-0.001,-0.021,0.980,0.001,-0.002,-0.001,-0.436,0.277,-0.508,191.81,0.180000
21:25:46:560,-0.002,-0.022,0.981,0.001,-0.001,-0.001,-0.436,0.279,-0.505,192.04,0.230000
21:25:46:571,-0.001,-0.023,0.983,0.001,-0.001,-0.001,-0.436,0.283,-0.505,191.97,-0.070000
21:25:46:582,-0.002,-0.022,0.978,0.001,-0.001,-0.001,-0.434,0.278,-0.503,191.43,-0.540000
21:25:46:593,-0.002,-0.022,0.982,0.000,-0.002,-0.001,-0.434,0.278,-0.504,192.09,0.660000
21:25:46:604,-0.002,-0.022,0.981,0.001,-0.002,-0.001,-0.435,0.279,-0.504,192.35,0.260000
21:25:46:615,-0.002,-0.022,0.981,0.001,-0.002,-0.001,-0.431,0.282,-0.509,191.28,-1.070000
21:25:46:626,-0.001,-0.022,0.980,0.001,-0.002,-0.001,-0.430,0.280,-0.506,192.53,1.250000
21:25:46:637,-0.001,-0.023,0.983,0.001,-0.001,-0.001,-0.433,0.275,-0.510,192.15,-0.380000
21:25:46:648,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.434,0.280,-0.514,191.69,-0.460000
21:25:46:659,-0.002,-0.022,0.980,0.000,-0.002,-0.001,-0.435,0.283,-0.513,191.97,0.280000
21:25:46:670,0.000,-0.022,0.981,0.001,-0.001,-0.001,-0.435,0.280,-0.511,191.09,-0.880000
21:25:46:681,-0.002,-0.023,0.982,0.001,-0.001,-0.000,-0.434,0.280,-0.511,191.95,0.860000
21:25:46:692,-0.002,-0.023,0.982,0.001,-0.001,-0.001,-0.432,0.279,-0.513,192.18,0.230000
21:25:46:703,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.434,0.277,-0.510,191.69,-0.490000
21:25:46:714,-0.000,-0.021,0.981,0.000,-0.002,-0.001,-0.433,0.279,-0.514,191.76,0.070000
21:25:46:725,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.433,0.278,-0.507,192.45,0.690000
21:25:46:736,-0.001,-0.021,0.980,0.001,-0.002,-0.001,-0.438,0.276,-0.507,191.42,-1.030000
21:25:46:747,-0.002,-0.022,0.980,0.001,-0.001,-0.001,-0.435,0.278,-0.512,192.19,0.770000
21:25:46:758,-0.002,-0.022,0.981,0.001,-0.001,-0.001,-0.435,0.278,-0.512,192.03,-0.160000
21:25:46:769,-0.001,-0.022,0.982,0.001,-0.001,-0.001,-0.430,0.277,-0.521,192.42,0.390000
21:25:46:780,-0.001,-0.022,0.980,0.001,-0.002,-0.001,-0.431,0.280,-0.516,191.97,-0.450000
21:25:46:791,-0.000,-0.022,0.982,0.001,-0.001,-0.001,-0.429,0.278,-0.516,191.65,-0.320000
21:25:46:802,-0.002,-0.022,0.982,0.000,-0.002,-0.001,-0.432,0.283,-0.516,191.46,-0.190000
21:25:46:813,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.430,0.278,-0.511,191.18,-0.280000
21:25:46:824,-0.002,-0.024,0.982,0.000,-0.002,-0.001,-0.431,0.275,-0.513,191.26,0.080000
21:25:46:835,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.431,0.275,-0.513,192.57,1.310000
21:25:46:846,-0.002,-0.023,0.981,0.001,-0.001,-0.001,-0.433,0.282,-0.507,191.42,-1.150000
21:25:46:857,-0.001,-0.023,0.981,0.001,-0.002,-0.001,-0.429,0.280,-0.507,191.59,0.170000
21:25:46:868,-0.001,-0.022,0.980,0.001,-0.002,-0.001,-0.435,0.278,-0.511,191.89,0.300000
21:25:46:879,-0.001,-0.022,0.982,0.001,-0.002,-0.001,-0.433,0.281,-0.515,191.97,0.080000
21:25:46:890,-0.002,-0.022,0.981,0.001,-0.001,-0.001,-0.432,0.277,-0.520,191.82,-0.150000
