t,ax,ay,az,gx,gy,gz,mx,my,mz,altitude,ral
21:47:49:732,-0.002,-0.022,0.981,0.001,-0.002,-0.001,-0.429,0.278,-0.501,191.76,-0.280000
21:47:49:743,-0.002,-0.023,0.983,0.001,-0.002,-0.001,-0.431,0.281,-0.505,191.85,0.090000
21:47:49:754,-0.003,-0.023,0.981,0.001,-0.002,-0.001,-0.433,0.277,-0.502,191.41,-0.440000
21:47:49:765,-0.002,-0.023,0.982,0.000,-0.002,-0.001,-0.434,0.277,-0.504,192.16,0.750000
21:47:49:776,-0.003,-0.022,0.983,0.000,-0.002,-0.001,-0.433,0.278,-0.509,192.38,0.220000
21:47:49:787,-0.002,-0.024,0.982,0.001,-0.002,-0.001,-0.433,0.278,-0.509,191.91,-0.470000
21:47:49:798,-0.004,-0.023,0.982,0.001,-0.002,-0.000,-0.430,0.276,-0.505,191.80,-0.110000
21:47:49:809,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.428,0.283,-0.510,192.06,0.260000
21:47:49:820,-0.003,-0.025,0.983,0.001,-0.002,-0.001,-0.433,0.280,-0.513,192.01,-0.050000
21:47:49:831,-0.003,-0.022,0.981,0.001,-0.002,-0.001,-0.427,0.279,-0.510,191.82,-0.190000
21:47:49:842,-0.002,-0.024,0.983,0.001,-0.001,-0.001,-0.433,0.279,-0.516,191.77,-0.050000
21:47:49:853,-0.003,-0.024,0.982,0.001,-0.001,-0.001,-0.426,0.280,-0.512,191.49,-0.280000
21:47:49:864,-0.003,-0.023,0.983,0.001,-0.001,-0.001,-0.426,0.280,-0.512,192.18,0.690000
21:47:49:875,-0.003,-0.023,0.981,0.000,-0.001,-0.001,-0.427,0.278,-0.510,191.63,-0.550000
21:47:49:886,-0.003,-0.024,0.983,0.001,-0.001,-0.001,-0.428,0.279,-0.510,191.96,0.330000
21:47:49:897,-0.002,-0.023,0.983,0.001,-0.001,-0.001,-0.427,0.283,-0.509,192.08,0.120000
21:47:49:908,-0.003,-0.024,0.982,0.001,-0.001,-0.001,-0.433,0.278,-0.509,192.26,0.180000
21:47:49:919,-0.003,-0.023,0.981,0.001,-0.001,-0.001,-0.432,0.284,-0.513,191.54,-0.720000
21:47:49:930,-0.002,-0.023,0.983,0.001,-0.001,-0.000,-0.430,0.284,-0.504,192.19,0.650000
21:47:49:941,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.430,0.284,-0.504,191.83,-0.360000
21:47:49:952,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.430,0.283,-0.508,191.49,-0.340000
21:47:49:963,-0.004,-0.022,0.981,0.001,-0.002,-0.001,-0.426,0.280,-0.506,191.70,0.210000
21:47:49:974,-0.002,-0.024,0.984,0.001,-0.002,-0.001,-0.430,0.278,-0.503,192.53,0.830000
21:47:49:985,-0.003,-0.022,0.982,0.001,-0.002,-0.001,-0.433,0.280,-0.507,191.86,-0.670000
21:47:49:997,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.434,0.280,-0.513,191.84,-0.020000
21:47:50:007,-0.003,-0.024,0.982,0.001,-0.002,-0.001,-0.432,0.280,-0.509,192.01,0.170000
21:47:50:018,-0.003,-0.023,0.983,0.000,-0.002,-0.001,-0.432,0.278,-0.512,191.93,-0.080000
21:47:50:029,-0.004,-0.024,0.982,0.000,-0.001,-0.001,-0.432,0.278,-0.512,192.40,0.470000
21:47:50:040,-0.003,-0.023,0.982,0.000,-0.002,-0.001,-0.430,0.276,-0.511,191.95,-0.450000
21:47:50:051,-0.003,-0.024,0.982,0.001,-0.002,-0.001,-0.429,0.279,-0.515,192.04,0.090000
21:47:50:062,-0.002,-0.022,0.981,0.001,-0.001,-0.001,-0.430,0.276,-0.508,192.18,0.140000
21:47:50:073,-0.002,-0.023,0.980,0.001,-0.002,-0.001,-0.431,0.279,-0.513,192.11,-0.070000
21:47:50:084,-0.003,-0.024,0.981,0.001,-0.002,-0.001,-0.428,0.281,-0.516,191.55,-0.560000
21:47:50:095,-0.003,-0.024,0.982,0.001,-0.002,-0.001,-0.436,0.280,-0.517,192.03,0.480000
21:47:50:106,-0.004,-0.024,0.983,0.001,-0.002,-0.001,-0.436,0.280,-0.517,191.93,-0.100000
21:47:50:117,-0.003,-0.023,0.982,0.001,-0.001,-0.001,-0.433,0.279,-0.512,191.88,-0.050000
21:47:50:128,-0.002,-0.024,0.983,0.001,-0.001,-0.000,-0.431,0.277,-0.517,191.80,-0.080000
21:47:50:139,-0.004,-0.024,0.981,0.001,-0.001,-0.001,-0.431,0.280,-0.514,191.89,0.090000
21:47:50:150,-0.002,-0.023,0.982,0.001,-0.001,-0.001,-0.431,0.282,-0.516,191.59,-0.300000
21:47:50:161,-0.003,-0.023,0.983,0.000,-0.002,-0.001,-0.429,0.276,-0.512,192.10,0.510000
21:47:50:172,-0.002,-0.023,0.983,0.001,-0.002,-0.000,-0.431,0.274,-0.515,191.62,-0.480000
21:47:50:183,-0.002,-0.023,0.982,0.001,-0.001,-0.000,-0.431,0.274,-0.515,191.96,0.340000
21:47:50:194,-0.003,-0.024,0.981,0.000,-0.001,-0.001,-0.435,0.278,-0.521,191.42,-0.540000
21:47:50:205,-0.003,-0.025,0.982,0.001,-0.001,-0.001,-0.433,0.279,-0.514,191.50,0.080000
21:47:50:216,-0.003,-0.023,0.982,0.001,-0.002,-0.000,-0.431,0.284,-0.518,192.09,0.590000
21:47:50:227,-0.003,-0.023,0.983,0.000,-0.002,-0.001,-0.429,0.281,-0.511,192.21,0.120000
21:47:50:238,-0.002,-0.022,0.983,0.000,-0.001,-0.000,-0.430,0.276,-0.512,191.83,-0.380000
21:47:50:249,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.433,0.277,-0.518,192.11,0.280000
21:47:50:260,-0.003,-0.023,0.980,0.001,-0.002,-0.001,-0.433,0.277,-0.518,191.82,-0.290000
21:47:50:271,-0.004,-0.023,0.982,0.001,-0.002,-0.000,-0.431,0.276,-0.515,191.80,-0.020000
21:47:50:282,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.429,0.279,-0.508,191.55,-0.250000
21:47:50:293,-0.001,-0.023,0.982,0.001,-0.002,-0.001,-0.426,0.277,-0.504,191.88,0.330000
21:47:50:304,-0.003,-0.023,0.983,0.001,-0.002,-0.001,-0.426,0.278,-0.515,191.76,-0.120000
21:47:50:315,-0.002,-0.023,0.982,0.001,-0.001,-0.001,-0.427,0.279,-0.520,192.35,0.590000
21:47:50:326,-0.003,-0.024,0.981,0.001,-0.002,-0.001,-0.429,0.278,-0.514,192.18,-0.170000
21:47:50:337,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.429,0.278,-0.514,191.65,-0.530000
21:47:50:348,-0.003,-0.025,0.982,0.001,-0.002,-0.000,-0.429,0.283,-0.518,191.71,0.060000
21:47:50:359,-0.004,-0.022,0.984,0.001,-0.002,-0.001,-0.427,0.280,-0.510,192.00,0.290000
21:47:50:370,-0.003,-0.023,0.982,0.001,-0.002,-0.000,-0.426,0.279,-0.513,191.73,-0.270000
21:47:50:381,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.432,0.277,-0.518,192.21,0.480000
21:47:50:392,-0.002,-0.024,0.981,0.001,-0.001,-0.001,-0.428,0.277,-0.518,191.46,-0.750000
21:47:50:403,-0.003,-0.023,0.982,0.001,-0.001,-0.001,-0.427,0.278,-0.512,192.02,0.560000
21:47:50:414,-0.003,-0.023,0.981,0.001,-0.002,-0.001,-0.427,0.278,-0.512,192.58,0.560000
21:47:50:425,-0.003,-0.023,0.982,0.001,-0.001,-0.001,-0.427,0.277,-0.514,191.26,-1.320000
21:47:50:436,-0.002,-0.023,0.982,0.001,-0.001,-0.001,-0.427,0.282,-0.512,192.10,0.840000
21:47:50:447,-0.003,-0.023,0.981,0.001,-0.002,-0.001,-0.428,0.276,-0.514,191.73,-0.370000
21:47:50:458,-0.003,-0.023,0.982,0.001,-0.001,-0.000,-0.432,0.276,-0.515,191.80,0.070000
21:47:50:469,-0.002,-0.023,0.982,0.001,-0.001,-0.001,-0.431,0.276,-0.513,192.05,0.250000
21:47:50:480,-0.003,-0.023,0.982,0.001,-0.001,-0.001,-0.430,0.279,-0.511,191.45,-0.600000
21:47:50:491,-0.002,-0.023,0.982,0.001,-0.001,-0.001,-0.430,0.279,-0.511,192.08,0.630000
21:47:50:502,-0.003,-0.023,0.983,0.001,-0.002,-0.001,-0.432,0.279,-0.512,191.93,-0.150000
21:47:50:513,-0.002,-0.024,0.982,0.000,-0.002,-0.001,-0.429,0.276,-0.516,192.60,0.670000
21:47:50:524,-0.003,-0.024,0.982,0.001,-0.002,-0.000,-0.434,0.279,-0.515,192.10,-0.500000
21:47:50:535,-0.003,-0.023,0.982,0.000,-0.002,-0.001,-0.433,0.277,-0.516,191.98,-0.120000
21:47:50:546,-0.002,-0.023,0.984,0.001,-0.002,-0.001,-0.431,0.280,-0.511,191.96,-0.020000
21:47:50:557,-0.004,-0.023,0.982,0.001,-0.002,-0.001,-0.430,0.277,-0.517,191.51,-0.450000
21:47:50:568,-0.003,-0.024,0.983,0.001,-0.002,-0.000,-0.430,0.277,-0.517,191.76,0.250000
21:47:50:579,-0.003,-0.023,0.983,0.001,-0.002,-0.001,-0.430,0.277,-0.516,191.85,0.090000
21:47:50:590,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.430,0.278,-0.512,191.36,-0.490000
21:47:50:601,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.427,0.279,-0.514,191.05,-0.310000
21:47:50:612,-0.002,-0.023,0.982,0.001,-0.001,-0.001,-0.430,0.276,-0.515,191.63,0.580000
21:47:50:623,-0.002,-0.024,0.982,0.000,-0.002,-0.001,-0.430,0.278,-0.513,191.87,0.240000
21:47:50:634,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.426,0.278,-0.512,191.85,-0.020000
21:47:50:645,-0.002,-0.024,0.981,0.001,-0.002,-0.001,-0.426,0.280,-0.515,191.63,-0.220000
21:47:50:656,-0.003,-0.024,0.981,0.001,-0.001,-0.001,-0.429,0.280,-0.515,192.03,0.400000
21:47:50:667,-0.003,-0.023,0.983,0.001,-0.001,-0.001,-0.426,0.278,-0.517,191.94,-0.090000
21:47:50:678,-0.003,-0.023,0.981,0.001,-0.001,-0.001,-0.426,0.279,-0.515,192.04,0.100000
21:47:50:689,-0.002,-0.022,0.982,0.001,-0.002,-0.001,-0.430,0.283,-0.515,191.90,-0.140000
21:47:50:700,-0.002,-0.023,0.981,0.001,-0.001,-0.001,-0.431,0.280,-0.514,191.82,-0.080000
21:47:50:711,-0.003,-0.023,0.982,0.001,-0.001,-0.001,-0.431,0.279,-0.515,192.12,0.300000
21:47:50:722,-0.004,-0.022,0.981,0.000,-0.002,-0.001,-0.432,0.279,-0.514,191.96,-0.160000
21:47:50:733,-0.003,-0.022,0.982,0.001,-0.002,-0.001,-0.432,0.279,-0.514,192.06,0.100000
21:47:50:744,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.432,0.279,-0.515,191.66,-0.400000
21:47:50:755,-0.002,-0.023,0.983,0.001,-0.002,-0.001,-0.432,0.280,-0.523,191.16,-0.500000
21:47:50:766,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.435,0.279,-0.518,191.90,0.740000
21:47:50:777,-0.001,-0.024,0.981,0.002,-0.002,-0.001,-0.431,0.281,-0.519,192.05,0.150000
21:47:50:788,-0.003,-0.023,0.983,0.001,-0.002,-0.000,-0.432,0.280,-0.517,192.17,0.120000
21:47:50:799,-0.004,-0.023,0.982,0.000,-0.002,-0.001,-0.433,0.280,-0.517,191.90,-0.270000
21:47:50:810,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.433,0.280,-0.517,191.47,-0.430000
21:47:50:821,-0.003,-0.023,0.982,0.001,-0.001,-0.001,-0.430,0.277,-0.513,191.45,-0.020000
21:47:50:832,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.431,0.281,-0.511,191.21,-0.240000
21:47:50:843,-0.003,-0.024,0.983,0.001,-0.002,-0.001,-0.433,0.277,-0.510,192.22,1.010000
21:47:50:854,-0.003,-0.023,0.982,0.001,-0.002,-0.000,-0.427,0.278,-0.514,191.74,-0.480000
21:47:50:865,-0.003,-0.024,0.981,0.001,-0.002,-0.001,-0.429,0.276,-0.518,191.52,-0.220000
21:47:50:876,-0.003,-0.023,0.982,0.001,-0.001,-0.001,-0.428,0.284,-0.515,192.07,0.550000
21:47:50:887,-0.002,-0.024,0.981,0.000,-0.002,-0.001,-0.428,0.284,-0.515,191.08,-0.990000
21:47:50:898,-0.002,-0.024,0.982,0.000,-0.002,-0.000,-0.428,0.278,-0.512,191.75,0.670000
21:47:50:909,-0.004,-0.024,0.982,0.001,-0.001,-0.001,-0.432,0.279,-0.517,192.11,0.360000
21:47:50:920,-0.002,-0.025,0.983,0.001,-0.002,-0.001,-0.431,0.280,-0.518,191.51,-0.600000
21:47:50:931,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.427,0.281,-0.515,192.05,0.540000
21:47:50:942,-0.004,-0.022,0.982,0.001,-0.002,-0.001,-0.433,0.278,-0.528,192.20,0.150000
21:47:50:953,-0.002,-0.023,0.983,0.001,-0.001,-0.000,-0.431,0.281,-0.516,191.39,-0.810000
21:47:50:964,-0.002,-0.023,0.983,0.001,-0.002,-0.001,-0.431,0.281,-0.516,192.18,0.790000
21:47:50:975,-0.003,-0.024,0.981,0.001,-0.001,-0.001,-0.427,0.283,-0.514,191.13,-1.050000
21:47:50:986,-0.002,-0.024,0.982,0.001,-0.002,-0.001,-0.428,0.280,-0.509,191.23,0.100000
21:47:50:997,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.428,0.274,-0.515,191.65,0.420000
21:47:51:008,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.429,0.279,-0.513,192.37,0.720000
21:47:51:019,-0.003,-0.023,0.984,0.000,-0.001,-0.001,-0.432,0.278,-0.512,191.82,-0.550000
21:47:51:030,-0.003,-0.022,0.984,0.001,-0.001,-0.001,-0.431,0.281,-0.511,191.94,0.120000
21:47:51:041,-0.003,-0.022,0.981,0.001,-0.002,-0.001,-0.431,0.281,-0.511,191.67,-0.270000
21:47:51:052,-0.004,-0.022,0.983,0.001,-0.002,-0.001,-0.433,0.280,-0.511,192.23,0.560000
21:47:51:063,-0.003,-0.024,0.982,0.001,-0.002,-0.001,-0.425,0.282,-0.510,191.51,-0.720000
21:47:51:074,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.430,0.283,-0.512,192.65,1.140000
21:47:51:085,-0.002,-0.024,0.982,0.001,-0.002,-0.001,-0.429,0.282,-0.510,191.73,-0.920000
21:47:51:096,-0.003,-0.022,0.982,0.001,-0.002,-0.001,-0.430,0.282,-0.517,191.49,-0.240000
21:47:51:107,-0.003,-0.024,0.983,0.001,-0.002,-0.001,-0.429,0.286,-0.517,192.13,0.640000
21:47:51:118,-0.003,-0.024,0.984,0.001,-0.002,-0.001,-0.429,0.286,-0.517,191.74,-0.390000
21:47:51:129,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.429,0.277,-0.510,192.63,0.890000
21:47:51:140,-0.001,-0.023,0.983,0.001,-0.002,-0.001,-0.431,0.282,-0.513,191.87,-0.760000
21:47:51:151,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.431,0.280,-0.510,191.98,0.110000
21:47:51:162,-0.003,-0.023,0.982,0.001,-0.001,-0.001,-0.429,0.278,-0.515,192.23,0.250000
21:47:51:173,-0.002,-0.022,0.983,0.000,-0.001,-0.001,-0.428,0.278,-0.510,191.70,-0.530000
21:47:51:184,-0.002,-0.022,0.983,0.000,-0.002,-0.001,-0.431,0.279,-0.507,192.46,0.760000
21:47:51:195,-0.002,-0.022,0.982,0.001,-0.001,-0.001,-0.431,0.279,-0.507,191.52,-0.940000
21:47:51:206,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.427,0.275,-0.505,192.04,0.520000
21:47:51:217,-0.002,-0.024,0.983,0.000,-0.002,-0.001,-0.427,0.280,-0.506,191.96,-0.080000
21:47:51:228,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.433,0.282,-0.509,191.40,-0.560000
21:47:51:239,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.425,0.280,-0.513,192.46,1.060000
21:47:51:250,-0.002,-0.023,0.983,0.001,-0.002,-0.001,-0.428,0.280,-0.511,191.75,-0.710000
21:47:51:261,-0.002,-0.023,0.981,0.000,-0.002,-0.001,-0.431,0.282,-0.507,191.79,0.040000
21:47:51:272,-0.002,-0.022,0.981,0.000,-0.002,-0.001,-0.431,0.281,-0.507,192.03,0.240000
21:47:51:283,-0.002,-0.024,0.983,0.001,-0.001,-0.001,-0.431,0.281,-0.507,191.68,-0.350000
21:47:51:294,-0.004,-0.023,0.982,0.001,-0.002,-0.001,-0.433,0.281,-0.512,191.78,0.100000
21:47:51:305,-0.003,-0.025,0.982,0.001,-0.002,-0.001,-0.429,0.278,-0.511,191.78,0.000000
21:47:51:316,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.428,0.278,-0.515,191.74,-0.040000
21:47:51:327,-0.001,-0.023,0.982,0.001,-0.002,-0.001,-0.433,0.282,-0.512,192.30,0.560000
21:47:51:338,-0.002,-0.024,0.983,0.001,-0.002,-0.000,-0.432,0.279,-0.513,191.85,-0.450000
21:47:51:349,-0.003,-0.023,0.981,0.001,-0.002,-0.001,-0.430,0.277,-0.521,191.60,-0.250000
21:47:51:360,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.430,0.277,-0.521,192.31,0.710000
21:47:51:371,-0.003,-0.024,0.983,0.000,-0.002,-0.001,-0.431,0.274,-0.518,191.93,-0.380000
21:47:51:382,-0.002,-0.024,0.981,0.001,-0.002,-0.001,-0.428,0.277,-0.513,192.11,0.180000
21:47:51:393,-0.002,-0.024,0.981,0.001,-0.002,-0.001,-0.432,0.277,-0.515,191.98,-0.130000
21:47:51:404,-0.003,-0.023,0.983,0.001,-0.002,-0.000,-0.427,0.278,-0.509,191.62,-0.360000
21:47:51:415,-0.003,-0.022,0.985,0.001,-0.002,-0.001,-0.435,0.279,-0.506,191.72,0.100000
21:47:51:426,-0.003,-0.024,0.983,0.000,-0.001,-0.001,-0.437,0.279,-0.515,191.50,-0.220000
21:47:51:437,-0.002,-0.023,0.981,0.001,-0.001,-0.001,-0.437,0.279,-0.515,192.25,0.750000
21:47:51:448,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.435,0.279,-0.514,192.04,-0.210000
21:47:51:459,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.433,0.281,-0.509,191.59,-0.450000
21:47:51:470,-0.002,-0.023,0.981,0.001,-0.002,-0.000,-0.434,0.279,-0.511,191.84,0.250000
21:47:51:481,-0.003,-0.022,0.983,0.001,-0.002,-0.001,-0.428,0.282,-0.516,191.11,-0.730000
21:47:51:492,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.428,0.278,-0.510,191.86,0.750000
21:47:51:503,-0.003,-0.023,0.982,0.001,-0.001,-0.001,-0.432,0.280,-0.515,191.76,-0.100000
21:47:51:514,-0.003,-0.024,0.982,0.000,-0.001,-0.001,-0.432,0.280,-0.515,191.99,0.230000
21:47:51:525,-0.003,-0.023,0.982,0.001,-0.001,-0.001,-0.434,0.281,-0.513,191.56,-0.430000
21:47:51:536,-0.002,-0.024,0.982,0.001,-0.002,-0.001,-0.431,0.277,-0.515,192.44,0.880000
21:47:51:547,-0.003,-0.024,0.983,0.000,-0.001,-0.001,-0.436,0.279,-0.514,192.07,-0.370000
21:47:51:558,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.431,0.278,-0.519,192.13,0.060000
21:47:51:569,-0.003,-0.024,0.983,0.001,-0.002,-0.001,-0.433,0.279,-0.516,191.68,-0.450000
21:47:51:580,-0.002,-0.022,0.983,0.001,-0.002,-0.001,-0.434,0.276,-0.516,191.54,-0.140000
21:47:51:591,-0.003,-0.023,0.983,0.001,-0.001,-0.001,-0.434,0.276,-0.516,191.60,0.060000
21:47:51:602,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.435,0.279,-0.512,190.80,-0.800000
21:47:51:613,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.427,0.277,-0.517,191.41,0.610000
21:47:51:624,-0.003,-0.024,0.983,0.001,-0.001,-0.000,-0.429,0.281,-0.519,191.96,0.550000
21:47:51:635,-0.002,-0.023,0.983,0.001,-0.002,-0.001,-0.426,0.277,-0.512,191.92,-0.040000
21:47:51:646,-0.002,-0.022,0.981,0.001,-0.001,-0.001,-0.433,0.275,-0.512,192.33,0.410000
21:47:51:657,-0.002,-0.022,0.981,0.001,-0.002,-0.001,-0.438,0.277,-0.513,191.52,-0.810000
21:47:51:668,-0.004,-0.023,0.984,0.001,-0.002,-0.001,-0.438,0.277,-0.513,192.05,0.530000
21:47:51:679,-0.003,-0.023,0.983,0.001,-0.002,-0.001,-0.432,0.278,-0.515,191.94,-0.110000
21:47:51:690,-0.003,-0.024,0.982,0.001,-0.002,-0.001,-0.431,0.276,-0.516,190.97,-0.970000
21:47:51:701,-0.002,-0.023,0.982,0.002,-0.002,-0.001,-0.433,0.275,-0.517,191.65,0.680000
21:47:51:712,-0.003,-0.023,0.982,0.001,-0.001,-0.001,-0.435,0.278,-0.515,191.60,-0.050000
21:47:51:723,-0.003,-0.023,0.982,0.001,-0.001,-0.001,-0.431,0.277,-0.511,192.02,0.420000
21:47:51:734,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.431,0.280,-0.515,192.20,0.180000
21:47:51:745,-0.003,-0.023,0.981,0.001,-0.002,-0.001,-0.431,0.280,-0.515,191.15,-1.050000
21:47:51:756,-0.003,-0.023,0.981,0.001,-0.001,-0.001,-0.427,0.275,-0.514,192.16,1.010000
21:47:51:767,-0.002,-0.022,0.982,0.001,-0.002,-0.001,-0.432,0.278,-0.512,191.81,-0.350000
21:47:51:778,-0.004,-0.024,0.980,0.001,-0.002,-0.001,-0.428,0.275,-0.514,191.52,-0.290000
21:47:51:789,-0.003,-0.024,0.982,0.001,-0.002,-0.001,-0.432,0.277,-0.511,191.18,-0.340000
21:47:51:800,-0.003,-0.024,0.983,0.001,-0.002,-0.000,-0.430,0.280,-0.512,191.82,0.640000
21:47:51:811,-0.001,-0.025,0.982,0.001,-0.002,-0.001,-0.430,0.280,-0.505,191.61,-0.210000
21:47:51:822,-0.002,-0.024,0.981,0.001,-0.001,-0.001,-0.430,0.280,-0.505,191.79,0.180000
21:47:51:833,-0.002,-0.022,0.982,0.001,-0.002,-0.000,-0.437,0.275,-0.512,192.15,0.360000
21:47:51:844,-0.002,-0.024,0.981,0.001,-0.002,-0.001,-0.428,0.272,-0.509,191.70,-0.450000
21:47:51:855,-0.003,-0.024,0.983,0.001,-0.002,-0.001,-0.428,0.278,-0.512,191.36,-0.340000
21:47:51:866,-0.003,-0.023,0.982,0.000,-0.002,-0.001,-0.427,0.277,-0.513,191.42,0.060000
21:47:51:877,-0.002,-0.024,0.983,0.001,-0.001,-0.001,-0.435,0.277,-0.510,191.65,0.230000
21:47:51:888,-0.004,-0.024,0.980,0.000,-0.002,-0.001,-0.436,0.272,-0.505,191.70,0.050000
21:47:51:899,-0.003,-0.022,0.983,0.001,-0.002,-0.001,-0.436,0.278,-0.505,191.51,-0.190000
21:47:51:910,-0.002,-0.024,0.982,0.001,-0.002,-0.001,-0.433,0.278,-0.505,191.63,0.120000
21:47:51:921,-0.002,-0.024,0.982,0.001,-0.002,-0.001,-0.433,0.276,-0.510,192.29,0.660000
21:47:51:932,-0.002,-0.024,0.982,0.000,-0.002,-0.001,-0.433,0.281,-0.512,191.71,-0.580000
21:47:51:943,-0.003,-0.023,0.981,0.001,-0.002,-0.001,-0.430,0.280,-0.508,191.11,-0.600000
21:47:51:954,-0.001,-0.024,0.982,0.001,-0.002,-0.001,-0.431,0.280,-0.515,191.81,0.700000
21:47:51:965,-0.003,-0.023,0.983,0.001,-0.001,-0.001,-0.436,0.277,-0.506,191.52,-0.290000
21:47:51:976,-0.003,-0.023,0.982,0.001,-0.002,-0.001,-0.431,0.277,-0.514,192.16,0.640000
21:47:51:987,-0.003,-0.024,0.982,0.001,-0.002,-0.001,-0.431,0.277,-0.514,192.52,0.360000
21:47:51:998,-0.003,-0.024,0.983,0.001,-0.002,-0.001,-0.436,0.278,-0.515,192.00,-0.520000
21:47:52:009,-0.002,-0.023,0.982,0.001,-0.001,-0.001,-0.434,0.275,-0.511,192.55,0.550000
21:47:52:020,-0.003,-0.024,0.983,0.001,-0.001,-0.001,-0.435,0.275,-0.512,191.82,-0.730000
21:47:52:031,-0.003,-0.022,0.981,0.001,-0.002,-0.001,-0.436,0.275,-0.524,192.51,0.690000
21:47:52:042,-0.004,-0.023,0.982,0.001,-0.001,-0.001,-0.434,0.276,-0.513,191.77,-0.740000
21:47:52:053,-0.002,-0.023,0.983,0.001,-0.002,-0.001,-0.434,0.277,-0.507,191.50,-0.270000
21:47:52:064,-0.001,-0.024,0.983,0.001,-0.002,-0.001,-0.434,0.277,-0.507,191.37,-0.130000
21:47:52:075,-0.002,-0.023,0.982,0.001,-0.002,-0.001,-0.436,0.277,-0.520,191.36,-0.010000
21:47:52:086,-0.002,-0.023,0.983,0.000,-0.002,-0.001,-0.434,0.276,-0.519,191.72,0.360000
21:47:52:097,-0.003,-0.024,0.982,0.001,-0.002,-0.001,-0.430,0.282,-0.515,191.84,0.120000
21:47:52:108,-0.002,-0.023,0.983,0.001,-0.002,-0.001,-0.433,0.279,-0.511,192.10,0.260000
21:47:52:119,-0.002,-0.024,0.982,0.001,-0.002,-0.001,-0.431,0.281,-0.516,192.21,0.110000
21:47:52:130,-0.001,-0.023,0.983,0.001,-0.002,-0.001,-0.428,0.276,-0.513,191.67,-0.540000
21:47:52:141,-0.002,-0.023,0.982,0.001,-0.002,-0.000,-0.428,0.276,-0.513,191.69,0.020000
21:47:52:152,-0.001,-0.023,0.983,0.001,-0.002,-0.001,-0.429,0.278,-0.511,191.31,-0.380000
21:47:52:163,-0.002,-0.023,0.983,0.001,-0.002,-0.001,-0.435,0.276,-0.514,191.79,0.480000
21:47:52:174,-0.003,-0.023,0.983,0.001,-0.002,-0.001,-0.431,0.273,-0.510,191.51,-0.280000
21:47:52:185,-0.002,-0.023,0.981,0.001,-0.001,-0.001,-0.432,0.278,-0.507,191.88,0.370000
21:47:52:196,-0.002,-0.023,0.982,0.001,-0.001,-0.001,-0.437,0.278,-0.505,191.93,0.050000
21:47:52:207,-0.002,-0.023,0.981,0.001,-0.002,-0.001,-0.435,0.275,-0.510,191.12,-0.810000
21:47:52:218,-0.001,-0.023,0.982,0.001,-0.002,-0.001,-0.435,0.275,-0.510,191.72,0.600000
21:47:52:229,-0.002,-0.022,0.982,0.001,-0.002,-0.001,-0.432,0.276,-0.510,192.08,0.360000
21:47:52:240,-0.003,-0.024,0.983,0.001,-0.002,-0.001,-0.434,0.276,-0.511,191.95,-0.130000
21:47:52:251,-0.003,-0.024,0.982,0.001,-0.002,-0.001,-0.431,0.279,-0.508,191.41,-0.540000
21:47:52:262,-0.003,-0.022,0.981,0.001,-0.002,-0.001,-0.429,0.280,-0.507,191.93,0.520000
21:47:52:273,-0.004,-0.024,0.983,0.001,-0.002,-0.001,-0.432,0.280,-0.513,191.33,-0.600000
21:47:52:284,-0.003,-0.024,0.982,0.001,-0.002,-0.001,-0.431,0.277,-0.510,192.22,0.890000
21:47:52:295,-0.002,-0.024,0.983,0.001,-0.002,-0.000,-0.431,0.277,-0.510,191.49,-0.730000
