( 0.29255599, -0.44438499, -0.31146601, 0.47093672, 0.46410292, -0.55477744, 0.51239544, 0.56329644, -0.42555174),
( -0.04550600, -0.36234000, -0.40296599, 0.40182281, 0.39135984, -0.55146253, 0.48252356, 0.51684672, -0.45956731),
( -0.33269399, -0.16122299, -0.52758896, 0.33806449, 0.35031348, -0.53723353, 0.44349703, 0.47185674, -0.48054931),
( -0.29310501, 0.36886698, -1.34803903, 0.28437656, 0.30037266, -0.56299728, 0.40050966, 0.42552924, -0.50282311),
( 0.26138499, 0.56370097, -1.31418395, 0.28883845, 0.19296379, -0.65167594, 0.37034097, 0.36270025, -0.54303664),
( 0.14810799, -0.02580300, -1.22835696, 0.25325924, 0.05646021, -0.69321525, 0.33871061, 0.27996761, -0.58360833),
( 0.24461000, 0.58230597, -1.44740796, 0.22020039, 0.04683483, -0.79487890, 0.30669433, 0.21698534, -0.64068437),
( 0.23741199, 0.14389899, -1.00277901, 0.16086671, 0.02919560, -0.85590249, 0.26729810, 0.16625278, -0.69882685),
( -0.20764400, -0.01525000, -0.59749496, 0.08095096, 0.02145613, -0.85266411, 0.21695526, 0.12713507, -0.74038696),
( -0.48714599, 0.07862900, -0.29426399, -0.01711076, 0.07471317, -0.83975565, 0.15372087, 0.11297297, -0.76723206),
( -0.77293098, 0.20252000, 0.06600200, -0.12528303, 0.14000817, -0.80227071, 0.07834623, 0.12027670, -0.77669799),
( -0.43364900, -0.18263400, 0.57803601, -0.16482320, 0.15803064, -0.70503145, 0.01265250, 0.13047616, -0.75733685),
( -1.09824395, 1.01009893, -0.44963101, -0.24240322, 0.27651316, -0.69732857, -0.05625239, 0.16992897, -0.74112523),
( -1.99860394, 0.31012398, 0.65873897, -0.41593522, 0.27006018, -0.49822694, -0.15342294, 0.19698003, -0.67550474),
( -1.22530699, 0.39521900, -0.11748600, -0.56714046, 0.25262314, -0.37941179, -0.26519129, 0.21201237, -0.59551340),
( -1.30338693, 0.20117800, -0.08265500, -0.71470010, 0.27524412, -0.26570049, -0.38662890, 0.22909482, -0.50641239),
( -1.26446903, -0.04337100, 0.00439200, -0.86829013, 0.21147621, -0.12155239, -0.51675266, 0.22433504, -0.40244007),
( -1.09458399, -0.19221100, 0.28535798, -1.00382352, 0.17707846, 0.00631939, -0.64833790, 0.21156839, -0.29201117),
( -0.51685297, -0.23546000, 0.62262696, -1.03544593, 0.15458843, 0.12728634, -0.75291753, 0.19617489, -0.17873535),
( -0.06020700, -0.52643001, 0.73212200, -0.99233180, 0.09326663, 0.22899203, -0.81759679, 0.16837358, -0.06858527),
( 0.15493999, -0.63263100, 0.57462001, -0.89829892, 0.00878447, 0.27934688, -0.83939898, 0.12525959, 0.02541076),
( -0.11205700, -0.76286596, 0.87565500, -0.86577237, -0.04995573, 0.30885568, -0.84652394, 0.07792408, 0.10198516),
( -0.56864196, -0.50764197, 0.37325898, -0.81234634, -0.20366025, 0.39048830, -0.83729064, 0.00185233, 0.17992608),
( -0.56711698, -0.63879198, -0.29926598, -0.66696203, -0.29941279, 0.29546145, -0.79127532, -0.07953631, 0.21113868),
( -0.87065297, -0.91176701, -0.24021800, -0.63113087, -0.43169370, 0.28339902, -0.74801129, -0.17467381, 0.23066026),
( -0.83191800, -1.15527892, -0.06057300, -0.58346462, -0.56898248, 0.28567377, -0.70355797, -0.28119874, 0.24552250),
( -0.67490399, -1.32302892, 0.28651699, -0.52382988, -0.69850540, 0.31368837, -0.65500331, -0.39393672, 0.26393792),
( -0.49647900, -0.90841198, 0.04135800, -0.46315956, -0.77090770, 0.28950557, -0.60317552, -0.49577779, 0.27084517),
( -0.21801400, -1.03181493, 0.43114799, -0.43290573, -0.85148066, 0.27058059, -0.55717605, -0.59187311, 0.27077371),
( -0.15298800, -0.71498096, -0.16152799, -0.44222647, -0.87048566, 0.18206908, -0.52612174, -0.66714203, 0.24680960),
( 0.54100901, -0.73443997, 0.07295600, -0.40295583, -0.88067567, 0.13231616, -0.49284771, -0.72482949, 0.21587849),
( 0.32049400, -0.73486698, -0.22734700, -0.35885394, -0.87764376, 0.02295789, -0.45664847, -0.76611322, 0.16375980),
( 0.68521297, -0.16512699, -0.40735799, -0.23133159, -0.84266853, -0.05461550, -0.39577770, -0.78679514, 0.10476436),
( 0.77183300, 0.20776600, -0.73419601, -0.09513728, -0.75667793, -0.09800752, -0.31455782, -0.77865881, 0.04998428),
( 0.50575101, 0.54924399, -1.19480693, 0.04503655, -0.60839874, -0.19296649, -0.21741118, -0.73266202, -0.01565038),
( 0.51227796, 0.62653100, -1.12331498, 0.18200639, -0.42762643, -0.29867411, -0.10950604, -0.65025479, -0.09211099),
( 0.63598597, 0.28096598, -0.76951498, 0.31556398, -0.26486665, -0.40369135, 0.00532926, -0.54613978, -0.17628635),
( 0.16573700, -0.01732400, -0.73023099, 0.38308099, -0.17443584, -0.48034564, 0.10738124, -0.44572166, -0.25842986),
( 0.16945800, -0.30335298, -1.12606001, 0.42278367, -0.10042624, -0.63478315, 0.19258916, -0.35243794, -0.36010402),
( -0.11163000, -0.18922199, -0.91811097, 0.42718083, -0.04709119, -0.70981592, 0.25596556, -0.26994663, -0.45458087),
( -0.02421700, -0.42041200, -0.84143400, 0.36995807, -0.01527567, -0.80037022, 0.28676134, -0.20114569, -0.54799801),
( 0.42840299, 0.61542898, -0.54314399, 0.38118070, 0.12151565, -0.83183318, 0.31226933, -0.11397673, -0.62467784),
( 0.52222097, 0.86827397, -0.62171197, 0.36482278, 0.22616164, -0.85316765, 0.32646698, -0.02208624, -0.68640578),
( 0.30012000, 1.44521201, -0.42584100, 0.31706348, 0.35136050, -0.82268733, 0.32392657, 0.07880271, -0.72322309),
( -0.13749400, 1.45265400, -0.65489596, 0.25179425, 0.44267902, -0.76919925, 0.30443957, 0.17710616, -0.73564386),
( 0.03324500, 1.36023903, -0.50776398, 0.20316538, 0.51683021, -0.70822108, 0.27707973, 0.26888472, -0.72823542),
( -0.26724100, 0.98203897, -0.63665700, 0.11151858, 0.58766472, -0.69500363, 0.23235236, 0.35500512, -0.71925765),
( 0.12895399, -0.00841800, -0.26278800, 0.10771449, 0.58850664, -0.64868271, 0.19868067, 0.41808701, -0.70019138),
( 0.66044700, 0.48970798, -0.09656300, 0.15755670, 0.66877520, -0.54684001, 0.18757077, 0.48581198, -0.65876257),
( 0.36295000, 0.01866600, 0.27803800, 0.20561406, 0.68976432, -0.42841452, 0.19244528, 0.54091096, -0.59653264),
( 0.36508501, 0.03855200, 0.87656999, 0.24497239, 0.73610467, -0.25829750, 0.20663580, 0.59364372, -0.50515634),
( 0.31396699, -0.05105700, 1.46528101, 0.23294421, 0.66836250, -0.05919910, 0.21374318, 0.61382949, -0.38467821),
( 0.53222501, -0.25144199, 1.41501701, 0.23347858, 0.55474055, 0.14273772, 0.21907482, 0.59786624, -0.24219353),
( 0.51660901, -0.13468799, 1.34706295, 0.25495100, 0.39458171, 0.31855604, 0.22876699, 0.54294765, -0.09070355),
( 0.17153199, 0.10321200, 1.16229403, 0.28585243, 0.25776976, 0.49872193, 0.24418898, 0.46590507, 0.06853341),
( 0.27151099, 0.37130699, 0.99765497, 0.30967084, 0.15748961, 0.64796495, 0.26187930, 0.38258472, 0.22507043),
( 0.25626099, 0.30835500, 0.66441196, 0.36254081, 0.08920217, 0.77688110, 0.28907362, 0.30332559, 0.37414551),
( -0.07801900, 0.17525300, 0.35520300, 0.34145638, 0.10769705, 0.83812416, 0.30322516, 0.25047532, 0.49949223),
( -0.69802296, 0.26010400, 0.14640000, 0.20340650, 0.08420128, 0.86242676, 0.27625853, 0.20555535, 0.59754127),
( -0.55699098, 0.19721299, 0.76701397, 0.10992569, 0.10207842, 0.91099298, 0.23132268, 0.17760041, 0.68222219),
( -0.91457295, -0.20746100, 0.70967400, -0.02006108, 0.07698097, 0.89467496, 0.16340980, 0.15041745, 0.73961765),
( -1.31064594, -0.00036600, 0.97118098, -0.18498820, 0.08191201, 0.84595299, 0.06928792, 0.13191028, 0.76834482),
( -0.63677901, -1.02211595, 0.56223696, -0.30371773, 0.00378183, 0.76171857, -0.03148187, 0.09729558, 0.76655471),
( -0.54625499, -0.92726099, 0.63067901, -0.41169065, -0.07656477, 0.69098568, -0.13419764, 0.05032613, 0.74613929),
( -0.60127699, -0.66984099, 0.54039901, -0.49021420, -0.15489931, 0.62956971, -0.23037772, -0.00511680, 0.71464729),
( -0.47177398, -0.36209598, 0.18995400, -0.56570512, -0.22919250, 0.54973423, -0.32096848, -0.06565224, 0.67009503),
( -0.72248399, -0.34160000, 0.19471200, -0.66514814, -0.29511201, 0.50341493, -0.41395074, -0.12764221, 0.62506539),
( -0.87351996, 0.07106500, 0.08186200, -0.74592155, -0.30575797, 0.47646135, -0.50363469, -0.17576130, 0.58491910),
( -0.21380499, 0.11949900, 0.83972597, -0.69686615, -0.31999922, 0.54510367, -0.55583739, -0.21472807, 0.57416272),
( -0.78909600, -0.00262300, 0.68252897, -0.72045988, -0.34026286, 0.53679013, -0.60031116, -0.24864207, 0.56406629),
( -0.48861000, -0.26181200, 0.94769597, -0.67723978, -0.34572625, 0.56031740, -0.62109393, -0.27486998, 0.56305349),
( -0.36429200, -0.73706299, 1.46198702, -0.58131111, -0.42023349, 0.60889328, -0.61034638, -0.31414083, 0.57543737),
( -0.39534098, -0.76439101, 1.07292902, -0.55682355, -0.39415553, 0.65942931, -0.59588683, -0.33575729, 0.59812832),
( -0.31012398, -0.78732699, 0.59883702, -0.53281313, -0.37994376, 0.65622294, -0.57884705, -0.34769455, 0.61382294),
( -0.25016099, -0.51459599, 0.41620299, -0.49710768, -0.36415249, 0.64384681, -0.55676466, -0.35214075, 0.62193406),
( -0.34251499, -0.64013398, 0.53625101, -0.48407501, -0.39232737, 0.67817247, -0.53712708, -0.36299741, 0.63712722),
( -0.51587701, -0.41278699, 0.49983400, -0.46314710, -0.39953843, 0.70838296, -0.51714092, -0.37286919, 0.65637738),
( -0.21551299, -0.42529199, 0.63177699, -0.39647564, -0.44976050, 0.76283067, -0.48454246, -0.39364186, 0.68513638),
( -0.11346000, -0.41327500, 0.71595699, -0.38635045, -0.50368148, 0.75061375, -0.45801529, -0.42336974, 0.70282549),
( -0.10357800, -0.56162697, 0.91652501, -0.31684786, -0.56020653, 0.77376187, -0.41987804, -0.46033704, 0.72198939),
( 0.37142900, -1.43508601, 1.16436803, -0.22971492, -0.67890579, 0.79523849, -0.36850429, -0.51938474, 0.74177808),
( 0.34092900, -1.02736199, 0.71016198, -0.15802154, -0.70810336, 0.72067279, -0.31164107, -0.57036823, 0.73607635),
( 0.37338099, -1.27862096, 0.19642000, -0.07989566, -0.75995266, 0.63376921, -0.24903361, -0.62158567, 0.70843744),
( 0.51673096, -0.00097600, -0.03733200, 0.00430651, -0.68011737, 0.57052064, -0.18059221, -0.63739836, 0.67117834),
( 0.24558599, -0.03666100, 0.57559597, 0.05471111, -0.63165867, 0.58618504, -0.11702356, -0.63584775, 0.64821684),
( 1.30045903, 0.96532500, 1.21127701, 0.22174057, -0.46889788, 0.65263975, -0.02550432, -0.59074521, 0.64941174),
( 0.62122399, 0.22502899, 0.34983498, 0.33735776, -0.40411067, 0.63753414, 0.07252512, -0.54032475, 0.64620292),
( 0.86278397, 0.25705400, 0.38582498, 0.44702378, -0.33481237, 0.61292470, 0.17369826, -0.48480430, 0.63721257),
( 0.59938598, 0.29280001, 0.27273101, 0.51960474, -0.26314670, 0.56882006, 0.26714703, -0.42492214, 0.61873591),
( 0.72968197, 0.11333800, 0.62659198, 0.60438818, -0.19462994, 0.53989011, 0.35825482, -0.36270726, 0.59743524),
( 0.56626296, 0.18513499, 0.48921999, 0.62453616, -0.03044930, 0.47277680, 0.43019238, -0.27294570, 0.56375802),
( 0.50233501, 0.31500399, 0.75914496, 0.64113683, 0.10550535, 0.47745100, 0.48718032, -0.17070480, 0.54044163),
( 0.38826498, 0.73602599, 0.65050399, 0.64290261, 0.30946815, 0.52220857, 0.52924967, -0.04098310, 0.53551584),
( 0.71510297, 1.02284801, 0.86009997, 0.66308081, 0.41307339, 0.61098242, 0.56540501, 0.08168308, 0.55590361),
( 0.25467500, 0.33684200, 0.80532199, 0.66402936, 0.45087099, 0.63370025, 0.59204900, 0.18142149, 0.57692087),
( 0.09650200, 0.42022899, 0.95123398, 0.54169750, 0.39550984, 0.60817611, 0.57844621, 0.23925878, 0.58536464),
( 0.09509899, 0.37008700, 0.91975796, 0.48819843, 0.41004920, 0.66470826, 0.55406523, 0.28539887, 0.60679978),
( 0.03068300, 0.42431599, 0.99509299, 0.40361971, 0.42678371, 0.72518194, 0.51342142, 0.32359487, 0.63878143),
( -0.17214200, 0.41107899, 0.89541900, 0.32518339, 0.43856597, 0.78698194, 0.46256775, 0.35465503, 0.67881870),
( -0.51538897, 0.12370799, 0.78732699, 0.19870175, 0.43939877, 0.80309230, 0.39128271, 0.37754908, 0.71239197),
( -0.16665199, 0.18910000, 1.26172400, 0.12414676, 0.43959394, 0.87974423, 0.31911427, 0.39431089, 0.75760323),
( -0.16201600, 0.30231598, 1.01284397, 0.05663019, 0.43817368, 0.90498221, 0.24820256, 0.40616068, 0.79741859),
( -0.09363500, 0.45939100, 0.78714401, 0.00762008, 0.41006756, 0.91862476, 0.18320771, 0.40721616, 0.83016318),
( 0.06344000, 0.47183499, 1.38701797, -0.05873436, 0.35410434, 0.97099507, 0.11784555, 0.39286768, 0.86820978),
( -0.19599299, 0.43157500, 0.90243399, -0.10450713, 0.36361429, 0.98067343, 0.05777559, 0.38496470, 0.89859253),
( -0.52252597, 0.45072898, 0.86790800, -0.16736332, 0.36661369, 0.97250557, -0.00304708, 0.38000706, 0.91856062),
( -0.60719401, 0.35813099, 0.92732197, -0.23869684, 0.36528999, 0.97336090, -0.06670932, 0.37603116, 0.93336529),
( -0.51166797, -0.29469100, 0.63067901, -0.29384294, 0.29243544, 0.93741691, -0.12807088, 0.35344726, 0.93445987),
( -0.58011001, -0.21136500, 0.94678098, -0.33538646, 0.22933264, 0.94263875, -0.18407847, 0.31991693, 0.93666947),
( -0.97850096, -0.58431900, 1.08281100, -0.38258079, 0.15752628, 0.97206753, -0.23770510, 0.27604610, 0.94623250),
( -0.65782398, 0.81825399, 0.30805001, -0.43222585, 0.22126937, 0.87757331, -0.29025608, 0.26124781, 0.92768377),
( -0.69137400, -0.05142300, 0.75579000, -0.48600993, 0.18539329, 0.85222280, -0.34314018, 0.24075525, 0.90729749),
( -0.46951699, -0.21197499, 0.71455401, -0.52428389, 0.11735590, 0.84516382, -0.39207727, 0.20741814, 0.89051169),
( -0.48403499, -0.26376399, 0.71931201, -0.57990789, 0.04285539, 0.77917087, -0.44282088, 0.16296050, 0.86043227),
( -0.51587701, 0.00841800, 0.79025501, -0.61244875, -0.00003363, 0.76815224, -0.48864689, 0.11892662, 0.83550227),
( -0.30213299, -0.02531500, 0.81471598, -0.59013194, -0.04819884, 0.76290405, -0.51606369, 0.07377664, 0.81588942),
( 0.00933300, -0.10412700, 1.21231401, -0.52762872, -0.09494388, 0.79110420, -0.51918805, 0.02819575, 0.80919355),
( 0.03495300, -0.24156000, 0.72718096, -0.47211537, -0.08948748, 0.80057847, -0.50647110, -0.00359711, 0.80686611),
( 0.76213396, 0.64141500, 0.97429198, -0.33565429, -0.00291975, 0.80300605, -0.46032387, -0.00341411, 0.80582327),
( 1.09482801, -0.42651200, 1.40275598, -0.12509280, 0.01335451, 0.83438110, -0.36975911, 0.00111603, 0.81353837),
( 0.48897600, -0.26815599, 0.93226296, -0.00888087, -0.09654979, 0.89618617, -0.27226561, -0.02526900, 0.83586621),
( 0.57736498, -0.40119699, 1.02797198, 0.11988608, -0.13179858, 0.92300701, -0.16632341, -0.05404862, 0.85940784),
( 0.40656498, 0.05630300, 0.71809196, 0.20891030, -0.10449199, 0.92319620, -0.06495170, -0.06767622, 0.87664068),
( 0.38564199, 0.20483799, 0.85857499, 0.29729575, -0.05691637, 0.93681145, 0.03291170, -0.06476938, 0.89289618),
( 0.40912700, 0.31689501, 0.83173496, 0.39128959, -0.02553562, 0.94074821, 0.12972970, -0.05417014, 0.90582371),
( 0.18855099, 0.25217399, 0.42968398, 0.44122893, 0.00268713, 0.90249234, 0.21388316, -0.03880979, 0.90492374),
( 0.47116399, 0.85326797, 0.95367396, 0.48832750, 0.09974124, 0.87668562, 0.28802601, -0.00137937, 0.89729506),
( 0.33562198, 0.85235298, 0.77006400, 0.51903409, 0.21055925, 0.88076335, 0.35043427, 0.05587716, 0.89282894),
( 0.25595599, 0.73352498, 0.50495797, 0.46770710, 0.21986023, 0.83432418, 0.38211626, 0.10017820, 0.87702352),
( 0.34044099, 0.92152697, 0.54534000, 0.39142829, 0.35634798, 0.74932367, 0.38463196, 0.16938406, 0.84252459),
( 0.20514299, 0.35349500, 0.74419999, 0.36272714, 0.41927582, 0.73065978, 0.37871423, 0.23689388, 0.81230360),
( -0.10723799, 0.81697297, 0.75957197, 0.29342777, 0.54255539, 0.70402634, 0.35567355, 0.31947023, 0.78305185),
( -0.36044899, 0.86735898, 0.79635501, 0.21564150, 0.62455535, 0.71180135, 0.31784302, 0.40189087, 0.76380306),
( 0.15652600, 0.88492697, 0.73053598, 0.19249824, 0.69340271, 0.69907004, 0.28398034, 0.48064461, 0.74631506),
( 0.16732299, 0.49403900, 0.70692897, 0.16798553, 0.71131700, 0.68671912, 0.25264362, 0.54296219, 0.73021483),
( 0.33958700, 0.49361199, 0.81977898, 0.18330649, 0.73574519, 0.72532117, 0.23391175, 0.59504372, 0.72889280),
( 0.17958400, 0.30756199, 0.94062001, 0.15360612, 0.68043929, 0.72413421, 0.21221669, 0.61811388, 0.72760725),
( 0.25003898, 0.53667802, 0.90859497, 0.14484264, 0.64844280, 0.73790973, 0.19401518, 0.62630743, 0.73039055),
