( -0.00189100, -0.02263100, 1.00253499, -0.01366936, -0.02768347, 0.99469995, -0.01261529, -0.02847419, 0.99492323),
( 0.00067100, -0.02745000, 1.00100994, -0.01291337, -0.02797843, 0.99446887, -0.01269581, -0.02834026, 0.99480051),
( -0.00305000, -0.02208200, 1.00521898, -0.01320581, -0.02732939, 0.99463367, -0.01283359, -0.02806717, 0.99475545),
( 0.00170800, -0.02738900, 1.00222993, -0.01312511, -0.02733997, 0.99348605, -0.01291235, -0.02787071, 0.99441248),
( -0.00231800, -0.01647000, 1.00839102, -0.01309932, -0.02629556, 0.99225825, -0.01296286, -0.02744518, 0.99383050),
( -0.00286700, -0.02238700, 1.01144099, -0.01346595, -0.02597432, 0.99498969, -0.01309877, -0.02704781, 0.99414366),
( -0.00237900, -0.02806000, 1.00406003, -0.01372433, -0.02617160, 0.99467915, -0.01326777, -0.02681110, 0.99428833),
( 0.01152900, -0.02714500, 1.01113594, -0.01277384, -0.02631785, 0.99502504, -0.01313433, -0.02667785, 0.99448735),
( -0.00567300, -0.02446100, 0.98466200, -0.01179207, -0.02649614, 0.99317980, -0.01277171, -0.02662876, 0.99413413),
( 0.00128100, -0.02488800, 1.00521898, -0.01120353, -0.02635693, 0.99316084, -0.01234806, -0.02655532, 0.99387121),
( -0.01140700, -0.02281400, 1.00491393, -0.01216499, -0.02636420, 0.99340689, -0.01229860, -0.02650369, 0.99374574),
( 0.00201300, -0.02738900, 1.00070500, -0.01202947, -0.02635967, 0.99337518, -0.01222589, -0.02646478, 0.99364561),
( 0.00054900, -0.03214700, 1.00692701, -0.01165650, -0.02736994, 0.99354231, -0.01207207, -0.02670931, 0.99361771),
( 0.00079300, -0.02409500, 1.00698793, -0.01175801, -0.02704073, 0.99401343, -0.01198722, -0.02679885, 0.99372464),
( -0.00207400, -0.02854800, 0.99924099, -0.01170861, -0.02824580, 0.99311030, -0.01191195, -0.02718975, 0.99355865),
( 0.00189100, -0.02440000, 1.00442600, -0.01121883, -0.02845120, 0.99241126, -0.01172470, -0.02753054, 0.99324864),
( 0.01525000, -0.03367200, 1.01522303, -0.00944785, -0.02903551, 0.99349737, -0.01110960, -0.02793712, 0.99331582),
( -0.00634400, -0.02385100, 0.98978597, -0.01122926, -0.02868037, 0.99140388, -0.01114192, -0.02813791, 0.99279928),
( -0.00006100, -0.02946300, 1.00155902, -0.01067648, -0.02919041, 0.99307072, -0.01101618, -0.02842225, 0.99287260),
( -0.00384300, -0.03098800, 0.99326301, -0.01117217, -0.02979116, 0.99189460, -0.01105832, -0.02879207, 0.99260837),
( 0.00073200, -0.02824300, 1.00674403, -0.00994427, -0.03034861, 0.99206322, -0.01075735, -0.02921258, 0.99246109),
( -0.00414800, -0.02714500, 1.00564599, -0.01057099, -0.03031781, 0.99255896, -0.01070701, -0.02951116, 0.99248755),
( 0.00067100, -0.02555900, 1.00893998, -0.01056890, -0.02966019, 0.99275666, -0.01066970, -0.02955142, 0.99256027),
( -0.00103700, -0.03080500, 1.00723195, -0.01074549, -0.03032840, 0.99278420, -0.01069017, -0.02976133, 0.99262077),
( 0.00006100, -0.02214300, 1.00332797, -0.01054263, -0.02969193, 0.99318492, -0.01065031, -0.02974258, 0.99277318),
