mx,my,mz
-0.612,0.691,-0.896
-0.645,0.695,-0.857
-0.678,0.698,-0.811
-0.712,0.69,-0.768
-0.738,0.685,-0.722
-0.738,0.685,-0.722
-0.756,0.67,-0.686
-0.766,0.658,-0.642
-0.762,0.641,-0.615
-0.763,0.631,-0.591
-0.763,0.631,-0.591
-0.753,0.626,-0.568
-0.75,0.617,-0.538
-0.745,0.611,-0.504
-0.742,0.605,-0.467
-0.742,0.605,-0.467
-0.736,0.595,-0.432
-0.729,0.593,-0.393
-0.715,0.59,-0.365
-0.708,0.593,-0.339
-0.708,0.593,-0.339
-0.697,0.593,-0.316
-0.691,0.597,-0.291
-0.682,0.598,-0.265
-0.669,0.583,-0.244
-0.669,0.583,-0.244
-0.662,0.579,-0.221
-0.65,0.569,-0.197
-0.638,0.57,-0.167
-0.634,0.559,-0.156
-0.634,0.559,-0.156
-0.628,0.55,-0.151
-0.623,0.545,-0.14
-0.614,0.535,-0.132
-0.615,0.525,-0.116
-0.615,0.525,-0.116
-0.605,0.512,-0.11
-0.6,0.499,-0.097
-0.59,0.493,-0.086
-0.581,0.472,-0.076
-0.581,0.472,-0.076
-0.575,0.459,-0.068
-0.558,0.449,-0.06
-0.552,0.439,-0.057
-0.549,0.441,-0.053
-0.549,0.441,-0.053
-0.541,0.433,-0.052
-0.526,0.431,-0.048
-0.523,0.434,-0.042
-0.512,0.437,-0.04
-0.512,0.437,-0.04
-0.505,0.439,-0.036
-0.494,0.448,-0.032
-0.489,0.453,-0.038
-0.488,0.463,-0.035
-0.488,0.463,-0.035
-0.486,0.478,-0.047
-0.483,0.492,-0.046
-0.476,0.505,-0.048
-0.479,0.523,-0.051
-0.479,0.523,-0.051
-0.479,0.538,-0.06
-0.469,0.549,-0.071
-0.467,0.561,-0.069
-0.467,0.576,-0.079
-0.467,0.576,-0.079
-0.469,0.587,-0.089
-0.474,0.604,-0.094
-0.476,0.614,-0.107
-0.483,0.62,-0.124
-0.483,0.62,-0.124
-0.489,0.623,-0.131
-0.492,0.628,-0.138
-0.489,0.634,-0.134
-0.494,0.638,-0.143
-0.494,0.638,-0.143
-0.484,0.643,-0.15
-0.492,0.642,-0.152
-0.489,0.65,-0.157
-0.498,0.645,-0.167
-0.498,0.645,-0.167
-0.502,0.643,-0.164
-0.513,0.648,-0.177
-0.519,0.651,-0.186
-0.527,0.645,-0.194
-0.527,0.645,-0.194
-0.531,0.649,-0.197
