mx,my,mz
0.07,0.209,-0.212
0.067,0.209,-0.221
0.077,0.213,-0.214
0.077,0.213,-0.214
0.075,0.214,-0.212
0.077,0.218,-0.224
0.082,0.226,-0.224
0.096,0.229,-0.232
0.096,0.229,-0.232
0.097,0.227,-0.232
0.103,0.23,-0.237
0.108,0.231,-0.245
0.111,0.229,-0.249
0.111,0.229,-0.249
0.117,0.227,-0.257
0.121,0.229,-0.268
0.131,0.236,-0.271
0.135,0.235,-0.279
0.135,0.235,-0.279
0.137,0.23,-0.287
0.138,0.23,-0.292
0.146,0.228,-0.303
0.156,0.227,-0.323
0.156,0.227,-0.323
0.159,0.222,-0.33
0.167,0.218,-0.339
0.164,0.213,-0.345
0.171,0.209,-0.356
0.171,0.209,-0.356
0.173,0.205,-0.374
0.181,0.205,-0.382
0.187,0.2,-0.388
0.19,0.195,-0.403
0.19,0.195,-0.403
0.199,0.192,-0.421
0.204,0.188,-0.427
0.21,0.18,-0.447
0.215,0.176,-0.45
0.215,0.176,-0.45
0.228,0.169,-0.462
0.236,0.158,-0.487
0.248,0.158,-0.501
0.256,0.155,-0.533
0.256,0.155,-0.533
0.268,0.157,-0.55
0.283,0.155,-0.566
0.297,0.159,-0.589
0.309,0.172,-0.621
0.309,0.172,-0.621
0.316,0.192,-0.654
0.328,0.198,-0.697
0.331,0.219,-0.73
0.323,0.237,-0.759
0.323,0.237,-0.759
0.309,0.267,-0.783
0.294,0.301,-0.784
0.276,0.343,-0.802
0.255,0.379,-0.81
0.255,0.379,-0.81
0.242,0.422,-0.809
0.226,0.457,-0.803
0.223,0.484,-0.788
0.215,0.506,-0.787
0.215,0.506,-0.787
0.216,0.526,-0.772
0.215,0.55,-0.753
0.22,0.572,-0.737
0.219,0.595,-0.721
0.219,0.595,-0.721
0.22,0.619,-0.703
0.227,0.636,-0.687
0.239,0.643,-0.68
0.252,0.645,-0.67
0.252,0.645,-0.67
0.269,0.647,-0.657
0.288,0.645,-0.642
0.307,0.65,-0.629
0.325,0.651,-0.606
0.325,0.651,-0.606
0.35,0.647,-0.6
0.365,0.647,-0.577
0.38,0.64,-0.563
0.407,0.63,-0.549
0.407,0.63,-0.549
0.426,0.615,-0.521
0.453,0.602,-0.508
0.473,0.581,-0.48
0.496,0.563,-0.451
0.496,0.563,-0.451
0.519,0.541,-0.417
0.524,0.523,-0.374
0.536,0.501,-0.34
0.537,0.488,-0.299
0.537,0.488,-0.299
0.542,0.461,-0.253
0.539,0.439,-0.194
0.525,0.416,-0.143
0.501,0.392,-0.085
0.501,0.392,-0.085
0.474,0.365,-0.039
0.45,0.343,-0.007
0.427,0.323,0.02
0.401,0.312,0.046
0.401,0.312,0.046
0.38,0.309,0.066
0.355,0.31,0.088
0.337,0.309,0.113
0.322,0.303,0.117
0.322,0.303,0.117
0.305,0.3,0.129
0.29,0.294,0.131
0.276,0.281,0.137
0.268,0.282,0.143
0.268,0.282,0.143
0.266,0.284,0.137
0.264,0.285,0.133
0.267,0.289,0.136
0.268,0.287,0.135
0.268,0.287,0.135
0.266,0.281,0.132
0.263,0.27,0.126
0.264,0.267,0.112
0.269,0.257,0.102
0.269,0.257,0.102
0.277,0.252,0.087
0.288,0.239,0.071
0.289,0.23,0.062
0.293,0.219,0.045
0.293,0.219,0.045
0.289,0.211,0.037
0.289,0.198,0.027
0.301,0.186,0.004
0.321,0.178,-0.024
0.321,0.178,-0.024
0.335,0.177,-0.042
0.356,0.164,-0.062
0.371,0.151,-0.079
0.388,0.141,-0.088
0.388,0.141,-0.088
0.398,0.128,-0.097
0.413,0.124,-0.116
0.434,0.12,-0.141
0.459,0.115,-0.17
0.459,0.115,-0.17
0.49,0.107,-0.185
0.522,0.096,-0.205
0.544,0.085,-0.225
0.562,0.079,-0.237
0.562,0.079,-0.237
0.58,0.073,-0.264
0.593,0.061,-0.305
0.605,0.059,-0.347
0.62,0.052,-0.383
0.62,0.052,-0.383
0.634,0.048,-0.432
0.645,0.046,-0.474
0.657,0.049,-0.514
0.657,0.056,-0.543
0.657,0.056,-0.543
0.65,0.054,-0.583
0.64,0.048,-0.627
0.614,0.045,-0.679
0.585,0.044,-0.727
0.585,0.044,-0.727
0.564,0.045,-0.767
0.539,0.057,-0.792
0.518,0.068,-0.816
0.489,0.08,-0.841
0.489,0.08,-0.841
0.447,0.098,-0.878
0.397,0.129,-0.915
0.34,0.16,-0.948
0.294,0.19,-0.975
0.294,0.19,-0.975
0.266,0.221,-0.99
0.233,0.246,-1.004
0.201,0.27,-1.014
0.171,0.293,-1.021
0.171,0.293,-1.021
0.14,0.308,-1.026
0.106,0.335,-1.032
0.059,0.363,-1.032
0.011,0.398,-1.037
0.011,0.398,-1.037
-0.037,0.446,-1.028
-0.08,0.49,-1.022
-0.118,0.536,-1.005
-0.153,0.582,-0.99
-0.153,0.582,-0.99
-0.18,0.618,-0.971
-0.212,0.651,-0.949
-0.248,0.683,-0.932
-0.279,0.71,-0.906
-0.279,0.71,-0.906
-0.295,0.735,-0.887
-0.304,0.762,-0.872
-0.311,0.771,-0.839
-0.319,0.793,-0.815
-0.319,0.793,-0.815
-0.321,0.811,-0.796
-0.323,0.82,-0.782
-0.329,0.839,-0.768
-0.329,0.853,-0.758
-0.329,0.853,-0.758
-0.324,0.87,-0.739
-0.315,0.889,-0.732
-0.312,0.905,-0.722
-0.302,0.917,-0.711
-0.302,0.917,-0.711
-0.292,0.933,-0.703
-0.284,0.946,-0.694
-0.281,0.966,-0.69
-0.267,0.98,-0.688
-0.267,0.98,-0.688
-0.254,0.993,-0.675
-0.236,1.014,-0.678
-0.217,1.038,-0.669
-0.194,1.059,-0.657
-0.194,1.059,-0.657
-0.176,1.082,-0.65
-0.15,1.105,-0.633
-0.132,1.119,-0.614
-0.106,1.145,-0.602
-0.106,1.145,-0.602
-0.075,1.165,-0.59
-0.048,1.177,-0.576
-0.016,1.189,-0.559
0.015,1.203,-0.54
0.015,1.203,-0.54
0.053,1.208,-0.521
0.083,1.208,-0.497
0.115,1.209,-0.466
0.147,1.208,-0.439
0.147,1.208,-0.439
0.183,1.203,-0.406
0.208,1.198,-0.374
0.235,1.187,-0.341
0.269,1.163,-0.311
0.269,1.163,-0.311
0.306,1.141,-0.27
0.334,1.122,-0.239
0.36,1.092,-0.205
0.384,1.054,-0.167
0.384,1.054,-0.167
0.406,1.028,-0.123
0.427,0.995,-0.07
0.445,0.957,-0.02
0.45,0.914,0.032
0.45,0.914,0.032
0.451,0.876,0.07
0.457,0.843,0.1
0.457,0.802,0.143
0.458,0.76,0.18
0.458,0.76,0.18
0.461,0.712,0.214
0.456,0.66,0.249
0.449,0.6,0.281
0.433,0.541,0.314
0.433,0.541,0.314
0.418,0.49,0.327
0.407,0.454,0.34
0.391,0.416,0.352
0.375,0.386,0.357
0.375,0.386,0.357
0.352,0.358,0.367
0.321,0.332,0.377
0.3,0.306,0.381
0.284,0.274,0.37
0.284,0.274,0.37
0.271,0.253,0.359
0.255,0.242,0.355
0.241,0.24,0.347
0.223,0.245,0.337
0.223,0.245,0.337
0.213,0.245,0.323
0.204,0.24,0.309
0.196,0.235,0.289
0.186,0.234,0.273
0.186,0.234,0.273
0.18,0.238,0.251
0.172,0.244,0.232
0.167,0.256,0.21
0.164,0.266,0.197
0.164,0.266,0.197
0.156,0.269,0.174
0.159,0.277,0.151
0.158,0.285,0.131
0.156,0.288,0.112
0.156,0.288,0.112
0.156,0.3,0.096
0.157,0.305,0.08
0.147,0.315,0.061
0.149,0.324,0.044
0.149,0.324,0.044
0.149,0.334,0.031
0.151,0.345,0.009
0.163,0.361,-0.015
0.172,0.364,-0.039
0.172,0.364,-0.039
0.187,0.378,-0.079
0.206,0.386,-0.1
0.219,0.392,-0.124
0.231,0.401,-0.156
0.231,0.401,-0.156
0.245,0.404,-0.177
0.255,0.4,-0.202
0.262,0.397,-0.237
0.273,0.391,-0.269
0.273,0.391,-0.269
0.296,0.384,-0.31
0.304,0.368,-0.335
0.315,0.358,-0.368
0.323,0.341,-0.392
0.323,0.341,-0.392
0.324,0.329,-0.411
0.322,0.322,-0.434
0.323,0.311,-0.456
0.318,0.304,-0.485
0.318,0.304,-0.485
0.327,0.289,-0.519
0.319,0.282,-0.556
0.315,0.273,-0.584
0.31,0.268,-0.609
0.31,0.268,-0.609
0.309,0.268,-0.644
0.295,0.269,-0.671
0.276,0.283,-0.707
0.249,0.299,-0.745
0.249,0.299,-0.745
0.217,0.309,-0.776
0.198,0.316,-0.79
0.177,0.314,-0.82
0.166,0.313,-0.841
0.166,0.313,-0.841
0.139,0.319,-0.852
0.117,0.332,-0.874
0.075,0.35,-0.903
0.037,0.371,-0.919
0.037,0.371,-0.919
-0.011,0.392,-0.935
-0.045,0.412,-0.949
-0.081,0.446,-0.957
-0.11,0.471,-0.96
-0.11,0.471,-0.96
-0.136,0.495,-0.955
-0.172,0.514,-0.957
-0.202,0.532,-0.959
-0.23,0.556,-0.949
-0.23,0.556,-0.949
-0.251,0.573,-0.945
-0.269,0.598,-0.936
-0.288,0.622,-0.911
-0.304,0.647,-0.908
-0.304,0.647,-0.908
-0.316,0.672,-0.887
-0.334,0.699,-0.872
-0.351,0.718,-0.848
-0.359,0.733,-0.832
-0.359,0.733,-0.832
-0.369,0.752,-0.809
-0.38,0.764,-0.8
-0.38,0.774,-0.787
-0.377,0.787,-0.772
-0.377,0.787,-0.772
-0.382,0.803,-0.76
-0.381,0.813,-0.745
-0.382,0.825,-0.737
-0.382,0.83,-0.718
-0.382,0.83,-0.699
-0.383,0.841,-0.699
-0.371,0.854,-0.683
-0.357,0.864,-0.668
-0.346,0.873,-0.656
-0.346,0.873,-0.642
-0.337,0.882,-0.642
-0.328,0.889,-0.634
-0.323,0.891,-0.626
-0.313,0.897,-0.62
-0.313,0.897,-0.602
-0.296,0.902,-0.602
-0.28,0.911,-0.592
-0.267,0.911,-0.583
-0.249,0.922,-0.573
-0.249,0.922,-0.565
-0.233,0.923,-0.565
-0.217,0.926,-0.557
-0.205,0.932,-0.555
-0.199,0.929,-0.548
-0.199,0.929,-0.539
-0.186,0.936,-0.539
-0.172,0.94,-0.538
-0.155,0.942,-0.536
-0.138,0.944,-0.53
-0.138,0.944,-0.526
-0.116,0.943,-0.526
-0.096,0.943,-0.523
-0.081,0.95,-0.516
-0.069,0.955,-0.509
-0.069,0.952,-0.5
-0.053,0.952,-0.5
-0.032,0.954,-0.49
-0.012,0.947,-0.486
0.01,0.939,-0.473
0.01,0.931,-0.477
0.033,0.931,-0.477
0.054,0.925,-0.464
0.078,0.919,-0.457
0.093,0.917,-0.454
0.093,0.914,-0.446
0.106,0.914,-0.446
0.12,0.903,-0.438
0.139,0.893,-0.429
0.161,0.879,-0.426
0.161,0.865,-0.41
0.182,0.865,-0.41
0.201,0.848,-0.402
0.216,0.835,-0.392
0.238,0.817,-0.372
0.238,0.801,-0.363
0.258,0.801,-0.363
0.27,0.787,-0.35
0.289,0.773,-0.333
0.31,0.755,-0.318
0.31,0.735,-0.297
0.323,0.735,-0.297
0.333,0.719,-0.282
0.342,0.698,-0.26
0.353,0.682,-0.241
0.354,0.666,-0.225
0.354,0.666,-0.225
0.355,0.65,-0.2
0.354,0.63,-0.197
0.356,0.62,-0.179
0.361,0.599,-0.168
0.361,0.599,-0.168
0.359,0.578,-0.153
0.357,0.559,-0.148
0.35,0.54,-0.141
0.344,0.523,-0.133
0.344,0.523,-0.133
0.335,0.505,-0.126
0.334,0.493,-0.116
0.32,0.483,-0.105
0.311,0.463,-0.091
0.311,0.463,-0.091
0.301,0.452,-0.077
0.283,0.452,-0.07
0.268,0.459,-0.075
0.25,0.451,-0.078
0.25,0.451,-0.078
0.245,0.45,-0.09
0.239,0.439,-0.088
0.231,0.443,-0.098
0.225,0.44,-0.105
0.225,0.44,-0.105
0.221,0.443,-0.118
0.217,0.455,-0.128
0.214,0.465,-0.139
0.221,0.477,-0.154
0.221,0.477,-0.154
0.218,0.486,-0.174
0.222,0.501,-0.192
0.223,0.508,-0.217
0.223,0.514,-0.243
0.223,0.514,-0.243
0.228,0.518,-0.277
0.23,0.521,-0.305
0.234,0.533,-0.342
0.237,0.53,-0.369
0.237,0.53,-0.369
0.238,0.528,-0.395
0.236,0.521,-0.422
0.239,0.514,-0.441
0.237,0.503,-0.465
0.237,0.503,-0.465
0.237,0.487,-0.488
0.238,0.474,-0.518
0.233,0.454,-0.556
0.231,0.429,-0.585
0.231,0.429,-0.585
0.227,0.412,-0.601
0.22,0.393,-0.617
0.209,0.379,-0.632
0.196,0.372,-0.653
0.196,0.372,-0.653
0.188,0.353,-0.671
0.179,0.339,-0.68
0.166,0.331,-0.705
0.158,0.332,-0.728
0.158,0.332,-0.728
0.144,0.33,-0.746
0.129,0.34,-0.758
0.112,0.346,-0.777
0.094,0.348,-0.789
0.094,0.348,-0.789
0.067,0.349,-0.805
0.052,0.358,-0.815
0.032,0.363,-0.833
