ax,ay,az,gx,gy,gz,mx,my,mz,pressure,temperature,altitude
0.01248,-0.03149,0.99098,0.00012,-0.00022,-0.00025,-0.28932,-0.05998,-0.14064,983.06000,27.37000,284.52000
0.01446,-0.03145,0.98899,0.00012,-0.00022,-0.00025,-0.29032,-0.05698,-0.14064,983.08000,27.36000,284.40000
0.01347,-0.03247,0.99000,0.00012,-0.00022,-0.00025,-0.29232,-0.05798,-0.14364,983.03000,27.37000,284.82000
0.01348,-0.03148,0.99098,0.00012,-0.00022,-0.00025,-0.29232,-0.05898,-0.13864,983.08000,27.36000,284.37000
0.01447,-0.03047,0.98997,0.00012,0.00078,-0.00025,-0.28832,-0.06398,-0.13664,983.09000,27.37000,284.24000
0.01248,-0.03147,0.98998,0.00012,-0.00022,-0.00025,-0.29232,-0.05998,-0.14064,983.03000,27.37000,284.77000
0.01348,-0.03249,0.99100,0.00012,-0.00022,-0.00025,-0.28832,-0.05998,-0.14164,983.08000,27.37000,284.34000
0.01347,-0.03247,0.99000,0.00012,-0.00022,-0.00025,-0.28832,-0.05998,-0.14164,983.08000,27.36000,284.36000
0.01347,-0.03147,0.98998,0.00012,-0.00022,-0.00025,-0.29032,-0.06098,-0.13464,983.16000,27.36000,283.70000
0.01447,-0.03249,0.99100,0.00012,-0.00022,-0.00025,-0.28932,-0.06098,-0.13864,983.08000,27.36000,284.35000
0.01447,-0.03249,0.99100,0.00012,-0.00022,-0.00025,-0.28932,-0.05998,-0.13964,983.09000,27.37000,284.27000
0.01346,-0.03346,0.98901,0.00012,-0.00022,-0.00025,-0.29032,-0.06198,-0.13864,983.03000,27.37000,284.77000
0.01248,-0.03147,0.98998,0.00012,-0.00022,-0.00025,-0.28932,-0.05998,-0.13264,983.07000,27.37000,284.43000
0.01446,-0.03247,0.99000,0.00012,-0.00022,-0.00025,-0.29032,-0.06498,-0.13664,983.07000,27.37000,284.44000
0.01348,-0.03148,0.99098,0.00012,-0.00022,-0.00025,-0.29032,-0.06498,-0.13564,983.05000,27.37000,284.62000
0.01248,-0.03149,0.99098,0.00012,-0.00022,-0.00025,-0.28832,-0.06398,-0.13564,983.07000,27.36000,284.45000
0.01348,-0.03250,0.99200,0.00012,-0.00022,-0.00025,-0.29132,-0.06498,-0.13464,983.11000,27.37000,284.13000
0.01447,-0.03047,0.98997,0.00012,-0.00022,-0.00025,-0.29032,-0.06498,-0.13264,983.04000,27.37000,284.71000
0.01248,-0.03147,0.98998,0.00012,0.00078,-0.00025,-0.29132,-0.05898,-0.13164,983.03000,27.36000,284.82000
0.01347,-0.03247,0.99000,0.00012,-0.00022,-0.00025,-0.29132,-0.06098,-0.13164,983.02000,27.37000,284.85000
0.01347,-0.03347,0.99001,0.00012,-0.00022,-0.00025,-0.28832,-0.06198,-0.13764,983.04000,27.36000,284.67000
0.01447,-0.03148,0.99099,0.00012,-0.00022,-0.00025,-0.28832,-0.05798,-0.13464,983.03000,27.37000,284.79000
0.01447,-0.03148,0.99099,0.00012,-0.00022,-0.00025,-0.28432,-0.05798,-0.13464,983.10000,27.37000,284.18000
0.01547,-0.03248,0.99101,0.00012,-0.00022,-0.00025,-0.28532,-0.06198,-0.13964,983.10000,27.36000,284.23000
0.01248,-0.03249,0.99099,0.00012,-0.00022,-0.00025,-0.28832,-0.05898,-0.13464,983.12000,27.37000,284.01000
0.01446,-0.03247,0.99000,0.00012,-0.00022,-0.00025,-0.28732,-0.06398,-0.13964,983.05000,27.37000,284.63000
0.01247,-0.03146,0.98898,0.00012,-0.00022,-0.00025,-0.28932,-0.05798,-0.13864,983.10000,27.36000,284.22000
0.01347,-0.03247,0.99000,0.00012,-0.00022,-0.00025,-0.28832,-0.05998,-0.13564,983.00000,27.37000,285.08000
0.01448,-0.03150,0.99199,0.00012,-0.00022,-0.00025,-0.28932,-0.05498,-0.13064,983.06000,27.37000,284.56000
0.01348,-0.03148,0.99098,0.00012,-0.00022,-0.00025,-0.28932,-0.05498,-0.13064,983.00000,27.37000,285.09000
0.01347,-0.03247,0.99000,0.00012,0.00078,-0.00025,-0.29032,-0.05698,-0.13964,983.07000,27.37000,284.46000
0.01447,-0.03249,0.99100,0.00012,-0.00022,-0.00025,-0.29032,-0.05998,-0.13564,983.07000,27.37000,284.45000
0.01248,-0.03149,0.99098,0.00012,-0.00022,-0.00025,-0.29232,-0.05898,-0.13664,983.05000,27.37000,284.66000
0.01447,-0.03147,0.98999,0.00012,-0.00022,-0.00025,-0.29232,-0.05898,-0.14064,983.04000,27.37000,284.67000
0.01348,-0.03249,0.99100,0.00012,0.00078,-0.00025,-0.29232,-0.06198,-0.13564,983.02000,27.37000,284.89000
0.01448,-0.03250,0.99200,0.00012,0.00078,-0.00025,-0.29532,-0.06098,-0.13464,983.02000,27.36000,284.85000
0.01348,-0.03249,0.99100,0.00012,-0.00022,-0.00025,-0.29532,-0.06098,-0.13464,983.06000,27.37000,284.55000
0.01448,-0.03150,0.99199,0.00012,-0.00022,-0.00025,-0.28932,-0.06298,-0.13264,983.15000,27.37000,283.73000
0.01348,-0.03250,0.99200,0.00012,-0.00022,-0.00025,-0.29032,-0.06198,-0.13964,983.08000,27.36000,284.37000
0.01445,-0.03144,0.98799,0.00012,-0.00022,-0.00025,-0.29232,-0.05998,-0.13564,983.00000,27.37000,285.01000
0.01347,-0.03047,0.98997,0.00012,-0.00022,-0.00025,-0.29032,-0.06298,-0.14164,983.08000,27.37000,284.35000
0.01349,-0.03151,0.99298,0.00012,-0.00022,-0.00025,-0.28932,-0.05898,-0.14164,982.98000,27.37000,285.21000
0.01348,-0.03148,0.99098,0.00012,0.00078,-0.00025,-0.28932,-0.05798,-0.13964,983.04000,27.37000,284.74000
0.01345,-0.03143,0.98698,0.00012,-0.00022,-0.00025,-0.28932,-0.05798,-0.13964,983.02000,27.37000,284.90000
0.01346,-0.03246,0.98900,0.00012,-0.00022,-0.00025,-0.28632,-0.05798,-0.13664,983.06000,27.37000,284.54000
0.01446,-0.03247,0.99000,0.00012,0.00078,-0.00025,-0.28832,-0.06198,-0.13564,983.10000,27.36000,284.23000
0.01338,-0.03126,0.97499,0.00012,-0.00022,-0.00025,-0.29232,-0.05998,-0.14164,983.04000,27.37000,284.74000
0.01350,-0.03355,0.99501,0.00012,-0.00122,-0.00025,-0.29032,-0.06198,-0.13564,983.09000,27.36000,284.25000
0.01257,-0.03369,1.00500,-0.00088,-0.00022,-0.00025,-0.28832,-0.06198,-0.13464,983.08000,27.37000,284.38000
0.01542,-0.03138,0.98400,0.00012,0.00078,-0.00025,-0.28732,-0.05598,-0.14364,983.03000,27.36000,284.84000
0.01250,-0.03151,0.99297,0.00012,0.00078,-0.00025,-0.28732,-0.05598,-0.14364,982.98000,27.36000,285.26000
0.01455,-0.03267,1.00400,0.00012,-0.00022,-0.00025,-0.28732,-0.05598,-0.14464,983.03000,27.37000,284.76000
0.01348,-0.03148,0.99098,0.00012,0.00078,-0.00025,-0.28932,-0.05498,-0.13764,983.06000,27.37000,284.55000
0.01346,-0.03144,0.98798,0.00012,0.00078,-0.00025,-0.29132,-0.05598,-0.14164,983.09000,27.37000,284.26000
0.01347,-0.03349,0.99101,0.00012,0.00078,-0.00025,-0.29032,-0.06298,-0.13564,983.04000,27.36000,284.74000
0.01346,-0.03244,0.98800,0.00012,0.00078,-0.00025,-0.28632,-0.05798,-0.13564,982.96000,27.37000,285.41000
0.01450,-0.03254,0.99500,0.00012,0.00078,-0.00025,-0.28732,-0.05998,-0.13264,983.11000,27.36000,284.13000
0.01345,-0.03243,0.98700,0.00012,-0.00022,-0.00025,-0.28732,-0.05998,-0.13264,982.99000,27.37000,285.16000
0.01348,-0.03249,0.99100,0.00012,-0.00022,-0.00025,-0.28832,-0.06098,-0.13364,983.01000,27.37000,284.98000
0.01446,-0.03247,0.99000,0.00012,-0.00022,-0.00025,-0.28732,-0.05898,-0.13664,983.11000,27.36000,284.14000
0.01346,-0.03246,0.98900,0.00012,-0.00022,-0.00025,-0.28632,-0.05698,-0.13964,982.99000,27.36000,285.13000
0.01446,-0.03246,0.98900,0.00012,-0.00022,-0.00025,-0.28632,-0.05998,-0.13764,983.08000,27.37000,284.37000
0.01347,-0.03146,0.98898,0.00012,-0.00022,-0.00025,-0.28632,-0.05698,-0.14264,983.04000,27.37000,284.73000
0.01447,-0.03148,0.99099,0.00012,-0.00022,-0.00025,-0.28732,-0.06198,-0.13964,983.02000,27.36000,284.84000
0.01447,-0.03148,0.99099,0.00012,-0.00022,-0.00025,-0.28732,-0.06198,-0.13964,983.10000,27.37000,284.19000
0.01449,-0.03151,0.99299,0.00012,-0.00022,-0.00025,-0.28632,-0.06198,-0.13364,983.01000,27.37000,284.93000
0.01248,-0.03149,0.99098,0.00012,-0.00022,-0.00025,-0.28632,-0.06098,-0.14464,983.06000,27.37000,284.56000
0.01344,-0.03242,0.98600,0.00012,-0.00022,-0.00025,-0.28732,-0.05798,-0.14564,983.02000,27.36000,284.92000
0.01347,-0.03146,0.98898,0.00012,-0.00022,-0.00025,-0.28132,-0.05498,-0.14364,983.10000,27.37000,284.22000
0.01347,-0.03247,0.99000,0.00012,0.00078,-0.00025,-0.28632,-0.05598,-0.14164,983.03000,27.36000,284.84000
0.01447,-0.03147,0.98999,0.00012,-0.00022,-0.00025,-0.28832,-0.05798,-0.14164,982.95000,27.37000,285.44000
0.01446,-0.03347,0.99002,0.00012,-0.00022,-0.00025,-0.28832,-0.05798,-0.14164,983.07000,27.37000,284.46000
0.01447,-0.03148,0.99099,0.00012,-0.00022,-0.00025,-0.28732,-0.05698,-0.13464,983.07000,27.37000,284.41000
0.01346,-0.03246,0.98900,0.00012,-0.00022,-0.00025,-0.28732,-0.05898,-0.14264,983.04000,27.36000,284.71000
0.01248,-0.03247,0.98999,0.00012,0.00078,-0.00025,-0.29132,-0.05898,-0.13564,983.04000,27.36000,284.74000
0.01447,-0.03249,0.99100,0.00012,-0.00022,-0.00025,-0.28732,-0.05998,-0.13264,982.97000,27.36000,285.28000
0.01445,-0.03243,0.98700,0.00012,-0.00022,-0.00025,-0.29132,-0.06398,-0.13564,983.01000,27.36000,284.97000
0.01447,-0.03148,0.99099,0.00012,-0.00022,-0.00025,-0.28732,-0.06198,-0.13664,983.05000,27.37000,284.62000
0.01348,-0.03250,0.99200,0.00012,-0.00022,-0.00025,-0.28732,-0.06198,-0.13964,982.99000,27.37000,285.14000
0.01448,-0.03250,0.99200,0.00012,-0.00022,-0.00025,-0.28932,-0.06198,-0.13964,982.98000,27.37000,285.23000
0.01347,-0.03247,0.99000,0.00012,-0.00022,-0.00025,-0.29032,-0.06298,-0.14064,983.04000,27.37000,284.71000
0.01347,-0.03349,0.99101,0.00012,-0.00022,-0.00025,-0.29032,-0.06298,-0.14064,983.11000,27.37000,284.11000
0.01443,-0.03239,0.98400,0.00012,-0.00022,-0.00025,-0.28932,-0.06298,-0.13664,983.07000,27.36000,284.43000
