ax,ay,az,gx,gy,gz,mx,my,mz,pressure,temperature,altitude
-0.02372,0.00548,0.99957,-0.00025,0.00001,-0.00056,-1.11451,0.79029,-1.01692,981.92000,28.09000,294.22000
-0.02269,0.00443,0.99852,-0.00025,0.00001,-0.00056,-1.11420,0.80628,-1.02573,981.99000,28.09000,293.67000
-0.02368,0.00344,0.99850,0.00075,0.00001,-0.00056,-1.11700,0.79566,-1.01086,981.98000,28.09000,293.71000
-0.02471,0.00449,0.99955,-0.00025,0.00001,-0.00056,-1.11416,0.80368,-1.01973,981.96000,28.09000,293.92000
-0.02275,0.00553,1.00155,-0.00025,0.00001,-0.00056,-1.11681,0.79579,-1.00180,982.00000,28.08000,293.61000
-0.02271,0.00447,0.99952,-0.00025,0.00001,-0.00056,-1.11658,0.80121,-0.99870,981.94000,28.09000,294.10000
-0.02271,0.00447,0.99952,0.00075,0.00001,0.00044,-1.11397,0.80381,-1.01067,981.93000,28.09000,294.14000
-0.02368,0.00344,0.99850,0.00075,0.00001,-0.00056,-1.11410,0.80372,-1.01671,982.01000,28.09000,293.45000
-0.02472,0.00549,0.99958,-0.00025,0.00001,-0.00056,-1.11140,0.80112,-1.01669,981.97000,28.09000,293.85000
-0.02370,0.00347,0.99950,-0.00025,0.00001,-0.00056,-1.11919,0.80650,-0.99868,981.97000,28.09000,293.79000
-0.02373,0.00648,0.99960,0.00075,0.00001,-0.00056,-1.13073,0.79798,-1.00811,981.92000,28.08000,294.23000
-0.02370,0.00347,0.99950,-0.00025,0.00001,-0.00056,-1.11679,0.80633,-1.01673,981.94000,28.09000,294.05000
-0.02268,0.00343,0.99848,0.00075,0.00001,-0.00056,-1.13299,0.80877,-0.99895,981.87000,28.08000,294.67000
-0.02371,0.00448,0.99954,0.00075,0.00001,-0.00056,-1.12764,0.80617,-1.00490,981.98000,28.08000,293.78000
-0.02269,0.00443,0.99852,0.00075,0.00001,-0.00056,-1.12798,0.81120,-1.02897,981.96000,28.09000,293.88000
-0.02371,0.00448,0.99954,0.00075,0.00001,-0.00056,-1.11687,0.81153,-1.02872,981.90000,28.09000,294.40000
-0.02374,0.00454,1.00154,0.00075,0.00001,-0.00056,-1.11714,0.80083,-1.02587,981.96000,28.09000,293.94000
-0.02271,0.00349,1.00049,-0.00025,0.00001,-0.00056,-1.11412,0.80108,-1.01373,981.96000,28.08000,293.88000
-0.02269,0.00443,0.99852,0.00075,0.00001,-0.00056,-1.10865,0.80645,-1.02560,981.92000,28.09000,294.26000
-0.02371,0.00448,0.99954,-0.00025,-0.00099,-0.00056,-1.12585,0.80032,-1.04418,981.96000,28.08000,293.95000
-0.02272,0.00450,1.00052,-0.00025,0.00001,-0.00056,-1.13100,0.80306,-1.02916,982.01000,28.09000,293.49000
-0.02372,0.00548,0.99957,-0.00025,0.00001,-0.00056,-1.13396,0.79496,-1.02633,981.90000,28.08000,294.44000
-0.02373,0.00451,1.00054,-0.00025,0.00001,-0.00056,-1.13396,0.79496,-1.02633,981.96000,28.08000,293.95000
-0.02271,0.00447,0.99952,0.00075,0.00001,-0.00056,-1.12278,0.79797,-1.02604,981.99000,28.08000,293.62000
-0.02269,0.00346,0.99949,-0.00025,0.00001,-0.00056,-1.12253,0.79814,-1.01396,982.01000,28.08000,293.47000
-0.02470,0.00348,0.99952,-0.00025,0.00001,-0.00056,-1.11140,0.80112,-1.01669,981.98000,28.08000,293.74000
-0.02370,0.00347,0.99950,-0.00025,0.00001,-0.00056,-1.11410,0.80372,-1.01671,982.00000,28.08000,293.58000
-0.02271,0.00447,0.99952,0.00075,0.00001,-0.00056,-1.12251,0.80079,-1.01694,981.90000,28.09000,294.41000
-0.02270,0.00544,0.99855,0.00075,0.00001,-0.00056,-1.11171,0.79302,-1.01984,981.93000,28.08000,294.14000
-0.02271,0.00447,0.99952,-0.00025,0.00001,-0.00056,-1.11171,0.79302,-1.01984,982.02000,28.08000,293.41000
-0.02270,0.00544,0.99855,0.00075,0.00001,-0.00056,-1.11998,0.80070,-1.02896,982.00000,28.09000,293.61000
-0.02368,0.00344,0.99850,-0.00025,0.00001,-0.00056,-1.11453,0.79554,-1.02590,981.98000,28.08000,293.71000
-0.02370,0.00347,0.99950,0.00075,0.00001,-0.00056,-1.10848,0.80393,-1.01357,982.02000,28.08000,293.39000
-0.02370,0.00347,0.99950,-0.00025,0.00001,-0.00056,-1.11660,0.81435,-1.01962,981.93000,28.08000,294.19000
-0.02269,0.00443,0.99852,-0.00025,0.00001,-0.00056,-1.10854,0.80389,-1.01659,981.93000,28.08000,294.18000
-0.02271,0.00447,0.99952,-0.00025,0.00001,0.00044,-1.12253,0.79814,-1.01396,981.98000,28.08000,293.73000
-0.02369,0.00444,0.99853,0.00075,0.00001,-0.00056,-1.12253,0.79814,-1.01396,981.98000,28.08000,293.73000
-0.02473,0.00452,1.00055,0.00075,0.00001,-0.00056,-1.11691,0.79835,-1.01082,981.95000,28.08000,294.03000
-0.02374,0.00551,1.00057,0.00075,0.00001,-0.00056,-1.11105,0.79873,-0.99560,982.00000,28.08000,293.56000
-0.02269,0.00443,0.99852,0.00075,0.00001,-0.00056,-1.11691,0.79835,-1.01082,982.01000,28.08000,293.50000
