ax,ay,az,gx,gy,gz,mx,my,mz,pressure,temperature,altitude
0.00825,-0.01206,0.99528,0.00065,0.00002,-0.00000,nan,nan,nan,982.02000,27.86000,293.44000
0.01025,-0.01205,0.99629,0.00065,0.00002,-0.00000,nan,nan,nan,982.01000,27.86000,293.47000
0.00926,-0.01105,0.99629,0.00065,0.00002,0.00100,nan,nan,nan,981.99000,27.86000,293.70000
0.00825,-0.01006,0.99529,0.00065,0.00002,-0.00000,nan,nan,nan,982.01000,27.86000,293.46000
0.01024,-0.01206,0.99429,0.00065,0.00002,-0.00000,nan,nan,nan,982.00000,27.86000,293.61000
0.00924,-0.01207,0.99428,-0.00035,0.00002,-0.00000,nan,nan,nan,982.06000,27.86000,293.09000
0.01025,-0.01205,0.99629,-0.00035,0.00002,-0.00000,nan,nan,nan,982.03000,27.86000,293.29000
0.01025,-0.01205,0.99629,-0.00035,0.00002,-0.00000,nan,nan,nan,982.09000,27.86000,292.84000
0.00825,-0.01206,0.99528,0.00065,0.00002,-0.00000,nan,nan,nan,982.04000,27.86000,293.24000
0.01023,-0.01107,0.99330,0.00065,0.00002,0.00100,nan,nan,nan,981.94000,27.86000,294.10000
0.01024,-0.01206,0.99429,0.00065,0.00002,0.00100,nan,nan,nan,982.03000,27.86000,293.33000
0.00925,-0.01106,0.99529,-0.00035,0.00002,-0.00000,nan,nan,nan,982.11000,27.86000,292.64000
0.00826,-0.01206,0.99628,-0.00035,0.00002,-0.00000,nan,nan,nan,982.06000,27.86000,293.08000
0.00925,-0.01206,0.99528,-0.00035,0.00002,-0.00000,nan,nan,nan,982.05000,27.86000,293.18000
0.01026,-0.01105,0.99630,0.00065,0.00002,-0.00000,nan,nan,nan,982.02000,27.86000,293.44000
0.01024,-0.01106,0.99430,-0.00035,0.00002,-0.00000,nan,nan,nan,982.00000,27.86000,293.55000
0.01024,-0.01306,0.99529,-0.00035,0.00002,-0.00000,nan,nan,nan,981.99000,27.86000,293.67000
0.01025,-0.01205,0.99629,-0.00035,0.00002,-0.00000,nan,nan,nan,981.97000,27.86000,293.80000
0.01026,-0.01105,0.99630,-0.00035,0.00002,-0.00000,nan,nan,nan,982.09000,27.86000,292.80000
0.01025,-0.01206,0.99529,-0.00035,0.00002,-0.00000,nan,nan,nan,982.01000,27.86000,293.46000
0.00924,-0.01106,0.99429,0.00065,0.00002,-0.00000,nan,nan,nan,982.10000,27.86000,292.69000
0.01025,-0.01105,0.99530,0.00065,0.00002,-0.00000,nan,nan,nan,981.97000,27.86000,293.82000
0.01024,-0.01206,0.99429,-0.00035,0.00002,-0.00000,nan,nan,nan,982.03000,27.87000,293.34000
0.01124,-0.01005,0.99431,0.00065,0.00002,-0.00000,nan,nan,nan,982.06000,27.86000,293.04000
0.01024,-0.01206,0.99429,-0.00035,0.00002,-0.00000,nan,nan,nan,982.01000,27.86000,293.52000
0.00925,-0.01206,0.99528,0.00065,0.00002,-0.00000,nan,nan,nan,981.91000,27.86000,294.38000
0.00925,-0.01306,0.99628,-0.00035,0.00002,-0.00000,nan,nan,nan,981.97000,27.86000,293.87000
0.00825,-0.01206,0.99528,-0.00035,0.00002,-0.00000,nan,nan,nan,982.06000,27.86000,293.08000
0.01025,-0.01105,0.99530,-0.00035,0.00002,-0.00000,nan,nan,nan,982.03000,27.86000,293.30000
0.01025,-0.01206,0.99529,0.00065,0.00002,-0.00000,nan,nan,nan,982.03000,27.86000,293.34000
0.00926,-0.01105,0.99629,0.00065,0.00002,-0.00000,nan,nan,nan,981.96000,27.86000,293.92000
0.01025,-0.01105,0.99530,-0.00035,0.00002,-0.00000,nan,nan,nan,982.03000,27.86000,293.30000
0.00925,-0.01106,0.99529,0.00065,0.00002,-0.00000,nan,nan,nan,982.04000,27.86000,293.22000
