timestamp,ax,ay,az,gx,gy,gz,mx,my,mz,altitude,relative_altitude
041225_03.43.45.470,0.97300,0.41400,0.43400,24.27300,3.62200,-85.05000,-0.34700,-0.06000,-0.49900,83.26000,0.00000
041225_03.43.45.481,0.90100,0.31200,0.48600,20.75500,-3.97300,-77.70000,-0.34700,-0.06000,-0.49900,83.77000,0.51000
041225_03.43.45.493,0.81700,0.31900,0.56700,22.68000,-8.47000,-71.80200,-0.32900,-0.05800,-0.49800,83.36000,-0.41000
041225_03.43.45.505,0.71600,0.32800,0.67500,26.67000,-7.12200,-70.56000,-0.31600,-0.05700,-0.49600,83.76000,0.40000
041225_03.43.45.516,0.60300,0.37400,0.77700,27.12500,-0.43700,-73.32500,-0.29600,-0.05900,-0.48900,83.98000,0.22000
041225_03.43.45.528,0.51800,0.42700,0.81300,23.22200,7.73500,-78.89000,-0.28200,-0.05400,-0.49100,83.80000,-0.18000
041225_03.43.45.540,0.49500,0.50600,0.82100,16.20500,16.71200,-84.91000,-0.28200,-0.05400,-0.49100,82.94000,-0.86000
041225_03.43.45.551,0.50500,0.55200,0.82600,9.74800,24.48300,-90.58000,-0.26000,-0.05100,-0.49000,83.65000,0.71000
041225_03.43.45.563,0.50400,0.60400,0.79200,3.44700,29.10300,-97.09000,-0.24700,-0.04900,-0.48700,83.28000,-0.37000
041225_03.43.45.574,0.49500,0.65600,0.78000,-10.86800,46.77800,-111.49300,-0.22400,-0.03500,-0.49500,84.15000,0.87000
041225_03.43.45.586,0.44600,0.85100,0.79600,-23.43300,52.85000,-119.15800,-0.20300,-0.03300,-0.49500,83.33000,-0.82000
041225_03.43.45.597,0.29900,0.86600,0.83000,-37.94000,58.80000,-128.31000,-0.20300,-0.03300,-0.49500,83.38000,0.05000
041225_03.43.45.609,0.28900,0.80700,0.87500,-45.09700,66.50000,-141.27700,-0.17900,-0.02700,-0.49600,83.51000,0.13000
041225_03.43.45.620,0.30500,0.68500,0.89700,-40.05700,73.48200,-154.85700,-0.15000,-0.01300,-0.50000,83.62000,0.11000
041225_03.43.45.632,0.30000,0.65400,0.89100,-28.45500,77.26200,-163.18700,-0.11700,-0.00300,-0.49500,83.50000,-0.12000
041225_03.43.45.643,0.29000,0.59600,0.85700,-13.17700,76.54500,-163.29200,-0.08100,0.01800,-0.48700,83.77000,0.27000
041225_03.43.45.655,0.32200,0.56800,0.81500,-3.97300,76.09000,-159.72300,-0.08100,0.01800,-0.48700,83.86000,0.09000
041225_03.43.45.666,0.24600,0.62300,0.76100,-3.16800,77.78700,-157.55300,-0.05000,0.03100,-0.47900,83.62000,-0.24000
