timestamp_iso,t_sec,ax,ay,az,gx,gy,gz,mx,my,mz,pressure,temperature,altitude
2025-11-03T07:01:53.301273,1.254,-0.029,-0.043,1.002,0.001,-0.001,0.0,-904.82,161.7,-915.32,995.6,25.1,178.15
2025-11-03T07:01:53.311704,1.264,-0.028,-0.042,1.003,0.001,-0.002,0.001,-901.04,163.52,-917.56,995.63,25.11,177.9
2025-11-03T07:01:53.322714,1.275,-0.028,-0.043,1.002,0.001,-0.002,0.0,-902.58,162.12,-915.74,995.57,25.11,178.4
2025-11-03T07:01:53.333767,1.286,-0.029,-0.043,1.002,0.001,-0.002,0.0,-902.58,162.12,-915.74,995.58,25.1,178.32
2025-11-03T07:01:53.344662,1.297,-0.029,-0.044,1.001,0.002,-0.002,0.0,-900.2,161.98,-919.52,995.63,25.11,177.9
2025-11-03T07:01:53.355719,1.308,-0.028,-0.043,1.003,0.001,-0.002,0.0,-902.72,159.74,-915.32,995.62,25.1,178.01
2025-11-03T07:01:53.366820,1.319,-0.027,-0.043,1.003,0.002,-0.002,0.001,-903.7,161.0,-913.22,995.53,25.1,178.75
2025-11-03T07:01:53.377720,1.330,-0.029,-0.043,1.002,0.001,-0.002,0.0,-903.14,161.0,-916.86,995.66,25.11,177.7
2025-11-03T07:01:53.388784,1.341,-0.028,-0.043,1.002,0.001,-0.002,0.0,-900.2,163.1,-913.36,995.57,25.1,178.48
2025-11-03T07:01:53.399773,1.352,-0.028,-0.044,1.002,0.001,-0.002,0.0,-902.3,158.62,-912.66,995.61,25.1,178.13
2025-11-03T07:01:53.410828,1.363,-0.028,-0.043,1.003,0.002,-0.002,0.0,-902.3,158.62,-912.66,995.58,25.11,178.33
2025-11-03T07:01:53.422354,1.375,-0.029,-0.043,1.002,0.001,-0.002,0.0,-904.12,161.56,-915.6,995.57,25.11,178.46
2025-11-03T07:01:53.432724,1.385,-0.028,-0.043,1.003,0.001,-0.002,0.0,-904.12,162.82,-909.72,995.58,25.1,178.32
2025-11-03T07:01:53.444011,1.396,-0.028,-0.043,1.003,0.001,-0.002,0.0,-904.82,161.14,-917.0,995.61,25.1,178.14
2025-11-03T07:01:53.454887,1.407,-0.028,-0.041,1.003,0.002,-0.002,0.001,-903.28,161.28,-914.62,995.6,25.1,178.15
2025-11-03T07:01:53.466278,1.419,-0.028,-0.042,1.002,0.002,-0.002,0.0,-901.74,160.3,-908.46,995.59,25.1,178.31
2025-11-03T07:01:53.477334,1.430,-0.028,-0.043,1.003,0.001,-0.002,0.0,-900.48,160.16,-909.72,995.62,25.1,178.03
2025-11-03T07:01:53.487701,1.440,-0.028,-0.044,1.002,0.001,-0.002,0.001,-900.48,160.16,-909.72,995.66,25.1,177.69
2025-11-03T07:01:53.498929,1.451,-0.028,-0.042,1.003,0.002,-0.002,0.0,-905.52,161.7,-913.08,995.6,25.11,178.16
2025-11-03T07:01:53.509980,1.462,-0.028,-0.042,1.004,0.002,-0.002,0.0,-907.34,159.04,-913.08,995.54,25.1,178.72
2025-11-03T07:01:53.520514,1.473,-0.029,-0.043,1.002,0.001,-0.002,0.0,-900.76,158.48,-914.62,995.62,25.1,178.05
2025-11-03T07:01:53.531956,1.484,-0.028,-0.043,1.001,0.001,-0.002,0.0,-901.04,161.0,-910.84,995.59,25.1,178.26
2025-11-03T07:01:53.542670,1.495,-0.029,-0.043,1.003,0.001,-0.002,0.0,-904.68,160.44,-909.58,995.63,25.1,177.97
2025-11-03T07:01:53.553793,1.506,-0.027,-0.043,1.003,0.001,-0.002,0.0,-904.82,160.3,-908.04,995.5,25.1,179.05
2025-11-03T07:01:53.565108,1.517,-0.028,-0.042,1.001,0.002,-0.002,0.0,-904.82,160.3,-908.04,995.65,25.1,177.73
2025-11-03T07:01:53.576029,1.528,-0.029,-0.043,1.003,0.001,-0.002,0.0,-901.74,163.8,-906.92,995.59,25.1,178.26
2025-11-03T07:01:53.586580,1.539,-0.028,-0.043,1.003,0.001,-0.002,0.0,-901.74,159.46,-909.58,995.56,25.1,178.52
2025-11-03T07:01:53.597712,1.550,-0.028,-0.043,1.003,0.002,-0.002,0.0,-900.9,161.28,-914.34,995.63,25.1,177.89
2025-11-03T07:01:53.608590,1.561,-0.028,-0.042,1.0,0.001,-0.002,0.001,-902.44,158.62,-917.28,995.56,25.1,178.55
2025-11-03T07:01:53.619567,1.572,-0.029,-0.042,1.004,0.001,-0.002,0.0,-905.24,157.92,-914.62,995.52,25.1,178.83
2025-11-03T07:01:53.630704,1.583,-0.029,-0.043,1.002,0.002,-0.002,0.0,-903.56,162.96,-910.98,995.56,25.1,178.5
2025-11-03T07:01:53.641737,1.594,-0.027,-0.042,1.003,0.002,-0.002,0.0,-903.56,162.96,-910.98,995.6,25.1,178.2
2025-11-03T07:01:53.652784,1.605,-0.027,-0.044,1.002,0.001,-0.002,0.0,-903.56,160.86,-913.36,995.67,25.1,177.56
2025-11-03T07:01:53.663714,1.616,-0.028,-0.045,1.002,0.001,-0.002,0.0,-904.4,162.82,-911.54,995.6,25.1,178.17
2025-11-03T07:01:53.674771,1.627,-0.028,-0.043,1.002,0.001,-0.002,0.0,-901.88,161.84,-913.92,995.56,25.11,178.5
2025-11-03T07:01:53.685612,1.638,-0.029,-0.043,1.003,0.001,-0.002,0.001,-899.64,163.1,-914.48,995.64,25.1,177.84
2025-11-03T07:01:53.696609,1.649,-0.029,-0.042,1.003,0.001,-0.002,0.001,-901.74,158.48,-917.98,995.59,25.1,178.28
2025-11-03T07:01:53.707707,1.660,-0.028,-0.043,1.001,0.001,-0.002,0.0,-902.58,162.4,-914.34,995.6,25.1,178.21
2025-11-03T07:01:53.718898,1.671,-0.027,-0.042,1.002,0.002,-0.002,0.0,-902.58,162.4,-914.34,995.6,25.1,178.16
2025-11-03T07:01:53.729739,1.682,-0.028,-0.043,1.003,0.001,-0.002,0.0,-903.14,158.62,-913.92,995.58,25.1,178.34
2025-11-03T07:01:53.740753,1.693,-0.028,-0.042,1.003,0.001,-0.002,0.0,-904.12,161.98,-921.9,995.56,25.11,178.5
2025-11-03T07:01:53.751833,1.704,-0.028,-0.042,1.002,0.001,-0.002,0.001,-902.72,165.76,-914.34,995.61,25.1,178.1
2025-11-03T07:01:53.762815,1.715,-0.028,-0.043,1.003,0.001,-0.002,0.001,-906.08,160.58,-910.14,995.55,25.1,178.64
