timestamp,can_id,dlc,data0,data1,data2,data3,data4,data5,data6,data7
2025-12-03 13:48:55.660,0x5EB,3,03,01,06,,,,,
2025-12-03 13:48:55.688,0x15,7,00,01,0A,00,00,01,06,
2025-12-03 13:48:55.689,0xA0,3,00,01,0D,,,,,
2025-12-03 13:48:55.690,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-03 13:48:55.698,0x15,7,00,01,0A,00,00,02,05,
2025-12-03 13:48:55.698,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-03 13:48:55.709,0x232,4,00,00,01,00,,,,
2025-12-03 13:48:55.709,0x227,3,01,01,0B,,,,,
2025-12-03 13:48:55.710,0xA0,3,00,02,0F,,,,,
2025-12-03 13:48:55.719,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-03 13:48:55.720,0x15,7,00,01,0A,00,00,03,04,
2025-12-03 13:48:55.721,0x5EC,3,03,01,05,,,,,
2025-12-03 13:48:55.730,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-03 13:48:55.731,0x232,4,00,00,02,0F,,,,
2025-12-03 13:48:55.732,0x227,3,01,0C,05,,,,,
2025-12-03 13:48:55.741,0xA0,3,00,03,0C,,,,,
2025-12-03 13:48:55.742,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-03 13:48:55.751,0x15,7,00,01,0A,00,00,04,03,
2025-12-03 13:48:55.752,0x15,7,00,01,0A,00,00,06,01,
2025-12-03 13:48:55.752,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-03 13:48:55.761,0x232,4,00,00,03,0E,,,,
2025-12-03 13:48:55.762,0x15,7,00,01,0A,00,00,07,00,
2025-12-03 13:48:55.763,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-03 13:48:55.772,0x227,3,01,06,01,,,,,
2025-12-03 13:48:55.773,0x15,7,00,01,0A,00,00,08,0F,
2025-12-03 13:48:55.782,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-03 13:48:55.783,0x232,4,00,00,04,0D,,,,
2025-12-03 13:48:55.784,0x15,7,00,01,0A,00,00,09,0E,
2025-12-03 13:48:55.793,0x25D,3,00,01,03,,,,,
2025-12-03 13:48:55.794,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-03 13:48:55.794,0x15,7,00,01,0A,00,00,0A,0D,
2025-12-03 13:48:55.803,0x38F,3,01,01,0C,,,,,
2025-12-03 13:48:55.804,0x242,3,00,01,0F,,,,,
2025-12-03 13:48:55.805,0x232,4,00,00,05,0C,,,,
2025-12-03 13:48:55.813,0x109,3,02,01,0B,,,,,
2025-12-03 13:48:55.814,0xA0,3,00,06,0D,,,,,
2025-12-03 13:48:55.814,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-03 13:48:55.824,0x15,7,00,01,0A,00,00,0C,0B,
2025-12-03 13:48:55.825,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-03 13:48:55.825,0x242,3,00,02,0E,,,,,
2025-12-03 13:48:55.835,0x232,4,00,00,06,0B,,,,
2025-12-03 13:48:55.836,0x15,7,00,01,0A,00,00,0D,0A,
2025-12-03 13:48:55.836,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-03 13:48:55.845,0x109,3,02,03,09,,,,,
2025-12-03 13:48:55.846,0x15,7,00,01,0A,00,00,0E,09,
2025-12-03 13:48:55.847,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-03 13:48:55.856,0x242,3,00,03,0D,,,,,
2025-12-03 13:48:55.857,0x227,3,01,0A,09,,,,,
2025-12-03 13:48:55.857,0xA0,3,00,08,0C,,,,,
2025-12-03 13:48:55.866,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-03 13:48:55.867,0x25D,3,00,03,01,,,,,
2025-12-03 13:48:55.868,0x15,7,00,01,0A,00,00,00,07,
2025-12-03 13:48:55.877,0x242,3,00,04,0C,,,,,
2025-12-03 13:48:55.877,0x109,3,02,05,07,,,,,
2025-12-03 13:48:55.878,0x227,3,01,0A,09,,,,,
2025-12-03 13:48:55.887,0xA0,3,00,09,09,,,,,
2025-12-03 13:48:55.888,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-03 13:48:55.889,0x109,3,02,06,06,,,,,
2025-12-03 13:48:55.897,0x15,7,00,01,0A,00,00,02,05,
2025-12-03 13:48:55.898,0x242,3,00,05,0B,,,,,
2025-12-03 13:48:55.898,0x232,4,00,00,09,08,,,,
2025-12-03 13:48:55.907,0x227,3,01,0A,09,,,,,
2025-12-03 13:48:55.908,0x109,3,02,07,05,,,,,
2025-12-03 13:48:55.909,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-03 13:48:55.918,0x227,3,01,02,09,,,,,
2025-12-03 13:48:55.919,0x15,7,00,01,0A,00,00,04,03,
2025-12-03 13:48:55.920,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-03 13:48:55.929,0x109,3,02,08,04,,,,,
2025-12-03 13:48:55.929,0x227,3,01,0A,09,,,,,
2025-12-03 13:48:55.930,0xA0,3,00,0B,08,,,,,
2025-12-03 13:48:55.939,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-03 13:48:55.940,0x109,3,02,09,03,,,,,
2025-12-03 13:48:55.940,0x42,6,02,00,02,00,05,09,,
2025-12-03 13:48:55.950,0xB4,8,1A,6F,1A,6F,1A,6F,1A,6F
2025-12-03 13:48:55.950,0x25D,3,00,05,0F,,,,,
2025-12-03 13:48:55.951,0x227,3,01,0A,09,,,,,
