mx,my,mz
-0.17,0.738,-0.888
-0.17,0.738,-0.888
-0.214,0.756,-0.886
-0.249,0.777,-0.873
-0.275,0.793,-0.861
-0.288,0.811,-0.848
-0.288,0.811,-0.848
-0.309,0.834,-0.821
-0.325,0.86,-0.793
-0.339,0.88,-0.768
-0.345,0.897,-0.751
-0.345,0.897,-0.751
-0.358,0.906,-0.733
-0.382,0.911,-0.724
-0.404,0.914,-0.709
-0.421,0.914,-0.705
-0.421,0.914,-0.705
-0.423,0.919,-0.694
-0.422,0.925,-0.699
-0.408,0.929,-0.69
-0.405,0.942,-0.676
-0.405,0.942,-0.676
-0.407,0.963,-0.661
-0.412,0.965,-0.628
-0.412,0.971,-0.61
-0.416,0.974,-0.589
-0.416,0.974,-0.589
-0.421,0.972,-0.567
-0.42,0.973,-0.55
-0.421,0.97,-0.533
-0.413,0.968,-0.52
-0.413,0.968,-0.52
-0.405,0.968,-0.517
-0.396,0.962,-0.505
