mx,my,mz
0.118,0.077,-0.211
0.071,0.075,-0.159
0.071,0.075,-0.159
0.019,0.076,-0.121
-0.028,0.081,-0.103
-0.056,0.084,-0.092
-0.079,0.082,-0.088
-0.079,0.082,-0.088
-0.097,0.082,-0.084
-0.105,0.077,-0.083
-0.118,0.078,-0.089
-0.118,0.078,-0.089
-0.124,0.075,-0.093
-0.121,0.075,-0.093
-0.117,0.077,-0.099
-0.114,0.087,-0.105
-0.114,0.087,-0.105
-0.098,0.093,-0.12
-0.085,0.1,-0.132
-0.076,0.097,-0.138
-0.076,0.097,-0.138
-0.084,0.094,-0.134
-0.085,0.096,-0.14
-0.08,0.101,-0.146
-0.079,0.098,-0.144
-0.079,0.098,-0.144
-0.079,0.093,-0.151
-0.074,0.091,-0.159
-0.07,0.097,-0.158
-0.064,0.097,-0.168
-0.064,0.097,-0.168
-0.051,0.111,-0.163
-0.043,0.121,-0.169
-0.03,0.136,-0.171
-0.03,0.136,-0.171
-0.012,0.155,-0.175
0.003,0.163,-0.182
0.016,0.182,-0.185
0.023,0.198,-0.19
0.023,0.198,-0.19
0.041,0.218,-0.195
0.05,0.239,-0.2
0.053,0.256,-0.198
0.053,0.256,-0.195
0.058,0.282,-0.195
0.054,0.308,-0.195
0.059,0.325,-0.198
0.067,0.345,-0.2
0.067,0.345,-0.2
0.072,0.363,-0.203
0.074,0.373,-0.216
0.082,0.392,-0.224
0.08,0.398,-0.226
0.08,0.398,-0.226
0.083,0.405,-0.234
0.083,0.402,-0.231
0.083,0.4,-0.235
0.083,0.4,-0.235
0.088,0.392,-0.243
0.09,0.398,-0.247
0.097,0.404,-0.256
0.101,0.41,-0.265
0.101,0.41,-0.265
0.104,0.419,-0.27
0.11,0.433,-0.281
0.114,0.44,-0.291
0.114,0.44,-0.304
0.112,0.459,-0.304
0.121,0.469,-0.322
0.135,0.478,-0.346
0.137,0.487,-0.374
0.137,0.487,-0.374
0.145,0.505,-0.41
0.144,0.517,-0.444
0.141,0.532,-0.48
0.138,0.541,-0.513
0.138,0.541,-0.513
0.131,0.549,-0.555
0.115,0.556,-0.595
0.103,0.545,-0.638
0.103,0.545,-0.638
0.089,0.531,-0.66
0.069,0.523,-0.698
0.044,0.522,-0.726
0.014,0.514,-0.752
0.014,0.514,-0.752
-0.006,0.509,-0.769
-0.026,0.5,-0.782
-0.042,0.489,-0.792
-0.042,0.485,-0.81
-0.057,0.485,-0.81
-0.072,0.479,-0.814
-0.075,0.478,-0.822
-0.083,0.476,-0.816
-0.083,0.476,-0.816
-0.082,0.467,-0.824
-0.087,0.46,-0.824
-0.091,0.455,-0.829
-0.092,0.444,-0.817
-0.092,0.444,-0.817
-0.092,0.445,-0.825
-0.081,0.448,-0.815
-0.073,0.469,-0.811
-0.073,0.469,-0.811
-0.085,0.494,-0.811
-0.092,0.525,-0.806
-0.088,0.55,-0.776
-0.089,0.577,-0.767
-0.089,0.577,-0.767
-0.081,0.601,-0.752
-0.072,0.626,-0.72
-0.052,0.657,-0.69
-0.036,0.685,-0.652
-0.036,0.685,-0.652
-0.018,0.713,-0.602
0.001,0.74,-0.549
0.01,0.754,-0.478
0.01,0.754,-0.478
0.025,0.765,-0.403
0.03,0.761,-0.332
0.027,0.747,-0.258
0.025,0.725,-0.209
0.025,0.725,-0.209
0.007,0.705,-0.164
0.003,0.685,-0.144
-0.006,0.676,-0.131
-0.006,0.676,-0.131
-0.013,0.662,-0.122
-0.012,0.647,-0.112
-0.018,0.632,-0.107
-0.024,0.619,-0.109
-0.024,0.619,-0.109
-0.023,0.602,-0.101
-0.04,0.589,-0.091
-0.052,0.571,-0.097
-0.061,0.551,-0.086
-0.061,0.551,-0.086
-0.079,0.54,-0.085
-0.09,0.515,-0.097
-0.099,0.504,-0.099
-0.099,0.504,-0.099
-0.107,0.484,-0.113
-0.113,0.478,-0.126
-0.123,0.47,-0.133
-0.123,0.459,-0.14
-0.123,0.459,-0.14
-0.124,0.451,-0.146
-0.122,0.439,-0.149
-0.116,0.426,-0.149
-0.116,0.426,-0.145
-0.112,0.407,-0.145
-0.108,0.392,-0.137
-0.114,0.374,-0.138
-0.124,0.357,-0.141
-0.124,0.357,-0.141
-0.134,0.34,-0.135
-0.146,0.317,-0.137
-0.161,0.303,-0.137
-0.177,0.287,-0.139
-0.177,0.287,-0.139
-0.195,0.261,-0.144
-0.212,0.245,-0.147
-0.238,0.218,-0.153
-0.238,0.218,-0.153
-0.27,0.19,-0.158
-0.301,0.166,-0.16
-0.348,0.143,-0.172
-0.393,0.128,-0.182
-0.393,0.128,-0.182
-0.455,0.124,-0.196
-0.51,0.116,-0.217
-0.569,0.128,-0.242
-0.569,0.151,-0.267
-0.618,0.151,-0.267
-0.67,0.182,-0.293
-0.712,0.228,-0.323
-0.746,0.281,-0.35
-0.746,0.281,-0.35
-0.772,0.337,-0.38
-0.787,0.398,-0.407
-0.787,0.462,-0.426
-0.773,0.513,-0.433
-0.773,0.513,-0.433
-0.756,0.569,-0.446
-0.735,0.618,-0.452
-0.699,0.665,-0.455
-0.699,0.665,-0.455
-0.66,0.71,-0.454
-0.613,0.744,-0.459
-0.57,0.777,-0.457
-0.52,0.805,-0.458
-0.52,0.805,-0.458
-0.47,0.818,-0.466
-0.414,0.828,-0.471
-0.363,0.836,-0.499
-0.363,0.834,-0.521
-0.318,0.834,-0.521
-0.279,0.824,-0.554
-0.248,0.815,-0.584
-0.232,0.802,-0.604
-0.232,0.802,-0.604
-0.221,0.79,-0.615
-0.197,0.775,-0.634
-0.186,0.766,-0.651
-0.176,0.754,-0.665
-0.176,0.754,-0.665
-0.158,0.736,-0.685
-0.151,0.716,-0.706
-0.152,0.697,-0.717
-0.152,0.697,-0.717
-0.15,0.685,-0.735
-0.155,0.673,-0.748
-0.17,0.662,-0.759
-0.189,0.656,-0.772
-0.189,0.656,-0.772
-0.205,0.647,-0.775
-0.226,0.637,-0.783
-0.245,0.63,-0.787
-0.271,0.628,-0.791
-0.271,0.628,-0.791
-0.302,0.624,-0.794
-0.327,0.609,-0.794
