ax,ay,az
-0.03,0.001,1.006
-0.035,0.008,1.005
-0.037,0.008,0.995
-0.046,0.004,1.001
-0.041,0.006,0.993
-0.033,0.005,1.007
-0.03,0.007,1.0
-0.033,0.008,1.005
-0.039,0.003,0.998
-0.037,0.005,1.0
-0.039,0.005,0.998
-0.037,0.008,1.002
-0.035,0.002,1.001
-0.041,0.004,1.006
-0.033,0.006,1.0
-0.036,0.005,1.005
-0.036,0.006,0.996
-0.042,0.002,1.001
-0.046,0.007,0.995
-0.039,0.008,1.002
-0.032,0.007,1.005
-0.036,0.007,1.003
-0.044,0.008,0.998
-0.036,0.007,1.003
-0.033,0.004,1.002
-0.02,0.978,-0.019
-0.022,0.976,-0.017
-0.03,0.974,-0.02
-0.022,0.976,-0.023
-0.021,0.974,-0.019
-0.021,0.978,-0.023
-0.022,0.976,-0.016
-0.031,0.977,-0.021
-0.019,0.975,-0.022
-0.022,0.969,-0.022
-0.025,0.981,-0.02
-0.024,0.973,-0.02
-0.02,0.977,-0.02
-0.023,0.977,-0.019
-0.028,0.975,-0.022
-0.02,0.976,-0.021
-0.022,0.979,-0.02
-0.022,0.977,-0.02
-0.025,0.978,-0.015
-0.03,0.978,-0.022
-0.026,0.981,-0.017
-0.025,0.972,-0.022
-0.024,0.98,-0.019
-0.022,0.974,-0.019
-0.019,0.979,-0.02
-0.005,0.013,-0.993
-0.002,0.013,-0.991
-0.01,0.012,-0.993
-0.006,0.009,-0.994
-0.008,0.01,-0.991
-0.01,0.011,-0.993
-0.008,0.006,-0.993
-0.008,0.013,-0.996
-0.003,0.016,-0.992
-0.009,0.015,-0.99
-0.005,0.013,-0.994
-0.006,0.012,-0.993
-0.007,0.009,-0.992
-0.006,0.019,-0.994
-0.011,0.014,-0.989
-0.004,0.011,-0.994
-0.008,0.009,-0.992
-0.01,0.013,-0.991
-0.004,0.016,-0.991
-0.008,0.006,-0.98
-0.007,0.018,-0.996
-0.015,0.017,-0.99
-0.002,0.014,-0.991
-0.012,0.015,-0.999
-0.006,0.005,-0.991
0.027,-1.008,0.029
0.035,-1.01,0.036
0.03,-1.012,0.031
0.026,-1.004,0.033
0.03,-1.009,0.031
0.029,-1.007,0.033
0.03,-1.011,0.033
0.03,-1.01,0.032
0.03,-1.01,0.034
0.028,-1.011,0.031
0.026,-1.013,0.035
0.038,-1.015,0.036
0.028,-1.013,0.035
0.021,-1.009,0.039
0.021,-1.013,0.032
0.027,-1.012,0.039
0.028,-1.015,0.033
0.023,-1.01,0.035
0.028,-1.012,0.034
0.031,-1.012,0.034
0.031,-1.013,0.035
0.028,-1.013,0.034
0.026,-1.009,0.035
0.032,-1.011,0.031
0.026,-1.012,0.033
1.0,-0.041,0.018
0.99,-0.049,0.025
0.997,-0.045,0.027
0.996,-0.045,0.028
0.993,-0.05,0.02
0.996,-0.045,0.023
0.995,-0.048,0.025
0.996,-0.042,0.032
0.992,-0.051,0.024
0.998,-0.043,0.027
0.997,-0.043,0.021
0.997,-0.048,0.03
1.002,-0.045,0.023
0.995,-0.046,0.034
0.999,-0.044,0.03
0.996,-0.042,0.023
0.993,-0.045,0.025
0.998,-0.045,0.029
0.995,-0.05,0.029
0.992,-0.045,0.019
0.995,-0.049,0.023
0.995,-0.044,0.034
0.999,-0.047,0.022
0.994,-0.046,0.026
0.997,-0.045,0.018
-1.003,-0.055,-0.009
-0.999,-0.057,-0.01
-1.001,-0.052,-0.009
-0.998,-0.054,-0.003
-0.995,-0.058,-0.009
-1.001,-0.052,-0.014
-0.999,-0.054,-0.008
-0.998,-0.057,-0.011
-1.001,-0.056,-0.006
-0.994,-0.054,-0.011
-0.999,-0.055,-0.007
-0.996,-0.056,-0.007
-1.001,-0.055,-0.01
-0.996,-0.059,-0.012
-1.003,-0.054,-0.01
-0.997,-0.055,-0.003
-0.997,-0.059,-0.009
-1.0,-0.053,-0.014
-0.999,-0.057,-0.008
-1.001,-0.058,-0.007
-0.996,-0.058,-0.01
-0.999,-0.055,-0.011
-0.998,-0.057,-0.004
-0.997,-0.059,-0.008
-1.001,-0.054,-0.01
