ax,ay,az
-0.042,-0.0,1.005
-0.04,-0.0,1.0
-0.043,-0.002,1.001
-0.042,-0.002,1.005
-0.027,-0.002,1.001
-0.04,-0.003,1.0
-0.057,0.002,0.997
-0.06,-0.004,0.999
-0.051,-0.0,1.001
-0.034,0.001,1.0
-0.042,-0.002,1.005
-0.046,0.0,0.996
-0.043,-0.003,1.003
-0.039,0.0,0.994
-0.043,-0.003,1.007
-0.047,0.0,1.005
-0.035,-0.001,0.995
-0.039,-0.001,1.003
-0.043,0.003,1.001
-0.045,-0.001,1.001
-0.045,0.001,1.006
-0.034,0.0,0.996
-0.045,-0.001,1.006
-0.049,0.003,0.999
-0.043,0.001,1.002
-0.011,0.979,-0.006
-0.038,0.982,-0.032
-0.025,0.97,-0.019
-0.023,0.974,-0.021
-0.017,0.971,-0.011
-0.013,0.979,0.002
-0.031,0.98,-0.04
-0.023,0.976,-0.02
-0.023,0.973,-0.021
-0.026,0.974,-0.017
-0.027,0.978,-0.019
-0.012,0.974,-0.015
-0.019,0.981,-0.015
-0.023,0.975,-0.02
-0.025,0.974,-0.021
-0.02,0.978,-0.02
-0.021,0.978,-0.012
-0.026,0.979,-0.015
-0.019,0.977,-0.021
-0.019,0.975,-0.019
-0.022,0.979,-0.02
-0.026,0.976,-0.015
-0.032,0.98,-0.019
-0.014,0.976,-0.02
-0.016,0.981,-0.015
-0.005,0.023,-0.991
-0.012,0.017,-0.99
-0.001,0.013,-0.993
-0.007,0.011,-0.996
-0.007,0.02,-0.994
-0.007,0.014,-0.99
-0.003,0.014,-0.996
-0.008,0.019,-0.99
-0.002,0.014,-0.995
-0.006,0.016,-0.99
-0.006,0.012,-0.993
-0.002,0.02,-0.988
-0.005,0.026,-0.994
-0.008,0.018,-0.991
-0.009,0.012,-0.992
-0.005,0.019,-0.995
-0.007,0.024,-0.991
-0.009,0.016,-0.992
-0.005,0.015,-0.994
-0.01,0.018,-0.99
-0.006,0.015,-0.998
-0.006,0.017,-0.987
-0.005,0.011,-0.99
-0.005,0.021,-0.994
-0.005,0.023,-0.995
0.039,-1.013,0.028
0.031,-1.011,0.026
0.031,-1.007,0.029
0.032,-1.013,0.029
0.044,-1.012,0.03
0.025,-1.002,0.023
0.021,-1.006,0.033
0.034,-1.012,0.026
0.043,-1.014,0.032
0.043,-1.013,0.028
0.03,-1.01,0.026
0.025,-1.008,0.035
0.031,-1.009,0.031
0.028,-1.01,0.028
0.031,-1.014,0.028
0.032,-1.009,0.03
0.034,-1.011,0.027
0.022,-1.011,0.026
0.027,-1.007,0.033
0.034,-1.016,0.031
0.037,-1.015,0.03
0.04,-1.013,0.028
0.03,-1.013,0.03
0.029,-1.012,0.03
0.034,-1.012,0.027
0.991,0.005,0.011
0.998,0.001,0.015
0.994,0.012,0.011
0.998,0.004,0.016
0.999,0.009,0.015
0.996,0.003,0.015
0.998,0.007,0.019
0.995,0.008,0.008
0.999,0.005,0.017
1.001,0.01,0.015
0.995,0.005,0.013
0.997,0.007,0.011
0.993,0.001,0.007
0.996,0.004,0.015
0.997,0.008,0.014
0.995,0.005,0.016
0.997,0.008,0.013
0.995,0.01,0.008
0.996,0.012,0.019
0.995,0.001,0.015
0.995,-0.001,0.017
0.997,0.005,0.016
0.991,0.006,0.015
0.998,0.009,0.016
0.99,0.005,0.009
-0.996,0.003,0.01
-1.005,-0.004,0.012
-0.999,-0.005,0.012
-0.998,-0.004,0.009
-1.006,0.002,0.01
-1.002,-0.003,0.011
-1.005,-0.004,0.008
-0.999,-0.01,0.012
-1.002,-0.01,0.006
-1.001,0.0,0.01
-1.0,-0.005,0.011
-1.005,-0.004,0.007
-0.996,-0.005,0.008
-1.001,-0.005,0.007
-0.998,-0.012,0.011
-0.997,-0.009,0.006
-1.002,0.003,0.005
-0.996,-0.002,0.009
-0.997,-0.01,0.005
-0.992,-0.016,0.011
-0.996,-0.007,0.003
-0.997,0.005,0.005
-0.993,-0.007,0.004
-0.997,-0.014,0.006
-0.989,-0.015,0.005
