mx,my,mz
-0.033,0.311,-0.655
-0.029,0.312,-0.652
-0.031,0.311,-0.656
-0.032,0.311,-0.65
-0.031,0.314,-0.655
-0.031,0.314,-0.655
-0.03,0.311,-0.655
-0.032,0.311,-0.653
-0.03,0.313,-0.659
-0.035,0.311,-0.652
-0.031,0.313,-0.657
-0.038,0.312,-0.657
-0.038,0.312,-0.657
-0.034,0.312,-0.658
-0.034,0.311,-0.657
-0.027,0.316,-0.652
-0.033,0.311,-0.652
-0.032,0.313,-0.656
-0.032,0.314,-0.654
-0.032,0.314,-0.654
-0.036,0.315,-0.661
-0.037,0.316,-0.657
-0.034,0.315,-0.658
-0.036,0.316,-0.658
-0.038,0.317,-0.665
-0.032,0.319,-0.662
-0.032,0.319,-0.662
-0.032,0.316,-0.656
-0.031,0.323,-0.664
-0.033,0.329,-0.666
-0.034,0.329,-0.664
-0.032,0.335,-0.665
-0.033,0.34,-0.664
-0.033,0.34,-0.666
-0.033,0.341,-0.666
-0.033,0.338,-0.665
-0.029,0.342,-0.667
-0.023,0.34,-0.671
-0.022,0.342,-0.671
-0.026,0.341,-0.667
-0.026,0.34,-0.658
-0.033,0.34,-0.658
-0.031,0.34,-0.666
-0.033,0.342,-0.669
-0.031,0.337,-0.664
-0.032,0.337,-0.67
-0.031,0.341,-0.668
-0.038,0.337,-0.665
-0.038,0.337,-0.665
-0.035,0.341,-0.668
-0.036,0.342,-0.67
-0.042,0.341,-0.674
-0.04,0.339,-0.666
-0.041,0.342,-0.67
-0.042,0.34,-0.662
-0.042,0.34,-0.662
-0.042,0.344,-0.672
-0.047,0.342,-0.672
-0.046,0.342,-0.667
-0.044,0.343,-0.671
-0.05,0.346,-0.675
-0.051,0.342,-0.673
-0.051,0.342,-0.673
-0.05,0.344,-0.672
-0.056,0.347,-0.673
-0.056,0.345,-0.678
-0.053,0.343,-0.675
-0.059,0.342,-0.681
-0.059,0.345,-0.68
-0.059,0.345,-0.68
-0.062,0.35,-0.674
-0.059,0.352,-0.68
-0.056,0.351,-0.677
-0.054,0.352,-0.678
-0.053,0.354,-0.67
-0.058,0.35,-0.676
-0.058,0.35,-0.676
-0.052,0.349,-0.677
-0.048,0.352,-0.672
-0.047,0.357,-0.674
-0.041,0.36,-0.666
-0.037,0.367,-0.669
-0.038,0.369,-0.668
-0.038,0.369,-0.668
-0.037,0.375,-0.66
-0.032,0.381,-0.666
-0.032,0.388,-0.669
-0.033,0.393,-0.67
-0.034,0.397,-0.676
-0.043,0.397,-0.683
-0.043,0.397,-0.683
-0.049,0.399,-0.682
-0.051,0.402,-0.685
-0.057,0.402,-0.676
-0.058,0.403,-0.683
-0.062,0.405,-0.676
-0.061,0.404,-0.677
-0.061,0.404,-0.686
-0.064,0.407,-0.686
-0.07,0.405,-0.691
-0.074,0.406,-0.697
-0.08,0.407,-0.692
-0.078,0.406,-0.693
-0.072,0.408,-0.698
-0.072,0.406,-0.69
-0.071,0.406,-0.69
-0.074,0.411,-0.696
-0.073,0.411,-0.691
-0.074,0.409,-0.687
-0.075,0.414,-0.69
-0.086,0.412,-0.689
-0.091,0.409,-0.7
-0.091,0.409,-0.7
-0.098,0.408,-0.699
-0.108,0.409,-0.7
-0.113,0.407,-0.696
-0.116,0.406,-0.694
-0.117,0.403,-0.694
-0.119,0.402,-0.688
-0.119,0.402,-0.688
-0.114,0.405,-0.691
-0.115,0.407,-0.693
-0.114,0.406,-0.695
-0.114,0.408,-0.696
-0.12,0.406,-0.698
-0.127,0.413,-0.693
-0.127,0.413,-0.693
-0.125,0.421,-0.702
-0.127,0.43,-0.699
-0.135,0.435,-0.697
-0.145,0.438,-0.698
-0.154,0.445,-0.702
-0.154,0.45,-0.71
-0.154,0.45,-0.71
-0.154,0.459,-0.703
-0.156,0.472,-0.703
-0.158,0.484,-0.695
-0.157,0.499,-0.696
-0.162,0.505,-0.696
-0.162,0.509,-0.693
-0.162,0.509,-0.693
-0.156,0.513,-0.688
-0.136,0.52,-0.683
-0.119,0.529,-0.681
-0.098,0.536,-0.667
-0.081,0.548,-0.655
-0.066,0.553,-0.63
-0.066,0.553,-0.63
-0.048,0.565,-0.621
-0.038,0.569,-0.609
-0.031,0.574,-0.6
-0.02,0.581,-0.587
-0.013,0.584,-0.57
-0.005,0.59,-0.557
-0.005,0.59,-0.557
-0.0,0.593,-0.549
0.004,0.593,-0.543
0.01,0.595,-0.525
0.021,0.593,-0.514
0.027,0.589,-0.486
0.04,0.581,-0.456
0.04,0.581,-0.439
0.046,0.573,-0.439
0.059,0.559,-0.413
0.06,0.547,-0.392
0.062,0.528,-0.37
0.061,0.517,-0.343
0.058,0.503,-0.325
0.058,0.486,-0.312
0.057,0.486,-0.312
0.054,0.469,-0.299
0.043,0.46,-0.291
0.035,0.449,-0.281
0.027,0.438,-0.269
0.018,0.427,-0.264
0.009,0.419,-0.268
0.009,0.419,-0.268
0.005,0.41,-0.263
-0.004,0.4,-0.261
-0.011,0.402,-0.265
-0.015,0.399,-0.264
-0.021,0.403,-0.257
-0.029,0.403,-0.259
-0.029,0.403,-0.259
-0.037,0.407,-0.253
-0.038,0.408,-0.258
-0.045,0.415,-0.252
-0.051,0.419,-0.257
-0.053,0.428,-0.252
-0.063,0.436,-0.251
-0.063,0.436,-0.251
-0.067,0.442,-0.25
-0.083,0.446,-0.243
-0.093,0.457,-0.246
-0.101,0.465,-0.244
-0.114,0.479,-0.241
-0.124,0.488,-0.247
-0.124,0.488,-0.247
-0.132,0.497,-0.24
-0.142,0.505,-0.239
-0.15,0.51,-0.241
-0.156,0.521,-0.243
-0.163,0.528,-0.242
-0.17,0.544,-0.249
-0.17,0.544,-0.249
-0.177,0.553,-0.24
-0.181,0.567,-0.247
-0.191,0.581,-0.246
-0.193,0.596,-0.252
-0.195,0.611,-0.262
-0.204,0.634,-0.273
-0.204,0.634,-0.273
-0.214,0.649,-0.285
-0.22,0.666,-0.289
-0.228,0.677,-0.309
-0.235,0.69,-0.326
-0.237,0.698,-0.336
-0.242,0.705,-0.354
-0.242,0.705,-0.354
-0.248,0.714,-0.377
-0.249,0.711,-0.399
-0.252,0.71,-0.418
-0.257,0.708,-0.429
-0.26,0.702,-0.442
-0.259,0.695,-0.452
-0.259,0.695,-0.469
-0.256,0.695,-0.469
-0.254,0.682,-0.473
-0.244,0.675,-0.476
-0.241,0.674,-0.491
-0.229,0.668,-0.486
-0.221,0.663,-0.486
-0.21,0.663,-0.486
-0.21,0.663,-0.486
-0.188,0.664,-0.487
-0.167,0.669,-0.489
-0.141,0.668,-0.487
-0.114,0.662,-0.496
-0.086,0.661,-0.497
-0.058,0.654,-0.501
-0.058,0.654,-0.501
-0.022,0.632,-0.504
0.01,0.609,-0.516
0.038,0.583,-0.514
0.059,0.562,-0.521
0.076,0.536,-0.516
0.091,0.515,-0.503
0.091,0.515,-0.503
0.103,0.495,-0.495
0.113,0.476,-0.489
0.122,0.455,-0.48
0.131,0.434,-0.465
0.14,0.412,-0.453
0.149,0.384,-0.444
0.149,0.384,-0.444
0.155,0.355,-0.427
0.155,0.337,-0.422
0.152,0.317,-0.424
0.146,0.291,-0.418
0.142,0.268,-0.397
0.137,0.253,-0.396
0.137,0.253,-0.396
0.131,0.23,-0.38
0.115,0.209,-0.365
0.102,0.188,-0.358
0.086,0.17,-0.342
0.069,0.156,-0.333
0.051,0.132,-0.329
0.051,0.132,-0.329
0.027,0.118,-0.325
0.002,0.094,-0.324
-0.021,0.079,-0.326
-0.046,0.064,-0.328
-0.076,0.049,-0.334
-0.1,0.042,-0.338
-0.1,0.042,-0.338
-0.122,0.033,-0.339
-0.143,0.026,-0.344
-0.164,0.026,-0.344
-0.186,0.025,-0.354
-0.214,0.021,-0.357
-0.253,0.025,-0.36
-0.253,0.025,-0.36
-0.292,0.028,-0.366
-0.329,0.043,-0.368
-0.371,0.058,-0.369
-0.409,0.078,-0.363
-0.448,0.105,-0.366
-0.477,0.133,-0.362
-0.477,0.133,-0.353
-0.498,0.153,-0.353
-0.52,0.181,-0.351
-0.535,0.208,-0.346
-0.549,0.229,-0.348
-0.559,0.253,-0.358
-0.573,0.284,-0.361
-0.573,0.312,-0.366
-0.582,0.312,-0.366
-0.588,0.347,-0.383
-0.591,0.379,-0.392
-0.592,0.418,-0.412
-0.583,0.457,-0.428
-0.577,0.487,-0.453
-0.566,0.521,-0.463
-0.566,0.521,-0.463
-0.551,0.544,-0.493
